9.850799999999999557e-01,1.004559999999999897e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.006480000000000041e+00,1.013879999999999892e+00,1.015759999999999996e+00,9.707999999999999963e-01,1.022370561570608238e+00,9.996610520974150704e-01,9.829396222365562874e-01,1.070501163737674677e+00,9.993949284013384782e-01,9.848732100334611772e-01,1.004349315794099695e+00,1.007652219856305154e+00,9.729041644592615334e-01,1.047244669764853198e+00,9.967181282765132933e-01,9.459924848502287986e-01,9.916679341686737148e-01,1.051746647090255227e+00,9.986052008706315375e-01,1.001604205091159994e+00,1.001327109623657119e+00,1.000258783754006897e+00
9.697199999999999154e-01,1.008399999999999963e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.014839999999999964e+00,1.028519999999999879e+00,1.037479999999999958e+00,9.348400000000000043e-01,1.046574004052539308e+00,1.002936043047801151e+00,9.595143949089360857e-01,1.154061761147211929e+00,9.962580835344420072e-01,9.707376239297871301e-01,1.007987302608938318e+00,1.027700038423176032e+00,9.356043249692620467e-01,1.101459657041060414e+00,9.949510922614809294e-01,8.795893879089388134e-01,9.806162665130009337e-01,1.116206446427174148e+00,9.979798060234805757e-01,9.987054535486175055e-01,1.001182902985748191e+00,9.961192791213447917e-01
9.510399999999998855e-01,1.012599999999999945e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.028040000000000065e+00,1.038919999999999844e+00,1.064640000000000031e+00,8.925199999999999800e-01,1.074904902285364727e+00,1.017438789877162408e+00,9.282819964116677536e-01,1.260794057152446523e+00,9.916004658798603932e-01,9.558375565064797241e-01,1.006842223181963814e+00,1.061971244695307570e+00,8.890823853904001872e-01,1.166484142930584778e+00,9.889549110328710313e-01,7.978148057904073109e-01,9.555099672354359086e-01,1.186627059774342241e+00,1.002944882751780620e+00,9.973690307558891188e-01,1.001715441475144353e+00,1.003050185370885083e+00
9.260799999999999033e-01,1.016920000000000046e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.041520000000000001e+00,1.043119999999999825e+00,1.099600000000000133e+00,8.438799999999999635e-01,1.104636378652854134e+00,1.049910627774128580e+00,8.942405752000074370e-01,1.386209643286332671e+00,9.753874305015571844e-01,9.368035848551192757e-01,1.001125949924424940e+00,1.109814404102796637e+00,8.356712215356987272e-01,1.243732916925551768e+00,9.806360076798298353e-01,7.105153549007805491e-01,9.286388009773779428e-01,1.260235136118647015e+00,9.981175371635890858e-01,9.916598660553042066e-01,9.991713130868604686e-01,1.007196118952060182e+00
8.906799999999999162e-01,1.022680000000000033e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.060920000000000085e+00,1.035839999999999872e+00,1.137800000000000145e+00,7.809999999999999165e-01,1.133465997398859670e+00,1.093851334112145635e+00,8.608873855482195303e-01,1.524976002110735918e+00,9.577908082006798551e-01,9.124658132101804986e-01,1.000116948778438264e+00,1.177752266563529604e+00,7.774439285334859839e-01,1.318758325915383001e+00,9.634912118991024732e-01,6.293431176845184494e-01,8.768333485657954229e-01,1.332257877844753136e+00,9.983219050597744726e-01,9.921942153419823773e-01,9.963645080016533262e-01,1.006168658983405795e+00
8.502399999999998847e-01,1.029000000000000137e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.089120000000000088e+00,1.011399999999999855e+00,1.181320000000000148e+00,7.092799999999999105e-01,1.159877532814796997e+00,1.155734827932573205e+00,8.281180944926743726e-01,1.673563005091303069e+00,9.240672980426329897e-01,8.858781676619692513e-01,1.008129251257152470e+00,1.262344707207391226e+00,7.174859662985343389e-01,1.385581851416831212e+00,9.407354309375397516e-01,5.674278479935764841e-01,8.269105450226960086e-01,1.406819225937118167e+00,9.930814510809803375e-01,9.913250499891427259e-01,9.980060633520418945e-01,1.006394191359920365e+00
8.005199999999998983e-01,1.036760000000000126e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.123240000000000016e+00,9.680399999999999006e-01,1.222680000000000211e+00,6.276399999999999757e-01,1.188143919015277605e+00,1.227674026205304969e+00,8.009630058566509225e-01,1.813222174607334258e+00,8.819380892781227832e-01,8.618910901743817021e-01,1.015242545608335600e+00,1.355331882538512778e+00,6.644297012144952941e-01,1.447483403919464617e+00,9.041214237365737816e-01,5.310209596706458868e-01,7.753624481464745921e-01,1.476152221721637625e+00,9.899061441603824729e-01,1.002880281607947843e+00,9.957562114331173220e-01,9.999561025228681510e-01
7.432799999999999407e-01,1.045320000000000027e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.160760000000000014e+00,9.111199999999999299e-01,1.256200000000000205e+00,5.437600000000000211e-01,1.217674549592622002e+00,1.308015062055119637e+00,7.825390439037763768e-01,1.935479531112635154e+00,8.321422585998416999e-01,8.450769462198886028e-01,1.036317453544554290e+00,1.457619151370098454e+00,6.196148781568946440e-01,1.486268555380757306e+00,8.543599739884680799e-01,5.271499059297054535e-01,7.377599978522847435e-01,1.541350794108141908e+00,9.842684771797219900e-01,1.019241183427124220e+00,9.971149923856035269e-01,9.966619789852599887e-01
6.773599999999999621e-01,1.044119999999999937e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.201680000000000081e+00,8.373599999999999932e-01,1.282760000000000122e+00,4.631200000000000316e-01,1.253675708178243031e+00,1.391230783125241288e+00,7.743997149090894316e-01,2.034560968687393334e+00,7.810867566046700849e-01,8.411844188714273640e-01,1.059459325495001103e+00,1.557591377904055774e+00,5.872917096064987907e-01,1.502731391632102564e+00,8.131353210882502625e-01,5.485512188730136129e-01,7.621222504222684435e-01,1.606170629386405757e+00,9.808204703089012932e-01,1.038401381574679538e+00,9.961425341835331571e-01,9.999929576572383905e-01
6.123999999999999444e-01,1.040279999999999871e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.238560000000000105e+00,7.656399999999999872e-01,1.293720000000000203e+00,3.898800000000000598e-01,1.284026481984767765e+00,1.492994182901738576e+00,7.633913897040752738e-01,2.122546583183540392e+00,7.330328435891660943e-01,8.350181741854217909e-01,1.088227558013634466e+00,1.665717106032947648e+00,5.617243596819022633e-01,1.506343617744282382e+00,7.695197373420392672e-01,5.878220076329019328e-01,7.456966391518091708e-01,1.657438731742881366e+00,9.788415269268433416e-01,1.001583415319904358e+00,1.001688778402614499e+00,9.966277785395324385e-01
5.377999999999999448e-01,1.025679999999999925e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.267800000000000038e+00,6.991600000000000037e-01,1.300760000000000138e+00,3.197600000000000442e-01,1.316344431891416811e+00,1.568038902850710237e+00,7.573384697990962477e-01,2.174602930853831051e+00,6.709897338227354124e-01,8.405580633007534441e-01,1.121367330943791707e+00,1.744943395192469104e+00,5.451693080093669153e-01,1.488350189218553998e+00,7.551662590071565040e-01,6.500028741343132355e-01,7.155688405118414419e-01,1.702908251492497804e+00,9.863477786666515756e-01,9.979748181367931181e-01,1.000317143128248487e+00,1.004862831452064231e+00
4.605999999999999539e-01,1.010759999999999881e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.289679999999999938e+00,6.406000000000000583e-01,1.302600000000000202e+00,2.572000000000000397e-01,1.349188595233667964e+00,1.637379266482688278e+00,7.582428278398016808e-01,2.177031863317060889e+00,6.283624655544012283e-01,8.501433887469145301e-01,1.157365585822569098e+00,1.831634880986836134e+00,5.383130137283410610e-01,1.468187195973970294e+00,7.749728040992357458e-01,7.076525517766036888e-01,7.812794421166875392e-01,1.753199374604627492e+00,9.855078624680776445e-01,1.025154669875223190e+00,1.001556679217520118e+00,1.001019665177571127e+00
3.866799999999999127e-01,9.893199999999998662e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.315239999999999965e+00,5.902000000000000579e-01,1.301840000000000330e+00,1.979600000000000248e-01,1.373803085866302176e+00,1.693479571713023546e+00,7.508001980527333474e-01,2.222777265278804038e+00,5.902354371655795795e-01,8.698779443347753881e-01,1.177604971935710232e+00,1.887949118562253892e+00,5.337815987905366599e-01,1.479058191756577711e+00,7.980920223169762906e-01,7.654737492888449291e-01,6.998986506012465636e-01,1.794543492507657545e+00,9.848607101407143016e-01,1.044327822232694825e+00,1.001672888394969041e+00,1.003025350745344380e+00
3.147599999999999287e-01,9.612399999999998723e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.341359999999999886e+00,5.475200000000000067e-01,1.300720000000000320e+00,1.492000000000000270e-01,1.396108385652208739e+00,1.719825734362093295e+00,7.559648759820399855e-01,1.949760369476243760e+00,5.612992199411186434e-01,8.894770363392505708e-01,1.218307358426750753e+00,1.907055610954067726e+00,5.350744624496514001e-01,1.431991284785622431e+00,8.139062172962997499e-01,8.065601085130282843e-01,8.031595855323006017e-01,1.833017809104762197e+00,9.837580977747800715e-01,1.015430075225337125e+00,1.000562981676311747e+00,1.003285386172801497e+00
2.495199999999999363e-01,9.190799999999998970e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.359999999999999876e+00,5.208000000000000407e-01,1.298280000000000323e+00,1.038800000000000279e-01,1.397247294330452361e+00,1.795399211621573565e+00,7.510123294170458763e-01,4.726739762163484571e+00,5.213991792221602806e-01,9.178027002979388671e-01,1.171006855601580909e+00,1.988213584711117532e+00,5.269329477895136060e-01,1.626503878825745320e+00,8.755776110043480553e-01,8.402142442002468181e-01,6.441454976210562178e-01,1.890403083605733503e+00,9.814106714923624963e-01,1.019860774255661129e+00,9.994464289452681394e-01,1.005135574699949297e+00
