9.620372108623969076e-01,7.801432367528084999e-01,1.004475764351338896e+00,1.000901884828075961e+00,1.003668887477493721e+00,1.002508309216310511e+00,1.006034529882149364e+00,1.007018111561650775e+00,9.988418000617237391e-01,1.016131613893820340e+00,1.000034363655505576e+00,9.996057838423811903e-01,9.996300551040729898e-01,9.999145596883939335e-01
9.155507361286061574e-01,5.589671219848777461e-01,1.009937355972452488e+00,1.001913448442711463e+00,1.006948262445034104e+00,1.004839089933096119e+00,1.012433490188169305e+00,1.014529096646425321e+00,9.973855928114100378e-01,1.033168265963387844e+00,1.000028033930833171e+00,9.999029491265419844e-01,9.991056608570735298e-01,9.998739802337751614e-01
8.639178963478725271e-01,3.425545797796719638e-01,1.015642865329310363e+00,1.003425327356676222e+00,1.010697266477112333e+00,1.007374608325740883e+00,1.019856091838956313e+00,1.022844801003706561e+00,9.952869752819019089e-01,1.050785347838477213e+00,1.000293803147741967e+00,9.997288341226504560e-01,9.990159287201524352e-01,9.998899731921374601e-01
8.026239521401949961e-01,1.762064243602681213e-01,1.021819464579632797e+00,1.005200988931586270e+00,1.013930475172109880e+00,1.009720953604605898e+00,1.027117328143698938e+00,1.031440793356235730e+00,9.935019199688686076e-01,1.068968138465450135e+00,1.000055136954173918e+00,1.000400933565466666e+00,9.991088980863715996e-01,9.997770719634474501e-01
7.385453770164740472e-01,2.015735093494147590e-03,1.028232301722960873e+00,1.007299842278466029e+00,1.017153198327143349e+00,1.012224784911925246e+00,1.035003139118445104e+00,1.040336067052120228e+00,9.916973067376938511e-01,1.087293111715918359e+00,1.000438982858691928e+00,1.000788509868494991e+00,9.987892004442736615e-01,9.998498360318543998e-01
6.657093447299136102e-01,-1.378568676478894306e-01,1.034557703973244980e+00,1.010017086030327027e+00,1.020349440391469020e+00,1.014914732147307097e+00,1.043053618787696868e+00,1.049544477264971132e+00,9.893824034520316557e-01,1.105797263985997647e+00,1.000129413088039376e+00,1.000584234878828971e+00,9.991029656994036001e-01,9.999683217902409771e-01
5.941048594552236217e-01,-2.460322860897446173e-01,1.041017258364264730e+00,1.013140596780443214e+00,1.023008422894065461e+00,1.017205780165012730e+00,1.051390619792312631e+00,1.058852037839959070e+00,9.863085678428678005e-01,1.125322914523460227e+00,1.000347092601382437e+00,1.000421072314525484e+00,9.993272943894491167e-01,1.000142667807704333e+00
5.270958850051437050e-01,-3.525615413022723521e-01,1.048293962081346953e+00,1.016661083862054449e+00,1.025648448675400504e+00,1.018979983067095141e+00,1.060208025687420896e+00,1.068064284201395653e+00,9.831960257192750019e-01,1.144391588073621291e+00,1.000336382926641843e+00,9.998869242933916546e-01,9.988533095450103927e-01,1.000231169885901439e+00
4.595381478046063894e-01,-4.379249266127924756e-01,1.054981065962078191e+00,1.020360116647858195e+00,1.028781126551050029e+00,1.021315947246226763e+00,1.069541796552448965e+00,1.077447690305474159e+00,9.794779150175669802e-01,1.164238234216772749e+00,1.000051695728271017e+00,9.999755027625938375e-01,9.994064486809495218e-01,1.000444394626488265e+00
3.808112558426450800e-01,-4.802578548947511461e-01,1.062697298137936341e+00,1.023720204684654966e+00,1.031574883104014573e+00,1.023510374198976169e+00,1.078911708385617452e+00,1.086764328785733591e+00,9.748100660476143320e-01,1.184443766407188736e+00,9.997304244608843371e-01,1.000404590385462367e+00,9.999587108991234707e-01,1.000480314855393571e+00
3.092321395233310621e-01,-5.256514692428182478e-01,1.070071675311010218e+00,1.028235047654228351e+00,1.033765588007200531e+00,1.025453801426197797e+00,1.089036553219497883e+00,1.095950738841671823e+00,9.699730831820593258e-01,1.205177787431047420e+00,9.995846909296035587e-01,1.000907761897780857e+00,1.000262181470833678e+00,1.000142799624642143e+00
2.397691229402420798e-01,-5.736076013156909958e-01,1.077058668119367457e+00,1.032682927888348257e+00,1.036696686827055069e+00,1.027469377839058673e+00,1.099531759540857578e+00,1.104324787073430514e+00,9.649055291821643232e-01,1.226131580620387629e+00,9.988887768086552876e-01,1.001406657650752763e+00,1.000837833125814758e+00,1.000223882030000233e+00
1.726480874338986449e-01,-5.992263724772329825e-01,1.084874856938360832e+00,1.037197280010086820e+00,1.038768869898337055e+00,1.029124083711974613e+00,1.109991776861636970e+00,1.112514824889435872e+00,9.596648634895268426e-01,1.247132611109923461e+00,9.985990043190758891e-01,1.001217964485943357e+00,1.001118034567044957e+00,1.000342210455509750e+00
1.082562803543655194e-01,-6.011677831500210623e-01,1.092406805914681867e+00,1.041763242530571620e+00,1.041288519661855316e+00,1.031410235421979404e+00,1.121328960547693043e+00,1.120102332422856950e+00,9.538231841449805737e-01,1.268820640432191116e+00,9.975035759998047702e-01,1.001856594463645278e+00,1.002172526845256151e+00,1.000073710994785925e+00
5.053185817122705925e-02,-6.255398276149544134e-01,1.099652985380112469e+00,1.045873796966219960e+00,1.044032532977167582e+00,1.034415709926268079e+00,1.132313989206709781e+00,1.126685008394221699e+00,9.469210292209674362e-01,1.291263776799785434e+00,9.979333783561750160e-01,1.001850746568805128e+00,1.001898554377754325e+00,1.000617309257763710e+00
3.242077819061273125e-03,-6.459474097840600670e-01,1.107437901066466557e+00,1.050329040710931805e+00,1.046108103105436671e+00,1.037328538149741686e+00,1.143271188049061360e+00,1.132842168574548891e+00,9.401229870003414701e-01,1.313903901505699912e+00,9.972647515060411028e-01,1.002444646521774008e+00,1.002057588631308116e+00,1.000700446266620691e+00
-3.789656815990116723e-02,-6.706453163281937968e-01,1.114608963947470333e+00,1.054876140735332424e+00,1.048962799855973183e+00,1.040526939804919948e+00,1.154828245644935025e+00,1.138282880370107941e+00,9.331269794051698652e-01,1.336365854113503060e+00,9.974297241366937294e-01,1.002132294290706938e+00,1.001683507552424635e+00,1.000492298214920028e+00
