1.199998400012799893e+00,8.000000588235121057e-01,8.000001762112984860e-01,1.199999473685595675e+00,1.199999764706159100e+00,1.199999724138311574e+00,8.000008333298611607e-01,8.000001201200479528e-01,8.000000871459315155e-01,8.000000713012223041e-01,8.000001418438710266e-01,8.000000720720461533e-01,8.000000744878679182e-01,8.000001234567138964e-01,8.000009302282314883e-01,1.199999759036434854e+00,1.199999714286122510e+00,1.199999230772189396e+00,8.000399920015996980e-01,8.000000642054367894e-01,8.000001877932508831e-01,1.199995000124996825e+00,8.000014814705076471e-01,8.000004301066019341e-01,8.000001932365282675e-01,8.000001041666123802e-01,8.000000821354897873e-01,8.000000604229424717e-01,8.000010526260388222e-01,1.199980001999799928e+00,8.000003053430452260e-01,8.000001033591197519e-01,8.000000600600420952e-01,8.000000647248981522e-01,8.000000961537999666e-01,8.000001869157131740e-01
1.358975367234239506e+00,6.080277221760010953e-01,6.001124774597308420e-01,1.375045231418625002e+00,1.348834462199427930e+00,1.115184273040891183e+00,8.886389834504627716e-01,6.080398005795715211e-01,6.140999259948708433e-01,6.058170194951308929e-01,8.616322869101540327e-01,5.995313336340590826e-01,6.083474296360550371e-01,6.160186199391253226e-01,6.376100940871460843e-01,1.065628038269357702e+00,1.065585844113296154e+00,1.049446637762079915e+00,6.428390996589398165e-01,6.077547518815519245e-01,6.175646610118652458e-01,1.044134539026125852e+00,9.423222291304909071e-01,9.196717009008114063e-01,6.004015452571915823e-01,6.069025051291949691e-01,6.146016945173738977e-01,6.110666178427264228e-01,6.353360160072182294e-01,1.043442169597680769e+00,6.161358693776284312e-01,6.034187079730430892e-01,5.995859889958168321e-01,5.988276954243455519e-01,6.441646587536367097e-01,9.145951689885761793e-01
1.541271897291798698e+00,4.102515363520859992e-01,4.156794680741096593e-01,1.526101494134690872e+00,1.506648201360321071e+00,1.122307656756607708e+00,8.534782435917098731e-01,5.073375150447219095e-01,4.432003902402155138e-01,4.452701503580330789e-01,1.009117196433678920e+00,5.272258558525453331e-01,4.263839539791272060e-01,5.445581532272483205e-01,6.950745970683795960e-01,1.134362061719787818e+00,1.159609828615909555e+00,1.136214632457555496e+00,7.162369545944907712e-01,4.157626113441226234e-01,4.266643640566979423e-01,8.648494669499924292e-01,8.362509994240922007e-01,7.999961807828518401e-01,4.195659696823558771e-01,4.091864451351553411e-01,4.319666262896648679e-01,4.580356376394033591e-01,7.527260180523331901e-01,1.170409115741671835e+00,7.363120339449822360e-01,6.971043156600452706e-01,6.468156426637559075e-01,6.403348119340074307e-01,7.267896394358558387e-01,1.050993232316967507e+00
1.722407377707148468e+00,2.100594011844364450e-01,3.181860714001473744e-01,1.456100639590292900e+00,1.396772746042175051e+00,1.027190534109687192e+00,7.155361218025271253e-01,4.427042820998075001e-01,2.874850183524389480e-01,3.431098669508202970e-01,1.178302783599878722e+00,5.436688613549451876e-01,2.748607492868864188e-01,5.760540154418147818e-01,8.109552606856789136e-01,1.218088683873226774e+00,1.262715659601179485e+00,1.233983540257357125e+00,7.916211228366594188e-01,2.488763372194737200e-01,2.337908418675903599e-01,7.781522963212083033e-01,7.851264011738410264e-01,6.600364599200821969e-01,3.335768195393414293e-01,2.324768268430325302e-01,2.707824618789382853e-01,2.915015636305343660e-01,8.857988638753279131e-01,1.310909177668834413e+00,8.612416584352151627e-01,8.092257941435023749e-01,7.253545352599013452e-01,7.457687160736236054e-01,8.706649625905652501e-01,1.221264235796295505e+00
1.815848663462473978e+00,3.739727331927655829e-02,1.895991754222316195e-01,1.360419469330940823e+00,1.287029167564786247e+00,9.170542533042188582e-01,5.525862444760877290e-01,4.630417968237628412e-01,2.489741164570362375e-01,3.721139675210617948e-01,1.265313262820418894e+00,4.991689000461426717e-01,2.268786681585622800e-01,6.251824415975326676e-01,8.539500858303507025e-01,1.171317197261854126e+00,1.229011507394781155e+00,1.199967529305810077e+00,7.367103854500952620e-01,1.936113027989327384e-01,9.986257820224131443e-02,6.804592287643659310e-01,7.305670435865879719e-01,5.994388801053058824e-01,4.023956144305423921e-01,2.207343110600883396e-01,1.821602687244610053e-01,1.051356274442109551e-01,9.010562530805924508e-01,1.332285442906031792e+00,8.428162618782806259e-01,7.864062977497019435e-01,6.809052283353457247e-01,7.548544688831839711e-01,9.126830693621876822e-01,1.347628312624149061e+00
1.815153359284627621e+00,-7.637465791078265620e-02,2.621649729738081969e-02,1.270542559227025858e+00,1.261765505085879147e+00,9.566540678405693887e-01,5.412291818008416744e-01,5.408500756039412716e-01,3.034328680399447364e-01,4.679176296099052945e-01,1.222568468249256579e+00,3.771231501082308868e-01,2.384590908441272250e-01,6.900114071897432977e-01,8.730393728166141454e-01,1.100083447460540764e+00,1.170016369775846332e+00,1.145032735524309286e+00,6.576853553792568752e-01,2.270750199789318691e-01,3.876237498230399731e-02,5.824421264867349901e-01,6.434919668678054094e-01,5.638279847610689899e-01,4.884347933136756748e-01,2.769791069444567655e-01,1.863839970296468918e-01,-8.813167338931565675e-02,8.881934307040622034e-01,1.323462381177953118e+00,7.731183039722366868e-01,7.064136858660460261e-01,5.795403063988247006e-01,6.763588785240270962e-01,8.342452850462530600e-01,1.313018400741337910e+00
1.808255483902784677e+00,-8.899672526153142027e-02,-1.615129751073426934e-02,1.169711515576637995e+00,1.227931710183476577e+00,1.019728856845730114e+00,6.107180882099391139e-01,5.879793041151617494e-01,3.933446012579469020e-01,5.721607404387967222e-01,1.176574375173946141e+00,2.703450749698799171e-01,2.913595577910371159e-01,7.352431869497041417e-01,8.711250336213175460e-01,1.047063499921884411e+00,1.137304835326457209e+00,1.112008187827880690e+00,6.230260928881469207e-01,2.981002377096250155e-01,-4.762451197632543848e-02,5.334432187975913786e-01,6.271277911237537195e-01,5.336531438882404776e-01,5.112513196959650452e-01,3.367133752831293902e-01,2.588867969517831824e-01,-2.294606682920349583e-01,9.198342119775922976e-01,1.352006246401248113e+00,7.249658037594388649e-01,6.654275814413295187e-01,5.308789220025829092e-01,6.172019347263879574e-01,7.682810899393236470e-01,1.272096820555869590e+00
1.845251601410911491e+00,-3.061659869344685730e-02,1.569523478562991070e-03,1.051191075082974491e+00,1.176572058692218814e+00,1.008767552805033274e+00,6.978701595440768291e-01,5.545632387777564842e-01,4.786810561368482486e-01,6.513447191912749012e-01,1.201489845176929583e+00,2.646472350463434098e-01,3.804351402908002777e-01,7.495663673808418137e-01,8.513640503509144475e-01,1.008419729224396377e+00,1.134439813719599899e+00,1.115109339866962035e+00,6.412739897119583699e-01,3.713417735506164830e-01,-1.239327495778972665e-01,5.353205925408368593e-01,6.717552605124119669e-01,5.169637177967294495e-01,4.645182414098843471e-01,3.577646861203107598e-01,3.546157414212852133e-01,-2.721998744706554119e-01,9.983628896850392787e-01,1.424628173474401294e+00,7.249485957092961508e-01,6.871594674681135162e-01,5.673294217629462066e-01,6.351673945428517598e-01,7.785751984979085716e-01,1.287170760501967326e+00
1.891999498394627555e+00,6.927946733818676761e-02,-2.955601671985678622e-02,9.690689871025106594e-01,1.150475351638916566e+00,9.278211846278359154e-01,7.434816391591568818e-01,4.703011859756274782e-01,5.270812972606477853e-01,6.718815718159768524e-01,1.234569564140694853e+00,2.852417785098078640e-01,4.577708377000841988e-01,7.133992152278822996e-01,8.113665364198248131e-01,9.765061519560667147e-01,1.137643106155756589e+00,1.128833912726238786e+00,6.785735281311824352e-01,4.317744594952812043e-01,-1.431522806119052138e-01,5.383210134731615248e-01,7.314480137601983012e-01,5.166005266223779868e-01,3.812906755014716098e-01,3.515235676427157507e-01,4.330929795051386422e-01,-2.590338503356203192e-01,1.097961698096731276e+00,1.508343166496666665e+00,7.434136134618292147e-01,7.277952657424795468e-01,6.300578747834278959e-01,6.891850323621040442e-01,8.215088699377258719e-01,1.335138731719963223e+00
1.902042994473830406e+00,1.856413154505978935e-01,-1.268401175537940129e-01,9.495709628997675011e-01,1.189980741164115896e+00,8.223150145073561124e-01,7.124166859913819705e-01,3.730558974511624659e-01,5.191609718224505787e-01,6.420122579661479145e-01,1.226736378922447690e+00,2.584644965097456781e-01,4.730522526515066328e-01,6.472491648332290293e-01,7.589625587601961376e-01,9.304786484407032709e-01,1.121525895504404513e+00,1.122519581104641562e+00,6.983598840692061271e-01,4.922915566297610956e-01,-1.026199442310259669e-01,4.916109365732047598e-01,7.372539261809403222e-01,5.201253418155509234e-01,3.132971733866612984e-01,3.468333595635726962e-01,4.559059925023233872e-01,-2.387285445998946487e-01,1.184499409704508954e+00,1.569049288764511774e+00,7.351875436978282385e-01,7.258959019207986696e-01,6.535813950256501581e-01,7.094480570516326079e-01,8.332670283115913845e-01,1.368841438886645001e+00
