1.007640000000000091e+00,1.000480000000000036e+00,5.735784485420062500e+12,5.735784485420062500e+12,5.735784485420062500e+12,5.735784485420062500e+12,5.735784485420062500e+12,9.990799999999999681e-01,1.014119999999999910e+00,9.914800000000000280e-01,1.052999999999999936e+00,1.015400000000000080e+00,1.002542109269387360e+00,1.003220005074557220e+00,9.996045607803175637e-01,1.000677895805169859e+00,9.993221041948300298e-01
1.002400000000000180e+00,9.964399999999999924e-01,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,9.927199999999999358e-01,1.016159999999999952e+00,9.772000000000000686e-01,1.105639999999999956e+00,1.024800000000000155e+00,1.002994574596289157e+00,1.003275496812460199e+00,1.001146764972486114e+00,1.000677895805169859e+00,9.976599983907515901e-01
1.008440000000000225e+00,9.992799999999999461e-01,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,9.936399999999999677e-01,1.036079999999999890e+00,9.730000000000000870e-01,1.155480000000000063e+00,1.039920000000000178e+00,1.002595391161455574e+00,1.001670308047846181e+00,1.002078172174843296e+00,1.001879711054173505e+00,9.995220967155761249e-01
1.013880000000000337e+00,1.001079999999999970e+00,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,9.942799999999999416e-01,1.056119999999999948e+00,9.675200000000000466e-01,1.208800000000000097e+00,1.052520000000000122e+00,1.001285360445354433e+00,1.000319524234052571e+00,1.002956352441862764e+00,1.001688598820582810e+00,9.978009059467803921e-01
1.019240000000000368e+00,1.004319999999999879e+00,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,9.960799999999999654e-01,1.076160000000000005e+00,9.611600000000000144e-01,1.262920000000000043e+00,1.065120000000000067e+00,1.000090241201253782e+00,9.987885487459128298e-01,1.003664190358591446e+00,1.003106416519095490e+00,9.975888717117885607e-01
1.024600000000000399e+00,1.008719999999999839e+00,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,9.951999999999999735e-01,1.095120000000000093e+00,9.541600000000000081e-01,1.317239999999999966e+00,1.076559999999999961e+00,9.979326906552383747e-01,1.000750728004202950e+00,1.003188116317182965e+00,1.001300586185686958e+00,9.972752927152519486e-01
1.031320000000000459e+00,1.013119999999999798e+00,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,9.931200000000000028e-01,1.117960000000000065e+00,9.462800000000000100e-01,1.373639999999999972e+00,1.084440000000000071e+00,1.000547443972721995e+00,1.002674069814746272e+00,1.002527034541169648e+00,1.000020005932288125e+00,9.973785207779777284e-01
1.037240000000000384e+00,1.016519999999999868e+00,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,9.923600000000000199e-01,1.138720000000000176e+00,9.360800000000000232e-01,1.429959999999999898e+00,1.092080000000000162e+00,1.004309210438170563e+00,1.000744757407875385e+00,1.002527034541169648e+00,1.001683846805416778e+00,1.000910055471839089e+00
1.044600000000000417e+00,1.021039999999999948e+00,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,9.889999999999999902e-01,1.160400000000000098e+00,9.242400000000000615e-01,1.485519999999999952e+00,1.098760000000000181e+00,1.004822687524040914e+00,9.969127933816180898e-01,1.000429600556044685e+00,1.004091283114802780e+00,9.989806577723086001e-01
1.050720000000000320e+00,1.026559999999999917e+00,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,-1.859085926177541016e+12,9.839599999999999458e-01,1.180920000000000192e+00,9.105600000000000360e-01,1.542359999999999953e+00,1.102880000000000082e+00,1.003275457470684140e+00,9.973409464822692305e-01,1.002627180596932677e+00,1.005098590567706784e+00,1.000594278507840773e+00
