1.000143540584539803e+00,1.000046749603893392e+00,9.996446461402370698e-01,9.986340000000000217e-01,1.000304000000000082e+00,1.000351999999999908e+00,9.990799999999999681e-01,9.999959999999999960e-01,9.985239999999999672e-01,9.993739999999999846e-01,1.000194000000000027e+00,1.001503999999999950e+00,9.997406562415048770e-01,9.997778162338158969e-01,1.000097572113832323e+00,9.993900000000000006e-01,1.000096000000000096e+00,1.001622000000000012e+00,9.998599999999999710e-01,1.001314000000000037e+00,1.000111999999999890e+00,9.990339999999999776e-01,1.000172000000000061e+00,9.996220000000000105e-01,1.000092084740417109e+00,1.000389860569161904e+00,1.000775178461743131e+00,9.990679999999999561e-01,1.000132000000000021e+00,9.975600000000000023e-01,1.000660000000000105e+00,9.991520000000000401e-01,1.001230000000000064e+00,9.994459999999999456e-01,1.000766000000000044e+00,9.985960000000000392e-01,1.000427234631460438e+00,1.000207587878478632e+00,9.989485170644739620e-01,9.995199999999999640e-01,1.000677999999999956e+00,9.992079999999999851e-01,9.999219999999999775e-01,9.996119999999999450e-01,9.977800000000000002e-01,9.999879999999999880e-01,9.999799999999999800e-01,1.000064000000000064e+00
1.000212328860400568e+00,1.000024972295852077e+00,9.992760115805641163e-01,9.969879999999999853e-01,1.000646000000000146e+00,1.000703999999999816e+00,9.981379999999999697e-01,9.999759999999999760e-01,9.969279999999999253e-01,9.986599999999999921e-01,1.000477999999999978e+00,1.003311999999999982e+00,9.994097647557950159e-01,9.996253481963843779e-01,1.000266943217537952e+00,9.986639999999999961e-01,1.000238000000000183e+00,1.003238000000000074e+00,9.998340000000000005e-01,1.002626000000000017e+00,1.000329999999999941e+00,9.980479999999999352e-01,1.000336000000000114e+00,9.992379999999999596e-01,1.000193935462118544e+00,1.000803461253694016e+00,1.001515595992835905e+00,9.981179999999999497e-01,1.000161999999999995e+00,9.952419999999999600e-01,1.001400000000000068e+00,9.982880000000000642e-01,1.002406000000000130e+00,9.988599999999999701e-01,1.001562000000000063e+00,9.970740000000000158e-01,1.000850460640949402e+00,1.000402297077300773e+00,9.977605158389847295e-01,9.989759999999999751e-01,1.001476000000000033e+00,9.985539999999999417e-01,9.998399999999999510e-01,9.990959999999999841e-01,9.957099999999999840e-01,9.999780000000000335e-01,9.999740000000000295e-01,1.000112000000000112e+00
1.000367735931287916e+00,1.000069245240342575e+00,9.987745242071488505e-01,9.953520000000000145e-01,1.000948000000000171e+00,1.001043999999999823e+00,9.969099999999999628e-01,9.999460000000000015e-01,9.953159999999999785e-01,9.980139999999999567e-01,1.000785999999999953e+00,1.005060000000000064e+00,9.990720950954921076e-01,9.994390639251369279e-01,1.000485719912834526e+00,9.978899999999999437e-01,1.000354000000000187e+00,1.004946000000000117e+00,9.997800000000000020e-01,1.004104000000000108e+00,1.000537999999999927e+00,9.971119999999998873e-01,1.000506000000000117e+00,9.989040000000000141e-01,1.000300999387255363e+00,1.001197697977195489e+00,1.002235419115519610e+00,9.970959999999999823e-01,1.000197999999999920e+00,9.925499999999999323e-01,1.002152000000000154e+00,9.974180000000000268e-01,1.003612000000000171e+00,9.982879999999999532e-01,1.002434000000000047e+00,9.957360000000000655e-01,1.001312364319968173e+00,1.000572964645562779e+00,9.965369496423379658e-01,9.984480000000000022e-01,1.002240000000000020e+00,9.978399999999999492e-01,9.997519999999999740e-01,9.987479999999999691e-01,9.934180000000000232e-01,1.000021999999999966e+00,9.999919999999999920e-01,1.000132000000000021e+00
1.000437486147925936e+00,1.000116530378141855e+00,9.983349363286702083e-01,9.937799999999999967e-01,1.001264000000000154e+00,1.001359999999999806e+00,9.957279999999999465e-01,9.999400000000000510e-01,9.936199999999999477e-01,9.973539999999999628e-01,1.001053999999999888e+00,1.006828000000000056e+00,9.986901152980276475e-01,9.992363446250469572e-01,1.000668538238691507e+00,9.972239999999998883e-01,1.000480000000000258e+00,1.006616000000000177e+00,9.996580000000000465e-01,1.005588000000000148e+00,1.000699999999999923e+00,9.961159999999998904e-01,1.000604000000000049e+00,9.984300000000000397e-01,1.000417569409046692e+00,1.001621106273572259e+00,1.002959091480608356e+00,9.960780000000000189e-01,1.000375999999999932e+00,9.899499999999998856e-01,1.002930000000000099e+00,9.965380000000000349e-01,1.004832000000000169e+00,9.977079999999999282e-01,1.003344000000000014e+00,9.943600000000000216e-01,1.001735046173579891e+00,1.000807431203697861e+00,9.954570402999407541e-01,9.978820000000000467e-01,1.003077999999999914e+00,9.971299999999999608e-01,9.996819999999999595e-01,9.983259999999999357e-01,9.911340000000000705e-01,1.000041999999999875e+00,9.999759999999999760e-01,1.000151999999999930e+00
1.000573277995124188e+00,1.000193865768472801e+00,9.979454489552549434e-01,9.921619999999999884e-01,1.001518000000000130e+00,1.001703999999999706e+00,9.946479999999999766e-01,9.999160000000000270e-01,9.920059999999999434e-01,9.967139999999999889e-01,1.001377999999999879e+00,1.008604000000000056e+00,9.983588304140355030e-01,9.991198765876154742e-01,1.000783424061022941e+00,9.965739999999998489e-01,1.000688000000000244e+00,1.008240000000000247e+00,9.995440000000000991e-01,1.007108000000000114e+00,1.000871999999999984e+00,9.950719999999998455e-01,1.000684000000000129e+00,9.979980000000000517e-01,1.000522926227402465e+00,1.002033100356386708e+00,1.003684839964142705e+00,9.950539999999999941e-01,1.000403999999999849e+00,9.873279999999998724e-01,1.003672000000000120e+00,9.955600000000000005e-01,1.006118000000000068e+00,9.971499999999999808e-01,1.004204000000000097e+00,9.929839999999999778e-01,1.002271627522128172e+00,1.001047303353423956e+00,9.942772903371099869e-01,9.973319999999999963e-01,1.003833999999999893e+00,9.961919999999999664e-01,9.996339999999999115e-01,9.977739999999999387e-01,9.887760000000000993e-01,1.000093999999999816e+00,1.000011999999999901e+00,1.000097999999999931e+00
1.000708751083189574e+00,1.000260272226615621e+00,9.975133844173733610e-01,9.904640000000000111e-01,1.001770000000000049e+00,1.001933999999999658e+00,9.936260000000000092e-01,9.998980000000000645e-01,9.903739999999999766e-01,9.960139999999999549e-01,1.001753999999999811e+00,1.010382000000000113e+00,9.979206840943296575e-01,9.989148313857176831e-01,1.000924502271509642e+00,9.959139999999998549e-01,1.000846000000000346e+00,1.009876000000000218e+00,9.994740000000000846e-01,1.008618000000000015e+00,1.001053999999999888e+00,9.940059999999998341e-01,1.000848000000000182e+00,9.977000000000000313e-01,1.000644182540694871e+00,1.002497428962980219e+00,1.004344328563047339e+00,9.939400000000000457e-01,1.000407999999999742e+00,9.846039999999999237e-01,1.004424000000000206e+00,9.945519999999999916e-01,1.007282000000000011e+00,9.965659999999999519e-01,1.005192000000000085e+00,9.914699999999999624e-01,1.002737430696083454e+00,1.001311175503150075e+00,9.931425698115307066e-01,9.967660000000000409e-01,1.004627999999999854e+00,9.954239999999999755e-01,9.995379999999999265e-01,9.972919999999999563e-01,9.863240000000000895e-01,1.000027999999999917e+00,1.000063999999999842e+00,1.000053999999999998e+00
1.000861655628760172e+00,1.000374184781412934e+00,9.969973787539948562e-01,9.887340000000000018e-01,1.002080000000000082e+00,1.002267999999999715e+00,9.924159999999999648e-01,9.998540000000000205e-01,9.886979999999999658e-01,9.953659999999999730e-01,1.002039999999999820e+00,1.012116000000000016e+00,9.975800266273355810e-01,9.986942298346337399e-01,1.001129027704147800e+00,9.952619999999998690e-01,1.001010000000000399e+00,1.011752000000000207e+00,9.993740000000000956e-01,1.010188000000000086e+00,1.001329999999999831e+00,9.929359999999998188e-01,1.001050000000000217e+00,9.973440000000000083e-01,1.000764275903083256e+00,1.002871029647512291e+00,1.005132217702908948e+00,9.928560000000000718e-01,1.000405999999999684e+00,9.819319999999999160e-01,1.005122000000000293e+00,9.936880000000000157e-01,1.008544000000000107e+00,9.959159999999999124e-01,1.006022000000000194e+00,9.898580000000000156e-01,1.003240070919134919e+00,1.001554813634160546e+00,9.919269878502376958e-01,9.961619999999999919e-01,1.005465999999999749e+00,9.945499999999999341e-01,9.994659999999999656e-01,9.968159999999999243e-01,9.838540000000001173e-01,9.999999999999998890e-01,1.000097999999999931e+00,1.000240000000000018e+00
1.001100794193046539e+00,1.000467719702574199e+00,9.964544441584282097e-01,9.871180000000000510e-01,1.002372000000000041e+00,1.002799999999999692e+00,9.912919999999999510e-01,9.998900000000000565e-01,9.869200000000000195e-01,9.945800000000000196e-01,1.002437999999999718e+00,1.013970000000000038e+00,9.972535787924395878e-01,9.984409922445804941e-01,1.001304774962192834e+00,9.945119999999998406e-01,1.001152000000000486e+00,1.013618000000000130e+00,9.993480000000001251e-01,1.011656000000000111e+00,1.001651999999999765e+00,9.918019999999998504e-01,1.001174000000000230e+00,9.968820000000000459e-01,1.000830996682469776e+00,1.003282379069385888e+00,1.005964952513838107e+00,9.917800000000001059e-01,1.000443999999999667e+00,9.789619999999998878e-01,1.005890000000000395e+00,9.927839999999999998e-01,1.009920000000000151e+00,9.953259999999999330e-01,1.006948000000000176e+00,9.884340000000000348e-01,1.003684401005024762e+00,1.001807120812729268e+00,9.906303348211328297e-01,9.955739999999999590e-01,1.006303999999999643e+00,9.937479999999999647e-01,9.993679999999999231e-01,9.962819999999998899e-01,9.813140000000001306e-01,9.999459999999998905e-01,1.000113999999999947e+00,1.000121999999999955e+00
1.001262184019991341e+00,1.000487999789739568e+00,9.959175181848328728e-01,9.854680000000000106e-01,1.002672000000000008e+00,1.003231999999999680e+00,9.900599999999999401e-01,9.998480000000000700e-01,9.850999999999999757e-01,9.937900000000000622e-01,1.002769999999999717e+00,1.015904000000000140e+00,9.969010390744516004e-01,9.982961221868954516e-01,1.001446773482896457e+00,9.937639999999998697e-01,1.001274000000000441e+00,1.015546000000000060e+00,9.992780000000001106e-01,1.013132000000000144e+00,1.001993999999999829e+00,9.906739999999998325e-01,1.001134000000000190e+00,9.964960000000000484e-01,1.000972788529667978e+00,1.003701485850572395e+00,1.006855235051981934e+00,9.906400000000000761e-01,1.000513999999999681e+00,9.759279999999999067e-01,1.006562000000000401e+00,9.918479999999999519e-01,1.011258000000000212e+00,9.947179999999998801e-01,1.007876000000000216e+00,9.869539999999999980e-01,1.004178396567135589e+00,1.002046365545457451e+00,9.893535985309072078e-01,9.948879999999999946e-01,1.007119999999999571e+00,9.928359999999999408e-01,9.991959999999999731e-01,9.957559999999998634e-01,9.787680000000000824e-01,9.999459999999998905e-01,1.000073999999999907e+00,1.000205999999999928e+00
1.001383038313030216e+00,1.000557300692185070e+00,9.954299145417079275e-01,9.836000000000000298e-01,1.002971999999999975e+00,1.003633999999999693e+00,9.887799999999999923e-01,9.998140000000000915e-01,9.832520000000000149e-01,9.929660000000000153e-01,1.003219999999999779e+00,1.017814000000000219e+00,9.964275790462467919e-01,9.980950267324659730e-01,1.001650319730814864e+00,9.929819999999999203e-01,1.001434000000000379e+00,1.017398000000000025e+00,9.991660000000001096e-01,1.014792000000000138e+00,1.002225999999999839e+00,9.894879999999998121e-01,1.001330000000000275e+00,9.961079999999999934e-01,1.001074973775148536e+00,1.004155169796225211e+00,1.007695124191843705e+00,9.894880000000000342e-01,1.000579999999999581e+00,9.729299999999999615e-01,1.007288000000000405e+00,9.908759999999999790e-01,1.012578000000000200e+00,9.940559999999998286e-01,1.008740000000000192e+00,9.851119999999999877e-01,1.004731303817491872e+00,1.002364664102054714e+00,9.879938084168125023e-01,9.942400000000000126e-01,1.007993999999999613e+00,9.920819999999999084e-01,9.991200000000000081e-01,9.952319999999998945e-01,9.761980000000001212e-01,9.999859999999999305e-01,1.000017999999999851e+00,1.000219999999999887e+00
