1.008860000000000090e+00,9.999599999999999600e-01,1.001060000000000061e+00,1.009260000000000046e+00,9.967599999999999794e-01,9.501929563453532790e-01,9.888328086441438014e-01,1.007673162158625013e+00,9.960949085442711848e-01,1.001027655646244297e+00,1.009394659052361254e+00,9.935139457419019937e-01,9.926875220744968420e-01,9.878772570570912848e-01,9.809316754397582327e-01,9.829485585761525979e-01,1.002784342466199741e+00,9.916431120750559547e-01,9.985013889585548919e-01,9.955822299112706553e-01,1.026227589152376662e+00,9.676567854262595469e-01,1.009702784500155825e+00,1.007121182962373407e+00,9.824349034887819299e-01,1.017876950687422344e+00,1.005660430499765612e+00,1.000721135042984322e+00,1.000441039578037428e+00,1.004793709604823615e+00,9.998684280867629059e-01,1.000414269439519721e+00,9.997518560318701120e-01,1.000312174523809272e+00,9.993684059823628729e-01,9.999695027360950839e-01,1.000237760571345058e+00,1.000691259081486040e+00,1.000134505415398500e+00,9.994011511584975915e-01,1.000749719022584472e+00,1.000472507023780544e+00,9.997691612738756062e-01,9.998846171357824719e-01,9.990931227773597323e-01,1.000117785221537492e+00,1.000900158519259397e+00,1.000284883604432906e+00,9.998165232861290219e-01,9.999510089422872783e-01,9.998999266398357344e-01,9.999669071685231003e-01,9.998734570343300598e-01,9.993764902373349912e-01,1.000341812002569553e+00,1.000011824237200253e+00,1.000044671323193413e+00,1.000121498694881650e+00,9.998119163094767448e-01,1.000052324287802552e+00,1.001655510352469358e+00,9.983004405460027542e-01,1.001337981055835824e+00,1.001247594109110572e+00,9.970152668614059577e-01,9.999800138329305588e-01,9.997408643667757833e-01,1.000214684001601739e+00,1.000148302506579379e+00,9.999442989470043175e-01,9.984774066265543757e-01,1.001666217233893486e+00,9.992180144664853936e-01,1.000483472315685907e+00,1.001016236087612699e+00
1.018880000000000008e+00,1.000759999999999872e+00,1.003280000000000172e+00,1.018399999999999972e+00,9.944600000000000106e-01,8.979216362153694675e-01,9.709611324539030308e-01,1.013906829729328551e+00,9.946841860376238742e-01,1.005232798047551279e+00,1.018054798064760957e+00,9.870934804111085592e-01,9.830207992905406478e-01,9.781917942438554947e-01,9.613393956659193051e-01,9.623153167146404341e-01,1.006749985589502350e+00,9.829215490304538116e-01,9.986435538543354529e-01,9.921651689599433332e-01,1.046058055655856966e+00,9.444248307884797189e-01,1.012217825390132386e+00,1.017337040228862177e+00,9.638570435889244337e-01,1.032954845399793431e+00,1.009818937551395734e+00,1.001134072994125823e+00,1.000679833069947788e+00,1.008677292611655174e+00,9.997122221271872444e-01,9.998874929098328090e-01,1.000043285365317169e+00,1.000529403042245358e+00,9.998812927256400807e-01,1.000316223236059177e+00,9.998838026838328119e-01,1.000847083425020712e+00,1.000174219365406181e+00,9.994140446852092241e-01,1.000397208228215318e+00,1.000496223543665852e+00,9.999305051860021276e-01,1.000184626510252306e+00,9.989953469989502066e-01,1.000257532629223123e+00,1.000954404127109232e+00,1.000181000511067175e+00,9.994611461174278677e-01,1.000183189373603732e+00,9.997212163669362273e-01,9.999807107654822280e-01,9.993811932890109828e-01,9.993962243163680981e-01,1.000173645530902489e+00,9.998631684913024120e-01,9.999362830605300623e-01,1.000040408367750322e+00,9.997446762219184269e-01,9.999789220280497215e-01,1.000761730566030794e+00,9.986742853138655951e-01,1.001161952127725518e+00,1.001803123791417560e+00,9.963909312533966167e-01,1.000198501639211202e+00,9.996993989108206025e-01,1.000228077111263714e+00,1.000057205300973528e+00,1.000018383184610116e+00,9.973748415471885842e-01,1.001998071953679181e+00,1.000643369901805357e+00,1.000081223960180843e+00,1.001332235090327760e+00
1.029640000000000111e+00,1.001639999999999864e+00,1.006460000000000132e+00,1.027379999999999960e+00,9.916000000000000369e-01,8.422673509667452096e-01,9.470814515439704984e-01,1.016585072297722769e+00,9.963548467946956588e-01,1.009812280990791011e+00,1.026505935839988171e+00,9.770211929285127495e-01,9.710601033271679672e-01,9.664976167106595906e-01,9.405245106649571252e-01,9.398047317612001628e-01,1.011684124323891654e+00,9.760932777679819372e-01,9.998829608192260077e-01,9.895841431359118090e-01,1.057800025336469663e+00,9.269519872135114635e-01,1.009936373057350290e+00,1.030177598639502312e+00,9.469650101527647967e-01,1.046169014890580451e+00,1.012422327953168777e+00,1.000942030652218762e+00,1.000971442574439818e+00,1.012866330185854258e+00,1.000324473105695278e+00,1.000028384733734566e+00,9.998125421263983625e-01,1.000458414755187597e+00,9.995381561977584317e-01,1.000485126196429375e+00,9.996271898561828184e-01,1.000990537840869887e+00,1.000390228918086821e+00,9.995132815880655164e-01,1.000796284583282292e+00,1.001304726436328396e+00,9.994041215463470573e-01,9.998115240394337411e-01,9.993930087420609398e-01,1.000376505306158847e+00,1.000841135497070544e+00,1.000136742855455729e+00,9.990147475317894266e-01,1.000132584245357448e+00,9.998582324830217472e-01,1.000150000813170514e+00,9.992961282767456321e-01,9.995205272145989417e-01,1.000159849542815449e+00,9.999475161381115029e-01,1.000062551729613114e+00,9.997274998883362018e-01,9.998780895375872779e-01,1.000086603271632679e+00,9.988998490099220140e-01,9.987530046379728965e-01,1.002866743881122069e+00,1.000547156108804847e+00,9.974597719568359944e-01,1.000335305390938956e+00,1.000028050883860375e+00,1.000584060277494025e+00,1.000092280744222739e+00,1.000160928493154966e+00,1.000078321547291926e+00,1.000062751000287742e+00,9.992608839796432996e-01,1.001044621348089469e+00,9.994263465503872013e-01
1.041800000000000059e+00,1.003919999999999924e+00,1.010860000000000092e+00,1.036680000000000046e+00,9.884200000000000763e-01,7.831016131916472833e-01,9.159701905086666818e-01,1.015896453510564568e+00,1.000020394014472958e+00,1.013150135075301606e+00,1.033713547524645504e+00,9.695696952046932715e-01,9.527549911868897770e-01,9.545687719155683260e-01,9.186591738326767009e-01,9.126077345663847762e-01,1.017023327830605339e+00,9.695527600039709482e-01,1.000951276442621607e+00,9.864763732647402472e-01,1.064159451889883590e+00,9.150150300795546476e-01,1.001064990353303541e+00,1.041409121006336980e+00,9.338232248490920817e-01,1.055212229756563147e+00,1.012741858209284862e+00,1.000333043138224465e+00,1.000653224989742185e+00,1.014864956315385980e+00,1.000276738596894033e+00,9.994658622411169979e-01,1.000524110820664170e+00,1.000934585226059603e+00,9.996658325185183713e-01,1.000566049034930183e+00,9.997261576484893775e-01,1.000495861235459971e+00,1.000759865733641174e+00,9.995350945300337520e-01,1.001594774906794605e+00,1.001255085616835183e+00,9.990523070163918051e-01,9.993084636287875577e-01,9.988098282162853891e-01,1.000342933685007152e+00,1.000928065971365521e+00,1.000186899559985187e+00,9.988074973172295090e-01,9.996384043942777575e-01,9.999371472125258009e-01,1.000337240904507263e+00,9.992913517622492581e-01,9.997398653388767098e-01,1.000504444455052377e+00,1.000164251265517779e+00,1.000015382840399036e+00,9.991430426285550226e-01,9.999344658798687835e-01,1.000406943038131491e+00,1.000647066405441654e+00,9.982124881005685069e-01,1.001685091861777455e+00,1.003002343188848622e+00,9.953260842895538252e-01,1.000386587755528689e+00,9.999343258101059950e-01,1.000661742068777782e+00,1.000205796751144849e+00,1.000111508084355671e+00,1.004120768725248691e+00,9.976120084407601452e-01,9.987787579499959323e-01,1.001155821761041009e+00,9.969597442446483937e-01
1.054440000000000044e+00,1.005399999999999849e+00,1.016320000000000112e+00,1.046780000000000044e+00,9.846400000000000707e-01,7.140762236628238613e-01,8.763390601046718853e-01,1.010902844064468509e+00,1.007660370473268507e+00,1.016455798835774527e+00,1.039649215671866411e+00,9.566224197938274498e-01,9.369487308376679424e-01,9.400205927347227153e-01,8.975974038959487755e-01,8.792873653261662481e-01,1.022605993188157925e+00,9.638901512595787757e-01,1.002917373070339346e+00,9.837726233050194669e-01,1.060195413486490157e+00,9.080212437487721333e-01,9.873141293572298416e-01,1.052861334683927952e+00,9.255246255756562901e-01,1.059221836340729084e+00,1.008917599916392405e+00,9.993767324497707660e-01,1.000748899872394793e+00,1.016128079131068507e+00,1.000061536755062264e+00,9.988667350788830168e-01,1.000796218268113380e+00,1.000631232553394812e+00,9.999298146211339500e-01,1.001082916205314532e+00,9.991474404196770687e-01,9.994023846547034351e-01,1.000485981560539805e+00,9.998641653135170726e-01,1.000347350082225084e+00,1.001402570576041429e+00,9.996965346810036124e-01,9.994051040919958995e-01,9.984185776268535983e-01,9.996173376260523158e-01,1.000875725483733270e+00,1.000494627507463097e+00,9.994032788007635171e-01,9.998216004509103971e-01,9.998912657752511146e-01,1.000475276546121339e+00,9.989379502291493296e-01,1.000593941810981935e+00,1.000047790382525559e+00,1.000206221571605658e+00,1.000479559991602763e+00,9.986750360414464733e-01,1.000456585956292610e+00,1.000392798641628334e+00,1.000996630113639485e+00,9.944200715384843292e-01,1.003116808086099709e+00,1.004821640629264268e+00,9.935940393661619741e-01,1.000294705908195469e+00,9.999460590153574913e-01,1.000665407294781151e+00,9.998566642430546381e-01,1.000372042874814627e+00,1.005383902964642751e+00,9.964383561018739233e-01,1.000316480825226950e+00,9.986269011410320307e-01,9.966326916265652036e-01
1.068620000000000125e+00,1.006799999999999917e+00,1.022640000000000216e+00,1.057819999999999983e+00,9.805600000000000982e-01,6.401493229087212855e-01,8.280707158603378693e-01,9.998238089587326849e-01,1.016607425978005352e+00,1.013841328903553940e+00,1.043793964225110615e+00,9.432718087219089664e-01,9.173970494903501693e-01,9.235097803210895462e-01,8.755454899648011935e-01,8.407996427130142170e-01,1.027546049588438093e+00,9.595284118298987863e-01,1.004749571157278476e+00,9.812087608167003872e-01,1.044265658795174190e+00,9.071678968644759644e-01,9.703623235522080837e-01,1.057112724524271741e+00,9.274299625772995936e-01,1.056473787449677681e+00,9.994154382770344958e-01,9.985836191350667690e-01,1.001897620512316900e+00,1.016469841432458443e+00,1.000441028016132439e+00,1.000545543032422158e+00,9.994600977236701711e-01,1.000787298962353189e+00,9.990936263455048039e-01,1.001141304762227291e+00,9.996944025522207511e-01,9.985355459440539150e-01,9.996604332612809563e-01,1.000765504823786678e+00,1.000384535521361418e+00,1.002339819185240177e+00,9.991168879101155476e-01,9.986663425984296794e-01,9.983913025129187435e-01,9.997512311931783247e-01,1.000707662010596355e+00,1.000746460645753233e+00,1.000104626193484947e+00,9.990334148933913694e-01,1.000101778983363054e+00,1.000528820731673152e+00,9.981154843976995927e-01,1.000685079178038173e+00,9.996132801344188579e-01,9.995357583624965292e-01,1.000630696813758824e+00,9.991648352875952543e-01,9.994129582546973367e-01,1.000569409479918681e+00,1.001199844765212621e+00,9.948668849857950081e-01,1.004027729676147729e+00,9.957234163067844035e-01,1.001121806604225339e+00,9.998975229530215891e-01,9.997992684546911368e-01,1.000529831003974524e+00,9.997573136918527226e-01,9.999941250688291206e-01,1.003874537732535988e+00,9.971314766306097477e-01,1.002679833762629258e+00,1.000181416988042526e+00,9.938936775605041740e-01
1.081960000000000033e+00,1.009120000000000017e+00,1.030300000000000216e+00,1.069919999999999982e+00,9.751400000000001178e-01,5.562414668658954842e-01,7.702566877663333811e-01,9.815569101771272065e-01,1.023914642176789291e+00,1.008224006444253806e+00,1.045922326446382167e+00,9.255407798008075115e-01,8.968627532833215454e-01,9.056943192352737704e-01,8.533732758228036452e-01,7.978859317962072595e-01,1.030151687188967324e+00,9.582839806032932284e-01,1.004934687637598190e+00,9.780525252836436145e-01,1.024486309552584684e+00,9.055634245771200241e-01,9.541571332740221845e-01,1.058829799845539377e+00,9.314216944480003813e-01,1.043925391283362814e+00,9.806284288003498384e-01,9.961569207805148762e-01,1.003410605997633542e+00,1.014578250066839660e+00,9.988745972271152462e-01,1.000792730620635229e+00,9.989489457996875155e-01,1.001243941815668670e+00,1.000353445146214160e+00,1.001553528733653886e+00,9.991023254619284533e-01,9.981796511589017262e-01,9.981527600490948116e-01,1.001772946308820522e+00,1.000052622517271006e+00,1.003096872031920883e+00,9.983243009277277258e-01,9.977296068246651606e-01,9.993469399755792182e-01,1.000131517518464852e+00,1.001962826002175788e+00,9.998841465030307019e-01,9.994820810619163831e-01,9.987843902851055722e-01,9.998897364894866469e-01,1.000583914250233519e+00,9.984845686959212818e-01,9.994722884671281005e-01,9.996551831006789124e-01,1.001048270636607951e+00,9.991759677150113816e-01,9.994833951658030902e-01,9.989635461284714912e-01,1.000940299834503611e+00,1.002838023351924068e+00,9.897469157789057226e-01,1.007626336247185561e+00,9.982450773568477542e-01,9.971603210274806450e-01,9.991681789366895217e-01,9.996716935616892785e-01,1.000272784975617224e+00,9.999114742587417171e-01,1.000396386332611298e+00,1.006552161980042603e+00,9.986585382286596868e-01,1.001650027710756508e+00,1.003318920426264693e+00,9.883511008959602329e-01
1.095960000000000045e+00,1.011460000000000026e+00,1.038000000000000256e+00,1.083919999999999995e+00,9.691000000000000725e-01,4.630992778500373497e-01,7.103564725903757093e-01,9.552586412082196832e-01,1.028164671115880946e+00,9.865580491835028720e-01,1.044340654786650280e+00,9.044205773378120039e-01,8.731461320700325546e-01,8.851598735067619517e-01,8.313370608086529945e-01,7.497211987812049117e-01,1.029457657921741154e+00,9.585411005946602447e-01,1.003957646755145650e+00,9.749102010354718795e-01,9.985266441228505263e-01,9.037540924746869653e-01,9.393388523017186520e-01,1.055761039793309708e+00,9.383940991708665802e-01,1.020518627240745380e+00,9.522451795750744852e-01,9.938060661559361408e-01,1.005535688834266361e+00,1.010078303436890756e+00,9.987391127005996738e-01,9.997701301115038408e-01,9.991886145040079770e-01,1.002577887082314101e+00,1.000777114429461045e+00,1.001914306578804315e+00,9.988311296445969711e-01,9.980627789701955743e-01,9.978449530791351219e-01,1.002382047844776469e+00,1.000161419641346638e+00,1.005576346262142540e+00,9.960307405404897896e-01,9.960787074582724276e-01,1.001012989388550434e+00,9.993282889880301667e-01,1.002220947074033308e+00,9.991535688085635414e-01,9.993047200508906602e-01,9.991546493147843711e-01,9.995555983480525208e-01,1.000576507069963483e+00,9.976826593316284741e-01,1.000294966267205821e+00,9.994843925578036359e-01,1.000535131430175140e+00,9.987688253690810702e-01,1.000321314049862576e+00,9.987867387420358289e-01,1.001790164450553799e+00,1.007055225273085552e+00,9.880343706431515827e-01,1.006359477931008994e+00,9.999508051901812022e-01,9.934063867796808500e-01,9.989727037753112215e-01,9.991504200700406235e-01,1.000893448028733701e+00,9.993535333146982280e-01,9.999925377746277100e-01,1.006806093933743540e+00,1.000670978872504335e+00,9.938219110089425712e-01,1.014751469141057072e+00,9.822704846544101365e-01
1.108700000000000019e+00,1.015940000000000065e+00,1.043300000000000338e+00,1.098060000000000036e+00,9.622200000000000752e-01,3.633984456642013194e-01,6.595826878748434208e-01,9.169011374209662391e-01,1.027342377741670143e+00,9.533498920111805885e-01,1.039412694897677625e+00,8.824545780480638202e-01,8.513617021355164294e-01,8.625476271591120403e-01,8.106943638351247206e-01,6.995887078943964221e-01,1.021811716578138407e+00,9.621356678843137056e-01,9.983016815308731751e-01,9.710103906398614981e-01,9.651619095053198816e-01,9.029106204967224381e-01,9.232844383636056307e-01,1.047977015616958330e+00,9.522873939625580153e-01,9.909699751513761923e-01,9.154688001085005133e-01,9.922948442521773993e-01,1.010632442258341479e+00,1.006056208792535767e+00,9.993730468674829615e-01,9.974671346491724711e-01,9.997967887527435815e-01,1.002845207367480285e+00,1.001622298210364859e+00,1.002104237347293925e+00,9.994423343148802763e-01,9.984935145126514477e-01,9.981712335762873423e-01,1.001480314409293193e+00,1.000549483477205737e+00,1.007614469169093141e+00,9.941250300961635977e-01,9.931469458374515558e-01,1.002442526025557390e+00,9.980002934074329035e-01,1.003474325697043312e+00,9.989873772823470999e-01,9.993910761496889172e-01,9.992352381394848937e-01,9.990010135098031929e-01,9.997231926016095782e-01,9.976430116717088792e-01,1.000143977467989442e+00,9.996198271377589872e-01,9.997429595278094494e-01,9.996054328853162252e-01,1.000487857097924982e+00,9.999447182333025541e-01,1.002174621308298930e+00,1.010595638888270198e+00,9.884151303559037816e-01,1.007657362432139880e+00,1.000188045205574916e+00,9.918495940667528821e-01,9.982816977522798174e-01,1.000209404746361219e+00,1.000462003861340099e+00,9.995755996489136264e-01,9.988589160512916232e-01,1.008675649067321878e+00,1.003676252675027358e+00,9.885707519502761054e-01,1.016917988040231258e+00,9.815001679356839537e-01
1.122419999999999973e+00,1.021660000000000013e+00,1.045780000000000376e+00,1.112300000000000066e+00,9.567000000000001059e-01,2.616679301586105066e-01,6.266680803885121831e-01,8.702773219167088126e-01,1.002549802763064379e+00,9.105767814763701118e-01,1.032308912420210056e+00,8.605678864690935459e-01,8.298687767771689705e-01,8.407905533281413435e-01,7.898912871465211261e-01,6.463095218201636571e-01,1.008824272306798608e+00,9.667045503516471516e-01,9.889649149261163785e-01,9.650189515680608343e-01,9.293285699540180245e-01,9.000970894914840370e-01,9.082165783697488948e-01,1.034500033879322656e+00,9.721725871332802527e-01,9.519385780807322339e-01,8.679012818949827235e-01,9.947019266338990029e-01,1.017019457625707668e+00,1.002827739596940049e+00,1.000947594363779114e+00,9.983346868344278313e-01,9.992137140780356086e-01,1.001507631178005786e+00,1.001332053231249963e+00,1.003083451506525448e+00,9.998492771763026754e-01,1.000465380343988686e+00,9.969256336156795406e-01,1.000645583024705854e+00,1.001021704789556654e+00,1.012422540845840491e+00,9.889565237404200904e-01,9.886509343600055066e-01,1.003885921949804194e+00,9.998724771691429591e-01,1.003838995039609827e+00,9.979678626848786926e-01,9.976459179742925842e-01,9.984228459606530048e-01,9.989539638255705567e-01,9.980079248691454685e-01,9.964418448424788854e-01,9.993240033215539109e-01,9.993432892494846786e-01,9.985867219456001642e-01,1.000659162626302390e+00,1.000386768357325984e+00,1.000686608014117684e+00,1.000944029747612651e+00,1.006786061420182010e+00,9.876224329190214091e-01,1.006123526554103531e+00,9.935868260827754872e-01,1.001499166400258156e+00,9.983222540562342040e-01,9.977669801296684682e-01,1.003927634446639239e+00,9.983948845957992813e-01,9.966421300855822230e-01,1.009079493248889348e+00,1.003971305847193740e+00,9.889245624932222478e-01,1.015497193278335430e+00,9.844544730136539634e-01
