8.647846851922231792e-01,7.204661691830866133e+00,1.059607865151535488e+00,8.882942497796302295e-01,9.797676577258891406e-01,1.008035195537758222e+00,1.032084422074601493e+00,1.017745668001340142e+00,9.960886306415236424e-01,1.001407042675738657e+00,9.800717240686230847e-01,9.940028002026470855e-01,9.922346286470523635e-01,1.007030736821582506e+00,1.022359006402408621e+00,9.981453190884644888e-01,9.995001988353801048e-01,9.145948828915180240e-01,9.569558763294817583e-01,1.010380872115842266e+00,1.007396683568302809e+00,9.967366813419547000e-01,1.020253910565419142e+00,9.993137360727651908e-01,9.901643498811265598e-01,9.949462139175557773e-01,1.039430755163442965e+00,1.008395238263669391e+00,1.000745778029076050e+00,9.991744936731851157e-01,9.995527089661212505e-01,9.990344688621966007e-01
-3.077651012172779588e-01,4.757478451005039410e+00,1.154698123713146618e+00,5.241635231202621537e-01,9.778935550297606083e-01,9.919228862839386540e-01,1.051818867583825146e+00,1.014049004352601591e+00,1.002829391955844418e+00,9.882136716587403003e-01,9.461054981292470467e-01,1.018068213251128729e+00,9.816099137393037299e-01,1.006244323190911727e+00,1.058126939853841764e+00,9.855674750254526106e-01,9.895196421400737075e-01,9.947453509025425689e-01,8.590034789302891660e-01,1.061115845693446413e+00,9.921471135868714653e-01,1.000261951035548824e+00,1.082089510373510421e+00,9.811520679677648848e-01,1.009623714005117190e+00,9.895091477840569638e-01,1.041725402440208725e+00,9.938310560877184896e-01,1.001203963601045688e+00,9.981285943341470235e-01,9.986993216055676248e-01,9.979825827896766643e-01
-1.623807023713748077e+00,4.811640514651865708e+00,1.399265336583044084e+00,3.089497111395667073e-01,9.717979545905138794e-01,9.673252651695819493e-01,1.088393135088001840e+00,1.037822138480213985e+00,9.945504074504891712e-01,9.980737784347473163e-01,9.148413920973861302e-01,1.034166954531539506e+00,9.961332123329167398e-01,9.836192511398316185e-01,1.112787946694197005e+00,9.899888722619507586e-01,8.074795781104511239e-01,1.475367705008838071e+00,3.462493602806034909e-01,1.473410172050613864e+00,1.030936275776122235e+00,9.539561996525350862e-01,1.158341805051280371e+00,9.432053291598130329e-01,9.950237154979298948e-01,9.987619624716288502e-01,1.039759553984094920e+00,1.021696634647020874e+00,1.002041063573568369e+00,9.960253840417078175e-01,9.944089660624214622e-01,9.997044702626116663e-01
-1.470922858754426521e-01,4.888905186859322960e+00,1.682997534504525161e+00,2.709217916985879882e-01,9.630135285894194652e-01,9.296735282384328558e-01,1.077097766951229385e+00,1.074175635189551059e+00,9.832198920380166296e-01,1.038548208757609448e+00,9.000373194152948564e-01,1.044791138068766445e+00,1.034898777986332785e+00,9.197593885572844519e-01,1.160171931228254572e+00,1.004182941756425418e+00,8.983365050033597088e-01,2.015637728665111261e+00,-1.091698694183845797e-01,1.598191805391375286e+00,1.060577737631589468e+00,8.762955968376840987e-01,1.202793183354149642e+00,9.239945858096906273e-01,9.752620580754679525e-01,1.041012700655023382e+00,1.016617201546512028e+00,1.048481979206509651e+00,1.001784088972552889e+00,9.955744572013206506e-01,9.962422670577717465e-01,9.989466044768053887e-01
-2.365125721830966032e+00,5.077974644216634026e+00,2.040472073977370737e+00,5.529259609055889313e-02,9.776060897586211773e-01,9.431232543322488615e-01,1.062806721895271256e+00,1.050546822553876103e+00,9.670681637465532443e-01,1.011242377311182272e+00,8.270608284238594177e-01,1.090417264178648704e+00,1.086820169131345715e+00,9.151982492688957027e-01,1.161367287105022017e+00,9.644601466302001880e-01,5.492262422431043456e-01,2.388209973943494990e+00,-5.055024819435952610e-01,1.990697773219608724e+00,1.110798379643737510e+00,8.408467865539408503e-01,1.267636198281923532e+00,8.706239821689152336e-01,9.356573816189077686e-01,1.092675430986304708e+00,1.053049144896112566e+00,1.073800505310537279e+00,9.976929832395051712e-01,9.998536885305315813e-01,9.984523567212053585e-01,9.963798861634303172e-01
2.672188043620517650e+00,5.109032263639536886e+00,2.204498636144578416e+00,9.538798232898757501e-01,1.012906419861377971e+00,8.927243907383404231e-01,1.009090496890610922e+00,1.051052506071682435e+00,9.294343003833145378e-01,1.068281259210222878e+00,8.472277514098460749e-01,1.120515434648882147e+00,1.180806940101665425e+00,8.681501665882023211e-01,1.122422876565319472e+00,9.557590999850104074e-01,8.680143062356275863e-01,2.612057627714428509e+00,-2.461276146681041221e-01,1.590718097399453468e+00,1.163121302399390711e+00,7.901881344611078051e-01,1.143287829962740476e+00,9.549834822652754074e-01,9.525878400944229885e-01,1.201364635612564680e+00,9.634008609975021065e-01,9.966092914719699714e-01,9.982384372794468330e-01,9.998045506255950343e-01,9.925036645676771352e-01,1.001079681185927051e+00
9.684663169889387024e-01,5.005051616896536437e+00,2.211542987057229404e+00,6.805314888848243982e-01,9.873071872658497616e-01,9.351828427221131612e-01,9.663904944048364865e-01,9.922514046060285642e-01,8.953348884283672815e-01,1.019666223539899663e+00,7.706706346824292453e-01,1.159092841301007315e+00,1.217214909230856623e+00,8.387213293544797388e-01,1.070075722605963620e+00,8.839046227990531301e-01,3.783863637708779759e-01,2.676286063535078696e+00,-3.497359255757239160e-01,1.809516366327200032e+00,1.264444171005061568e+00,7.468580076107460552e-01,1.119274064363754873e+00,8.880977019014361096e-01,8.857783014037653446e-01,1.250101622101726262e+00,1.015213625528695207e+00,9.923166154561313679e-01,9.986779756750886472e-01,9.960605251051881659e-01,9.939318509938237511e-01,1.002706674054842928e+00
-4.370497175119332223e-01,-5.921647034429335044e+00,2.358734035192814549e+00,4.372905829905292530e-01,9.707490424617117863e-01,9.812818874778022060e-01,9.469589921487200357e-01,9.451961493192633235e-01,8.822355065312084133e-01,9.933521153351297928e-01,7.253587693776868406e-01,1.181531309772595906e+00,1.238536496661731823e+00,8.566583310614193092e-01,1.046663750810379767e+00,8.102722988926887027e-01,-3.735320198094177480e-01,2.997407777490858294e+00,-5.604759950011644065e-01,2.242586756314787877e+00,1.306429821553513060e+00,7.375949538248831594e-01,1.172273741792416057e+00,8.264322067865200738e-01,8.643017137002090289e-01,1.346483995999127492e+00,1.032289198210589287e+00,9.473886700478004741e-01,9.986852004928432613e-01,9.899918010884815045e-01,9.869103939450775131e-01,1.011951764057602565e+00
1.268435736208194164e+00,-6.747542390386979783e+00,1.857152455136588554e+00,5.408662555270915551e-01,9.461666773362761296e-01,9.758327777330322306e-01,9.612038184247587713e-01,9.638905602185988686e-01,8.431292517860460300e-01,1.018540432218091318e+00,7.395859803139100963e-01,1.229257740227829965e+00,1.238433246670457955e+00,8.640730679039665407e-01,1.057804717429640995e+00,7.278780522387034990e-01,1.304913699546417227e-01,3.272840606065824609e+00,-2.874740755390665647e-01,2.133489419843001667e+00,1.268320803410717845e+00,7.673143568908042944e-01,1.231969879708460391e+00,7.431598929601319625e-01,8.883780973722305019e-01,1.319690822064423230e+00,9.792670580979407902e-01,1.017766849116298999e+00,9.943693110208714492e-01,9.972536358655758049e-01,9.847909367230983646e-01,1.007913856369475170e+00
-1.699224962276622009e-01,-3.205631914227920731e+01,2.072517484321355408e+00,4.312893055466197056e-01,9.065559022746448870e-01,1.003985282098614817e+00,9.583754997672127018e-01,9.876414940816826693e-01,8.187522503513975369e-01,1.017926745730301841e+00,6.719171544368911508e-01,1.245504070016623999e+00,1.233382099880484084e+00,8.427862057752102398e-01,1.051625327227087903e+00,6.816312492620791863e-01,-6.238053919697081895e-01,3.153321381178993743e+00,-5.509388573428433133e-01,2.135940581141939187e+00,1.256178172689421002e+00,7.387902894692643940e-01,1.342863447995059856e+00,6.904005598960223367e-01,8.884373206872798745e-01,1.398979930854587161e+00,1.029922183218453746e+00,9.837073753014847766e-01,1.000388379106755155e+00,9.902336153996930124e-01,9.773341465805110984e-01,1.014496932219650649e+00
