9.982953213960858996e-01,1.011595270642466016e+00,1.001690108667697254e+00,1.017759893775057156e+00,1.009951759484866818e+00,9.996684370131893038e-01,1.000112974721024894e+00,1.000119757191195502e+00,1.000507152218496731e+00,1.000476161995202951e+00,9.999402109854124143e-01,1.000074056714182591e+00,9.997810354948141187e-01,9.999019087609171130e-01,1.000046220603985070e+00,1.000200356987547057e+00,9.999591178986722007e-01,1.000129926494787602e+00,1.000015774313318451e+00,1.000193698194969505e+00,9.996956028647319137e-01,9.998510119747507918e-01,9.972807744035911970e-01,9.987575264010846166e-01,1.000339270286844551e+00,1.000085687056132988e+00,9.999577881523297185e-01,1.000317197319331664e+00,9.999562989939105861e-01,9.998748866453145423e-01,9.994674822095996891e-01,1.000030912513134362e+00,9.999612047637708168e-01,1.000611241027401954e+00,1.000636021496829953e+00,1.000017757436550303e+00,9.999926566808539086e-01,9.999819476319675715e-01,9.999699917804670823e-01,1.000041507964483545e+00
9.963644176270037844e-01,1.019257100020951601e+00,1.002867996977471865e+00,1.041281423168173514e+00,1.020457845916382666e+00,9.993098222916058093e-01,1.000278396498226918e+00,1.000278041829348208e+00,1.001036421160674150e+00,1.000968355948206767e+00,9.997120247174986485e-01,1.000197829011528539e+00,9.996226262059944023e-01,9.997829263549579126e-01,1.000181810312101627e+00,1.000346960954846098e+00,9.999193525214217226e-01,1.000256133080249743e+00,1.000031621586952024e+00,1.000307834051920253e+00,9.995800115494721805e-01,1.000210474821478845e+00,9.938256935469489406e-01,9.969800302232145750e-01,1.000806881758261602e+00,1.000255297799738763e+00,9.999390968490134979e-01,1.000606328349453733e+00,9.999413760658923955e-01,9.997868683894085562e-01,9.989166051294439130e-01,1.000099428341761243e+00,9.998712167372785231e-01,1.001313142327376005e+00,1.001192060763942848e+00,1.000020663191529824e+00,9.999780964385948101e-01,9.999521919568757911e-01,1.000004113923216087e+00,1.000053122605317757e+00
9.942837792208593095e-01,1.026318259062002136e+00,1.004898294086675081e+00,1.063352251932747849e+00,1.033218601695214289e+00,9.990637285021128911e-01,1.000328028461233254e+00,1.000411899751014300e+00,1.001627919637345432e+00,1.001526613710733482e+00,9.994707338077044589e-01,1.000273319417869011e+00,9.994954651483149988e-01,9.995843344831398802e-01,1.000337067621424270e+00,1.000541471387959458e+00,9.998165105972154354e-01,1.000402029272056348e+00,1.000047664618792798e+00,1.000547537609812743e+00,9.995341500804785229e-01,1.000572617905276518e+00,9.900482147442816183e-01,9.953379395013088882e-01,1.001275236950900593e+00,1.000408078026746583e+00,9.998930288722089887e-01,1.000881883243299297e+00,9.998437570105036531e-01,9.996816262777555862e-01,9.983230112896143149e-01,1.000159243990515812e+00,9.998030115816677332e-01,1.001977797962430028e+00,1.001856047051721266e+00,1.000040405055794945e+00,9.999788645732096137e-01,9.999951265426411107e-01,9.999942120142754076e-01,9.999695132169605927e-01
9.923797178227371507e-01,1.027048649608018227e+00,1.006564849276060825e+00,1.084906212661779890e+00,1.047840246385647989e+00,9.986994983707074836e-01,1.000459125484023382e+00,1.000546712109134040e+00,1.002219866143482463e+00,1.002192975304932343e+00,9.992194717585421992e-01,1.000348178000047383e+00,9.993677684277040285e-01,9.993955095307756054e-01,1.000488459301371424e+00,1.000753755493011488e+00,9.997053237958493099e-01,1.000523009333213365e+00,1.000117522568433781e+00,1.000715138731812948e+00,9.992037166510373547e-01,1.000699199676838402e+00,9.863814786431186477e-01,9.940565504039251543e-01,1.001472812396612122e+00,1.000585131602219624e+00,9.998418612024523311e-01,1.001131205547184377e+00,9.998433174303102966e-01,9.995756794517469679e-01,9.977955543302343688e-01,1.000192291552282065e+00,9.997379969066723104e-01,1.002674097241014639e+00,1.002499622275541791e+00,1.000073054671319683e+00,9.999623571864948435e-01,9.999689823565255375e-01,9.999911321681862475e-01,9.999655899689126048e-01
9.911624193824425388e-01,1.032310646109114050e+00,1.007726393134916520e+00,1.103117396483303647e+00,1.060242414850107950e+00,9.983201818548780304e-01,1.000550153944210319e+00,1.000720255417923754e+00,1.002830653919948301e+00,1.002709297494511542e+00,9.990387675986855953e-01,1.000453354785847626e+00,9.992632756615610345e-01,9.991311490839464016e-01,1.000671260846419663e+00,1.000968693455403402e+00,9.995867918176361000e-01,1.000632178880635381e+00,1.000185547619218962e+00,1.000901902822729062e+00,9.988492915550443163e-01,1.001215119578929391e+00,9.834326225815785971e-01,9.920780237443794780e-01,1.001430986722416927e+00,1.000815359885808054e+00,9.998145825701835188e-01,1.001379473789976382e+00,9.997930233640633935e-01,9.995470190384247999e-01,9.972024186447953076e-01,1.000203026435928066e+00,9.997758087832543383e-01,1.003402085079601935e+00,1.003129241517473291e+00,1.000070803999261404e+00,9.999789527890394769e-01,9.999518244500744668e-01,9.999590174197914294e-01,9.999366648341474484e-01
9.893220723229435576e-01,1.035981047057762394e+00,1.009043083010400466e+00,1.125455432513109422e+00,1.071184317565242905e+00,9.979000783742216774e-01,1.000631222973535461e+00,1.000856978325458169e+00,1.003553919028368657e+00,1.003375764920965363e+00,9.988540765649134290e-01,1.000570388684011602e+00,9.989706204535351297e-01,9.990179190979054935e-01,1.000693631264231609e+00,1.001281080015423708e+00,9.995005692919426421e-01,1.000710780131289335e+00,1.000199767129901440e+00,1.001124908585829587e+00,9.981142061534927779e-01,1.000828987434413397e+00,9.799855153142208453e-01,9.908209409235912979e-01,1.001378952064351902e+00,1.000937664603196886e+00,9.997625448658818970e-01,1.001734046395575506e+00,9.996596882363921743e-01,9.994781547595232851e-01,9.965193464504261689e-01,1.000237675886031186e+00,9.997100743067383055e-01,1.004212594956559013e+00,1.003843841645443824e+00,1.000113054539129465e+00,9.999079453756837266e-01,9.999299777047130355e-01,1.000004023093121086e+00,9.999751857604800565e-01
9.876307387465017573e-01,1.040400959976615525e+00,1.009329907486654410e+00,1.151527510233344431e+00,1.080570567312968411e+00,9.975589488991595255e-01,1.000729213014351693e+00,1.001050010059363116e+00,1.004265006092216694e+00,1.003994261746820271e+00,9.985983036824042092e-01,1.000672113621906334e+00,9.988111514203481534e-01,9.987824924791990355e-01,1.000848977879459367e+00,1.001532688010117189e+00,9.994040282123990426e-01,1.000817494601876856e+00,1.000262568510117189e+00,1.001326700117109780e+00,9.969468514694813654e-01,1.000381669415675745e+00,9.766045014571005378e-01,9.894040841521097862e-01,1.001977660602354714e+00,1.001188953889259103e+00,9.997005017514497549e-01,1.002035888672000441e+00,9.995531977365509357e-01,9.993643260481356316e-01,9.958473620799602744e-01,1.000298698743761205e+00,9.996736445315459463e-01,1.004997605280604445e+00,1.004571182062306223e+00,1.000081680537550310e+00,9.999087829478191525e-01,9.999430731200709133e-01,1.000027110712506051e+00,9.999222332319754880e-01
9.865100590393391933e-01,1.045834491957041479e+00,1.010605954908472270e+00,1.174111625185954244e+00,1.094663482058247927e+00,9.972324773522487362e-01,1.000809649592676820e+00,1.001221072581264693e+00,1.004976106363831168e+00,1.004638854983584517e+00,9.983471673083466058e-01,1.000818961499291504e+00,9.985871043736607167e-01,9.986740380898259106e-01,1.000996747400972664e+00,1.001691856432660233e+00,9.992449572171002714e-01,1.000950468889099110e+00,1.000357237539547750e+00,1.001515454647506687e+00,9.963659268309291717e-01,1.001266180847999454e+00,9.713403035382697226e-01,9.875528087149907375e-01,1.002488956944732612e+00,1.001360270415172060e+00,9.996596567593091232e-01,1.002409568008082008e+00,9.994659827002112529e-01,9.992538196946001428e-01,9.951737541151501887e-01,1.000352209852023444e+00,9.996481869000392040e-01,1.005771479258328327e+00,1.005339594056247954e+00,1.000080013534067946e+00,9.999049570922881047e-01,9.999585635729727473e-01,1.000022762848727931e+00,9.998910646639191935e-01
9.843281131729034739e-01,1.048090469659857193e+00,1.012932161935267583e+00,1.198046616655328300e+00,1.106505541665937731e+00,9.967136442385029493e-01,1.000919415417207858e+00,1.001349783378843838e+00,1.005665480548125545e+00,1.005247493356580923e+00,9.980948851304187741e-01,1.000930750919354351e+00,9.983592485612912126e-01,9.985607613502667235e-01,1.001126725771698256e+00,1.001892830694948167e+00,9.990973118609584036e-01,1.001040344453085762e+00,1.000427435242995378e+00,1.001756099200850958e+00,9.952915750469037981e-01,1.000929861669309640e+00,9.667715644240916228e-01,9.860955646293586563e-01,1.003120491583816998e+00,1.001538404152053197e+00,9.995694282906149031e-01,1.002690299279293207e+00,9.994660506534684963e-01,9.991437899752134699e-01,9.945039460453515279e-01,1.000411820985790623e+00,9.996182141715648228e-01,1.006512126477285829e+00,1.006218784899946650e+00,1.000065231678730404e+00,9.999045514026625447e-01,9.999840338542645979e-01,1.000014860959879348e+00,9.999050282405302914e-01
9.817465139552569164e-01,1.055211026441152278e+00,1.015778274809377768e+00,1.222087899481246742e+00,1.119216997416734527e+00,9.962440810822688064e-01,1.001024761423635390e+00,1.001583549887384850e+00,1.006353269798060390e+00,1.005942336046553365e+00,9.979338436433411452e-01,1.001023789476665149e+00,9.980661918837077096e-01,9.985255934224247509e-01,1.001230982667217440e+00,1.002205452245953587e+00,9.989671900283013661e-01,1.001169766458169130e+00,1.000510843650003867e+00,1.001904491638164751e+00,9.950618532327013543e-01,1.001678640445138990e+00,9.634496824896792155e-01,9.846731357076611291e-01,1.003651651016334245e+00,1.001807045074869285e+00,9.995169918105727414e-01,1.003013943013304043e+00,9.994667046881834382e-01,9.989651769709183560e-01,9.938707994183677563e-01,1.000444560473696454e+00,9.996264633546051437e-01,1.007335419817547706e+00,1.007101926707945294e+00,1.000041184156756247e+00,9.998669802415384167e-01,9.999307716587960693e-01,1.000039062032372472e+00,9.999383820499261333e-01
