1.199999854545560352e+00,1.800000151515036784e+00,2.800000533331910901e+00,4.199996000079998737e+00,4.800000161943188459e+00,6.199999877300689022e+00,6.800000275861687982e+00,7.800000034722216036e+00,9.199999626168922973e+00,1.019999992438566139e+01,1.080000010335911931e+01,1.180000008456656069e+01,1.319999993220341317e+01,1.419999984496136136e+01,1.519999992766729591e+01,1.580000007380071025e+01,1.680000003172085243e+01,1.780000020304547803e+01,1.880000027397222695e+01,2.019999555565431848e+01,2.080000019230750752e+01,2.180000005340452418e+01,2.280000006514655908e+01,2.419999994708996027e+01,2.519999555565431848e+01,2.580000010282770972e+01,2.719999989556141173e+01,2.780000006309146343e+01,2.919999989473689794e+01,2.980000002980625595e+01,3.119999927272991869e+01,3.219999993993995702e+01,3.280000016460891743e+01,3.419999500012499993e+01,3.480000010204076233e+01,3.619999929824807339e+01,3.719999989924438211e+01,3.780000002570693596e+01,3.919999989847720911e+01,4.019999993464054455e+01,4.119999978494647053e+01,4.180000028985465121e+01,4.280000010362689267e+01,4.419999997613365394e+01,4.519999200031998754e+01,4.619999946666808910e+01,4.680000024999969099e+01,4.780000015444003481e+01,4.919999997627520827e+01,5.019999979381464783e+01,5.080000006622514519e+01,5.219999996386631125e+01,5.280000266663110864e+01,5.380000333327777895e+01,5.519999692312426021e+01
1.369225202434937616e+00,1.626884673848441931e+00,2.952377491197073489e+00,4.043310395177632799e+00,4.932209286932311976e+00,6.070893477872896682e+00,6.949412843092583891e+00,7.604393097475169228e+00,9.363318504469289039e+00,1.006843767677663593e+01,1.091286646498847901e+01,1.162552310644939091e+01,1.338382346510907439e+01,1.437081261018127698e+01,1.506422086982055397e+01,1.591746742905904988e+01,1.660355424681369385e+01,1.793846190707869681e+01,1.892329300641734591e+01,2.004345902503493093e+01,2.063579355656889547e+01,2.190096093783487774e+01,2.291504883017340788e+01,2.439830761089202582e+01,2.504342723656619185e+01,2.592713120326590470e+01,2.738041117970105987e+01,2.760989171546333054e+01,2.905496028728099134e+01,2.959884244916785789e+01,3.135968231936018569e+01,3.220990851196012983e+01,3.294525809432756347e+01,3.404336972018370489e+01,3.460940260061585860e+01,3.635983139592752877e+01,3.706511469525403157e+01,3.765349670935351867e+01,3.938775198809520361e+01,4.008448483935686113e+01,4.138682599995087230e+01,4.160159942200357364e+01,4.292280813157874064e+01,4.437529010250353423e+01,4.536059291662258630e+01,4.639380320397561519e+01,4.659880291728268986e+01,4.793544307339907817e+01,4.937426637605936008e+01,5.039213360367222805e+01,5.085473026839255795e+01,5.240012565493329078e+01,5.285028172550139658e+01,5.391319641149892306e+01,5.505787496198325925e+01
1.507013316083354981e+00,1.675501597938476195e+00,2.857217894941486591e+00,3.940897191707462444e+00,4.874656505028655218e+00,6.075590613423202058e+00,7.078532319395282713e+00,7.642250811544750277e+00,9.266077104093289663e+00,9.938842744848900068e+00,1.082766068520341918e+01,1.162446346721428903e+01,1.333922929174466887e+01,1.427760877889626556e+01,1.497103282792912360e+01,1.583968996667370099e+01,1.658658674848576453e+01,1.796954117450308885e+01,1.887598852849801290e+01,2.011907744704994982e+01,2.054347211661779937e+01,2.182742025884414616e+01,2.307755037848249202e+01,2.434662344757915520e+01,2.511659609745406740e+01,2.595623101813768940e+01,2.731235808889654848e+01,2.770945960980627731e+01,2.893370087845663008e+01,2.961479908190198174e+01,3.130668078143800770e+01,3.233765289952230404e+01,3.291267288392347012e+01,3.410238577519621117e+01,3.463195589959448739e+01,3.630433112322533162e+01,3.689925443404990091e+01,3.764071621547486757e+01,3.934946234738931281e+01,4.005765365014116242e+01,4.143773544193447123e+01,4.140003560748457545e+01,4.307751381452873574e+01,4.435184319529024322e+01,4.534080760193892701e+01,4.658939825314204342e+01,4.639821607383168356e+01,4.809462977655157800e+01,4.937277690697309396e+01,5.025751056094757985e+01,5.077289137056706636e+01,5.244910289908087719e+01,5.298036263185681349e+01,5.380613920204866218e+01,5.497405766863910515e+01
1.584971121939795724e+00,1.796229143782767990e+00,2.734308066769443712e+00,3.994410291722329198e+00,4.916470739144448210e+00,5.989584239721494896e+00,7.065625799468437940e+00,7.739546268332047951e+00,9.135414515009703251e+00,9.919517733052469310e+00,1.071792752778184088e+01,1.171290550898325833e+01,1.322311899068259855e+01,1.415069113374785381e+01,1.497570011276801161e+01,1.575917728851341160e+01,1.667870397410974803e+01,1.786465063026604128e+01,1.899063805199939381e+01,2.020646520191442619e+01,2.059352966954050501e+01,2.174988345463460959e+01,2.320709375597599688e+01,2.427063040825355245e+01,2.520118288896882675e+01,2.605197277183852123e+01,2.719710992397349614e+01,2.786080633387830829e+01,2.882188977951278730e+01,2.971547704682388513e+01,3.126100054816285834e+01,3.250165865114405506e+01,3.289845766600559784e+01,3.423028362610789088e+01,3.475747157216844130e+01,3.625666399802341999e+01,3.684659933094533812e+01,3.771600005347864482e+01,3.923654404257958817e+01,4.014164266543281201e+01,4.157555030071070234e+01,4.124363318919482424e+01,4.314371719900803726e+01,4.424174307775793125e+01,4.533865874055947387e+01,4.676721210400499729e+01,4.622387878338235367e+01,4.815775964745101589e+01,4.927100198881727522e+01,5.008770294586457794e+01,5.062446763252402349e+01,5.251832388529126661e+01,5.299755108646144208e+01,5.371581779204090878e+01,5.498738298197321228e+01
1.607409990488205098e+00,1.896368347567443990e+00,2.700015784340216829e+00,4.075961912583255575e+00,5.016248317196589923e+00,5.863365672387176986e+00,6.974032781939788705e+00,7.768028526339752382e+00,9.090313892425617937e+00,9.917759609191117320e+00,1.078009535756108761e+01,1.178849480913013359e+01,1.314462992777567329e+01,1.410570832251701923e+01,1.495900737456120844e+01,1.581980137326039682e+01,1.676944318210128060e+01,1.772748891200350840e+01,1.906850791720007265e+01,2.022928065486522087e+01,2.066950981658588660e+01,2.181238329359339190e+01,2.331455618628648452e+01,2.430548678211369307e+01,2.522034911102992183e+01,2.620465865147832929e+01,2.721138259150891514e+01,2.793998066876260822e+01,2.872457071367246328e+01,2.973135230963104547e+01,3.131089044483317707e+01,3.251364381047498142e+01,3.294121189951454198e+01,3.436007326950363705e+01,3.482097957272204525e+01,3.630251425115650221e+01,3.683138705802954149e+01,3.779893013338955399e+01,3.914053603901425049e+01,4.025619577530380866e+01,4.167540986600244679e+01,4.131404366978450327e+01,4.320377443518572136e+01,4.418468888181582344e+01,4.544073551226163943e+01,4.675011170420989970e+01,4.627279553370249232e+01,4.818680725736665948e+01,4.923703337194914553e+01,4.992548630727208092e+01,5.045911456922026161e+01,5.263116295866895200e+01,5.290248328494367058e+01,5.361062574963975891e+01,5.502348600512706156e+01
1.675236526509321200e+00,1.924420251286748318e+00,2.709282168140356273e+00,4.062969617693010349e+00,4.961003452024670857e+00,5.891079921295291122e+00,6.949433395412683012e+00,7.722829520067659104e+00,9.110860586383861204e+00,9.855303587340211280e+00,1.088484749295197496e+01,1.178805476391197793e+01,1.315108539986222702e+01,1.412527793607963567e+01,1.487400378082343977e+01,1.590215841813878050e+01,1.675439278977662383e+01,1.770615840525385210e+01,1.897874519130252224e+01,2.029664371734701334e+01,2.066113683537836820e+01,2.188743599947628837e+01,2.346746610945710287e+01,2.436903046525016947e+01,2.528324785350050874e+01,2.631368738433900845e+01,2.727931056363316742e+01,2.788487615700632105e+01,2.860316783580350020e+01,2.965996960244790870e+01,3.132344905855497785e+01,3.250241578980642743e+01,3.290898913867659559e+01,3.444658378532671605e+01,3.477578849410131312e+01,3.630783619031582532e+01,3.675773103626128346e+01,3.785208435977834540e+01,3.914768311349385499e+01,4.028129811875042066e+01,4.160137031972719512e+01,4.140635633765724322e+01,4.327962382512357919e+01,4.422726696164263416e+01,4.559571789625827876e+01,4.678438719151563419e+01,4.634928460277197360e+01,4.823284649653185596e+01,4.930578724367275356e+01,4.982488584727707348e+01,5.042435600232103354e+01,5.273198559088926629e+01,5.292679845649189474e+01,5.345930786261095591e+01,5.500740308973140458e+01
1.761651012544226846e+00,1.899181352282470536e+00,2.729219137430776154e+00,4.049309855095351907e+00,4.861550985866282204e+00,5.934582002581670679e+00,6.982875242287803985e+00,7.660405424787660067e+00,9.152035339079725773e+00,9.819984335965106226e+00,1.094773089682951550e+01,1.177385542555747122e+01,1.320073277513730226e+01,1.416490819218455854e+01,1.479811464196777493e+01,1.593544328244811226e+01,1.669500310589146963e+01,1.774906328229880614e+01,1.886678990472234219e+01,2.037539191092816893e+01,2.064899634359860059e+01,2.190871890543290590e+01,2.362627555387132716e+01,2.441628740541422715e+01,2.535641816072572752e+01,2.634055791419731207e+01,2.731171233030976353e+01,2.777369157310268477e+01,2.845885819965554830e+01,2.956240752223138202e+01,3.130708009929234947e+01,3.256913916440573331e+01,3.286133528748221977e+01,3.449221205842094662e+01,3.468966181570353768e+01,3.628296083966871777e+01,3.672636610040749616e+01,3.782934913735606131e+01,3.921786759814305157e+01,4.022883032630218025e+01,4.149821204047542267e+01,4.131918511772310865e+01,4.328505160645804040e+01,4.431653871236440523e+01,4.576874766400554506e+01,4.689540679139909685e+01,4.625369249248532100e+01,4.826460230583212763e+01,4.939712073370115775e+01,4.974759300547583507e+01,5.045798403545366995e+01,5.276906318491621306e+01,5.301701327357175586e+01,5.329773494428528124e+01,5.505998267526700118e+01
1.778862830922862015e+00,1.862650646415393574e+00,2.749499598709719272e+00,4.129438826800035045e+00,4.858891297294362310e+00,5.860790097154813694e+00,6.981293600977407365e+00,7.617643469887132035e+00,9.188160237784344986e+00,9.887730415490544544e+00,1.094433687764415986e+01,1.181670348261787851e+01,1.323686367495119676e+01,1.419795225291908025e+01,1.482641862348152095e+01,1.593079894827069687e+01,1.666863443997540983e+01,1.772272227548739920e+01,1.887081317537169767e+01,2.035972491374472071e+01,2.072010210277854725e+01,2.189614871357226633e+01,2.366805447326797918e+01,2.442848979109008667e+01,2.533672501120041431e+01,2.637393708021132710e+01,2.727735695768411261e+01,2.767460759845154428e+01,2.838346895759558564e+01,2.953742780778362231e+01,3.134892578227392335e+01,3.263560081940040192e+01,3.289350601830102505e+01,3.455850129205257559e+01,3.467152769157787162e+01,3.631680133184226378e+01,3.678590283169432951e+01,3.776552980255890191e+01,3.929596652602405982e+01,4.023557784343569210e+01,4.146284929545202402e+01,4.117592191207234009e+01,4.323587851762371059e+01,4.437038382525886959e+01,4.578086285202197558e+01,4.702127823644406845e+01,4.611311565971082160e+01,4.826644250474894449e+01,4.944102451445707658e+01,4.965245666825892101e+01,5.039998573624890099e+01,5.272899975462672728e+01,5.312523331428576512e+01,5.320039803655166821e+01,5.516461555248235982e+01
1.744918697496538051e+00,1.880813676978547289e+00,2.743945289132753818e+00,4.218227725886654511e+00,4.887259878346355002e+00,5.780658105671842684e+00,6.956310107938952214e+00,7.642893543796635214e+00,9.186023193167915935e+00,9.940130810455647392e+00,1.093355934515265027e+01,1.188441901188404515e+01,1.321370034285986250e+01,1.419519882146569678e+01,1.486694774944404784e+01,1.592348011473694847e+01,1.668399915976025127e+01,1.765215516962829057e+01,1.890277717918641542e+01,2.035355603455385776e+01,2.080892648930417721e+01,2.188288213592440812e+01,2.367302872578342487e+01,2.439673921163456427e+01,2.532788237578364132e+01,2.640406928908819850e+01,2.722335609499455344e+01,2.761169214231085078e+01,2.836696985876542954e+01,2.958239722792538373e+01,3.137375472060288928e+01,3.269558677081911213e+01,3.292021026584355070e+01,3.465115601621866404e+01,3.472141038588873130e+01,3.633526463849391064e+01,3.684403473488896452e+01,3.773292136855680923e+01,3.934122230917702012e+01,4.028412073711462682e+01,4.142654628290675589e+01,4.110486794440434721e+01,4.321945309013981529e+01,4.435772821894271090e+01,4.574519624206779156e+01,4.709632692964172662e+01,4.604474949155428476e+01,4.825727670430306659e+01,4.942737849268455363e+01,4.957120312246318150e+01,5.031055067703749728e+01,5.264949479357272821e+01,5.324925190235492067e+01,5.312243923766492060e+01,5.526898923081899540e+01
1.738583090612853432e+00,1.930907730406694389e+00,2.716912727632057933e+00,4.225979494910541590e+00,4.868369446968739744e+00,5.789500072755480176e+00,6.968855457620541927e+00,7.703632355579275170e+00,9.162489927937112810e+00,9.888080274668206826e+00,1.096773939968939615e+01,1.191748837468580291e+01,1.316267664077937383e+01,1.416949389351091604e+01,1.482806545795923903e+01,1.594098284320291548e+01,1.670317918879034025e+01,1.760685569423135632e+01,1.887847988040598679e+01,2.042195807779037509e+01,2.084024354376185073e+01,2.189996068390377104e+01,2.371814070625331539e+01,2.435591706475364404e+01,2.539249153953838700e+01,2.640322050739150939e+01,2.720305788984649809e+01,2.756077323081107977e+01,2.833026300362206484e+01,2.963626558203915806e+01,3.132744501306727258e+01,3.276837388784605309e+01,3.287808512164512820e+01,3.471421480429776807e+01,3.478005189440782630e+01,3.628465448385100700e+01,3.684564545412533221e+01,3.777546313968455394e+01,3.932955087900347024e+01,4.029456609578365089e+01,4.138158362242349853e+01,4.111837973044485750e+01,4.325021651532092903e+01,4.430974823078851443e+01,4.574021463531827436e+01,4.721254817037699780e+01,4.606073390718223948e+01,4.824817501663913077e+01,4.939306705701671518e+01,4.955163084334122203e+01,5.027629638584682681e+01,5.263051070944691645e+01,5.332386945171516146e+01,5.311896607952973426e+01,5.530816991005042382e+01
