3.599999999999992095e-04,6.599999999999995627e-04,5.500000000000004668e-04,8.000000000000091456e-05,0.000000000000000000e+00,4.000000000000003986e-04,7.999999999999951865e-05,7.599999999999996082e-04,1.000000000000000997e-04,8.999999999999980238e-05,-3.499999999999989665e-04,-2.500000000000002220e-04,1.300000000000009644e-04,-1.999999999999918510e-05,-1.600000000000004197e-04,-2.400000000000013342e-04,3.600000000000006190e-04,4.400000000000001241e-04,3.199999999999994841e-04,3.400000000000000244e-04
4.099999999999992322e-04,1.020000000000000073e-03,8.900000000000004912e-04,7.300000000000014810e-04,3.500000000000003217e-04,1.600000000000004468e-04,-2.000000000000016088e-04,5.000000000000004441e-04,-2.000000000000056745e-05,-6.999999999999923493e-05,9.000000000000115763e-05,7.599999999999996082e-04,-6.099999999999994316e-04,5.600000000000008183e-04,-8.000000000000090101e-05,-8.900000000000005997e-04,2.500000000000002220e-04,3.799999999999998041e-04,3.199999999999994841e-04,3.900000000000000471e-04
3.199999999999994299e-04,4.699999999999996065e-04,9.900000000000006451e-04,6.500000000000006207e-04,-1.500000000000001224e-04,1.899999999999999291e-04,7.999999999999809564e-05,4.699999999999996065e-04,6.776263578034402713e-21,-4.000000000000003986e-04,-1.999999999999988441e-04,1.149999999999999764e-03,-1.199999999999999678e-03,6.600000000000008638e-04,-1.700000000000007169e-04,-1.000000000000000888e-03,-1.899999999999999020e-04,5.599999999999994088e-04,3.400000000000000786e-04,-3.199999999999995383e-04
4.199999999999995295e-04,8.499999999999994105e-04,1.280000000000000755e-03,7.699999999999998512e-04,-6.000000000000032000e-05,-2.399999999999998977e-04,-1.200000000000021037e-04,6.800000000000000488e-04,-5.000000000000004305e-05,3.199999999999994299e-04,-2.199999999999980292e-04,1.600000000000000294e-03,-8.599999999999996536e-04,1.500000000000014776e-04,-7.999999999999951865e-05,2.999999999999942817e-05,6.400000000000003776e-04,3.600000000000006190e-04,7.599999999999996082e-04,-2.599999999999992183e-04
5.599999999999994088e-04,1.039999999999999258e-03,1.750000000000001771e-03,2.499999999999988126e-04,-2.600000000000005193e-04,1.100000000000004240e-04,-1.900000000000027210e-04,7.999999999999992794e-04,1.000000000000000997e-04,2.699999999999994071e-04,3.000000000000219288e-05,1.160000000000000224e-03,-4.199999999999995295e-04,6.000000000000167526e-05,-5.799999999999985939e-04,5.599999999999994088e-04,6.699999999999998058e-04,-8.999999999999980238e-05,1.120000000000000336e-03,-1.299999999999996634e-04
1.209999999999998620e-03,7.699999999999998512e-04,1.900000000000001948e-03,4.199999999999995295e-04,-2.600000000000005193e-04,-7.299999999999987705e-04,-3.000000000000230130e-05,7.299999999999986621e-04,7.999999999999953221e-05,1.299999999999999723e-03,4.300000000000025915e-04,1.200000000000001413e-03,1.409462824231155764e-18,5.200000000000024481e-04,-8.999999999999980238e-04,-9.000000000000121184e-05,1.189999999999999435e-03,2.000000000000001993e-04,1.580000000000001108e-03,-4.900000000000003094e-04
1.619999999999999262e-03,2.999999999999988353e-04,2.040000000000001881e-03,7.800000000000000943e-04,-1.799999999999996048e-04,-5.199999999999983281e-04,3.099999999999977231e-04,1.229999999999999106e-03,-4.600000000000006644e-04,2.149999999999999134e-03,1.220000000000002983e-03,1.210000000000001656e-03,9.600000000000012169e-04,4.000000000000254437e-05,-1.209999999999997102e-03,4.599999999999992550e-04,1.499999999999998730e-03,7.000000000000064439e-05,1.940000000000001619e-03,1.299999999999994736e-04
1.319999999999998909e-03,5.699999999999982424e-04,1.700000000000001857e-03,1.960000000000000804e-03,-9.999999999998887817e-06,-4.999999999999872168e-05,7.299999999999973611e-04,8.999999999999993248e-04,-2.399999999999998977e-04,1.999999999999999174e-03,1.210000000000002740e-03,1.600000000000001811e-03,8.600000000000024725e-04,8.300000000000030444e-04,8.000000000000237824e-05,6.900000000000002919e-04,1.079999999999999146e-03,6.400000000000016787e-04,2.430000000000001603e-03,1.699999999999992262e-04
2.349999999999999225e-03,7.099999999999980676e-04,1.340000000000002647e-03,2.610000000000001208e-03,8.500000000000007116e-04,9.900000000000004283e-04,1.039999999999997957e-03,1.189999999999999218e-03,-4.000000000000002902e-04,2.169999999999998319e-03,1.540000000000002521e-03,2.080000000000002854e-03,3.600000000000020284e-04,5.600000000000036372e-04,-3.699999999999966337e-04,1.990000000000000449e-03,1.679999999999999636e-03,1.390000000000001044e-03,2.690000000000002285e-03,7.699999999999998512e-04
3.319999999999999167e-03,1.169999999999998732e-03,1.380000000000002319e-03,3.450000000000001676e-03,1.790000000000001226e-03,1.780000000000000766e-03,1.519999999999997915e-03,1.329999999999999152e-03,1.100000000000005054e-04,2.939999999999998170e-03,1.810000000000001929e-03,2.120000000000002525e-03,1.670000000000002212e-03,1.310000000000004303e-03,-9.999999999999722652e-05,2.550000000000001051e-03,2.349999999999999659e-03,2.960000000000001692e-03,2.830000000000003520e-03,1.430000000000000715e-03
