1.019999969465695377e+00,1.019999964285777994e+00,1.019999979798000167e+00,1.019999973333368892e+00,1.019999978022002152e+00,9.800000555554012616e-01,1.019999878788613312e+00,9.800001052626038378e-01,9.800000434781663827e-01,9.800000519479170613e-01,9.800000666664444582e-01,9.800000229884793246e-01,1.019996000799840097e+00,1.019999921568935042e+00,9.800000303029844373e-01,9.800000092592550116e-01,9.800000655735554567e-01,9.800000952376417551e-01,9.800000208333116136e-01,1.019999949367216718e+00,9.800001999980000322e-01,1.019999968254018619e+00,1.019999981900468811e+00,9.800001428561224692e-01,1.019998666755549621e+00,9.800001290314256375e-01,1.019999969697015674e+00,1.019999840001279967e+00,9.800004444345681298e-01,1.019999777780246975e+00,1.019999902439500339e+00,1.019999714289795856e+00,1.019999333355554816e+00
1.040111057128998207e+00,1.040099224210299766e+00,1.040095925025964707e+00,1.039931857173145513e+00,1.039999956044004081e+00,9.599546004074225314e-01,1.040117457029781090e+00,9.598978203176414814e-01,9.599884211979179405e-01,9.598854717252534030e-01,9.599392051234666434e-01,9.600742168235536500e-01,1.037557339463414996e+00,1.039951606957373986e+00,9.602476481432433708e-01,9.599852378100487416e-01,9.610197584577752083e-01,9.599200310240050271e-01,9.598786641413740162e-01,1.037761636000704479e+00,9.886102744511301443e-01,1.040119892072864705e+00,1.040044001749769853e+00,9.614966025874603917e-01,1.006327247325315088e+00,9.606529768531479885e-01,1.039872072928770264e+00,1.027184858792166144e+00,9.606091827655538484e-01,1.037871697747183131e+00,1.036216523606159123e+00,1.016452198708198029e+00,1.012225311695676311e+00
1.060410795217685331e+00,1.060379183650182133e+00,1.060352654745696066e+00,1.058955234386529165e+00,1.060170518287469221e+00,9.397809513030326301e-01,1.060389080524748229e+00,9.396097479389413643e-01,9.397265827881610134e-01,9.400446666164640197e-01,9.401481401331304166e-01,9.404556128030457929e-01,1.026919859980197636e+00,1.059668452027129337e+00,9.406768818908112229e-01,9.398250482579639797e-01,9.413462428917113156e-01,9.397288546487900796e-01,9.396401974286441305e-01,1.054466357773998331e+00,9.894851675773326249e-01,1.060426219821743121e+00,1.060321565762901486e+00,9.618420393118721767e-01,9.896996968627740365e-01,9.482284862951041449e-01,1.060054841852921648e+00,1.041092704597183838e+00,9.409849000148463594e-01,1.032063487953494896e+00,1.054481916923511342e+00,1.027369262073321243e+00,1.018545806839624701e+00
1.080863018378927176e+00,1.080695467040533542e+00,1.080611499908927575e+00,1.078798714589920493e+00,1.080395213195196380e+00,9.192931162236476217e-01,1.080894887860658127e+00,9.191869367432092819e-01,9.193330202637234327e-01,9.197301091063705414e-01,9.198720891215785844e-01,9.208616904343849274e-01,1.011213311428868167e+00,1.078404992643061888e+00,9.212554487876722931e-01,9.195688276039735154e-01,9.211860659035894239e-01,9.192247696940059054e-01,9.195000827388150055e-01,1.071670608519968537e+00,9.879467470701109866e-01,1.080971420344508216e+00,1.080816560368074608e+00,9.653581219869435959e-01,9.795468816794054012e-01,9.420998572764314183e-01,1.080505600664426469e+00,1.054787693038926388e+00,9.396421633808050844e-01,1.024139495675935096e+00,1.065677912465173627e+00,1.037546988713156093e+00,1.032741724955846596e+00
1.101594648945162014e+00,1.101028189302277971e+00,1.101018501591858101e+00,1.098637968547696575e+00,1.100601505213700149e+00,8.985930974515857761e-01,1.101752443418352767e+00,8.983575047026594040e-01,8.990448114459437257e-01,8.996653834865790955e-01,8.995068986751130202e-01,9.015215400962292014e-01,9.973632723980371262e-01,1.097252550699483908e+00,9.014998858653926472e-01,8.991334960352389549e-01,9.005549996863155826e-01,8.986175164320953090e-01,8.999792113186247944e-01,1.089891038022441361e+00,9.803286612029883385e-01,1.101785586904978187e+00,1.101432351569686885e+00,9.756354785692471498e-01,9.761633313524212818e-01,9.379684138381059189e-01,1.101313268948523882e+00,1.068711135252753852e+00,9.479106128013400356e-01,1.010938019814985322e+00,1.062535341142665457e+00,1.042262141681268295e+00,1.039324744476339824e+00
1.122551834906289958e+00,1.121380051722680848e+00,1.121396212848453811e+00,1.118804561412454657e+00,1.121217789331178771e+00,8.774935435423679708e-01,1.122146269628687687e+00,8.770929413161243637e-01,8.781573317760594799e-01,8.788896536931768422e-01,8.787118824396075167e-01,8.814401152139705875e-01,9.800942405154018378e-01,1.117112327434360175e+00,8.812757007786695684e-01,8.783950415737130646e-01,8.801460225357912170e-01,8.793371905400998445e-01,8.806843208480682472e-01,1.109197143172151456e+00,9.718269506697226889e-01,1.122959227154985307e+00,1.122330216857495122e+00,9.897148302141559606e-01,9.770132701283769094e-01,9.339976021907366865e-01,1.122522696201950554e+00,1.071936577134272817e+00,9.557336576072681389e-01,1.004173246661237640e+00,1.062563466639498300e+00,1.047811507266817488e+00,1.042528280678409969e+00
1.143933458009675830e+00,1.141497651602275010e+00,1.141942393669727940e+00,1.139037207630909654e+00,1.142121068038669751e+00,8.559663166822724101e-01,1.143192860425861435e+00,8.555735553920116310e-01,8.568827222521131493e-01,8.574892943988826621e-01,8.573841257539305261e-01,8.615447045361106504e-01,9.607900484121406626e-01,1.137356629683182518e+00,8.605466536140637945e-01,8.575830663911451213e-01,8.589340999274107658e-01,8.593195673768714293e-01,8.609357950421318018e-01,1.129413561389411624e+00,9.614652332883686370e-01,1.144623599031368899e+00,1.143618004259530752e+00,1.007004349483548555e+00,9.721579472167535263e-01,9.411473399144942853e-01,1.144017641269091223e+00,1.076743460809276964e+00,9.676833163598254073e-01,9.951533348698761161e-01,1.065206230021862988e+00,1.046059688269673549e+00,1.053171121539855593e+00
1.165422991509019290e+00,1.160720733976437602e+00,1.162736849122302019e+00,1.159180279236204258e+00,1.163332425511343304e+00,8.343511806855974378e-01,1.164932393293168555e+00,8.339551394032050924e-01,8.353115432211155600e-01,8.361016573226305315e-01,8.355452371785483390e-01,8.411340840798542384e-01,9.403173927851460334e-01,1.157552134170056979e+00,8.391421207518587888e-01,8.365854785159465568e-01,8.370380449893153330e-01,8.402326195454656865e-01,8.414555156950508374e-01,1.150156698913853859e+00,9.463656689347609285e-01,1.166684845623207956e+00,1.165305944074580324e+00,1.024385404201763494e+00,9.719902862224126805e-01,9.537141221697138516e-01,1.165932708571061793e+00,1.072825614885618783e+00,9.703481843575731958e-01,9.885558800997937823e-01,1.061221902366949799e+00,1.048711115441882002e+00,1.054880937524451667e+00
1.187044034540714277e+00,1.180253040528471686e+00,1.183800796858560211e+00,1.179881160444904209e+00,1.184899161799077838e+00,8.122801573963590593e-01,1.186627131422044679e+00,8.119567148596025241e-01,8.130572543676739539e-01,8.142365916196977471e-01,8.133479745398211058e-01,8.199670436519126415e-01,9.189235010899003964e-01,1.177944353081656681e+00,8.173285822241218579e-01,8.153976686417099273e-01,8.149449666517208923e-01,8.210821796333197531e-01,8.221585235706343475e-01,1.170627727776611282e+00,9.303948599034740363e-01,1.188849158505619563e+00,1.187437365933400990e+00,1.043177159770841467e+00,9.697625673410753544e-01,9.697207777634031522e-01,1.187954197184690974e+00,1.082590135405842924e+00,9.810903920599831629e-01,9.846626027650186019e-01,1.062892347917257618e+00,1.060345845607083337e+00,1.055564952112594712e+00
1.209154548478646118e+00,1.198527764776970539e+00,1.205245561149182798e+00,1.200490266804677075e+00,1.206781604216992765e+00,7.897961232037439272e-01,1.208666146262767027e+00,7.896495071884146455e-01,7.909936952233507235e-01,7.916668637000909836e-01,7.905064642684118681e-01,7.985134203109852669e-01,8.965225136510049930e-01,1.198633840749378621e+00,7.950445590595782708e-01,7.939835743386135514e-01,7.922791976443139816e-01,8.038882346711953009e-01,8.031485617100718732e-01,1.191611592772385597e+00,9.132451694442368373e-01,1.211143421418026556e+00,1.209720952579227182e+00,1.061887055683135461e+00,9.637726120620815351e-01,9.857414094996151954e-01,1.210637324114167912e+00,1.093151710048788861e+00,9.927483445600076006e-01,9.762291887585760053e-01,1.060354690127755628e+00,1.074100149970069751e+00,1.050147443072735554e+00
