9.995721448404094600e-01,1.000632035713374668e+00,9.975739999999999608e-01,9.964760000000000284e-01,9.990160000000000151e-01,9.987279999999999491e-01,1.000089999999999923e+00,1.000464000000000020e+00,9.993680000000000341e-01,9.994199999999999751e-01,9.990999999999999881e-01,9.990900000000000336e-01,9.997479999999999700e-01,9.995000000000000551e-01,9.997265283912309952e-01,9.995583719702574310e-01,9.990059999999999496e-01,9.990980000000000416e-01,9.996420000000000305e-01,9.996559999999999890e-01,9.984779999999999767e-01,9.980160000000000142e-01,9.993940000000000046e-01,9.993539999999999646e-01,9.990959999999999841e-01,9.987439999999999651e-01,9.990919999999999801e-01,9.993440000000000101e-01,1.000733497474683098e+00,9.995759943366214761e-01,9.990919999999999801e-01,9.989460000000000006e-01,9.990660000000000096e-01,9.997939999999999605e-01,1.000804000000000027e+00,1.000839999999999952e+00,1.000421999999999922e+00,1.000186000000000019e+00,9.985220000000000207e-01,9.982419999999999627e-01,9.993619999999999726e-01,9.993360000000000021e-01,9.998111888168179640e-01,1.000325251875403110e+00,9.987120000000000442e-01,9.981959999999999722e-01,9.985699999999999577e-01,9.987880000000000091e-01,9.998120000000000340e-01,9.995340000000000336e-01,9.998280000000000500e-01,1.000258000000000091e+00,1.000086000000000030e+00,9.998500000000000165e-01,9.999799999999999800e-01,1.000010000000000066e+00
9.991642983027901881e-01,1.001284606960655355e+00,9.951099999999999390e-01,9.927460000000000173e-01,9.979839999999999822e-01,9.974919999999999343e-01,1.000116000000000005e+00,1.000850000000000017e+00,9.988620000000000276e-01,9.988920000000000021e-01,9.981919999999999682e-01,9.981320000000000192e-01,9.995579999999999465e-01,9.989040000000000141e-01,9.996755248198935240e-01,9.990592205999176967e-01,9.981700000000000017e-01,9.981740000000000057e-01,9.991880000000000761e-01,9.992900000000000116e-01,9.969239999999999213e-01,9.961260000000000669e-01,9.986220000000000097e-01,9.987380000000000146e-01,9.981619999999999937e-01,9.975739999999999608e-01,9.981619999999999937e-01,9.986279999999999601e-01,1.001513471608769024e+00,9.991753526342735947e-01,9.983419999999999517e-01,9.978599999999999692e-01,9.981240000000000112e-01,9.995659999999999545e-01,1.001705999999999985e+00,1.001713999999999993e+00,1.000813999999999870e+00,1.000390000000000112e+00,9.970120000000000093e-01,9.965079999999999494e-01,9.985879999999999201e-01,9.987899999999999556e-01,9.995214156928587945e-01,1.000634118974495390e+00,9.973220000000000418e-01,9.964720000000000244e-01,9.971359999999999113e-01,9.977179999999999938e-01,9.996180000000000065e-01,9.990459999999999896e-01,9.995800000000000241e-01,1.000452000000000119e+00,1.000126000000000071e+00,9.998839999999999950e-01,9.999379999999999935e-01,1.000034000000000090e+00
9.987357238431096018e-01,1.002007713741841943e+00,9.927919999999998968e-01,9.890539999999999887e-01,9.969019999999999548e-01,9.961619999999998809e-01,1.000235999999999903e+00,1.001309999999999922e+00,9.981940000000000257e-01,9.983220000000000427e-01,9.972480000000000233e-01,9.971339999999999648e-01,9.992519999999999181e-01,9.983920000000000572e-01,9.993496268042533215e-01,9.987031316754184651e-01,9.972879999999999523e-01,9.972060000000000368e-01,9.988640000000000851e-01,9.989059999999999606e-01,9.952879999999999505e-01,9.943780000000000951e-01,9.979820000000000357e-01,9.980580000000000007e-01,9.972980000000000178e-01,9.964060000000000139e-01,9.972739999999999938e-01,9.980040000000000022e-01,1.002229989898732354e+00,9.986738911267724061e-01,9.974979999999999958e-01,9.967799999999999994e-01,9.972199999999999953e-01,9.993759999999999311e-01,1.002474000000000087e+00,1.002675999999999901e+00,1.001111999999999780e+00,1.000686000000000186e+00,9.955279999999999685e-01,9.948299999999999921e-01,9.977579999999999227e-01,9.980580000000000007e-01,9.993190065299303315e-01,1.001046433295738947e+00,9.958180000000000920e-01,9.946620000000000461e-01,9.958179999999998699e-01,9.965559999999999974e-01,9.994180000000000286e-01,9.986140000000000017e-01,9.993880000000000541e-01,1.000760000000000094e+00,1.000120000000000120e+00,9.998019999999999685e-01,9.999439999999999440e-01,9.999920000000001030e-01
9.983993331496130441e-01,1.002671122038218732e+00,9.904099999999999016e-01,9.853640000000000176e-01,9.957699999999999330e-01,9.948739999999999251e-01,1.000365999999999866e+00,1.001781999999999950e+00,9.975780000000000758e-01,9.978299999999999947e-01,9.963920000000000554e-01,9.962119999999999864e-01,9.989359999999999351e-01,9.978100000000000858e-01,9.991274775259546548e-01,9.983621138187310784e-01,9.963999999999999524e-01,9.962199999999999944e-01,9.984520000000001172e-01,9.985559999999999992e-01,9.936639999999999917e-01,9.924540000000000584e-01,9.973600000000000243e-01,9.975039999999999463e-01,9.964260000000000339e-01,9.952459999999999640e-01,9.963760000000000394e-01,9.973020000000000218e-01,1.002962449314192428e+00,9.982026306293979578e-01,9.966659999999999409e-01,9.956920000000000215e-01,9.962720000000000464e-01,9.991119999999998891e-01,1.003236000000000017e+00,1.003509999999999902e+00,1.001597999999999766e+00,1.000894000000000172e+00,9.941200000000000037e-01,9.930719999999999548e-01,9.969859999999999278e-01,9.974020000000000108e-01,9.990429075041633578e-01,1.001394019694921145e+00,9.944080000000000696e-01,9.930340000000000833e-01,9.944759999999999156e-01,9.954340000000000410e-01,9.992699999999999916e-01,9.979679999999999662e-01,9.991160000000000041e-01,1.001084000000000085e+00,1.000228000000000117e+00,9.997499999999999165e-01,1.000087999999999866e+00,9.998820000000000485e-01
9.979639475067504373e-01,1.003396864858374649e+00,9.879779999999999118e-01,9.815820000000000656e-01,9.947639999999999816e-01,9.936439999999999717e-01,1.000461999999999962e+00,1.001963999999999855e+00,9.969920000000001004e-01,9.973919999999999453e-01,9.955040000000000555e-01,9.951959999999999695e-01,9.987239999999999451e-01,9.972820000000001128e-01,9.989856627714351900e-01,9.979197406229843859e-01,9.954899999999999860e-01,9.953520000000000145e-01,9.978780000000001538e-01,9.982240000000000002e-01,9.920599999999999419e-01,9.904540000000000566e-01,9.966639999999999944e-01,9.968599999999999683e-01,9.955240000000000755e-01,9.939959999999999907e-01,9.954800000000000315e-01,9.965399999999999814e-01,1.003728958982184283e+00,9.978051604999254032e-01,9.958559999999999635e-01,9.945420000000000371e-01,9.953240000000000975e-01,9.987699999999999356e-01,1.004043999999999937e+00,1.004386000000000001e+00,1.001937999999999773e+00,1.001154000000000099e+00,9.926300000000000123e-01,9.912179999999999325e-01,9.961139999999999439e-01,9.967439999999999634e-01,9.987657876631161891e-01,1.001773756851698449e+00,9.929880000000000928e-01,9.913060000000001315e-01,9.930799999999999628e-01,9.944399999999999906e-01,9.990660000000000096e-01,9.973639999999999173e-01,9.989160000000000261e-01,1.001384000000000052e+00,1.000256000000000034e+00,9.997559999999998670e-01,1.000081999999999915e+00,9.998920000000000030e-01
9.975109466401986813e-01,1.004078557425998719e+00,9.854279999999998596e-01,9.778280000000000305e-01,9.936899999999999622e-01,9.923459999999999503e-01,1.000661999999999940e+00,1.002267999999999937e+00,9.963740000000000929e-01,9.967379999999999018e-01,9.945620000000000571e-01,9.942139999999999311e-01,9.985539999999999417e-01,9.967340000000001199e-01,9.985982084066088449e-01,9.975441456018308006e-01,9.946720000000000006e-01,9.943460000000000631e-01,9.972640000000001503e-01,9.980320000000000302e-01,9.904459999999999376e-01,9.885100000000001108e-01,9.960480000000000445e-01,9.962820000000000009e-01,9.946780000000000621e-01,9.927340000000000053e-01,9.945200000000000706e-01,9.958960000000000035e-01,1.004500823989235458e+00,9.973140091295856768e-01,9.949639999999999596e-01,9.934359999999999857e-01,9.943240000000000967e-01,9.985339999999999216e-01,1.004897999999999847e+00,1.005244000000000026e+00,1.002257999999999871e+00,1.001310000000000144e+00,9.911699999999999955e-01,9.893779999999999797e-01,9.953679999999999195e-01,9.960740000000000149e-01,9.985194703832797058e-01,1.002230497579813306e+00,9.916040000000000409e-01,9.894040000000001722e-01,9.917300000000000004e-01,9.933159999999999767e-01,9.989660000000000206e-01,9.967339999999998978e-01,9.986540000000000417e-01,1.001630000000000020e+00,1.000142000000000087e+00,9.996539999999998205e-01,9.999939999999999385e-01,9.997880000000000100e-01
9.970636112498677539e-01,1.004754300246154530e+00,9.828519999999998369e-01,9.741180000000000394e-01,9.925959999999999228e-01,9.910359999999999170e-01,1.000812000000000035e+00,1.002645999999999926e+00,9.957900000000000640e-01,9.960719999999998464e-01,9.936080000000000467e-01,9.932479999999999087e-01,9.982819999999998917e-01,9.961420000000000829e-01,9.982806621586904905e-01,9.971179734162108899e-01,9.937740000000000462e-01,9.935520000000001017e-01,9.967280000000001694e-01,9.976900000000000768e-01,9.888279999999999292e-01,9.866680000000001005e-01,9.954439999999999955e-01,9.956239999999999535e-01,9.938420000000001142e-01,9.916099999999999914e-01,9.935360000000000857e-01,9.952539999999999720e-01,1.005268253967444014e+00,9.967783724778717103e-01,9.941299999999999581e-01,9.923440000000000039e-01,9.933940000000001103e-01,9.983459999999999557e-01,1.005431999999999881e+00,1.006080000000000085e+00,1.002731999999999957e+00,1.001610000000000111e+00,9.898360000000000491e-01,9.876500000000000279e-01,9.945039999999999436e-01,9.953920000000000545e-01,9.982378393949442597e-01,1.002514394116157170e+00,9.900200000000000111e-01,9.875280000000001834e-01,9.903579999999999606e-01,9.921780000000000044e-01,9.988380000000000036e-01,9.962199999999998834e-01,9.984960000000000502e-01,1.001935999999999938e+00,1.000076000000000187e+00,9.997539999999998095e-01,1.000040000000000040e+00,9.998059999999999725e-01
9.966289535290664414e-01,1.005511975569836070e+00,9.805019999999998737e-01,9.702960000000000473e-01,9.915279999999999649e-01,9.896639999999998771e-01,1.000962000000000129e+00,1.002831999999999946e+00,9.951800000000000646e-01,9.954479999999998885e-01,9.926580000000000403e-01,9.923419999999999463e-01,9.980379999999998697e-01,9.956540000000000390e-01,9.978904052326534879e-01,9.968082362594334889e-01,9.928820000000000423e-01,9.927780000000000493e-01,9.963620000000001919e-01,9.973040000000000793e-01,9.871939999999999049e-01,9.847740000000001492e-01,9.947259999999999991e-01,9.949939999999999340e-01,9.930340000000000833e-01,9.904140000000000166e-01,9.925360000000000849e-01,9.944999999999999396e-01,1.006148788022053431e+00,9.962542921753438918e-01,9.934159999999999657e-01,9.912060000000000315e-01,9.924240000000000839e-01,9.981439999999999202e-01,1.006233999999999851e+00,1.006906000000000079e+00,1.002999999999999892e+00,1.001910000000000078e+00,9.883120000000000793e-01,9.859080000000000066e-01,9.937599999999999767e-01,9.947120000000000406e-01,9.980457906217089503e-01,1.002915051583151307e+00,9.885319999999999663e-01,9.856740000000001611e-01,9.889439999999999342e-01,9.910379999999999745e-01,9.986620000000000497e-01,9.955779999999998520e-01,9.983020000000000227e-01,1.002286000000000010e+00,1.000068000000000179e+00,9.997219999999997775e-01,1.000082000000000138e+00,9.998319999999999430e-01
9.961569404692058871e-01,1.006168647322180032e+00,9.780379999999998519e-01,9.666080000000000227e-01,9.904199999999999671e-01,9.883499999999998398e-01,1.001062000000000118e+00,1.003075999999999857e+00,9.945140000000000091e-01,9.948219999999998731e-01,9.917820000000000524e-01,9.914559999999998929e-01,9.977699999999998237e-01,9.951740000000000030e-01,9.975256041507392091e-01,9.964054782873760230e-01,9.919060000000000654e-01,9.920400000000000329e-01,9.958420000000002270e-01,9.970240000000001324e-01,9.856659999999999311e-01,9.828400000000001580e-01,9.941879999999999606e-01,9.942819999999998881e-01,9.921640000000000459e-01,9.891720000000000512e-01,9.915780000000000705e-01,9.937459999999999072e-01,1.007026049998724249e+00,9.957642118728160519e-01,9.926539999999999253e-01,9.899560000000000581e-01,9.914400000000000990e-01,9.979219999999999757e-01,1.007047999999999943e+00,1.007942000000000116e+00,1.003409999999999913e+00,1.002106000000000163e+00,9.868540000000001200e-01,9.840020000000000433e-01,9.929759999999999698e-01,9.941260000000000652e-01,9.978165530316557286e-01,1.003210696856836615e+00,9.870780000000000109e-01,9.838520000000001708e-01,9.875159999999999494e-01,9.899639999999999551e-01,9.984860000000000957e-01,9.949139999999998540e-01,9.981260000000000687e-01,1.002712000000000048e+00,1.000140000000000251e+00,9.997759999999997760e-01,1.000214000000000159e+00,9.997919999999999030e-01
9.956929862838483913e-01,1.006865360705084367e+00,9.756259999999998822e-01,9.627680000000000682e-01,9.893079999999999652e-01,9.869859999999998079e-01,1.001130000000000075e+00,1.003521999999999803e+00,9.939320000000000377e-01,9.943179999999999241e-01,9.909760000000000790e-01,9.906219999999998915e-01,9.975219999999997977e-01,9.944579999999999531e-01,9.971373386027309049e-01,9.960279248967827126e-01,9.909060000000000645e-01,9.911680000000000490e-01,9.953420000000002821e-01,9.966280000000001804e-01,9.840799999999999548e-01,9.808800000000001962e-01,9.935619999999999452e-01,9.936699999999999422e-01,9.914700000000000735e-01,9.879340000000000899e-01,9.906200000000000561e-01,9.930519999999999348e-01,1.007935897761832678e+00,9.952378472990407454e-01,9.917879999999998919e-01,9.887440000000000673e-01,9.905040000000000511e-01,9.977420000000000178e-01,1.007841999999999905e+00,1.008842000000000017e+00,1.003813999999999984e+00,1.002370000000000205e+00,9.853400000000001047e-01,9.822140000000000315e-01,9.922539999999999694e-01,9.935140000000001193e-01,9.975268387821996097e-01,1.003585839605205088e+00,9.855540000000000411e-01,9.819960000000002021e-01,9.861839999999999495e-01,9.888879999999999892e-01,9.984060000000001267e-01,9.941419999999998591e-01,9.979480000000000572e-01,1.003076000000000079e+00,1.000178000000000234e+00,9.998059999999997505e-01,1.000270000000000215e+00,9.997179999999998845e-01
