9.800000851060208795e-01,1.019999998600909397e+00,1.019999996705107659e+00,9.800000017248812201e-01,1.019999999122807033e+00,9.800000032573285003e-01,1.019999923077218984e+00,1.019999921568935042e+00,9.800000317459813814e-01
9.605072939655420194e-01,1.039986819062743484e+00,1.040016566992509439e+00,9.600476876685740679e-01,1.040026621787395023e+00,9.600651553289030193e-01,1.040053991593094196e+00,1.021743335786426954e+00,9.757830370861582114e-01
9.633985181465727354e-01,1.059919150829808476e+00,1.059834746661272087e+00,9.400884263075137692e-01,1.060086929267233913e+00,9.402775824920481806e-01,1.058053928312629344e+00,1.032162453222897902e+00,9.783707029294542723e-01
9.743830546833098794e-01,1.079796140310265384e+00,1.079567135759533558e+00,9.201717559458320039e-01,1.080197316186426892e+00,9.208875964792246904e-01,1.059782280508638763e+00,1.030368674707103027e+00,9.851763281827402574e-01
9.888208917670905373e-01,1.099527683032104353e+00,1.099374430452739082e+00,9.002408919602374882e-01,1.100315102390933442e+00,9.020645804673462775e-01,1.054562667465304804e+00,1.027934166796226512e+00,9.844940233682365482e-01
1.006309136681552641e+00,1.119206294382397715e+00,1.119372132831725652e+00,8.803714420054631340e-01,1.120432964786591157e+00,8.844216868706425982e-01,1.043624593644829845e+00,1.015852527867578514e+00,9.872537982637955567e-01
1.023955088533129665e+00,1.138731214421832671e+00,1.139014637794650175e+00,8.606394255674694183e-01,1.140588348800728236e+00,8.681970563727126056e-01,1.028731536220703013e+00,1.007754963625260514e+00,9.948991467147075829e-01
1.043207324640869071e+00,1.158003272133065753e+00,1.158664550001220928e+00,8.410322728679510140e-01,1.160801498562208822e+00,8.533577718909628462e-01,1.012296039239654277e+00,9.992270918114246614e-01,1.004782501333672418e+00
1.063041665999528318e+00,1.177054854580174226e+00,1.178210617583418607e+00,8.215955887723603857e-01,1.181005574482845821e+00,8.400145128274459916e-01,1.002611585903216307e+00,9.929401599791803923e-01,1.005377616620767522e+00
1.084143265335413275e+00,1.195907008186669396e+00,1.197965988738437071e+00,8.023080800082289521e-01,1.201300074382088745e+00,8.301562955694723467e-01,9.930879707905114762e-01,9.901679024936798079e-01,1.008332061173210947e+00
1.104814941521529370e+00,1.214569363942418212e+00,1.217710627803276102e+00,7.832890681883256656e-01,1.221716111408106542e+00,8.227048254246964731e-01,9.840635549985835562e-01,9.906270093746677441e-01,1.015859128393883148e+00
1.127119851186956900e+00,1.232959877519105296e+00,1.237259500925939060e+00,7.644839161171091968e-01,1.242149543896913899e+00,8.186702289210758821e-01,9.803053173124524067e-01,9.940705412755481696e-01,1.020835666149000787e+00
1.150344927324629341e+00,1.251208688936323865e+00,1.256589513808300307e+00,7.458656279591805438e-01,1.262569002591959366e+00,8.184015839797147418e-01,9.820886585045559558e-01,1.002167466848411737e+00,1.025663099825748326e+00
1.173845047926138641e+00,1.269120855583135699e+00,1.275733445760365292e+00,7.274719632128358038e-01,1.282963103328280452e+00,8.220696859036100701e-01,9.898391105859253303e-01,1.002729914492295205e+00,1.037748124368053526e+00
1.197434162122416490e+00,1.286685932698838908e+00,1.294828904409158321e+00,7.093795893807317565e-01,1.303438079220938572e+00,8.291240196952800456e-01,1.000790925003672394e+00,1.006688596652491663e+00,1.045449092359399534e+00
1.220927613387061239e+00,1.303904227187455023e+00,1.313177284770762343e+00,6.914846771913839563e-01,1.323913662698051441e+00,8.389373364921605125e-01,1.018207713921505109e+00,1.015950704681436223e+00,1.047638249589085913e+00
1.242194909211911114e+00,1.320643219791258094e+00,1.331497859177463106e+00,6.739064282103200965e-01,1.344412480218565298e+00,8.516681939720561756e-01,1.027570459749211684e+00,1.024727100115212064e+00,1.050289158356033870e+00
1.262553145074765348e+00,1.337033796875909619e+00,1.350011536696115622e+00,6.565778398637718283e-01,1.364887379906454701e+00,8.668270836646198019e-01,1.036319331635104479e+00,1.021625282050145689e+00,1.051840414796077594e+00
1.281399248959089521e+00,1.353168245989016638e+00,1.368375211096217070e+00,6.396072780186059514e-01,1.385386968313419676e+00,8.842830763328688448e-01,1.037211606042864220e+00,1.017619923150929528e+00,1.045396109993606659e+00
1.300192558313971736e+00,1.368602867491009789e+00,1.386457359134201539e+00,6.229080771143065132e-01,1.405876886439045403e+00,9.027981676834591074e-01,1.039624079835822501e+00,1.020768464604067560e+00,1.038677508252670467e+00
1.319454942568061950e+00,1.383565684480484670e+00,1.404225634298469139e+00,6.063347849683434765e-01,1.426408306186630837e+00,9.224475690240701020e-01,1.043355814565704920e+00,1.024151049136994285e+00,1.036701656656311643e+00
1.338490629487020467e+00,1.398057484545973228e+00,1.421292966895258747e+00,5.902495551719170175e-01,1.446925963350686795e+00,9.430440367264218970e-01,1.053227267224308150e+00,1.026146644331979108e+00,1.031720159861546859e+00
1.356943691814580744e+00,1.411925752805260448e+00,1.437973543949648159e+00,5.745280709622072601e-01,1.467433077030548150e+00,9.639705979277530812e-01,1.063855569821208880e+00,1.023050627783571587e+00,1.031962686477229107e+00
1.374851612243462196e+00,1.425343943076403441e+00,1.454019971110714904e+00,5.589097107107817708e-01,1.487978438879976384e+00,9.849490496796770023e-01,1.070411423891803437e+00,1.023677118362043004e+00,1.036587008037979318e+00
1.391289646666911795e+00,1.438027083596564504e+00,1.469317711080347699e+00,5.437577388398571188e-01,1.508427709951661644e+00,1.006290510179096875e+00,1.074723538765833819e+00,1.025505948350966978e+00,1.042700654082066469e+00
1.407502553735145767e+00,1.450069307539912256e+00,1.483862453886590993e+00,5.292553374381846476e-01,1.528869489529748549e+00,1.027961701623645752e+00,1.084858841032661614e+00,1.028996424051542125e+00,1.050755607730262220e+00
1.423071921136388029e+00,1.461175223588551342e+00,1.497699239915432079e+00,5.153640715095108016e-01,1.549258295225208526e+00,1.049177255358079153e+00,1.095604856242139435e+00,1.033801045714676459e+00,1.061701536706346705e+00
1.438126597172556975e+00,1.471451203344166903e+00,1.510990797843900335e+00,5.018946800267199970e-01,1.569540506940927838e+00,1.070177794728711440e+00,1.105660649010654195e+00,1.038152828084684787e+00,1.068265606139139345e+00
1.452983106870396446e+00,1.481255711927865759e+00,1.523411411870954968e+00,4.889402744431297632e-01,1.589773175594693555e+00,1.090650151232645859e+00,1.117893212157298866e+00,1.045588701850129532e+00,1.073862865989244408e+00
1.465787817996432318e+00,1.490424214605297504e+00,1.534811380606234898e+00,4.764098964125417224e-01,1.609885080520566447e+00,1.111025640656176261e+00,1.132635979578430208e+00,1.055550342895036131e+00,1.081925241349916078e+00
1.477530650867152184e+00,1.498777260720336457e+00,1.545099092622338910e+00,4.644906579458549789e-01,1.629930479759361894e+00,1.130275630998611724e+00,1.148609250491689604e+00,1.067131435557335362e+00,1.082701544150171946e+00
1.490204885923371414e+00,1.506413012650790195e+00,1.554350935708853854e+00,4.530720850782640752e-01,1.649816987092949772e+00,1.148284744212984876e+00,1.167026191169470595e+00,1.071908546030208909e+00,1.085159587697476669e+00
1.501841999087846213e+00,1.513116771077599232e+00,1.562437558596336373e+00,4.422157642305707403e-01,1.669579948034600303e+00,1.165356419597953996e+00,1.183401542508969673e+00,1.076740439104082014e+00,1.085401528564024165e+00
1.513146104731276642e+00,1.519487545685359597e+00,1.569388112391040702e+00,4.321478613020468540e-01,1.689193033161703550e+00,1.181978790762359788e+00,1.200262029121851537e+00,1.082644009845896482e+00,1.086172307434048578e+00
1.522909522476325606e+00,1.525139662370920579e+00,1.575090875663117229e+00,4.226934107321285716e-01,1.708677390337397961e+00,1.197665463482831427e+00,1.217250666727677455e+00,1.083443504482333619e+00,1.093750691421949917e+00
1.530886754101238756e+00,1.530031945477928090e+00,1.579699764570383191e+00,4.139123812289203230e-01,1.727950140424401537e+00,1.212548868385896039e+00,1.230217716698138952e+00,1.074473691196154546e+00,1.098195876835810880e+00
1.538741298492045217e+00,1.534211171853227418e+00,1.583199666343636514e+00,4.059542480127473763e-01,1.746980168282915802e+00,1.226931320134057035e+00,1.242550424380558072e+00,1.062856256129365962e+00,1.110309276622629904e+00
