1.004591224504723046e+00,9.967508050534595876e-01,1.006136226301927339e+00,9.985029281013794167e-01,1.000407404845468751e+00,9.981704567108327097e-01,1.000571576751076108e+00,1.000339312369377121e+00,9.997213327772583868e-01,9.998941277552709783e-01,1.003423243288084299e+00,9.966595980147244793e-01,1.002584652221478301e+00,1.000037941176731504e+00,1.000563238155900203e+00,1.001419872382087739e+00,9.959855277150664321e-01,1.005562301084864885e+00,9.961142241042743040e-01,1.001791586846288995e+00,1.001441648018782882e+00,9.996454821718241401e-01,1.000546732022159935e+00,1.000851977205549304e+00,1.002482343071478432e+00,9.969460589514588245e-01,1.000154934949610608e+00,1.002549700444653524e+00,9.967592607244151193e-01,1.000428867296800695e+00,1.001156559455310235e+00,9.984610340041158993e-01,9.978989589813310745e-01,1.012906041771126642e+00,9.939481031235093411e-01,1.016859690970547625e+00,9.947006583912756383e-01,9.993198982838586986e-01,1.002112118753327730e+00,9.948650871109072646e-01,9.951779164167293690e-01,1.000649713783452688e+00,9.991436223502698777e-01,9.988445020111459405e-01,9.996345254968901362e-01,9.954718841570174837e-01,1.001687761451618419e+00,9.961521245316784512e-01,1.002839432576863699e+00,9.966047243651556808e-01,1.009261359180840367e+00,1.005243426702697285e+00,9.998625408215295884e-01,9.993868989950901449e-01,9.982891359365991812e-01,9.980289800773399778e-01,9.968722883325729089e-01,1.000941369668481684e+00,1.001968691257347555e+00,9.985091599569302367e-01,9.998007749636963482e-01,9.999040933161864597e-01,9.998352513764314775e-01,1.000261795400034348e+00
1.009924157050029692e+00,9.930437232478248610e-01,1.011097435234937114e+00,9.992098102641939761e-01,1.000657026363376723e+00,9.959337445420597401e-01,1.001188247858581626e+00,1.000415382676532072e+00,9.993246237301411927e-01,1.000085168744611952e+00,1.007415457441263262e+00,9.930732112444846660e-01,1.004832981240386669e+00,1.000061778814296476e+00,1.001200200843331833e+00,1.003002387988643163e+00,9.930966481113289168e-01,1.011880653193489188e+00,9.924700034692179873e-01,1.003598910510219655e+00,1.002781372340673993e+00,9.992548101335013699e-01,1.001211385298988121e+00,1.001395336754431931e+00,1.005581996836763636e+00,9.932697293128909255e-01,1.000284671831590089e+00,1.005407806681535066e+00,9.938028967580173623e-01,1.000961639377759615e+00,1.002061044235598608e+00,9.969542940519829921e-01,9.954543630299036439e-01,1.026476510162220190e+00,9.885699683620434719e-01,1.033986734269593866e+00,9.890640778061691174e-01,9.983677539781818933e-01,1.004012220601409711e+00,9.898275471855638719e-01,9.903003617534863467e-01,1.001759423389433579e+00,9.980971867668442243e-01,9.978430808272354957e-01,9.991222415938278978e-01,9.906301721902777135e-01,1.003370643110092164e+00,9.919665652246294485e-01,1.007962124225424860e+00,9.936383465986321495e-01,1.019483036165481193e+00,1.007605904013835207e+00,9.997343772975647580e-01,9.986223371825457829e-01,9.962342585097103687e-01,9.964302746766651175e-01,9.935389099025796478e-01,1.001920088322566738e+00,1.004149275799176344e+00,9.970733209885478399e-01,9.997482320927857380e-01,9.998903143514600300e-01,9.999001690729376612e-01,1.000051650248888313e+00
1.015460303588765711e+00,9.894088228780120176e-01,1.016784272920052468e+00,9.991168532516404577e-01,1.001012009861982577e+00,9.938371114325659228e-01,1.001300409611017184e+00,1.001291726652369540e+00,9.987758267489533770e-01,1.000559529163502992e+00,1.011345922982180401e+00,9.892923112659609552e-01,1.007669174605743567e+00,1.000131850244963649e+00,1.001826485945304102e+00,1.004588105845385382e+00,9.895720245811888693e-01,1.018357177285392101e+00,9.896030037455709749e-01,1.005622252361964009e+00,1.004473483842155623e+00,9.985556340134473796e-01,1.001609549962507506e+00,1.002455187223275201e+00,1.008994718410501923e+00,9.895896141386275602e-01,1.000485301244166125e+00,1.008230990061433241e+00,9.899926954056200712e-01,1.001777729623005708e+00,1.002980624250688901e+00,9.956514558101232648e-01,9.938869225052469059e-01,1.042286468510554620e+00,9.831085811580456690e-01,1.053068640648581411e+00,9.828740803962079386e-01,9.977196511415512559e-01,1.006202226667676447e+00,9.840143019223832610e-01,9.850703398764241170e-01,1.002739673781972041e+00,9.971881716531524331e-01,9.965121997343072691e-01,9.984721270234045987e-01,9.857654841248761901e-01,1.004795380041237030e+00,9.878062851093520891e-01,1.012156129224960122e+00,9.909108145443812354e-01,1.030382785518088928e+00,1.012008526592941049e+00,9.993228040217031483e-01,9.976623829966776436e-01,9.939629451107601099e-01,9.944418646663617523e-01,9.899663784820132983e-01,1.003003975901074929e+00,1.006415087625565308e+00,9.954811796504997590e-01,1.000062749570495679e+00,9.998116867550738140e-01,1.000035080347289052e+00,1.000095133234327305e+00
1.020244780370019644e+00,9.858401745477283207e-01,1.022135156949101731e+00,9.970686013122815883e-01,1.001277544614303849e+00,9.916559126970271310e-01,1.001587002747770017e+00,1.001488561997716298e+00,9.980893596444223581e-01,1.000855101725135032e+00,1.015511109168288240e+00,9.853388531263156391e-01,1.010754303178437841e+00,1.000111924416227982e+00,1.002639458329572575e+00,1.005947117869047780e+00,9.869644052638647524e-01,1.024347350875096652e+00,9.846713089176293288e-01,1.008029882853920478e+00,1.006464971220570215e+00,9.979856701501864658e-01,1.002347280436966193e+00,1.003093256673674993e+00,1.012677829548361608e+00,9.853561871962089880e-01,1.000479151268450995e+00,1.011027551588114193e+00,9.863404447661215935e-01,1.002381490020552324e+00,1.004332532967956881e+00,9.936859535387250197e-01,9.918015934049656535e-01,1.059102108644064399e+00,9.766056031397535309e-01,1.073036259393206349e+00,9.766684588651075583e-01,9.966794860833357861e-01,1.008544015585931319e+00,9.779721366738071131e-01,9.802395447594250966e-01,1.003878633446499302e+00,9.962072430349577790e-01,9.952672606620546203e-01,9.976125041151393535e-01,9.806795801502596888e-01,1.005906783940580196e+00,9.838446375272092981e-01,1.017342171734687772e+00,9.874798233385808643e-01,1.040985952615212318e+00,1.014700536613857063e+00,9.990394474943040670e-01,9.971604154816733345e-01,9.913675780735037302e-01,9.921049219081525816e-01,9.856094306321830922e-01,1.004728832593622556e+00,1.008711635255229000e+00,9.937832763606354591e-01,1.000268845555877029e+00,9.999471297547236626e-01,1.000015436342634567e+00,1.000202292794451164e+00
1.025852074841889561e+00,9.829213405119477942e-01,1.028268700815784698e+00,9.966455369819136045e-01,1.001644931889332790e+00,9.890779376598036743e-01,1.001785055887590703e+00,1.001707601335823261e+00,9.977027998267934406e-01,1.001312351905757847e+00,1.020184867645174576e+00,9.811841955146772820e-01,1.013992487377555429e+00,1.000448279511944483e+00,1.003290106049478991e+00,1.007523868658588340e+00,9.841352177044625504e-01,1.032236319055340967e+00,9.798189501048084615e-01,1.008657481822969659e+00,1.008544284945546377e+00,9.971075092546011209e-01,1.002525280560165655e+00,1.004452800299360904e+00,1.016597296250659310e+00,9.809856191916407342e-01,1.000314333255518218e+00,1.014226429705383348e+00,9.827858646390417174e-01,1.002936811869364453e+00,1.005559653137833021e+00,9.916266018287449580e-01,9.900584582795081134e-01,1.075229287857170535e+00,9.687688765221890153e-01,1.092835232257471700e+00,9.695218637821354513e-01,9.958233538930684192e-01,1.011020117822365449e+00,9.712918857118828520e-01,9.743849582427012157e-01,1.005190603776867642e+00,9.952555670510353503e-01,9.939676197292407478e-01,9.969735488110040844e-01,9.751402795241287391e-01,1.007396983860062489e+00,9.793615153117498640e-01,1.022938683770561408e+00,9.842226509124725187e-01,1.054244120623479386e+00,1.021852484464299993e+00,9.987016218321055350e-01,9.962040547135243562e-01,9.886032920847478422e-01,9.901720527113856418e-01,9.815642608209951270e-01,1.006046871456657277e+00,1.010823844576474784e+00,9.926435142329486094e-01,1.000314197988642739e+00,9.999288277041195050e-01,1.000135157777385597e+00,9.999564879454784228e-01
1.030747693046653923e+00,9.790089766683145456e-01,1.034699841690559952e+00,9.950877083494743536e-01,1.002580636900116451e+00,9.865008230765111019e-01,1.001889540166907455e+00,1.002044128409586898e+00,9.969418023135354634e-01,1.002112811466742137e+00,1.025073861464370628e+00,9.762277932227989563e-01,1.017480320733739729e+00,1.000824909959798115e+00,1.004137258976745439e+00,1.009229075589484159e+00,9.812104059064978845e-01,1.039432969045551269e+00,9.757180030721805952e-01,1.009448152095435036e+00,1.011135448216363697e+00,9.962732904161449854e-01,1.003131581705924535e+00,1.005489426412981446e+00,1.020009160657396885e+00,9.756726190418895106e-01,1.000085094688632159e+00,1.017809786290890361e+00,9.786676078945797386e-01,1.003651455640339529e+00,1.007013185470742922e+00,9.894873639781290864e-01,9.881739232179038712e-01,1.091086598510181638e+00,9.619993926862420164e-01,1.113804907660448373e+00,9.618357593079891465e-01,9.949992332132261419e-01,1.013398335888005430e+00,9.650262863809844216e-01,9.688198349622091365e-01,1.006414854500790934e+00,9.946735547550862311e-01,9.922736339478263057e-01,9.951377176996507590e-01,9.696010184279396649e-01,1.008458728293843754e+00,9.751833566657303054e-01,1.029275083041913508e+00,9.811526714636257251e-01,1.068139129888767469e+00,1.025164256189749379e+00,9.981268962989462423e-01,9.954322132828983261e-01,9.854754599927577630e-01,9.880099808045762488e-01,9.768451434624316754e-01,1.008058003177564554e+00,1.013525829361909603e+00,9.910339288388425594e-01,1.000235264216513986e+00,1.000392491100894343e+00,1.000181741591122053e+00,9.998641993398315053e-01
1.038218632845749445e+00,9.751932987548199705e-01,1.040929083094954022e+00,9.925646275015133080e-01,1.003008870076951276e+00,9.835133318469311270e-01,1.001706445132568124e+00,1.002864902364068111e+00,9.961849559916515773e-01,1.002862876287519800e+00,1.030013046357676210e+00,9.712856738161509407e-01,1.021216158708946775e+00,1.000630666562684956e+00,1.004883527730399129e+00,1.011131053935957702e+00,9.806841828599294209e-01,1.048828998432393744e+00,9.705939087644160912e-01,1.010670946130373782e+00,1.013746281091413515e+00,9.954869800999112117e-01,1.003714503319171447e+00,1.006324703309133151e+00,1.023860498621801618e+00,9.698965537269584880e-01,9.994640966170064145e-01,1.021997788457606582e+00,9.745830137861406506e-01,1.004904639224923235e+00,1.008274118881583137e+00,9.875246260952103006e-01,9.865241142349606696e-01,1.111864256620361813e+00,9.536949346585632536e-01,1.135389461161928182e+00,9.536457682664065683e-01,9.939991020694900481e-01,1.016033846823809483e+00,9.585236181372051023e-01,9.627613397486575186e-01,1.008423313973500379e+00,9.936197981467990159e-01,9.905245439647504258e-01,9.942255766010289486e-01,9.632313123644554720e-01,1.009664380998254396e+00,9.705335496739472267e-01,1.037013910108615766e+00,9.781382330245360635e-01,1.083878915969155754e+00,1.030493620900893692e+00,9.975709266088036431e-01,9.944103720197728924e-01,9.820757486943432202e-01,9.859055432216352610e-01,9.722319157313199511e-01,1.009873369845503355e+00,1.016629430897804776e+00,9.892252791290272462e-01,1.000263069066473109e+00,1.000221518155330225e+00,1.000354612601705995e+00,9.998375631523479523e-01
1.045162041517577522e+00,9.709265702526060915e-01,1.048378623094288420e+00,9.896699836309504894e-01,1.003228835249625028e+00,9.809277304202972392e-01,1.001339005991592090e+00,1.003657958574119435e+00,9.952378645706656535e-01,1.004060638431013119e+00,1.035793676850929934e+00,9.654606787795428913e-01,1.025172695195665673e+00,1.000996057189061927e+00,1.005700692423451059e+00,1.013057327588237966e+00,9.796864890081699029e-01,1.057146330138277079e+00,9.647864913799171216e-01,1.012666360014750966e+00,1.016537635720570432e+00,9.947443115354590581e-01,1.003905301839332909e+00,1.007707919526972917e+00,1.029169657357911882e+00,9.635025570480300061e-01,9.990068023878323489e-01,1.026472371772862324e+00,9.704253583340595180e-01,1.005963378983810275e+00,1.009435324980903381e+00,9.853779111119250755e-01,9.853412163887053099e-01,1.131245238957708343e+00,9.463990281841284657e-01,1.160428520631907601e+00,9.448229121828659594e-01,9.935430441395606271e-01,1.018064149239393812e+00,9.517820151366764847e-01,9.564857211261033054e-01,1.009831686459505828e+00,9.930394767364265629e-01,9.888154918726330678e-01,9.931363094269298752e-01,9.568819159521447792e-01,1.010998173595297978e+00,9.655372684640625147e-01,1.045455905537053143e+00,9.756357437216619521e-01,1.099684693862761131e+00,1.036682357740252858e+00,9.965697158845377990e-01,9.938316269854732266e-01,9.781575606560433123e-01,9.835752540891883333e-01,9.671196476636307882e-01,1.012184376160942145e+00,1.020539755485110556e+00,9.867323265649958763e-01,1.000292223215505372e+00,9.998967512166995197e-01,1.000154716474553229e+00,9.998896791141153040e-01
1.053048516440225013e+00,9.678678542245111593e-01,1.054559285799150148e+00,9.865776793851164239e-01,1.003514335730966822e+00,9.774965674084183931e-01,1.000766178149814944e+00,1.004822705378495273e+00,9.941852523589148616e-01,1.005431617277038781e+00,1.041651907952618528e+00,9.596200713147166050e-01,1.029718343310538575e+00,1.001064992559072442e+00,1.006526086586883029e+00,1.015380200883226225e+00,9.794993083053742389e-01,1.065790471496115277e+00,9.604448331081903989e-01,1.015303597747033937e+00,1.019616906902730546e+00,9.936909051030533568e-01,1.004485888141614325e+00,1.008738509274360595e+00,1.034445927410514443e+00,9.568404430108757852e-01,9.983472806952286005e-01,1.031015209939253774e+00,9.659569798193827772e-01,1.007235583639603194e+00,1.010323319933410957e+00,9.833970172085956252e-01,9.829038973683625890e-01,1.151280823959329291e+00,9.371538946235135059e-01,1.187673603380089427e+00,9.353562518837806872e-01,9.929189748471396459e-01,1.020987849063796027e+00,9.440575868980976004e-01,9.502228785457770277e-01,1.011772112479200736e+00,9.929017420005670225e-01,9.861799811556857254e-01,9.914869983205517601e-01,9.502509971901326180e-01,1.011516968069779532e+00,9.609487943459812387e-01,1.054211043956311933e+00,9.722336574958907462e-01,1.118420736201719112e+00,1.042603069549472572e+00,9.956601780827649684e-01,9.930736163005049466e-01,9.739711153507840669e-01,9.812250744316822759e-01,9.613257055522083094e-01,1.014805081237300621e+00,1.024325933886415019e+00,9.841499207244188696e-01,1.000261976225740979e+00,1.000084608338227099e+00,1.000742961085016702e+00,9.993690543836041273e-01
1.060439909126916103e+00,9.630701950290160296e-01,1.061951544732401498e+00,9.837691850588227149e-01,1.003559223697692904e+00,9.737320556897212098e-01,1.000022500488354060e+00,1.005424204586579995e+00,9.927955353341877398e-01,1.007004610867874517e+00,1.048220642083156351e+00,9.533242041834896208e-01,1.034523472299609725e+00,1.000813322134271877e+00,1.007490011407799368e+00,1.017572677385834456e+00,9.787805968952730806e-01,1.077044790434888766e+00,9.558967681444131559e-01,1.016732394023995623e+00,1.023260299779680249e+00,9.926088928126910460e-01,1.004946828543058723e+00,1.010201714744733525e+00,1.039348847510605856e+00,9.497117663268327403e-01,9.971065697931124072e-01,1.036103433340789248e+00,9.608383923925852832e-01,1.008819965287010456e+00,1.011029318770254815e+00,9.818187757296784612e-01,9.802882748926768919e-01,1.172770788677233167e+00,9.286682943574994242e-01,1.214987181216562684e+00,9.256230101983967673e-01,9.925909400116729175e-01,1.024023781216139017e+00,9.361526300565379266e-01,9.441588367745556987e-01,1.013719164332831824e+00,9.921296051434947971e-01,9.838701777051256370e-01,9.896470690105799717e-01,9.437645014980462488e-01,1.012278241859208894e+00,9.558016805726428089e-01,1.064561885384110340e+00,9.691367590624511141e-01,1.143258093006483955e+00,1.049131988801906834e+00,9.947148488147536938e-01,9.918628969308165289e-01,9.690643354665220421e-01,9.790785849854454215e-01,9.544789500282111483e-01,1.017800302750238028e+00,1.028136655612557071e+00,9.820870003254016378e-01,9.999836658139962253e-01,1.000515983400688258e+00,1.000979021136196412e+00,9.992420813984318473e-01
