8.059090721783974676e-01,4.651365677642467777e-01,6.060902140076347422e-01,7.887599023148509358e-01,8.345688612660510097e-01,5.882052690656436322e-01,8.156837210766419988e-01,4.719960383349527944e-01,4.116705701106899706e-01,8.919877776445604978e-01,4.560918262100893128e-01
8.027350721783974574e-01,4.634605677642467669e-01,6.051202140076347158e-01,7.871019023148508875e-01,8.316368612660509640e-01,5.872212690656436473e-01,8.127337210766419906e-01,4.710260383349527680e-01,4.100245701106899898e-01,8.891477776445605441e-01,4.544038262100892900e-01
7.996270721783974578e-01,4.618385677642467546e-01,6.041282140076347229e-01,7.853079023148509252e-01,8.285048612660509404e-01,5.861332690656436695e-01,8.097377210766419919e-01,4.699720383349527686e-01,4.082965701106899825e-01,8.859797776445605955e-01,4.526818262100892887e-01
7.962750721783974361e-01,4.600745677642467668e-01,6.030702140076347195e-01,7.834639023148509684e-01,8.252948612660508942e-01,5.850452690656436916e-01,8.063917210766420318e-01,4.688600383349527667e-01,4.064945701106899567e-01,8.826437776445605898e-01,4.508438262100892824e-01
7.931290721783974540e-01,4.581665677642467460e-01,6.019302140076346896e-01,7.814599023148509627e-01,8.218648612660508501e-01,5.838232690656437462e-01,8.030197210766419902e-01,4.677880383349527493e-01,4.045685701106899734e-01,8.795297776445606397e-01,4.490358262100893061e-01
7.898270721783974269e-01,4.562665677642467332e-01,6.006762140076347123e-01,7.795119023148510129e-01,8.183428612660508250e-01,5.826332690656437219e-01,7.997197210766420206e-01,4.666200383349527470e-01,4.026165701106899641e-01,8.760017776445606641e-01,4.470178262100892863e-01
7.862830721783974353e-01,4.543145677642467239e-01,5.993322140076347004e-01,7.774779023148510326e-01,8.148088612660507879e-01,5.813532690656437740e-01,7.961577210766420665e-01,4.653560383349527596e-01,4.005445701106899459e-01,8.724337776445606485e-01,4.448738262100893071e-01
7.826150721783974307e-01,4.522585677642467217e-01,5.980302140076346751e-01,7.753299023148509939e-01,8.109868612660507958e-01,5.800032690656438117e-01,7.925657210766420269e-01,4.641140383349527387e-01,3.985125701106899676e-01,8.687597776445606934e-01,4.427098262100893078e-01
7.788850721783974196e-01,4.500965677642467244e-01,5.967022140076346792e-01,7.731039023148510436e-01,8.072188612660508023e-01,5.786412690656438373e-01,7.886457210766419923e-01,4.627320383349527444e-01,3.962545701106899854e-01,8.647677776445606979e-01,4.406158262100893230e-01
7.747970721783974390e-01,4.477685677642467277e-01,5.952882140076346529e-01,7.707139023148510404e-01,8.032668612660508467e-01,5.771812690656438205e-01,7.846557210766419432e-01,4.613140383349527696e-01,3.938805701106899981e-01,8.607957776445607223e-01,4.382018262100893513e-01
