8.709363845363302659e-01,9.687843716106874226e-01,3.353510109516138482e-01,8.545773264900274890e-01,5.431162222704281062e-01,6.761094680538526358e-01,7.230522170001240090e-01,6.695177331122112996e-01,7.682595538774763533e-01,8.691811150120489771e-01,6.000718104130517982e-01
8.715283845363303028e-01,9.681703716106874191e-01,3.402750109516138322e-01,8.538913264900275246e-01,5.436702222704281606e-01,6.809754680538526728e-01,7.235822170001240394e-01,6.746257331122113010e-01,7.676335538774763378e-01,8.697551150120489405e-01,5.993558104130517483e-01
8.719423845363303283e-01,9.675483716106874077e-01,3.452990109516138051e-01,8.532093264900275642e-01,5.442362222704281161e-01,6.858794680538526922e-01,7.242022170001239934e-01,6.794797331122113260e-01,7.669415538774763119e-01,8.704731150120489369e-01,5.986518104130517104e-01
8.724783845363303092e-01,9.668763716106874018e-01,3.502130109516137790e-01,8.525273264900276038e-01,5.448362222704281610e-01,6.905634680538527137e-01,7.248382170001239633e-01,6.845797331122113194e-01,7.661335538774762810e-01,8.708571150120489879e-01,5.978778104130516580e-01
8.730403845363302606e-01,9.662203716106874118e-01,3.552230109516137935e-01,8.518693264900275564e-01,5.453682222704281379e-01,6.953854680538527067e-01,7.254202170001239347e-01,6.893957331122113619e-01,7.655195538774762776e-01,8.714611150120490368e-01,5.972158104130516065e-01
8.734983845363302191e-01,9.656863716106873774e-01,3.599430109516137954e-01,8.511473264900275559e-01,5.459742222704281334e-01,7.003134680538527501e-01,7.259902170001238941e-01,6.943017331122113278e-01,7.649175538774762861e-01,8.720131150120490338e-01,5.965578104130515591e-01
8.740423845363302080e-01,9.649923716106874050e-01,3.649010109516138134e-01,8.506893264900275975e-01,5.463602222704281308e-01,7.053554680538527411e-01,7.265702170001239191e-01,6.990377331122112903e-01,7.643375538774762612e-01,8.727091150120490637e-01,5.958518104130515747e-01
8.746303845363302409e-01,9.644403716106874080e-01,3.697410109516138244e-01,8.501233264900276421e-01,5.468282222704281548e-01,7.102374680538527940e-01,7.270662170001239710e-01,7.038317331122112552e-01,7.638575538774762252e-01,8.732191150120490741e-01,5.952798104130515577e-01
8.751043845363302154e-01,9.639643716106873761e-01,3.746850109516138283e-01,8.494833264900276681e-01,5.473142222704281412e-01,7.150994680538528270e-01,7.276522170001239465e-01,7.087277331122112667e-01,7.633555538774762228e-01,8.737231150120490231e-01,5.946498104130515383e-01
8.755263845363302488e-01,9.633783716106874007e-01,3.795230109516138373e-01,8.488253264900276207e-01,5.478242222704281517e-01,7.198074680538528725e-01,7.280922170001239424e-01,7.135557331122112101e-01,7.627915538774762139e-01,8.742311150120489760e-01,5.940798104130515789e-01
8.759243845363302583e-01,9.628083716106874412e-01,3.843010109516138417e-01,8.481953264900276013e-01,5.483242222704280966e-01,7.246734680538529094e-01,7.284802170001239974e-01,7.184117331122111816e-01,7.622795538774762569e-01,8.746951150120489960e-01,5.935498104130515484e-01
8.764183845363302527e-01,9.622423716106874858e-01,3.889890109516138672e-01,8.476373264900276538e-01,5.488782222704281510e-01,7.294254680538528879e-01,7.289642170001240373e-01,7.234357331122112100e-01,7.616955538774762280e-01,8.752051150120490064e-01,5.930178104130515715e-01
8.768203845363302662e-01,9.616523716106875064e-01,3.937850109516138897e-01,8.472413264900277019e-01,5.492642222704281485e-01,7.342994680538529328e-01,7.293662170001240508e-01,7.282617331122112070e-01,7.611295538774762726e-01,8.757011150120490584e-01,5.925258104130515235e-01
