1.031199999999999894e+00,1.028720000000000079e+00,1.048338661692104878e+00,1.055052678580901571e+00
1.074600000000000000e+00,1.073240000000000194e+00,1.140534373038942562e+00,1.113295772135918460e+00
1.138919999999999932e+00,1.139720000000000288e+00,1.251001759078041786e+00,1.215489461401895621e+00
1.225360000000000005e+00,1.225400000000000267e+00,1.388193054114687630e+00,1.364573152919996479e+00
1.320959999999999912e+00,1.321480000000000210e+00,1.579652917217195141e+00,1.533702657105466605e+00
1.415519999999999889e+00,1.413600000000000190e+00,1.783554394217691019e+00,1.729080357815906188e+00
1.481479999999999908e+00,1.488320000000000087e+00,1.941718796124800139e+00,1.945065550095320894e+00
1.524880000000000013e+00,1.529640000000000111e+00,2.094608450036477443e+00,2.087102960078808245e+00
1.542280000000000095e+00,1.544840000000000213e+00,2.722053818553112237e+00,1.661849661787581089e+00
1.556800000000000184e+00,1.557320000000000260e+00,5.935247738127381822e+00,-1.421435979162257945e+00
1.562160000000000215e+00,1.558920000000000305e+00,-4.939664911003834646e+00,9.532344112784411294e+00
1.562920000000000309e+00,1.560240000000000293e+00,8.068969552187112981e+00,-3.429927851167660080e+00
1.565440000000000387e+00,1.559800000000000297e+00,4.395703595640415351e+00,2.756995087939535516e-01
1.569360000000000310e+00,1.563600000000000323e+00,7.311674348256862288e+01,-6.843051982382175424e+01
1.568720000000000336e+00,1.566560000000000397e+00,1.814848152875725873e+00,2.886295706733847055e+00
1.572840000000000238e+00,1.569920000000000426e+00,1.671543275396589365e+02,-1.624488236557884591e+02
1.571880000000000166e+00,1.564320000000000377e+00,-5.690097999621898452e+02,5.737164438474694634e+02
1.570440000000000058e+00,1.566840000000000455e+00,-6.905395831975515648e+02,6.952463270839091365e+02
1.572640000000000038e+00,1.565040000000000431e+00,-1.037824309357367383e+03,1.042535033259425518e+03
1.570959999999999912e+00,1.563000000000000389e+00,-1.038916621466020842e+03,1.043632445414660651e+03
1.571999999999999842e+00,1.564800000000000413e+00,-1.029052002126896241e+03,1.033763206005300390e+03
1.568639999999999812e+00,1.571160000000000334e+00,-1.021565807864117687e+03,1.026277991751685931e+03
1.572799999999999754e+00,1.572600000000000442e+00,-6.200611938494787410e+02,6.247715377348471293e+02
1.568479999999999652e+00,1.568920000000000536e+00,-2.408738352747224781e+03,2.413451836638299028e+03
1.572999999999999732e+00,1.568040000000000544e+00,-2.183663850186357649e+03,2.188377974078853640e+03
1.567639999999999700e+00,1.570080000000000586e+00,-2.427773011926530671e+03,2.432485455813795852e+03
1.569679999999999742e+00,1.569040000000000656e+00,-2.622512825513717416e+03,2.627225409401349225e+03
1.570279999999999676e+00,1.569720000000000670e+00,-3.601531893997074803e+03,3.606244077884273338e+03
1.567799999999999638e+00,1.563240000000000629e+00,-6.941710964146752303e+03,6.946427088035355155e+03
1.573319999999999608e+00,1.566520000000000579e+00,-6.912047603527986212e+03,6.916764387427491783e+03
1.573759999999999604e+00,1.573680000000000634e+00,-6.999655557384565327e+03,7.004368701261633760e+03
1.574519999999999698e+00,1.576280000000000570e+00,-7.184464439218862026e+03,7.189174643083362753e+03
1.572439999999999616e+00,1.570920000000000538e+00,-7.229982438431469745e+03,7.234697922353967442e+03
1.572759999999999714e+00,1.567040000000000433e+00,-5.963859793279405494e+03,5.968574957201686630e+03
1.568599999999999772e+00,1.568600000000000438e+00,-5.937143439077449329e+03,5.941856922992184991e+03
1.570839999999999792e+00,1.563880000000000381e+00,-6.003481921060878449e+03,6.008192724969149822e+03
1.566839999999999788e+00,1.565840000000000343e+00,-5.962508372946769668e+03,5.967221836886852543e+03
1.565039999999999765e+00,1.566440000000000277e+00,-5.829232578918256877e+03,5.833946562863568033e+03
1.566159999999999775e+00,1.567560000000000286e+00,-6.047221812972322368e+03,6.051937636941604978e+03
1.564399999999999791e+00,1.569560000000000288e+00,-6.086010503628030165e+03,6.090723667576053231e+03
1.565999999999999837e+00,1.572080000000000366e+00,-6.144445951444299681e+03,6.149155435353276516e+03
1.564439999999999831e+00,1.575160000000000338e+00,-6.266137952044606209e+03,6.270846415947296919e+03
1.566519999999999690e+00,1.570960000000000356e+00,-6.185391082035210275e+03,6.190096705895694868e+03
1.564079999999999693e+00,1.574400000000000466e+00,-5.988816712475717395e+03,5.993523456341330530e+03
1.571679999999999744e+00,1.573080000000000478e+00,-6.063865792061418688e+03,6.068573275937778817e+03
1.566719999999999668e+00,1.572280000000000566e+00,-5.750325730312670203e+03,5.755032514187981178e+03
1.569079999999999586e+00,1.576280000000000570e+00,-5.308187544595987674e+03,5.312896128479766958e+03
1.573039999999999550e+00,1.571400000000000574e+00,-5.131304152773167516e+03,5.136015176677086856e+03
1.574239999999999640e+00,1.573680000000000634e+00,-3.708684350891941904e+03,3.713393734793648036e+03
