7.729799666994019436e-01,9.865260187565191297e-01,1.008970098310842722e+00,1.007121604505682111e+00,1.016940083803307360e+00,1.004031922278693978e+00,1.017506626587071583e+00,1.006184028964236754e+00,1.016451320802832070e+00,1.004914176306180185e+00,1.019822051596391166e+00,1.030330027116544978e+00,1.004604446200384027e+00,1.004108773108969732e+00,1.009471216438693419e+00,9.960575831741061981e-01,9.963045988273634412e-01,9.453044170416462499e-01,1.564068382993112349e+00,1.111451796772642275e+00,1.007627569459280892e+00,1.001626697131070332e+00,1.000508791831424382e+00,9.969184649006105348e-01,9.877942562648648339e-01,1.011359792743839137e+00,1.004293270956660544e+00,1.012372247530835434e+00,1.011826195665748607e+00,1.007087152072932534e+00,1.008583129027916803e+00,1.015390013550469428e+00,1.000506946863976232e+00,1.022506430872413441e+00,1.027506106287250143e+00,1.261540967282539505e+00,1.745474605464658602e+00,1.011387612019726490e+00,1.015507326409055944e+00,1.000937898091327050e+00,1.026220478318231821e+00,1.024054254660797358e+00,9.940542694223183373e-01,9.914291391180996005e-01,9.903550698131134977e-01,9.791074584518647539e-01,9.759385089325323115e-01,1.003528038327930805e+00,1.007982592937589628e+00,1.004999008859202458e+00,1.013771728395269855e+00,1.008337827993101232e+00,9.549857042006515417e-01,6.601253728744543858e-01,8.948459823956977921e-01,1.000719883761843620e+00,1.007259694757120627e+00,1.005609759723500973e+00,1.009272131930163852e+00,1.020835534830615510e+00,9.987592741951339947e-01,1.007423301837717888e+00,1.010762216712313810e+00,1.008508405773528516e+00,1.029959013591531747e+00,9.990770997744071735e-01,1.000609079964766890e+00,9.987729874264190677e-01,9.996958148447221415e-01,1.001099843832271352e+00
4.156789737236001314e-01,1.045314981695818046e+00,1.018246286644374221e+00,1.018093293696134216e+00,1.035483500911793309e+00,1.006316610302795400e+00,1.045403604868411440e+00,1.017383890120426404e+00,1.040595744115224486e+00,1.005360196229561076e+00,1.040424053440483165e+00,1.057148372004275805e+00,1.009317589673859761e+00,1.009759098087037010e+00,1.021000445349329100e+00,9.939608837158226962e-01,1.003260118421579694e+00,7.851487797262027835e-01,1.371486608679004737e+00,1.112592585158552305e+00,1.017355681332515305e+00,1.005246758756992653e+00,1.003030649582337785e+00,9.985000111119046728e-01,9.737833852594452999e-01,1.022240718348409461e+00,1.013456468873446203e+00,1.025714299965569287e+00,1.025470571132415243e+00,1.022787644483971858e+00,1.013346913464467258e+00,1.042268002174634889e+00,1.000216584506980810e+00,1.044275290036745796e+00,1.052993000741146101e+00,1.536494220726189353e+00,1.845963840556891666e+00,1.022327643734138647e+00,1.038018095449288802e+00,9.947063955743600250e-01,1.053223725122700571e+00,1.045408492056521421e+00,9.853777276706652266e-01,9.764243720819568706e-01,9.820738015604562055e-01,9.633380258277557395e-01,9.528784663003100341e-01,1.006037711249233357e+00,1.021300056803954970e+00,1.010970378592543462e+00,1.027846919749920929e+00,1.021128917328088415e+00,6.301716340479268652e-01,2.007236162720039685e-01,6.832244744409390336e-01,9.986181100653481746e-01,1.018311966416065584e+00,1.013264665077011850e+00,1.021715317809878343e+00,1.044582056517481483e+00,1.001119997890174362e+00,1.014692422379712466e+00,1.016569232969771974e+00,1.022774814327076953e+00,1.062482495718712228e+00,9.986396693955995607e-01,1.000497867543792108e+00,9.992034468611621367e-01,9.998543853511522306e-01,1.001085051207147192e+00
2.277318582487455612e-01,1.062118641181017065e+00,1.029216087626931841e+00,1.032146025447670867e+00,1.050096235370799880e+00,1.016374848845688295e+00,1.074145287902906531e+00,1.030625908075052388e+00,1.062219883305143275e+00,9.986213632310894095e-01,1.063118124257407926e+00,1.073533024854643081e+00,1.014590167723526948e+00,1.014979478601226726e+00,1.035034081556613916e+00,9.934978046202477264e-01,1.016720643147456249e+00,3.840459191580610221e-01,5.336320912742389400e-01,9.459309255456540555e-01,1.027201922192427785e+00,1.012121127393269093e+00,1.013529231353516913e+00,1.002080610046274245e+00,9.625020842699919532e-01,1.035511796988799249e+00,1.022326007427599937e+00,1.039009855194056531e+00,1.042044685554608607e+00,1.042796242013518615e+00,1.020002605361025383e+00,1.065664096539531425e+00,9.935387013071012019e-01,1.072191590066979838e+00,1.074706174907969158e+00,1.630627552323882234e+00,1.736427458313612560e+00,1.032397931839519112e+00,1.060520565803987791e+00,9.851543137939849926e-01,1.079237466379160848e+00,1.063864058568057214e+00,9.756734981762104075e-01,9.634024607387979833e-01,9.757871465190088855e-01,9.451524468467463747e-01,9.319484923345378036e-01,1.011859522441661108e+00,1.034034071286817236e+00,1.018705015539955960e+00,1.043066208136387063e+00,1.037994508427508178e+00,1.649846641671575131e-01,-2.727226088268698834e-01,2.675224756773846302e-01,1.001567696965624643e+00,1.029046805269083542e+00,1.022188098246150867e+00,1.037921313757910857e+00,1.067147465874553447e+00,1.004360600885511490e+00,1.027812441153927780e+00,1.014222642148563613e+00,1.044626618255292794e+00,1.083390152055830447e+00,9.955706680156185540e-01,1.001870684270080192e+00,9.994919992564921252e-01,1.000293575697031256e+00,1.003004322334654752e+00
2.759665409226240151e-01,1.044910239970452626e+00,1.042098657154921781e+00,1.041444811259541581e+00,1.055749336392381554e+00,1.023219947725837686e+00,1.089589175190246451e+00,1.041483296670114189e+00,1.073975074162125898e+00,9.880138415033085098e-01,1.085386043136636891e+00,1.079111164834191339e+00,1.017377461501505653e+00,1.019139046019085226e+00,1.046480776610237085e+00,9.851362245189722033e-01,1.023943244372340411e+00,1.272563289856187274e-01,2.938504986521423556e-01,6.201371935506048150e-01,1.031356303479407321e+00,1.015681487395356797e+00,1.025902675618455717e+00,9.939832833042043791e-01,9.606046905435378092e-01,1.045533209761333460e+00,1.026334581542368118e+00,1.045177032550816065e+00,1.049711338087900625e+00,1.058544257689094215e+00,1.029887744137132799e+00,1.081544196549180326e+00,9.858501803068078218e-01,1.093356191296938063e+00,1.086779178851030148e+00,1.722562210924528880e+00,1.562782788309413196e+00,1.041574866326680837e+00,1.080730188218230303e+00,9.736977113021483277e-01,1.104067463826719164e+00,1.074194563163763716e+00,9.682113367798624859e-01,9.532219666669812241e-01,9.783308157152468265e-01,9.141102625735632037e-01,9.220366577466928559e-01,1.020487239676974855e+00,1.040915550809227597e+00,1.022033258458219018e+00,1.051328686377977606e+00,1.051369090649563631e+00,9.828121197654805796e-02,-5.973816854221937200e-01,-3.183132307068509137e-02,1.011191137503176352e+00,1.035645961127922066e+00,1.025105539897171569e+00,1.046370991660520389e+00,1.082490214036172516e+00,1.008693790569258564e+00,1.043767561784706199e+00,1.004498254823815939e+00,1.073668663621055952e+00,1.091103254974049364e+00,9.977246276740042719e-01,1.000959965387864470e+00,9.996020534393492696e-01,1.002135262260455129e+00,1.000054690825339376e+00
3.488976249055039114e-01,1.030811396366757116e+00,1.044788996897343836e+00,1.046418791266946036e+00,1.061042703926234454e+00,1.023254467884436858e+00,1.095719470572264820e+00,1.047707560407994176e+00,1.085721088319022920e+00,9.834251889844709549e-01,1.104522139489482635e+00,1.075688459439343658e+00,1.014436732224646143e+00,1.017718781222263003e+00,1.055255328420966920e+00,9.723834057591841384e-01,1.027918574668934770e+00,1.347215606062330817e-01,1.483958265511287067e-03,4.644873448196378263e-01,1.028464674063982232e+00,1.014461280738395699e+00,1.033445261594064801e+00,9.833110821665728141e-01,9.625592307512168544e-01,1.046496681481065893e+00,1.029924667061783872e+00,1.050380729785966416e+00,1.046455365726984388e+00,1.067144065757388072e+00,1.035376004253806936e+00,1.092214705210192704e+00,9.859090232971231549e-01,1.106510271797659151e+00,1.088793063986070342e+00,1.692338721166091409e+00,1.525307775660556420e+00,1.044505987370049072e+00,1.097660847755296043e+00,9.704300054455149427e-01,1.121091405480866277e+00,1.073951692583300366e+00,9.666337357172368749e-01,9.392987612881913417e-01,9.812291843739988639e-01,8.856710898828074052e-01,9.245781938948617329e-01,1.019792451286033241e+00,1.045136817477341218e+00,1.026555847778588104e+00,1.049237820117921771e+00,1.058825426259951907e+00,-1.179674500000654769e-02,-3.941233963902199267e-01,7.537223794451740344e-02,1.009925913182720070e+00,1.039652012692718008e+00,1.028577691596406218e+00,1.045834993288260018e+00,1.090385448107964450e+00,1.010317484108161246e+00,1.061616389726641518e+00,1.000222063803537509e+00,1.098464789081303516e+00,1.088461150769774344e+00,9.999463047751278033e-01,1.003573583848405448e+00,9.992469411269997437e-01,1.004691928194340278e+00,9.945245028782607744e-01
4.441948550667242923e-01,1.017534087745797455e+00,1.045879120900603976e+00,1.048897386649414232e+00,1.062059950621411231e+00,1.022272217692205887e+00,1.100986351671085828e+00,1.053783116242666074e+00,1.094070963573833044e+00,9.817516445000155079e-01,1.119307512655475456e+00,1.085612715208849499e+00,1.010954797624448620e+00,1.017722751839393425e+00,1.060140007019386932e+00,9.623991175573645140e-01,1.026960398590249790e+00,3.740805025378796111e-02,5.327371144928021440e-01,6.349295293181853594e-01,1.025518576568812401e+00,1.014715573024501660e+00,1.039622932991476123e+00,9.728093817797703879e-01,9.580519221788059703e-01,1.046401094748945271e+00,1.030899021335810684e+00,1.052194425691201696e+00,1.043202193652541077e+00,1.071307260235160319e+00,1.042805303275720963e+00,1.097667395813814117e+00,9.810483362199123869e-01,1.115705145377425822e+00,1.096609763154235084e+00,1.671199586060745368e+00,1.389338660896596078e+00,1.049395597340171626e+00,1.110706229407365964e+00,9.633673788837010532e-01,1.133468401975837425e+00,1.081132170751706090e+00,9.647964813052064548e-01,9.316318516355399648e-01,9.858481751379734037e-01,8.662926218965923963e-01,9.157428772239764037e-01,1.018599675355881251e+00,1.046197397534065043e+00,1.028508243802724209e+00,1.045028319296488650e+00,1.063206095429529707e+00,2.851827943106729352e-04,-6.962269826660675287e-01,-6.200102079576964853e-02,1.010642919262990214e+00,1.039176974264794495e+00,1.028881440900973887e+00,1.042962745398224422e+00,1.094152769095625199e+00,1.014149317534260630e+00,1.077541164606680368e+00,9.956030523397817467e-01,1.119664818205790446e+00,1.097965178354594729e+00,1.002359696083995333e+00,1.004137851768843515e+00,9.942727950830958505e-01,1.004419340151061713e+00,9.959078894745190258e-01
2.723803387271178100e-01,1.086356600162307506e+00,1.049652732201090455e+00,1.049131815864946304e+00,1.067461093795798233e+00,1.026905548423990400e+00,1.102666125486939652e+00,1.056113662383581175e+00,1.107339406464893816e+00,9.847048129233436642e-01,1.130135590821490288e+00,1.076889124249175600e+00,1.010466824873007985e+00,1.009596062597546418e+00,1.063064614658548512e+00,9.575941715399042264e-01,1.030887972366782313e+00,1.830262283283676239e-01,-2.914862782840811350e-01,3.519012326504207255e-01,1.024497717393507701e+00,1.008379114878306337e+00,1.043487508585303924e+00,9.682957799825787637e-01,9.624138195563013420e-01,1.048126348776701855e+00,1.027207258359956521e+00,1.056019522365214902e+00,1.047649092659742376e+00,1.079339734621544977e+00,1.043378164083963222e+00,1.107495840650777108e+00,9.870753468329831470e-01,1.125142100173540438e+00,1.091087424129226768e+00,1.712503150219743420e+00,1.383002965601970891e+00,1.048400195997036599e+00,1.125143332033846866e+00,9.677199721322236048e-01,1.145624806662861150e+00,1.076603091058547790e+00,9.691143326604579888e-01,9.148840405651187391e-01,9.846475869353681354e-01,8.495524727907498574e-01,9.224578685072251094e-01,1.014936418315526279e+00,1.047039980680519511e+00,1.031626259654615296e+00,1.044943692528237156e+00,1.068181037949306189e+00,-1.303931272032776700e-01,-1.740564032905462799e-01,1.815984394240278688e-01,1.008693794281358969e+00,1.040881871081595245e+00,1.032081401703802248e+00,1.041486712450612195e+00,1.097594217982626130e+00,1.016435320544514687e+00,1.094473354402087040e+00,9.984617117941356756e-01,1.133030307626502031e+00,1.089465094319004956e+00,1.005223163842334344e+00,1.002711655145944292e+00,9.945763894007947359e-01,1.007601574670320188e+00,9.927859192510581909e-01
6.723253899291408153e-01,9.254701498844913887e-01,1.049143973119515127e+00,1.049442213708734251e+00,1.066122932058803929e+00,1.025697916511179919e+00,1.104556579777203895e+00,1.063985647886833030e+00,1.105409221948554066e+00,9.815738988343318816e-01,1.141718695154722019e+00,1.097358134234812432e+00,1.005371625255169210e+00,1.016925827150947814e+00,1.067448591704173610e+00,9.494699621357415298e-01,1.021759174714209850e+00,-3.190589626308684701e-02,8.985972790742114968e-01,9.155886938371772255e-01,1.020458605441855848e+00,1.015236548193005239e+00,1.047336801754836788e+00,9.604878891202651703e-01,9.510553811755853015e-01,1.045706505025375543e+00,1.029006083138691130e+00,1.058349095542794993e+00,1.040065158764500675e+00,1.078340239423685620e+00,1.050697555569594988e+00,1.104533667013785525e+00,9.815015695057337508e-01,1.128908834649491988e+00,1.107773425464798844e+00,1.559547594169910401e+00,1.256826727291005641e+00,1.054686268713478814e+00,1.127106092842776297e+00,9.618677057067961389e-01,1.150273003974269681e+00,1.092016392516456103e+00,9.651362301249564180e-01,9.180534499685756300e-01,9.923966367584949877e-01,8.402399162541129840e-01,9.032332427312399492e-01,1.019401750993649047e+00,1.041966497236914702e+00,1.030323056897685330e+00,1.042504037489381918e+00,1.069069352468180023e+00,8.513353789463726229e-02,-9.659085504002096201e-01,-2.637976264409582772e-01,1.013495731375525510e+00,1.035983427418277314e+00,1.032043096008770977e+00,1.038249306464271493e+00,1.099504282878641881e+00,1.018545691188887270e+00,1.101052434369934829e+00,9.962063624609061030e-01,1.145689118726885392e+00,1.108607656549616793e+00,1.008237859708112971e+00,1.002206819683958861e+00,9.900638860140382747e-01,1.004387262278161108e+00,9.963998251229655434e-01
7.092852725783127532e-02,1.144490626329293548e+00,1.058210214181479758e+00,1.050083628751035114e+00,1.072755520459643730e+00,1.036969830821929728e+00,1.100352392996471140e+00,1.061893762804289265e+00,1.127618120554365833e+00,9.888276865034217877e-01,1.151302405541520191e+00,1.072784309599759123e+00,1.013065193696151445e+00,1.006001495432403248e+00,1.064083807260384207e+00,9.507211130921043862e-01,1.028820319084808643e+00,2.633518250066916311e-01,-9.095089179999403806e-01,-1.491556615894328308e-01,1.024765846419298576e+00,1.003408429268918711e+00,1.042426062883182292e+00,9.611734397568733046e-01,9.692809854904181899e-01,1.052629016545740370e+00,1.021168512454376787e+00,1.062241601146188819e+00,1.045033306959307184e+00,1.088684530795700933e+00,1.046938784790071963e+00,1.118768427650677522e+00,9.952713690462404728e-01,1.136097555449892216e+00,1.090908922276685900e+00,1.687850028150199577e+00,1.413642371247715079e+00,1.052602726620105678e+00,1.143245524339409736e+00,9.742212665398364280e-01,1.154119442925569450e+00,1.075221744821057479e+00,9.737182946239721915e-01,8.981351708634849329e-01,9.831338878410340598e-01,8.277188711399618981e-01,9.194391153578211906e-01,1.015622938655830865e+00,1.047529779092207125e+00,1.035454624990272743e+00,1.039368692217678580e+00,1.077819512923961831e+00,-3.501347599183949333e-01,6.010986604703778546e-01,6.244469286113607520e-01,1.009549462624586669e+00,1.041080261517753680e+00,1.037552027141182442e+00,1.035568321134506142e+00,1.100411734945484277e+00,1.015136993562083756e+00,1.119089479399526521e+00,1.005401792345820500e+00,1.148642968912843676e+00,1.088952488121552653e+00,1.006344779992636385e+00,1.008077224843097586e+00,9.888519156362675089e-01,1.005062893161873916e+00,9.935782754709645559e-01
8.963999853887594238e-01,8.003782329066886359e-01,1.059932034379418520e+00,1.048439080326103223e+00,1.067057286913798198e+00,1.046162304276089472e+00,1.103068551274126063e+00,1.073630682867880326e+00,1.110139600068590360e+00,9.804262097715154001e-01,1.169813032454265933e+00,1.112103399379680280e+00,1.006179884607066866e+00,1.027222191941309593e+00,1.069687128070032855e+00,9.435176973366091735e-01,1.006435983406831713e+00,-4.849643346933129040e-01,9.693123785276490656e-01,6.927595231980636648e-01,1.015399478155142976e+00,1.023421466428408921e+00,1.043009667635234727e+00,9.550867802980701482e-01,9.606120710250133365e-01,1.050108776602753480e+00,1.022721802784726908e+00,1.061403788993818820e+00,1.036458921062647365e+00,1.089096679536354806e+00,1.058931603492970552e+00,1.104169949006212903e+00,9.810581389211193715e-01,1.136208941390625560e+00,1.126403118466442699e+00,1.392712458326762492e+00,1.005930173172153719e+00,1.066507793386769043e+00,1.134119827307848549e+00,9.610516277427829657e-01,1.156002645041462662e+00,1.110442159135859308e+00,9.644855497604889472e-01,9.081452367837150597e-01,9.988177587842098637e-01,8.362529108332928951e-01,8.857181496461128400e-01,1.023749903010714446e+00,1.039666026188557302e+00,1.035228739375170459e+00,1.034858206706431583e+00,1.085394921191173978e+00,6.272728561324762975e-01,-9.197678883182163201e-01,-7.044058746681440830e-01,1.019038858100788092e+00,1.031282674644627972e+00,1.037304201871437792e+00,1.038024890320293547e+00,1.089106873355569993e+00,1.012658475215357567e+00,1.116825708773750758e+00,9.961776076717590023e-01,1.140588642833803679e+00,1.124972172027959738e+00,1.006654425268344255e+00,1.007665467483744637e+00,9.905357555919418466e-01,1.005160124475699357e+00,9.932865901115538465e-01
