4.701000229904120253e+00,5.454859316378679601e-01,2.675455412896136642e-01,2.133667561531122914e+00,6.029245176790434257e+00,3.682645575149622541e+00,2.056500677106910258e-01,2.439867837454912536e+00,6.097651124580891313e+00,2.328696939670964028e+00,2.929031872502295464e+00,8.010528721700443944e-01,3.273886320077483258e+00,5.845891575102490911e+00,2.794005350808497212e+00,1.344521059387743245e+00,5.476127765913258116e+00,5.266033381229069832e+00,1.934656737005433280e+00,2.788260156068083528e+00,3.283631115233019759e+00,2.980941802789021988e+00,5.462147560321161111e-01,5.934819451678170488e-01,2.744096512343787708e+00,6.238025902652708510e+00,3.074618244786469390e+00,5.339992260229305121e-02,3.827474911165043903e+00,4.340620271697606669e-01,3.947411255976358557e+00,2.748500138016990668e+00,3.176959595205696818e+00,4.801614723587231737e+00,1.372062531685386944e+00,6.040408996306527278e+00,4.369582217732013718e-01,4.710731351127864563e+00,4.357596412707812839e+00,7.495670561034283308e-01,1.974424532532547683e-01,5.524198745681689893e+00,3.830158645820205709e+00,2.518531298610585445e+00,5.733278097903432347e+00,2.454732746761460138e+00,1.706007428130314141e+00,4.612667932612925625e+00,4.071877847886056223e+00,5.912308524946572774e+00
4.701120229904120151e+00,5.454459316378679201e-01,2.675455412896136642e-01,2.133427561531123118e+00,6.029405176790434417e+00,3.683165575149622395e+00,2.056500677106910258e-01,2.439347837454912682e+00,6.097651124580891313e+00,2.328416939670963970e+00,3.854257953930690928e+00,8.009668609392214256e-01,3.274014403597872214e+00,5.845557650758152590e+00,2.793839714235355931e+00,1.344521059387743245e+00,5.475987290211853598e+00,5.266087822624244907e+00,1.934862468919582801e+00,2.788598768719546594e+00,3.283630985399445645e+00,2.981275828900749492e+00,5.460940243706694508e-01,5.936747233743905339e-01,2.743810951837585943e+00,6.238380793604447305e+00,3.074546301555670436e+00,5.323538455518871809e-02,3.827351608979872033e+00,4.341432939562326898e-01,3.947408902817302501e+00,2.748491846532633787e+00,3.177201523350789980e+00,4.801494604516555853e+00,1.372030855097104540e+00,6.040494570178146283e+00,4.370779860813103768e-01,4.710766151172231631e+00,4.357558306955856331e+00,7.494928194196427418e-01,1.972958837074211824e-01,5.524346177067934960e+00,3.830156394300388456e+00,2.518718457303936287e+00,5.733109060331400109e+00,2.454739977763397363e+00,1.706002703007194254e+00,4.612726810246391196e+00,4.071875264295987229e+00,5.912302787759902145e+00
4.701200229904119787e+00,5.454059316378678801e-01,2.675455412896136642e-01,2.133347561531123038e+00,6.029445176790434680e+00,3.683445575149622453e+00,2.056500677106910258e-01,2.438827837454912828e+00,6.097771124580891211e+00,2.328016939670964014e+00,4.799293412383160096e+00,8.011388834008672521e-01,3.274441313219553340e+00,5.845474169672067788e+00,2.793798305092070500e+00,1.344356866383670912e+00,5.475846707574502759e+00,5.266033347178161961e+00,1.935068381857533826e+00,2.788683471998556485e+00,3.283630842449683396e+00,2.981543175340299889e+00,5.462924188393322167e-01,5.935152319576423308e-01,2.744014980462505360e+00,6.238374654166087829e+00,3.074634134131451368e+00,5.312043183881422909e-02,3.827270382582873332e+00,4.341041230095852299e-01,3.947533801112228513e+00,2.748442901021291185e+00,3.177322489948936735e+00,4.801298938024835650e+00,1.372092531855426234e+00,6.040447861081622349e+00,4.371484432512071083e-01,4.710967262628710905e+00,4.357539837311295905e+00,7.494413166877492705e-01,1.974445424893669088e-01,5.524192133408404537e+00,3.830154346809490740e+00,2.518912104664001728e+00,5.732940036391435790e+00,2.454747231738439783e+00,1.705997961220768744e+00,4.612785669272668088e+00,4.071872654772785260e+00,5.912343628167824328e+00
4.701240229904120049e+00,5.452459316378678311e-01,2.675855412896136487e-01,2.133107561531123242e+00,6.029445176790434680e+00,3.684125575149622467e+00,2.056100677106910135e-01,2.438667837454912668e+00,6.097811124580891473e+00,2.327536939670963978e+00,4.479760986431098324e+00,8.010958777854557678e-01,3.274654763601660967e+00,5.845265466956855782e+00,2.793922526927921979e+00,1.344247409694807160e+00,5.475565470947696411e+00,5.266033347178161961e+00,1.935068381857533826e+00,2.788683471998556485e+00,3.283631106488794860e+00,2.981257172727709293e+00,5.459748107917603566e-01,5.938671716713407323e-01,2.744227131135901221e+00,6.238160511742093739e+00,3.074715593296108551e+00,5.311724429478129755e-02,3.827106280616807688e+00,4.341857675625194757e-01,3.947489805281513942e+00,2.748339541392495811e+00,3.177483780199049423e+00,4.801353665356524303e+00,1.372159796026054535e+00,6.040406088023778430e+00,4.373911224627083927e-01,4.711071789146617839e+00,4.357297406226284586e+00,7.493551719244534448e-01,1.975427473574903336e-01,5.524161147150858930e+00,3.830194461172785836e+00,2.518719625792458228e+00,5.732674588035905572e+00,2.454880336002954078e+00,1.706012062499900228e+00,4.612723185205188869e+00,4.071935669775731625e+00,5.912374894500044498e+00
4.701280229904120311e+00,5.452459316378678311e-01,2.675455412896136642e-01,2.133067561531123424e+00,6.029405176790434417e+00,3.684605575149622503e+00,2.056900677106910102e-01,2.438267837454912712e+00,6.097811124580891473e+00,2.326816939670964146e+00,5.123419605643166008e+00,8.010528712268727425e-01,3.274868213983768594e+00,5.845140247417191404e+00,2.793963933585275949e+00,1.344247409694807160e+00,5.475706196381586288e+00,5.265978808707352243e+00,1.935205815317815770e+00,2.788938055489490253e+00,3.283630963047453388e+00,2.981433405667677672e+00,5.463322198727526002e-01,5.935320524542917475e-01,2.744512796257484677e+00,6.237805744393424057e+00,3.074643745828209429e+00,5.295285715830157225e-02,3.827065462057324563e+00,4.341861802922106217e-01,3.947533764813187851e+00,2.748336780300945748e+00,3.177725718396660515e+00,4.801321253896806418e+00,1.372126755559182731e+00,6.040404839880705090e+00,4.374264082628097627e-01,4.711151172224968597e+00,4.357156527344662855e+00,7.492841276836919029e-01,1.975599673632049968e-01,5.524181211336347985e+00,3.830110685192083864e+00,2.518912350401154576e+00,5.732667320010073730e+00,2.454960718527747776e+00,1.705994541056387037e+00,4.612841402894824583e+00,4.071935941656654734e+00,5.912451673579356637e+00
4.701320229904120573e+00,5.452459316378678311e-01,2.675855412896136487e-01,2.132947561531123526e+00,6.029365176790434155e+00,3.684885575149622561e+00,2.056900677106910102e-01,2.437747837454912858e+00,6.097891124580891109e+00,2.326416939670964190e+00,5.123419605643166008e+00,8.010098656114612581e-01,3.275081668794609158e+00,5.844931541218786997e+00,2.794046746899984335e+00,1.344247409694807160e+00,5.474861736576900562e+00,5.266033378769281015e+00,1.935205815317815770e+00,2.789023046258036764e+00,3.283671184151174316e+00,2.981203694774945401e+00,5.462609159899357580e-01,5.934988843386784785e-01,2.744456222825373271e+00,6.237530963452996957e+00,3.074474455704597098e+00,5.307093595530189278e-02,3.827105466044169013e+00,4.342657847597044540e-01,3.947438141488018193e+00,2.748293531142986357e+00,3.177887012055772509e+00,4.801579223744502301e+00,1.372060862741850462e+00,6.040450280975263375e+00,4.374238833842106211e-01,4.711228609423172564e+00,4.356616499207985882e+00,7.493526426447693067e-01,1.977084959173398271e-01,5.524076242305574702e+00,3.830110497208565778e+00,2.518913770464358937e+00,5.732910804638664537e+00,2.455070206436752667e+00,1.705909176874128352e+00,4.612791467823412539e+00,4.071940117351725341e+00,5.912482285742816757e+00
4.701360229904120835e+00,5.451659316378678621e-01,2.675455412896136642e-01,2.132787561531123366e+00,6.029485176790434053e+00,3.685085575149622539e+00,2.056500677106909980e-01,2.437227837454913004e+00,6.097971124580890745e+00,2.325976939670963972e+00,4.796921599998348107e+00,8.010958787286273086e-01,3.275252436186924854e+00,5.844889799979106293e+00,2.794170963145786946e+00,1.344192691974392506e+00,5.474861736576900562e+00,5.266251732826795262e+00,1.935343463408763176e+00,2.789278235071235734e+00,3.283671288884533634e+00,2.981092185686311957e+00,5.465044658417779200e-01,5.931143948250293674e-01,2.744659849723916967e+00,6.237524448431902790e+00,3.074402729159469327e+00,5.290665787667193226e-02,3.826941806634253318e+00,4.343074144014524851e-01,3.947579747277401907e+00,2.748244392942796210e+00,3.178128953721527150e+00,4.801559315326010768e+00,1.372061623400340435e+00,6.040446664517985731e+00,4.375084760515533522e-01,4.711223172575539131e+00,4.356699276159350376e+00,7.493498899481467745e-01,1.977710160963813413e-01,5.524022037880537361e+00,3.830026221225102390e+00,2.519108301801555427e+00,5.733164000396962834e+00,2.455017945432077742e+00,1.706069920322778266e+00,4.612833664708128723e+00,4.071940184782391725e+00,5.912599805766607375e+00
4.701400229904121097e+00,5.451259316378678221e-01,2.676255412896136887e-01,2.132547561531123570e+00,6.029445176790433791e+00,3.685605575149622393e+00,2.056100677106909858e-01,2.436907837454913128e+00,6.097931124580890483e+00,2.325496939670963936e+00,4.796921599998348107e+00,8.010098674978043398e-01,3.275508571331959828e+00,5.844889799979106293e+00,2.794212367319553803e+00,1.344247404385009226e+00,5.474579999622956272e+00,5.266142529415449580e+00,1.935481233138391710e+00,2.789448519994321529e+00,3.283751557944667443e+00,2.980805435401431946e+00,5.460285030851127486e-01,5.936412873824205017e-01,2.744798461687747881e+00,6.237450880156768740e+00,3.074568649423766065e+00,5.284441965518449358e-02,3.826980570700150963e+00,4.345070304198409006e-01,3.947804755804689147e+00,2.748160155171125218e+00,3.178290248066906187e+00,4.801496277310341121e+00,1.372105534399530979e+00,6.040526535678826470e+00,4.374675652596611286e-01,4.711307443190049682e+00,4.356946016549649414e+00,7.493748481637096948e-01,1.978725437027837875e-01,5.523993118238539779e+00,3.829938790218696987e+00,2.518731588959754131e+00,5.733242216111601230e+00,2.455055338510017116e+00,1.706160953080177567e+00,4.612757337144152814e+00,4.072136619440983374e+00,5.912590217566281225e+00
4.701360229904120835e+00,5.451259316378678221e-01,2.675455412896136642e-01,2.132467561531123490e+00,6.029445176790433791e+00,3.685965575149622531e+00,2.055300677106909890e-01,2.436507837454913172e+00,6.097891124580890221e+00,2.325096939670963980e+00,5.128190639141235962e+00,8.010528749997275488e-01,3.275636641561224582e+00,5.844764580439441914e+00,2.794170962525110102e+00,1.344028565359929317e+00,5.474720975544370205e+00,5.266579617782529255e+00,1.935550155489104140e+00,2.789618978753718892e+00,3.283711942545732843e+00,2.980375755806579097e+00,5.453942731027073831e-01,5.943436396065819860e-01,2.744659910722733187e+00,6.237524462784835855e+00,3.074649972038769441e+00,5.284120375770519351e-02,3.826980160783400198e+00,4.345470355562949805e-01,3.947669274159522956e+00,2.748311943240748789e+00,3.178411220192325803e+00,4.801372913106170870e+00,1.372046094382546100e+00,6.040487205441496421e+00,4.377696287652365625e-01,4.711490663827050618e+00,4.356900789030779819e+00,7.494277191946293604e-01,1.977802179935428117e-01,5.524022754806985347e+00,3.829899709066909796e+00,2.519112751974577957e+00,5.733240221245107016e+00,2.455054640274964672e+00,1.706251191302382786e+00,4.612754116739560040e+00,4.072011793127195745e+00,5.912518175628925121e+00
4.701440229904120471e+00,5.450859316378677821e-01,2.674655412896136397e-01,2.132307561531123330e+00,6.029525176790433427e+00,3.686085575149622429e+00,2.054500677106909923e-01,2.436267837454913376e+00,6.097891124580890221e+00,2.324696939670964024e+00,4.799320094681253757e+00,8.011388862305505176e-01,3.275850091943332210e+00,5.844555888169279179e+00,2.794129557109842565e+00,1.343973855603659340e+00,5.474156928475742312e+00,5.266634277638709172e+00,1.935757063302103287e+00,2.789704280696965188e+00,3.283751836951132042e+00,2.980493455409435999e+00,5.452319863933082766e-01,5.945191888428764670e-01,2.744872100516177138e+00,6.237310327294442125e+00,3.074571838909409216e+00,5.278862411654271225e-02,3.826897731844727701e+00,4.346278569345644049e-01,3.947722279058548889e+00,2.748442213680278634e+00,3.178653166887301929e+00,4.801372259653291508e+00,1.371995224134826774e+00,6.040270849334487657e+00,4.377585155609506895e-01,4.711531306694015875e+00,4.356900222769761299e+00,7.494368941900217962e-01,1.979092251837556715e-01,5.523769001618507701e+00,3.829986209546805576e+00,2.519305269957770932e+00,5.733239342183581222e+00,2.455014058047443992e+00,1.706455941532287968e+00,4.612565021119952036e+00,4.071885913924309541e+00,5.912564335370936064e+00
