1.754669379578600807e+00,4.791809478278707957e+00,5.630307357613675734e+00,2.146904364309295765e+00,3.281293487951160159e+00,3.758256122416354206e+00,6.298727894166409325e-01,6.420595529283341651e-01,3.869123047294277473e+00,4.877432106137135293e+00,3.733398785540256171e+00,5.941664755196226722e+00,5.020237581626422418e+00,1.356465439392202210e+00,6.046457942985057343e+00
1.628469379578600718e+00,4.880689478278707583e+00,5.624027357613675449e+00,4.014688345374173295e+00,4.399754272153524326e+00,3.632862711323438631e+00,8.595987205781765450e-01,6.536093199413240962e-01,3.717246976470620190e+00,4.851728926310878265e+00,3.346223441098189255e+00,6.382535233406168906e+00,5.208162405151296248e+00,1.231296331153036716e+00,6.108578778495401984e+00
1.444749379578600834e+00,4.898409478278707319e+00,5.610707357613675228e+00,-1.303274226615713083e+01,3.082512448308565745e+00,3.519245124492197618e+00,1.026550818730347592e+00,5.352826353602049281e-01,3.558701635757663517e+00,5.040669658684167942e+00,1.625244061970799514e+00,8.197725890946399474e+00,5.263888171275029393e+00,1.285476698677537444e+00,6.074837675882197807e+00
1.422269379578600779e+00,4.890689478278707369e+00,5.619707357613675569e+00,-7.591037118287838226e+00,3.079004325244852236e+00,3.531990998038921248e+00,1.090884763750906483e+00,6.382193402998801446e-01,3.524717884361424414e+00,4.912421598653009092e+00,2.047438606218451085e+00,7.791978797122164124e+00,5.278291458230953026e+00,1.297074115756164048e+00,6.090324657677813391e+00
1.424589379578600878e+00,4.820929478278707769e+00,5.635787357613675219e+00,-1.232377873949981861e+01,4.729584738508268771e+00,3.666158721263109488e+00,9.767354094252468366e-01,5.213297453997740583e-01,3.529810373504263854e+00,4.895243608887719589e+00,3.140695367893353129e+00,6.669980840308789460e+00,5.109652771101122148e+00,1.300832346623927771e+00,6.077651527691051214e+00
1.446909379578600774e+00,4.849809478278707786e+00,5.632787357613675105e+00,-3.903355782579312816e+00,4.020585354520047616e+00,3.712743830125054600e+00,1.229028429950411727e+00,6.956691003962937048e-01,3.400357505913909506e+00,4.668593698649495138e+00,3.109184142159255870e+00,6.784019126277742728e+00,5.277421512785650748e+00,1.112706504293509369e+00,6.151646618097342589e+00
1.461109379578600764e+00,4.895249478278707933e+00,5.631467357613675340e+00,-5.655855639960822856e+00,3.547384577376751391e+00,3.721143397886449655e+00,1.217816860540348767e+00,6.629520350979344334e-01,3.395868874782994595e+00,4.695401741687304842e+00,3.630554877914395906e+00,6.262181361550747560e+00,5.265943503678335524e+00,1.140687981037483034e+00,6.139596500438199378e+00
1.513749379578600784e+00,5.029009478278707590e+00,5.644747357613675298e+00,-1.584357608219586311e+01,2.711503891427704982e+00,3.734938830023727618e+00,1.068724737463187635e+00,5.197730015571045969e-01,3.499502437915481323e+00,4.817785995220354778e+00,3.892863914914307166e+00,6.009607080706524940e+00,5.289419663316974329e+00,1.238196511188109916e+00,6.089589260503869284e+00
1.597869379578600757e+00,5.213969478278707825e+00,5.624747357613675725e+00,-2.104840799000204399e+01,2.421024140097819632e+00,3.802551099573322713e+00,1.124683968053857619e+00,4.742046673493863218e-01,3.440470255286385282e+00,4.871066681150538535e+00,4.465047729060893644e+00,5.451012172997617533e+00,5.308931323555555082e+00,1.194815334878745361e+00,6.042572782600937664e+00
1.558989379578600731e+00,5.326969478278707371e+00,5.621267357613676019e+00,-1.111351880461071140e+01,2.486254657540093671e+00,3.843088164555240382e+00,1.187986773560047116e+00,5.521386985147229698e-01,3.435732775750872658e+00,4.808669368207815431e+00,3.036823297921352527e+00,6.893690952117745852e+00,5.411958511327914501e+00,1.230203875999781760e+00,6.150619010383634233e+00
