9.995150136726052015e-01,9.999616568542495365e-01,9.994602354980122172e-01,9.996750380592228646e-01,9.996326030303803734e-01,1.000043899494936550e+00,9.987068988821919957e-01,9.995452563132923851e-01,9.996454903320081131e-01,9.989353526342736878e-01,9.994542369773086188e-01,9.992942628432226471e-01,1.000041615223689062e+00,9.995854314575051136e-01,1.000205104076400842e+00,1.000232000000000010e+00,1.000213999999999936e+00,1.000242000000000075e+00,1.000250000000000083e+00,9.996819999999999595e-01,1.000361999999999973e+00,1.000129999999999963e+00,9.998259999999999925e-01,9.992060000000000386e-01,1.000404000000000071e+00,9.997960000000000180e-01,1.000874000000000041e+00,9.998420000000000085e-01,1.000104000000000104e+00,1.000485999999999986e+00,9.999599999999999600e-01,1.000000000000000000e+00,9.998960000000000070e-01,9.997701938674518063e-01,9.999265944084090307e-01,9.996423029944865313e-01,9.999342512626584467e-01,9.999848284271247723e-01,9.998095908370715490e-01,1.000322768073325319e+00,1.000180702056147286e+00,9.999816568542494455e-01,9.999524192641962017e-01,1.000195379725677070e+00,9.999654314575050496e-01,1.000070015764646270e+00,1.000218835569799625e+00,1.000077138564286372e+00,9.998299999999999965e-01,9.999460000000000015e-01,1.000504000000000060e+00,9.996220000000000105e-01,1.000482000000000093e+00,9.991480000000000361e-01,1.000232000000000010e+00,1.000448000000000004e+00,1.000404000000000071e+00,1.000385999999999997e+00,1.000042000000000098e+00,9.997519999999999740e-01,1.000026000000000082e+00,9.999940000000000495e-01,1.000118000000000062e+00,9.999839999999999840e-01,9.999500000000000055e-01,9.999120000000000230e-01
9.990673913062411149e-01,9.999175649711574687e-01,9.989142699858976071e-01,9.993351471862575996e-01,9.992142354980122487e-01,1.000090192388155330e+00,9.974381825406948288e-01,9.990787050147401649e-01,9.993244365081389580e-01,9.978755423176434158e-01,9.988657546545272048e-01,9.985821825406947516e-01,1.000201606601717641e+00,9.992367624099468548e-01,1.000443178715550108e+00,1.000483999999999929e+00,1.000411999999999857e+00,1.000484000000000151e+00,1.000482000000000093e+00,9.993719999999999271e-01,1.000690000000000079e+00,1.000235999999999903e+00,9.996559999999999890e-01,9.983840000000000492e-01,1.000808000000000142e+00,9.996059999999999945e-01,1.001718000000000108e+00,9.996199999999999530e-01,1.000204000000000093e+00,1.000966000000000022e+00,9.999500000000000055e-01,9.999440000000000550e-01,9.997260000000000035e-01,9.994813669196235262e-01,9.997816913421349039e-01,9.992541207075988918e-01,9.998773309524416897e-01,9.999028873016277963e-01,9.995669979079589984e-01,1.000593251875403045e+00,1.000350575685169829e+00,1.000001112698372108e+00,9.998280603537994526e-01,1.000460457936163783e+00,9.998646705268546819e-01,1.000199043722601377e+00,1.000406206673505327e+00,1.000143590837071716e+00,9.996239999999999570e-01,9.999040000000000150e-01,1.000979999999999981e+00,9.991740000000000066e-01,1.001024000000000136e+00,9.983340000000000547e-01,1.000342000000000064e+00,1.000871999999999984e+00,1.000738000000000127e+00,1.000747999999999971e+00,1.000092000000000203e+00,9.995399999999999840e-01,9.999940000000000495e-01,1.000008000000000008e+00,1.000096000000000096e+00,9.999879999999999880e-01,1.000035999999999925e+00,9.998799999999999910e-01
9.985943547263146369e-01,9.998810294372515450e-01,9.983505557364414917e-01,9.989894573234191499e-01,9.988398177131123656e-01,1.000137606601717799e+00,9.961486880246046560e-01,9.986829735213413883e-01,9.989924623740530363e-01,9.967305690501092608e-01,9.983347698064288789e-01,9.978469809178233119e-01,1.000365689862838359e+00,9.989021852454805783e-01,1.000741688383542050e+00,1.000785999999999953e+00,1.000653999999999932e+00,1.000774000000000052e+00,1.000734000000000012e+00,9.990959999999998731e-01,1.000954000000000121e+00,1.000345999999999957e+00,9.994859999999999856e-01,9.977040000000000353e-01,1.001272000000000162e+00,9.994020000000000126e-01,1.002638000000000140e+00,9.994579999999999576e-01,1.000276000000000165e+00,1.001449999999999951e+00,9.998979999999999535e-01,9.999220000000000885e-01,9.996040000000000481e-01,9.992617029226991132e-01,9.996854659453905390e-01,9.988735536444003360e-01,9.998279669914109657e-01,9.998715649711574782e-01,9.993665973670018410e-01,1.000918120453791804e+00,1.000516934595566676e+00,9.999952548339958724e-01,9.996930237738730352e-01,1.000677929544932843e+00,9.998394156928587240e-01,1.000313544768621998e+00,1.000578941738241578e+00,1.000294377633636156e+00,9.994919999999999360e-01,9.998480000000000700e-01,1.001463999999999910e+00,9.987340000000000106e-01,1.001514000000000237e+00,9.975120000000000653e-01,1.000531999999999977e+00,1.001239999999999908e+00,1.001058000000000225e+00,1.001139999999999919e+00,1.000138000000000194e+00,9.992320000000000091e-01,9.999660000000000215e-01,1.000035999999999925e+00,1.000134000000000079e+00,9.999979999999999425e-01,1.000071999999999850e+00,9.998700000000000365e-01
9.981083475836397545e-01,9.998552720779386727e-01,9.977862557005477973e-01,9.986987882758607826e-01,9.984404709960243984e-01,1.000188727922061371e+00,9.948365660915164943e-01,9.982008156210713246e-01,9.986032750365314570e-01,9.957395196641293245e-01,9.977717433277701886e-01,9.971127584796717347e-01,1.000537003571337236e+00,9.985470222945767027e-01,1.001017662517627915e+00,1.001036000000000037e+00,1.000929999999999875e+00,1.000990000000000046e+00,1.000931999999999933e+00,9.987659999999998206e-01,1.001312000000000202e+00,1.000429999999999930e+00,9.992980000000000196e-01,9.969820000000000348e-01,1.001674000000000175e+00,9.992619999999999836e-01,1.003510000000000124e+00,9.992820000000000036e-01,1.000432000000000210e+00,1.001970000000000027e+00,9.998799999999999910e-01,9.999520000000000630e-01,9.995040000000000591e-01,9.990037044019954848e-01,9.996171902961143996e-01,9.985314718625760699e-01,9.997959669914109337e-01,9.998160086219713971e-01,9.991567323599506167e-01,1.001214018469432032e+00,1.000737628029742643e+00,9.999937401153701222e-01,9.995913511549772146e-01,1.000924472221513817e+00,9.997120273452103634e-01,1.000446288455329569e+00,1.000683149891043344e+00,1.000344495382642140e+00,9.993139999999999246e-01,9.997800000000001130e-01,1.001889999999999947e+00,9.983480000000000132e-01,1.002042000000000321e+00,9.966760000000001174e-01,1.000755999999999979e+00,1.001669999999999838e+00,1.001510000000000122e+00,1.001571999999999907e+00,1.000260000000000149e+00,9.989919999999999911e-01,9.999900000000000455e-01,9.999319999999999320e-01,1.000058000000000114e+00,1.000009999999999843e+00,1.000049999999999883e+00,9.999220000000000885e-01
9.976560891783063934e-01,9.998329289321881141e-01,9.972147754698074129e-01,9.984188471503637752e-01,9.980066389975621455e-01,1.000245213203435624e+00,9.934499588770540068e-01,9.977982557005476982e-01,9.982525227278524760e-01,9.947909139289633496e-01,9.972555366542649180e-01,9.964170715754260277e-01,1.000680317279836196e+00,9.981937588386093907e-01,1.001215988419435821e+00,1.001260000000000039e+00,1.001161999999999885e+00,1.001241999999999965e+00,1.001257999999999981e+00,9.984359999999997681e-01,1.001616000000000284e+00,1.000526000000000026e+00,9.990940000000000376e-01,9.961600000000000454e-01,1.002130000000000187e+00,9.990959999999999841e-01,1.004504000000000064e+00,9.991100000000000536e-01,1.000578000000000189e+00,1.002450000000000063e+00,9.998479999999999590e-01,9.999260000000000925e-01,9.993700000000000916e-01,9.987609277066988867e-01,9.994768227637462754e-01,9.982230885655616337e-01,9.997261177490059936e-01,9.997958076118446114e-01,9.988815536444004550e-01,1.001576978930912798e+00,1.000894966124859176e+00,9.999968111831819551e-01,9.995081135649239723e-01,1.001157893577751201e+00,9.996392161620283323e-01,1.000492940258945085e+00,1.000854378859125315e+00,1.000470018723239152e+00,9.991559999999999331e-01,9.997160000000001601e-01,1.002385999999999999e+00,9.979360000000000452e-01,1.002656000000000214e+00,9.958520000000000705e-01,1.000901999999999958e+00,1.002075999999999745e+00,1.001906000000000185e+00,1.001951999999999954e+00,1.000346000000000179e+00,9.987340000000000106e-01,1.000037999999999982e+00,9.999379999999998825e-01,1.000054000000000221e+00,1.000071999999999850e+00,1.000077999999999800e+00,9.998860000000000525e-01
9.971574459966621173e-01,9.997848873016277338e-01,9.966737388898809780e-01,9.981229060248668628e-01,9.975853425330059032e-01,1.000272142135623765e+00,9.920717953134055023e-01,9.973550181104944290e-01,9.979205485937665543e-01,9.937037482732737903e-01,9.967386020586982420e-01,9.957140207101496943e-01,1.000769438600179750e+00,9.978554745673618998e-01,1.001470891485710002e+00,1.001540000000000097e+00,1.001409999999999911e+00,1.001431999999999878e+00,1.001511999999999958e+00,9.981579999999997677e-01,1.002022000000000190e+00,1.000626000000000015e+00,9.989020000000000676e-01,9.954100000000000170e-01,1.002572000000000241e+00,9.988939999999999486e-01,1.005480000000000151e+00,9.989780000000000326e-01,1.000646000000000146e+00,1.002898000000000067e+00,9.998559999999999670e-01,9.998900000000000565e-01,9.992860000000001186e-01,9.984806865453081937e-01,9.993788400076889511e-01,9.979472408024531171e-01,9.997511888168179039e-01,9.997449289321881372e-01,9.986190109678195759e-01,1.001931161217800348e+00,1.001083860569161876e+00,9.999795893577749784e-01,9.994317962850874926e-01,1.001361122545832982e+00,9.995764466094065881e-01,1.000523349421873487e+00,1.000981708332270514e+00,1.000522470996024316e+00,9.990159999999999041e-01,9.996760000000001201e-01,1.002874000000000043e+00,9.974939999999999918e-01,1.003146000000000315e+00,9.950560000000000516e-01,1.001058000000000003e+00,1.002523999999999749e+00,1.002304000000000084e+00,1.002369999999999983e+00,1.000474000000000085e+00,9.984600000000000142e-01,1.000064000000000064e+00,1.000007999999999786e+00,1.000086000000000253e+00,1.000133999999999856e+00,1.000109999999999832e+00,9.998420000000000085e-01
9.966554388539872189e-01,9.998009791847197736e-01,9.960336398641139732e-01,9.978402369773085034e-01,9.971663389616683970e-01,1.000311849242405016e+00,9.907444931854707537e-01,9.969836800153778489e-01,9.975241394308380638e-01,9.926182811023940289e-01,9.961773831918840916e-01,9.950245261940594554e-01,1.000954208152801561e+00,9.974913826842698450e-01,1.001744137697734516e+00,1.001794000000000073e+00,1.001569999999999849e+00,1.001659999999999773e+00,1.001709999999999878e+00,9.978499999999997927e-01,1.002352000000000132e+00,1.000747999999999971e+00,9.987940000000000706e-01,9.946939999999999671e-01,1.003014000000000294e+00,9.986799999999999011e-01,1.006322000000000161e+00,9.988259999999999916e-01,1.000776000000000110e+00,1.003314000000000039e+00,9.998559999999999670e-01,9.998660000000000325e-01,9.991420000000000856e-01,9.982227382771362567e-01,9.992543217177257686e-01,9.975631676426002237e-01,9.997412390693496409e-01,9.997870624458404798e-01,9.984149952031733388e-01,1.002239979543657400e+00,1.001283340799902222e+00,9.999617817459304225e-01,9.993102241712551459e-01,1.001534552524041555e+00,9.995305557364413396e-01,1.000660720525579084e+00,1.001156108873227701e+00,1.000633944084089677e+00,9.988499999999999046e-01,9.995880000000001431e-01,1.003365999999999980e+00,9.970360000000000333e-01,1.003614000000000228e+00,9.942300000000000582e-01,1.001263999999999932e+00,1.002897999999999845e+00,1.002676000000000123e+00,1.002793999999999963e+00,1.000552000000000108e+00,9.982320000000000082e-01,1.000045999999999990e+00,1.000041999999999875e+00,1.000102000000000269e+00,1.000067999999999957e+00,1.000157999999999880e+00,9.998139999999999805e-01
9.961417246045310980e-01,9.997852218254068557e-01,9.954662687604083349e-01,9.974817689398769449e-01,9.967522643225190659e-01,1.000393405591591067e+00,9.893123296218222507e-01,9.964838652608583036e-01,9.971463663068789174e-01,9.915466129213874602e-01,9.956384485963174491e-01,9.943463956389999581e-01,1.001112107647738281e+00,9.971208557723352239e-01,1.001996747870789850e+00,1.002088000000000090e+00,1.001799999999999802e+00,1.001859999999999751e+00,1.001987999999999879e+00,9.976079999999998282e-01,1.002774000000000054e+00,1.000853999999999910e+00,9.986300000000000177e-01,9.938319999999999377e-01,1.003490000000000215e+00,9.984819999999998696e-01,1.007338000000000067e+00,9.986460000000000337e-01,1.000960000000000072e+00,1.003842000000000123e+00,9.998099999999999765e-01,9.998040000000000260e-01,9.989800000000000901e-01,9.980558022022731901e-01,9.991114186514516993e-01,9.972061066760561365e-01,9.996803690116645713e-01,9.997388198051533337e-01,9.981953728368092582e-01,1.002570262335608531e+00,1.001470912913734690e+00,9.999348528137422809e-01,9.992225931829197272e-01,1.001734609919248120e+00,9.994556943007275596e-01,1.000768635785161953e+00,1.001351571860025436e+00,1.000743074026404500e+00,9.986819999999999586e-01,9.994820000000000926e-01,1.003870000000000040e+00,9.966000000000000414e-01,1.004118000000000288e+00,9.934120000000000728e-01,1.001471999999999918e+00,1.003327999999999776e+00,1.003044000000000047e+00,1.003190000000000026e+00,1.000588000000000033e+00,9.980280000000000262e-01,9.999919999999999920e-01,1.000089999999999923e+00,1.000020000000000353e+00,1.000065999999999899e+00,1.000191999999999970e+00,9.998340000000000005e-01
9.957208301602283873e-01,9.997845857864375851e-01,9.949161611126700056e-01,9.971214014075088228e-01,9.963419470426826408e-01,1.000428920310216796e+00,9.879484000768894436e-01,9.960955982335535364e-01,9.968100992795742021e-01,9.904980071862213853e-01,9.950959073990329751e-01,9.936618300550978944e-01,1.001204743686707532e+00,9.967837933264946937e-01,1.002298571247280723e+00,1.002374000000000098e+00,1.002021999999999746e+00,1.002065999999999679e+00,1.002195999999999865e+00,9.973799999999998223e-01,1.003122000000000069e+00,1.000989999999999824e+00,9.984480000000000022e-01,9.930419999999999803e-01,1.004010000000000291e+00,9.982939999999999037e-01,1.008307999999999982e+00,9.984859999999999847e-01,1.001090000000000035e+00,1.004330000000000167e+00,9.996999999999999220e-01,9.997980000000000755e-01,9.988660000000001427e-01,9.978373600307557378e-01,9.990154861479261239e-01,9.967969121958596412e-01,9.996425613998199955e-01,9.997791959594928279e-01,9.979650728009155092e-01,1.002950921281898999e+00,1.001632978930912632e+00,9.999846934341758420e-01,9.991784266606783538e-01,1.001953010460205240e+00,9.994026821074187827e-01,1.000941421102429896e+00,1.001550499312917175e+00,1.000929710065373790e+00,9.985539999999999417e-01,9.994200000000000861e-01,1.004452000000000123e+00,9.961740000000000039e-01,1.004646000000000372e+00,9.925340000000000273e-01,1.001635999999999971e+00,1.003677999999999848e+00,1.003457999999999961e+00,1.003648000000000096e+00,1.000698000000000087e+00,9.977219999999999978e-01,9.999700000000000255e-01,1.000035999999999925e+00,9.999360000000003801e-01,9.999439999999999440e-01,1.000170000000000003e+00,9.997880000000000100e-01
9.952236514446781701e-01,9.997504939033455829e-01,9.943386478733406975e-01,9.968402384566049657e-01,9.959683074323758545e-01,1.000497405591590949e+00,9.866155918523001889e-01,9.956250971875330036e-01,9.964950957082366889e-01,9.894039039763723453e-01,9.945180941238098704e-01,9.928757583745413395e-01,1.001386300035893573e+00,9.964741364722452532e-01,1.002550696138961861e+00,1.002596000000000043e+00,1.002271999999999830e+00,1.002257999999999649e+00,1.002435999999999883e+00,9.970979999999998178e-01,1.003476000000000035e+00,1.001075999999999855e+00,9.982419999999999627e-01,9.922299999999999454e-01,1.004438000000000386e+00,9.980759999999998522e-01,1.009207999999999883e+00,9.983159999999999812e-01,1.001170000000000115e+00,1.004822000000000104e+00,9.996839999999999060e-01,9.997720000000001050e-01,9.987400000000001832e-01,9.975718467914264087e-01,9.988954115087768093e-01,9.964232740648493181e-01,9.996129547981021934e-01,9.997759741340859208e-01,9.977159945904287008e-01,1.003277840112819286e+00,1.001801095200622216e+00,1.000017563491860884e+00,9.990922185078766615e-01,1.002156532321506033e+00,9.993573353903307810e-01,1.001105821643387017e+00,1.001734405950528650e+00,1.001033869444940327e+00,9.984059999999999047e-01,9.993240000000001011e-01,1.004968000000000083e+00,9.957340000000000080e-01,1.005246000000000306e+00,9.916559999999999819e-01,1.001792000000000016e+00,1.004111999999999894e+00,1.003805999999999976e+00,1.003962000000000021e+00,1.000782000000000060e+00,9.975119999999999543e-01,9.999480000000000590e-01,1.000039999999999818e+00,9.998900000000003896e-01,9.999739999999999185e-01,1.000207999999999986e+00,9.998360000000000580e-01
