1.008920000000000039e+00,2.000430000000000152e+00,3.002629999999999910e+00,4.004999999999999893e+00,4.988229999999999720e+00,6.005790000000000184e+00,7.009229999999999627e+00,7.989110000000000156e+00,9.006940000000000168e+00,9.998469999999999303e+00,1.100445999999999991e+01,1.200880000000000081e+01,1.300717000000000034e+01,1.399840000000000018e+01,1.501411000000000051e+01,1.599413000000000018e+01,1.699814999999999898e+01,1.799100999999999928e+01,1.899023000000000039e+01,2.000879000000000119e+01,2.101344999999999885e+01,2.200141999999999953e+01,2.300000000000000000e+01,2.399106000000000094e+01,2.500005000000000166e+01,2.601439999999999841e+01,2.699427999999999983e+01,2.800656999999999996e+01,2.900822000000000145e+01,2.999733000000000160e+01,3.099944999999999951e+01,3.199430999999999869e+01,3.301292999999999722e+01,3.399786999999999892e+01,3.499918000000000262e+01,3.600603999999999871e+01,3.700632000000000232e+01,3.799817000000000178e+01,3.901682000000000272e+01,3.999249999999999972e+01,4.099840999999999980e+01,4.200267999999999802e+01,4.300334000000000145e+01,4.399987999999999744e+01,4.499199000000000126e+01,4.599607000000000312e+01,4.700314999999999799e+01,4.800672999999999746e+01,4.899792999999999665e+01,5.001203999999999894e+01,5.099994999999999834e+01,5.200014999999999787e+01,5.300023000000000195e+01,5.400019000000000347e+01
1.020359999999999934e+00,2.000000000000000000e+00,3.007019999999999804e+00,4.010790000000000077e+00,4.975200000000000067e+00,6.011560000000000237e+00,7.023079999999999323e+00,7.974720000000000475e+00,9.015990000000000393e+00,9.996219999999999217e+00,1.100816000000000017e+01,1.202064000000000021e+01,1.301633999999999958e+01,1.399643999999999977e+01,1.503003999999999962e+01,1.598829000000000100e+01,1.699583999999999762e+01,1.797982999999999976e+01,1.897815999999999903e+01,2.002155000000000129e+01,2.103054999999999808e+01,2.200403000000000020e+01,2.299998000000000076e+01,2.397783000000000087e+01,2.500034000000000134e+01,2.603149999999999764e+01,2.698768000000000100e+01,2.801599999999999824e+01,2.901940000000000097e+01,2.999496000000000251e+01,3.099863999999999820e+01,3.198598999999999748e+01,3.302864999999999895e+01,3.399542999999999893e+01,3.499833000000000283e+01,3.601064000000000220e+01,3.701485000000000269e+01,3.799672999999999945e+01,3.903769000000000489e+01,3.998331000000000301e+01,4.099629999999999797e+01,4.200674999999999670e+01,4.300800000000000267e+01,4.400011999999999546e+01,4.498291000000000395e+01,4.599138000000000659e+01,4.700710000000000122e+01,4.801599999999999824e+01,4.899509999999999366e+01,5.002648999999999546e+01,5.100005000000000166e+01,5.199996999999999758e+01,5.300017000000000422e+01,5.399986000000000530e+01
1.036780000000000035e+00,2.000090000000000146e+00,3.013129999999999864e+00,4.018250000000000099e+00,4.958429999999999893e+00,6.015600000000000058e+00,7.041059999999998986e+00,7.955390000000000406e+00,9.028190000000000381e+00,9.992949999999998667e+00,1.101215000000000011e+01,1.203657000000000110e+01,1.302844999999999942e+01,1.399357999999999969e+01,1.504912999999999990e+01,1.598248000000000069e+01,1.699254999999999782e+01,1.796330000000000027e+01,1.896180999999999983e+01,2.003964000000000212e+01,2.105210999999999899e+01,2.200625000000000142e+01,2.299962000000000018e+01,2.396221000000000245e+01,2.500191000000000230e+01,2.605317999999999756e+01,2.698010999999999981e+01,2.802610999999999919e+01,2.903520999999999930e+01,2.999215000000000231e+01,3.099615999999999971e+01,3.197473999999999705e+01,3.304860000000000042e+01,3.399217999999999762e+01,3.499587999999999965e+01,3.601418999999999926e+01,3.702714000000000283e+01,3.799356999999999829e+01,3.906311000000000178e+01,3.997286000000000428e+01,4.099284999999999712e+01,4.201122999999999763e+01,4.301488000000000511e+01,4.400010999999999228e+01,4.497153000000000134e+01,4.598508000000000351e+01,4.701205999999999818e+01,4.802823000000000064e+01,4.899178999999999462e+01,5.004266999999999399e+01,5.100003000000000242e+01,5.200045000000000073e+01,5.300056000000000722e+01,5.399992000000000303e+01
1.058189999999999964e+00,2.000220000000000109e+00,3.021329999999999849e+00,4.026430000000000398e+00,4.938119999999999621e+00,6.020450000000000301e+00,7.065929999999998934e+00,7.930000000000000604e+00,9.043150000000000688e+00,9.989009999999998612e+00,1.101511999999999958e+01,1.205860000000000198e+01,1.304415000000000013e+01,1.398978999999999928e+01,1.506874000000000002e+01,1.597597000000000023e+01,1.698909999999999698e+01,1.794252000000000180e+01,1.894198000000000093e+01,2.006260000000000332e+01,2.107774999999999821e+01,2.200838000000000250e+01,2.299886000000000053e+01,2.394217000000000084e+01,2.500440000000000396e+01,2.607884999999999920e+01,2.697062999999999988e+01,2.803832999999999842e+01,2.905651999999999902e+01,2.998893000000000342e+01,3.099280999999999864e+01,3.196062999999999832e+01,3.307390999999999792e+01,3.398940999999999946e+01,3.499159999999999826e+01,3.601688000000000045e+01,3.704448000000000008e+01,3.799098999999999648e+01,3.909367999999999910e+01,3.996054000000000173e+01,4.098802999999999486e+01,4.201737999999999573e+01,4.302449000000000723e+01,4.400010999999999228e+01,4.495814000000000021e+01,4.597841000000000378e+01,4.701833999999999492e+01,4.804397999999999769e+01,4.898772999999999200e+01,5.005777999999999395e+01,5.100063000000000102e+01,5.200074000000000041e+01,5.300053000000000480e+01,5.399943000000000382e+01
1.087690000000000046e+00,2.000450000000000284e+00,3.031139999999999723e+00,4.035610000000000142e+00,4.914460000000000051e+00,6.023420000000000663e+00,7.097819999999998686e+00,7.898220000000000240e+00,9.060950000000000060e+00,9.983949999999998326e+00,1.101474999999999937e+01,1.208546000000000120e+01,1.306231000000000009e+01,1.398348999999999975e+01,1.509000999999999948e+01,1.597035999999999945e+01,1.698738999999999777e+01,1.791552000000000078e+01,1.891891000000000034e+01,2.009101000000000425e+01,2.110759999999999792e+01,2.200983000000000089e+01,2.299966000000000221e+01,2.391937000000000069e+01,2.500906000000000518e+01,2.610773999999999972e+01,2.695961000000000141e+01,2.805278999999999812e+01,2.908461999999999748e+01,2.998627000000000464e+01,3.098848999999999876e+01,3.194289999999999807e+01,3.310231999999999886e+01,3.398469000000000051e+01,3.498678999999999917e+01,3.601606000000000307e+01,3.706696999999999775e+01,3.798688999999999538e+01,3.912877999999999901e+01,3.994642000000000337e+01,4.098113999999999635e+01,4.202346999999999611e+01,4.303842000000000922e+01,4.399951999999998975e+01,4.494485000000000241e+01,4.597205000000000297e+01,4.702442999999999529e+01,4.806595999999999691e+01,4.898290999999998974e+01,5.007317999999999358e+01,5.099949999999999761e+01,5.200142000000000309e+01,5.300017000000000422e+01,5.399899000000000626e+01
1.123680000000000012e+00,2.000580000000000247e+00,3.041569999999999663e+00,4.044509999999999827e+00,4.887739999999999974e+00,6.021510000000001028e+00,7.135459999999998359e+00,7.861730000000000551e+00,9.078829999999999956e+00,9.977919999999997458e+00,1.100978999999999886e+01,1.211747000000000085e+01,1.308126999999999995e+01,1.397660999999999909e+01,1.510938999999999943e+01,1.596586999999999890e+01,1.698726999999999876e+01,1.788128000000000029e+01,1.889536999999999978e+01,2.012561000000000533e+01,2.113600999999999885e+01,2.200854999999999961e+01,2.299918000000000262e+01,2.389546999999999954e+01,2.501617000000000601e+01,2.613601999999999848e+01,2.694932000000000016e+01,2.806956999999999880e+01,2.911827999999999861e+01,2.998287000000000546e+01,3.098076999999999970e+01,3.192261999999999844e+01,3.313252999999999560e+01,3.398199999999999932e+01,3.497934999999999661e+01,3.600998000000000587e+01,3.709479999999999933e+01,3.798157999999999390e+01,3.916497999999999990e+01,3.993299999999999983e+01,4.097227999999999781e+01,4.203007999999999811e+01,4.305547000000000679e+01,4.399944999999998885e+01,4.493092000000000041e+01,4.596641000000000332e+01,4.703035999999999461e+01,4.809142999999999546e+01,4.897843999999999198e+01,5.008440999999999121e+01,5.100007999999999697e+01,5.200173000000000201e+01,5.300001000000000317e+01,5.399799000000000859e+01
1.161999999999999922e+00,1.999590000000000201e+00,3.049249999999999794e+00,4.049729999999999386e+00,4.859650000000000247e+00,6.014530000000000598e+00,7.177599999999998204e+00,7.823930000000000717e+00,9.094319999999999737e+00,9.970579999999998222e+00,1.099803999999999959e+01,1.215253000000000050e+01,1.309680999999999962e+01,1.396957999999999878e+01,1.512191999999999936e+01,1.596375999999999884e+01,1.699029999999999774e+01,1.784379000000000204e+01,1.887534000000000134e+01,2.016175000000000495e+01,2.116040999999999883e+01,2.200440000000000040e+01,2.299866000000000099e+01,2.387471999999999994e+01,2.502534000000000702e+01,2.616062999999999761e+01,2.693792000000000186e+01,2.808598999999999890e+01,2.915568999999999988e+01,2.998000000000000398e+01,3.097211000000000070e+01,3.190110999999999919e+01,3.315935999999999240e+01,3.398026999999999731e+01,3.496978999999999616e+01,3.599908000000000641e+01,3.712633999999999901e+01,3.797393999999999181e+01,3.919608999999999810e+01,3.992105000000000103e+01,4.096345999999999776e+01,4.203596999999999895e+01,4.307543000000000433e+01,4.399860999999999223e+01,4.491989000000000232e+01,4.596403000000000105e+01,4.703662999999999528e+01,4.811756999999999351e+01,4.897564999999999458e+01,5.008949999999999392e+01,5.099997999999999365e+01,5.200290999999999997e+01,5.299999000000000393e+01,5.399808000000000874e+01
1.200479999999999992e+00,1.998390000000000111e+00,3.052719999999999878e+00,4.052709999999999368e+00,4.832110000000000127e+00,6.003870000000000928e+00,7.219069999999998544e+00,7.790160000000001084e+00,9.103469999999999729e+00,9.966799999999997439e+00,1.097879999999999967e+01,1.218608000000000047e+01,1.310604000000000013e+01,1.396288999999999803e+01,1.512758000000000003e+01,1.596507999999999861e+01,1.699705999999999761e+01,1.780698000000000292e+01,1.886156000000000077e+01,2.019658000000000442e+01,2.117688000000000059e+01,2.199596000000000018e+01,2.299843000000000259e+01,2.386064999999999969e+01,2.503707000000000704e+01,2.617845999999999762e+01,2.692832000000000292e+01,2.809890000000000043e+01,2.919146999999999892e+01,2.998254000000000374e+01,3.096336000000000155e+01,3.188241000000000014e+01,3.317982999999999549e+01,3.398196999999999690e+01,3.495861999999999625e+01,3.598477000000000459e+01,3.715547000000000111e+01,3.796420999999999424e+01,3.921868999999999517e+01,3.991440000000000055e+01,4.095209999999999440e+01,4.204052000000000078e+01,4.309559000000000140e+01,4.399735999999999336e+01,4.491374000000000422e+01,4.596670999999999907e+01,4.704146999999999679e+01,4.814017999999999375e+01,4.897272999999999143e+01,5.008737999999999602e+01,5.099980999999999653e+01,5.200124000000000279e+01,5.299950000000000472e+01,5.399792000000000769e+01
1.236760000000000081e+00,1.998020000000000129e+00,3.051739999999999675e+00,4.054739999999999789e+00,4.806210000000000093e+00,5.989850000000000563e+00,7.255499999999998728e+00,7.762210000000001386e+00,9.107029999999999959e+00,9.963079999999997938e+00,1.095472999999999963e+01,1.221698000000000128e+01,1.310973000000000077e+01,1.395857999999999777e+01,1.512644000000000055e+01,1.597151999999999816e+01,1.700430999999999671e+01,1.777255000000000251e+01,1.885668000000000077e+01,2.022668000000000532e+01,2.118562000000000012e+01,2.198327000000000098e+01,2.299768000000000256e+01,2.385537000000000063e+01,2.504782000000000863e+01,2.618747999999999720e+01,2.691798000000000357e+01,2.810997000000000057e+01,2.922184000000000026e+01,2.998927000000000476e+01,3.095277000000000100e+01,3.186439999999999984e+01,3.319208999999999321e+01,3.398811999999999500e+01,3.494900999999999414e+01,3.597181000000000495e+01,3.718171000000000248e+01,3.795040999999999087e+01,3.923004999999999853e+01,3.991344999999999743e+01,4.094033999999999196e+01,4.204307000000000016e+01,4.311120000000000374e+01,4.399778999999999485e+01,4.491261000000000081e+01,4.597379999999999711e+01,4.704411999999999949e+01,4.815934999999999633e+01,4.897267999999998978e+01,5.008026999999999873e+01,5.100074999999999648e+01,5.200044000000000466e+01,5.299907000000000323e+01,5.399808000000000874e+01
1.270680000000000032e+00,1.997150000000000203e+00,3.049389999999999823e+00,4.054839999999999556e+00,4.783420000000000449e+00,5.973380000000000578e+00,7.286989999999998524e+00,7.740620000000001610e+00,9.106180000000000163e+00,9.961909999999997822e+00,1.092722999999999978e+01,1.224390000000000178e+01,1.310864000000000118e+01,1.395695999999999692e+01,1.511852999999999980e+01,1.598258999999999830e+01,1.701178999999999775e+01,1.774414000000000158e+01,1.885752000000000095e+01,2.025071000000000510e+01,2.118877000000000166e+01,2.196884000000000015e+01,2.299807000000000201e+01,2.385707000000000022e+01,2.506019000000000929e+01,2.619124999999999659e+01,2.690987000000000506e+01,2.811723999999999890e+01,2.924733000000000160e+01,2.999927000000000632e+01,3.094173999999999936e+01,3.184897000000000133e+01,3.319860999999999507e+01,3.399850999999999601e+01,3.493767999999999319e+01,3.596006000000000569e+01,3.720450000000000301e+01,3.793572999999999240e+01,3.923306999999999789e+01,3.991702000000000083e+01,4.092996999999999019e+01,4.204523000000000366e+01,4.312508000000000408e+01,4.399767999999999546e+01,4.491772000000000276e+01,4.598396999999999935e+01,4.704522999999999655e+01,4.817446999999999946e+01,4.897449999999999193e+01,5.007233999999999696e+01,5.100085999999999586e+01,5.199948000000000548e+01,5.299896000000000384e+01,5.399797000000000935e+01
