9.899900000000000366e-01,2.000379999999999825e+00,3.010289999999999910e+00,3.998479999999999812e+00,4.994519999999999627e+00,5.989220000000000432e+00,6.995689999999999742e+00,8.017929999999999779e+00,9.004830000000000112e+00,9.999349999999999739e+00,1.100601999999999947e+01,1.198903999999999925e+01,1.300508999999999915e+01,1.399973999999999918e+01,1.500877000000000017e+01,1.601648000000000138e+01,1.699671999999999983e+01,1.801801000000000030e+01,1.900009000000000015e+01,2.000030999999999892e+01,2.100021999999999878e+01,2.199982999999999933e+01,2.299999000000000038e+01
9.799200000000000133e-01,2.000079999999999636e+00,3.021970000000000045e+00,3.996529999999999916e+00,4.988909999999999734e+00,5.977810000000000734e+00,6.990899999999999892e+00,8.036419999999999675e+00,9.010329999999999728e+00,9.998359999999999914e+00,1.101221999999999923e+01,1.197818000000000005e+01,1.301046999999999976e+01,1.399885999999999875e+01,1.501724000000000103e+01,1.603324000000000282e+01,1.699294000000000082e+01,1.803608000000000189e+01,1.899945999999999913e+01,1.999992999999999910e+01,2.100038999999999945e+01,2.200009000000000015e+01,2.300107000000000212e+01
9.689900000000000180e-01,1.999529999999999585e+00,3.034800000000000164e+00,3.994180000000000064e+00,4.983799999999999564e+00,5.966380000000000905e+00,6.985430000000000028e+00,8.054710000000000036e+00,9.016379999999999839e+00,9.997650000000000148e+00,1.101811000000000007e+01,1.196687999999999974e+01,1.301680999999999955e+01,1.399774999999999814e+01,1.502672000000000097e+01,1.605188000000000415e+01,1.698824000000000112e+01,1.805469000000000079e+01,1.899946999999999875e+01,1.999958999999999776e+01,2.099903000000000119e+01,2.200108000000000175e+01,2.300064000000000064e+01
9.581899999999999862e-01,1.999159999999999604e+00,3.047690000000000232e+00,3.992360000000000131e+00,4.978039999999999132e+00,5.955400000000000915e+00,6.979429999999999801e+00,8.072729999999999961e+00,9.022489999999999455e+00,9.995520000000000849e+00,1.102388000000000012e+01,1.195486000000000004e+01,1.302345000000000041e+01,1.399611999999999767e+01,1.503579000000000043e+01,1.607145000000000579e+01,1.698317000000000121e+01,1.807434999999999903e+01,1.899971000000000032e+01,2.000014999999999787e+01,2.099943000000000026e+01,2.200058000000000291e+01,2.299978000000000122e+01
9.458199999999999941e-01,1.999119999999999564e+00,3.062000000000000277e+00,3.989920000000000133e+00,4.971979999999999400e+00,5.942870000000000985e+00,6.973139999999999894e+00,8.091760000000000730e+00,9.028469999999998663e+00,9.993180000000000618e+00,1.102913000000000032e+01,1.194327000000000005e+01,1.303047000000000111e+01,1.399374999999999680e+01,1.504334000000000060e+01,1.609114000000000644e+01,1.697766000000000020e+01,1.809353999999999729e+01,1.899962999999999980e+01,2.000002999999999886e+01,2.099946999999999875e+01,2.200056000000000367e+01,2.299930000000000163e+01
9.340399999999999814e-01,1.999769999999999603e+00,3.077380000000000226e+00,3.987000000000000099e+00,4.965319999999999290e+00,5.931340000000001389e+00,6.966249999999999609e+00,8.111019999999999897e+00,9.036089999999997957e+00,9.990410000000000679e+00,1.103533999999999970e+01,1.193214000000000041e+01,1.303784000000000098e+01,1.399108999999999625e+01,1.505154000000000103e+01,1.611212000000000799e+01,1.697167999999999921e+01,1.811302999999999841e+01,1.900053000000000125e+01,1.999987999999999744e+01,2.100000000000000000e+01,2.200066000000000344e+01,2.299948000000000192e+01
9.230099999999999971e-01,1.999859999999999527e+00,3.092820000000000125e+00,3.984240000000000226e+00,4.958569999999999034e+00,5.919540000000001356e+00,6.959049999999999514e+00,8.130399999999999849e+00,9.044159999999997979e+00,9.987260000000000915e+00,1.104154999999999909e+01,1.191971999999999987e+01,1.304510000000000147e+01,1.398767999999999567e+01,1.505934000000000061e+01,1.613282000000000949e+01,1.696512999999999849e+01,1.813254999999999839e+01,1.900103000000000009e+01,1.999996999999999758e+01,2.100110000000000099e+01,2.199999000000000393e+01,2.299911000000000172e+01
9.103099999999999525e-01,2.000109999999999388e+00,3.109129999999999949e+00,3.981620000000000381e+00,4.951169999999999405e+00,5.908290000000000930e+00,6.950089999999999435e+00,8.148609999999999687e+00,9.053119999999998058e+00,9.983150000000000190e+00,1.104714999999999847e+01,1.190789000000000009e+01,1.305323000000000100e+01,1.398343999999999632e+01,1.506672999999999973e+01,1.615438000000001040e+01,1.695725999999999800e+01,1.815215999999999852e+01,1.900114999999999910e+01,1.999843999999999866e+01,2.100228000000000250e+01,2.200024000000000513e+01,2.299863000000000213e+01
8.977999999999999314e-01,2.000359999999999250e+00,3.126920000000000144e+00,3.979700000000000237e+00,4.944019999999999193e+00,5.896940000000000737e+00,6.940389999999999837e+00,8.168089999999999407e+00,9.062109999999998777e+00,9.978540000000000632e+00,1.105247999999999919e+01,1.189634999999999998e+01,1.306183000000000050e+01,1.398000999999999650e+01,1.507497000000000043e+01,1.617633000000001076e+01,1.694854999999999734e+01,1.817211999999999961e+01,1.900101000000000084e+01,1.999874999999999758e+01,2.100250000000000128e+01,2.200057000000000684e+01,2.299850000000000350e+01
8.851399999999999268e-01,1.999479999999999258e+00,3.145020000000000149e+00,3.977090000000000458e+00,4.936709999999998821e+00,5.887270000000000891e+00,6.931210000000000093e+00,8.187289999999999068e+00,9.071839999999998128e+00,9.972409999999999997e+00,1.105726999999999904e+01,1.188480999999999987e+01,1.307094999999999985e+01,1.397485999999999606e+01,1.508223000000000091e+01,1.619895000000001062e+01,1.693910999999999589e+01,1.819186999999999799e+01,1.900103999999999971e+01,1.999870999999999910e+01,2.100392000000000081e+01,2.200189000000000661e+01,2.299817000000000178e+01
