8.000003389824762445e-01,1.800004999875003175e+00,3.199999626168922973e+00,4.199999893048185662e+00,4.800000066445160307e+00,6.199999965126423263e+00,6.800000054945039452e+00,8.199999952380963464e+00,8.800013332444503789e+00,9.800000377357777737e+00,1.119999992094864716e+01,1.219999996112731644e+01,1.319999958333420054e+01,1.380000016129019258e+01,1.519999992727275284e+01,1.580000003679852050e+01,1.680000003228409611e+01,1.819999994923859177e+01,1.880000444434568152e+01,1.980000059701314186e+01,2.119999500012499638e+01,2.219999882353633325e+01,2.319999636370247842e+01
9.193677213969935202e-01,1.940572475486304072e+00,3.398676219215285954e+00,4.389736697458912040e+00,4.600101274647509619e+00,6.400846808297307788e+00,6.628220451421830361e+00,8.391649225168048787e+00,8.951147051074146432e+00,9.885335975121222418e+00,1.139762689322643574e+01,1.236898109187917427e+01,1.338539903739588510e+01,1.374747663453959134e+01,1.539250386693980488e+01,1.559982516279175968e+01,1.660074535466124956e+01,1.840116904573413237e+01,1.893837921898879628e+01,1.967662142962963756e+01,2.116606851254794819e+01,2.239888515779158595e+01,2.337224263975664940e+01
1.085449744532100524e+00,2.021924243604135807e+00,3.325182106893021405e+00,4.583505442536444541e+00,4.400744354813094894e+00,6.577974455488433847e+00,6.538393860848620065e+00,8.588725606796430156e+00,8.835524167804667428e+00,1.003830327111096032e+01,1.159549351396033678e+01,1.246509707016038426e+01,1.339027617351911204e+01,1.383800757653139968e+01,1.559095515418208144e+01,1.548649376439188430e+01,1.640215038493348487e+01,1.853925635670665173e+01,1.909523433210545562e+01,1.964054426870806935e+01,2.130002676808704720e+01,2.255075452030860461e+01,2.355646184845744884e+01
1.251152963854184730e+00,1.931229462315882994e+00,3.180984264207617596e+00,4.755391436952801421e+00,4.213347088412558783e+00,6.704821679217503494e+00,6.468088085505535823e+00,8.791172009355225470e+00,8.674487242903246909e+00,1.019339839731220110e+01,1.177968083921879838e+01,1.255468557878695890e+01,1.326043638821807313e+01,1.392929756673203379e+01,1.578459085696229991e+01,1.548848871557063944e+01,1.622650789175997232e+01,1.848799971307808576e+01,1.908452004955560000e+01,1.950852430190320064e+01,2.146860609851690072e+01,2.269314022320548219e+01,2.354663368598583162e+01
1.339534228758046952e+00,1.849875990049213881e+00,3.008436040914838738e+00,4.882896789643729640e+00,4.016097153919006679e+00,6.777202065165424116e+00,6.389982335148573611e+00,8.997976927573354544e+00,8.494948422431065183e+00,1.026350798774286943e+01,1.196768634272117637e+01,1.267709995661988565e+01,1.309476475365291037e+01,1.397512352925976664e+01,1.597144574932552352e+01,1.548970437068019734e+01,1.608521054227039926e+01,1.835478789855514847e+01,1.899217438497444732e+01,1.943227855710926022e+01,2.157440327802908087e+01,2.267197954577409291e+01,2.346424731289059196e+01
1.320841303284501222e+00,1.763656930842503634e+00,2.817430025492230872e+00,4.967068918600475946e+00,3.810534378035393299e+00,6.837505412977667341e+00,6.339829589828950951e+00,9.206852794889448077e+00,8.299659648348344021e+00,1.033029071288536471e+01,1.215953094105504739e+01,1.282501134016147759e+01,1.290742612766203656e+01,1.394965468698403122e+01,1.611549370842420359e+01,1.538628627423490336e+01,1.598437792706529947e+01,1.818627144221287750e+01,1.892032999768638390e+01,1.943757358894671228e+01,2.151231374523472439e+01,2.266026976900654688e+01,2.340191638193769919e+01
1.264342517643126662e+00,1.630816001177048946e+00,2.614306814489273822e+00,5.040835569294999097e+00,3.621671722367819868e+00,6.933379447321056155e+00,6.404058870141282611e+00,9.408749379998054607e+00,8.096723850099511566e+00,1.036783032214601441e+01,1.231498460509152260e+01,1.299497084509988376e+01,1.271142463514909693e+01,1.391730520682527050e+01,1.614247276762452898e+01,1.522876552351987200e+01,1.595318102737348909e+01,1.801086502487335750e+01,1.886622132418182574e+01,1.940440259426488723e+01,2.139884640247803560e+01,2.257363043847547246e+01,2.337071764142416797e+01
1.159118677621744808e+00,1.480439777984524641e+00,2.414110306994008859e+00,5.099518539809573703e+00,3.580805169024596779e+00,7.084079380492426914e+00,6.535051435497480909e+00,9.572524957020940306e+00,7.967805470794367295e+00,1.042856472770662002e+01,1.231436367264081078e+01,1.315040403072990927e+01,1.260086280810398307e+01,1.391776211207172942e+01,1.608919965107384797e+01,1.504625589008999498e+01,1.598775032010890840e+01,1.790549994292613079e+01,1.877408420869204519e+01,1.942206115864552274e+01,2.126159498477395005e+01,2.245198342756030385e+01,2.330754382736286701e+01
1.011909086004362468e+00,1.301054907390640558e+00,2.253127005817487483e+00,5.124338641926152960e+00,3.646301237002436579e+00,7.269019072711849105e+00,6.686892368465842118e+00,9.677293903780972428e+00,7.997849362335171186e+00,1.047307208570465242e+01,1.221589902929807181e+01,1.322474275022553591e+01,1.263813678132645002e+01,1.393735654326227724e+01,1.604535162499181666e+01,1.487737069637683973e+01,1.606035112881485105e+01,1.789322383998349508e+01,1.868813861632282070e+01,1.944019499680835494e+01,2.112331192242642786e+01,2.232837928224633472e+01,2.323502229947052555e+01
8.318512870620342614e-01,1.176922255459558198e+00,2.163467230933194152e+00,5.128546157749009460e+00,3.751316873650706096e+00,7.471225365704957433e+00,6.815774008492951452e+00,9.728717745939922779e+00,8.106168251209963316e+00,1.047438856188302481e+01,1.207504577085929398e+01,1.320753133699589554e+01,1.275156892810115750e+01,1.393271327339473409e+01,1.606060110448900957e+01,1.476007295727436563e+01,1.614708601300812774e+01,1.793559999183882780e+01,1.869874940448618617e+01,1.946489392029307908e+01,2.102392054159125578e+01,2.221303549660590804e+01,2.316353339332432881e+01
6.304465602633276822e-01,1.095546855878574810e+00,2.147016299161483843e+00,5.131196376644565404e+00,3.842362965297965616e+00,7.646915858214176076e+00,6.894858990520729591e+00,9.741742219526752677e+00,8.228324244627586381e+00,1.042161768951508805e+01,1.194086311887759067e+01,1.317138548165861955e+01,1.287710260395177464e+01,1.387042423374113653e+01,1.612776380242213392e+01,1.471653700210966065e+01,1.623202449172104167e+01,1.799746728962331943e+01,1.873576683571455348e+01,1.943614097228278581e+01,2.093543241661147292e+01,2.224084154939245650e+01,2.310494532782691479e+01
