-2.663265334555621990e-05,3.767816093187587728e-02,9.992899256369461858e-01
-3.722213831190340555e-04,7.755978275523024712e-02,9.969876335994360961e-01
-1.675934761484665055e-03,1.200634431214985531e-01,9.927648064211814782e-01
-4.573846318726613146e-03,1.645360240294917731e-01,9.863604699735382120e-01
-9.788867774609943603e-03,2.123272729904512879e-01,9.771495828234946224e-01
-1.787171938958956666e-02,2.621210776703072343e-01,9.648694949510097096e-01
-2.988101929461397036e-02,3.144822739912782605e-01,9.487929300069586347e-01
-4.598377154046968951e-02,3.676048103795252486e-01,9.288445489643286646e-01
-6.617712006089195020e-02,4.207867557749118137e-01,9.047425572752013645e-01
-9.145646610893709560e-02,4.731699889495271094e-01,8.762110912128248108e-01
-1.210876553343784023e-01,5.237764614246853689e-01,8.432057863790178853e-01
-1.537895608073355236e-01,5.712227056208519782e-01,8.062588861959167907e-01
-1.886560447410758901e-01,6.148174376272284025e-01,7.657730833426716899e-01
-2.242943561196727165e-01,6.532588826849886621e-01,7.231492750504708855e-01
-2.599563438449620234e-01,6.868749930019332206e-01,6.786939245958769629e-01
-2.933068249404678918e-01,7.157970630069490081e-01,6.337236551005237528e-01
-3.241592749219148750e-01,7.400618442250428419e-01,5.892615982773073968e-01
-3.513429697652994399e-01,7.603317121989824345e-01,5.463092576746833018e-01
-3.747430865254084420e-01,7.774184334354280468e-01,5.051615567877421054e-01
-3.938627587621647552e-01,7.917099695944379567e-01,4.669769280221784946e-01
-4.095703644000784349e-01,8.034680921700529943e-01,4.320777030463412993e-01
-4.221071737309985972e-01,8.136098614392975881e-01,3.998306232063215671e-01
-4.315521212846227805e-01,8.225180673949462618e-01,3.704413522052107388e-01
-4.387747046797805250e-01,8.302638961283005381e-01,3.437129926537923486e-01
-4.435073329582184254e-01,8.371129877853844548e-01,3.202235020939511179e-01
-4.470585695128121984e-01,8.430438482451075854e-01,2.990245898939383196e-01
-4.482264406226485476e-01,8.488052539925411422e-01,2.803973942842710176e-01
-4.488578224057172550e-01,8.537879908770430459e-01,2.637664154120838433e-01
-4.484163307045542779e-01,8.583945648752751012e-01,2.491617252911266789e-01
-4.479562899958639544e-01,8.623414788312236956e-01,2.360134236443334754e-01
-4.471005022845295218e-01,8.658523251523869702e-01,2.245014295837038654e-01
-4.465532361209629264e-01,8.686443394713926347e-01,2.145861570889497916e-01
-4.459058141856299673e-01,8.711377175752283986e-01,2.056382306218181300e-01
-4.447831990190930784e-01,8.735155382353250175e-01,1.978345529269153746e-01
-4.438402788671172439e-01,8.756038323109721633e-01,1.905878687049588072e-01
-4.419255954877515102e-01,8.780230939607892582e-01,1.837857843368716493e-01
-4.407176484171744235e-01,8.797162531657645168e-01,1.785140562802393915e-01
-4.392168112387531687e-01,8.814849172306508107e-01,1.734154935988545809e-01
-4.377239110306836989e-01,8.830887706660115466e-01,1.689733731556383733e-01
-4.361060852525115994e-01,8.845994237561599638e-01,1.652130197532826750e-01
-4.356173178580292071e-01,8.854435904514564859e-01,1.619481414237597117e-01
-4.344801549868826385e-01,8.865565601737651624e-01,1.588850544747223981e-01
-4.335630773273468908e-01,8.874966592909526719e-01,1.561177047161523002e-01
-4.329341030996557982e-01,8.882612046270064177e-01,1.534929794090792443e-01
-4.328024654185114173e-01,8.887313097699647280e-01,1.511247331253925130e-01
-4.322685169509212777e-01,8.893368731714718090e-01,1.490766758102708422e-01
-4.322073044757333560e-01,8.895801732186504607e-01,1.477970276226714397e-01
-4.317270303064736359e-01,8.901402278949397395e-01,1.458154518077488249e-01
-4.317521798428026747e-01,8.903905412400738850e-01,1.442038115695851996e-01
-4.315991980009546980e-01,8.906556128828728713e-01,1.430199689734505675e-01
-4.308060643510255860e-01,8.912551667615908890e-01,1.416699073167936307e-01
-4.306556824014931006e-01,8.915108076926637759e-01,1.405139245145426707e-01
-4.307148410725867294e-01,8.915773232914584456e-01,1.399092644261077933e-01
-4.308203282197221040e-01,8.916320452650315920e-01,1.392341217128456321e-01
-4.313507751712559735e-01,8.915565485840862836e-01,1.380703785610382650e-01
-4.312032941752090287e-01,8.917504816895407416e-01,1.372763544785486345e-01
-4.307260196622867410e-01,8.920951312934233268e-01,1.365334124251390835e-01
-4.305281015255648103e-01,8.923182395749752471e-01,1.356971374738980274e-01
-4.306066007394913631e-01,8.923860186533479899e-01,1.350005522640803368e-01
-4.310232721887344853e-01,8.922596283434839348e-01,1.345053696328288306e-01
-4.313075207945403777e-01,8.921742044407326988e-01,1.341603944411794147e-01
-4.315736398090960768e-01,8.920378494859255714e-01,1.342112830817649149e-01
-4.311895000772563713e-01,8.923086408976452777e-01,1.336446946291647841e-01
-4.316278418762471980e-01,8.921435905502490549e-01,1.333312414903687904e-01
-4.314768132111322374e-01,8.922325118079392769e-01,1.332250146708996719e-01
-4.318206265314504244e-01,8.921195358603193348e-01,1.328671525936865605e-01
-4.313297563896874576e-01,8.923934085844149600e-01,1.326221910839289753e-01
-4.317531162010250223e-01,8.922332170223434833e-01,1.323220808960615669e-01
-4.319767071988154794e-01,8.921653769707882375e-01,1.320494777431565347e-01
-4.318297229618139887e-01,8.922689268638348548e-01,1.318303930054966211e-01
-4.320561354330160753e-01,8.922157982079917948e-01,1.314475761007533328e-01
-4.320431139455018221e-01,8.921902757217547997e-01,1.316634330397517261e-01
-4.316888158647697593e-01,8.924343142833162101e-01,1.311707320515530795e-01
-4.315280676001196358e-01,8.925312997088278300e-01,1.310397112076219228e-01
-4.311247737806496172e-01,8.927704698619408630e-01,1.307375905203739253e-01
-4.310382710512422610e-01,8.928854559553186521e-01,1.302365979002010343e-01
-4.312535419275591031e-01,8.928325389069228235e-01,1.298862581028229768e-01
-4.319438846320099445e-01,8.924425621243612383e-01,1.302718459142816476e-01
-4.317400841189220073e-01,8.925615426929077723e-01,1.301322107344782819e-01
-4.325661177808758362e-01,8.921518197175331011e-01,1.301986341044932827e-01
-4.327986649986125811e-01,8.920902063539979387e-01,1.298475232828879833e-01
-4.327158782018849514e-01,8.921637889067791649e-01,1.296176782521260284e-01
-4.321604811758175679e-01,8.924558347467991259e-01,1.294600383758631179e-01
-4.325315773310267620e-01,8.922582259792584125e-01,1.295827642237987187e-01
-4.323701366430790505e-01,8.923763485627494996e-01,1.293078399210939866e-01
-4.324295583971747847e-01,8.923295628365518484e-01,1.294319447136321466e-01
-4.325865357796633837e-01,8.922954721533628009e-01,1.291420901052679204e-01
-4.330681726701691714e-01,8.920434610938248188e-01,1.292687949192319885e-01
-4.328657281303877613e-01,8.921553543149385312e-01,1.291746305484781088e-01
-4.326817459618175210e-01,8.922155021609284864e-01,1.293754397679696411e-01
-4.326159242728198628e-01,8.922732302847307118e-01,1.291973087290356204e-01
-4.328545340149705933e-01,8.921601818752129542e-01,1.291787995727997906e-01
-4.336417201233415675e-01,8.917442095846007666e-01,1.294106766878415360e-01
-4.332632100766219407e-01,8.919004484473672667e-01,1.296016236529706211e-01
-4.334999556961008360e-01,8.917825951266326046e-01,1.296209529385081993e-01
-4.327860713256069802e-01,8.921369202676249222e-01,1.295682521374123819e-01
-4.329686011491268860e-01,8.920828190089032939e-01,1.293307173416148315e-01
-4.333274319058916246e-01,8.919153721890716868e-01,1.292838180542125182e-01
-4.330851912570736206e-01,8.920409133416065117e-01,1.292293543994412486e-01
-4.333049385188134650e-01,8.919574465149109344e-01,1.290687563347809319e-01
