9.504599999999999715e-01,9.835800000000000098e-01,1.021819999999999951e+00,1.001164676399077136e+00,1.001644249033991185e+00,8.577039481833548251e-01,1.001462650515844599e+00,9.328453890970257456e-01,9.235586292939983455e-01,9.715811799747049449e-01,9.791332071782592461e-01,9.916774348275899653e-01,1.014466302049319202e+00,1.105165127953001480e+00,8.586607819396669949e-01,9.481094336388300459e-01,9.618311410171853648e-01,9.674543888045261664e-01,1.002276704756965398e+00,9.968989111345194498e-01,9.996901125804047439e-01,9.987558283322554020e-01,1.001071166465953954e+00,9.983535803494095751e-01,1.000738358883659807e+00,9.994353459820553010e-01,1.000249222348711164e+00,1.000880089207640822e+00,1.000185657505271219e+00,1.001162963381226678e+00,1.000140945414974114e+00,1.000742995920203882e+00,1.001073991292082965e+00,1.000857601294673938e+00,9.997461370794149538e-01,1.000130438538121558e+00,9.906536809306710767e-01,1.013974062246318475e+00,9.966599261316065883e-01,1.001323259492822748e+00,1.000445899682854023e+00,9.996326360321037274e-01,9.975076614080042869e-01,1.008883699511519128e+00,9.929780007506486816e-01,9.997977470912262632e-01,1.001343189038584436e+00,9.996193864786467875e-01,9.972467197716600174e-01,9.981653144199398309e-01,1.001612946220155287e+00,1.000865706759875851e+00,1.000603406416202601e+00,9.994890316610162140e-01,9.988888895432953552e-01,9.990630408544027841e-01,9.986511530863200203e-01,1.000429032775321803e+00,9.997800676712306212e-01,9.993108934288916778e-01
9.135199999999999987e-01,9.636799999999999811e-01,1.016519999999999868e+00,1.057450189928488937e+00,9.835966918745754350e-01,7.505388367393013294e-01,9.627927622846024214e-01,8.671703469035995093e-01,8.461343808276566847e-01,9.289940088854495848e-01,9.272016545894661288e-01,9.626391573459904816e-01,9.239786429065364182e-01,1.152662642187677555e+00,8.475180719413192287e-01,8.520610855631562952e-01,8.564085903234822661e-01,8.566834467387560714e-01,1.002606194042287457e+00,9.947055333879692984e-01,1.001074303989787362e+00,9.974282049947925666e-01,1.000620926001048350e+00,9.976478561296566738e-01,1.000731605180438022e+00,1.001111347610223135e+00,9.999517803577360198e-01,1.002228997754022188e+00,1.000862005059573789e+00,1.000797196979674952e+00,1.000604690084696990e+00,1.001994891626612372e+00,1.001905105024006426e+00,1.000704368370969100e+00,9.991983266774159267e-01,1.002048348984494019e+00,9.782877814115552573e-01,1.012004673190330717e+00,1.011573039508698812e+00,1.000147239079014705e+00,9.991701876798125825e-01,9.988067629520439583e-01,9.875863443316921231e-01,1.016235838967234129e+00,9.938988543548187282e-01,9.980798041390914754e-01,1.001721018903972249e+00,1.000591728874901332e+00,9.942833893364549924e-01,9.990646850981437233e-01,1.001636409890337642e+00,1.003021702710105378e+00,9.977686070393751994e-01,9.991471317060028889e-01,9.981296708787832372e-01,9.990066345990517016e-01,9.977427821846956979e-01,9.988748590809219952e-01,1.000816777958718706e+00,1.000842932964710830e+00
8.930399999999999450e-01,9.583399999999999697e-01,9.907799999999998830e-01,1.063076058950647607e+00,9.486935298166212505e-01,7.519827691249580948e-01,8.823844018503086417e-01,8.025396159754676351e-01,8.049839899545029320e-01,8.709068147130774040e-01,8.365291312539325785e-01,9.038329598126886300e-01,7.825017614752513007e-01,1.095976052895579533e+00,9.518929420194370827e-01,7.210681092334424447e-01,6.787600157868907136e-01,6.572037043807188450e-01,1.001868855174222306e+00,9.929586040499855937e-01,1.002725843156734520e+00,9.954243981039812006e-01,1.000985716318983476e+00,9.993122572073468435e-01,9.984725947911794464e-01,9.983250250216331168e-01,1.003907360802347215e+00,1.000249764309419032e+00,1.000080466192084572e+00,1.002218232098098127e+00,1.001223515866583424e+00,1.002922128734890839e+00,1.001424160758371151e+00,9.989218282885892197e-01,1.000814432737022530e+00,1.001375279032831633e+00,9.636126685613897180e-01,1.012088600233602254e+00,1.022549091048595260e+00,1.000396930811935592e+00,9.998133113937769378e-01,9.989613114434193752e-01,1.006035685944681068e+00,9.943129531199872417e-01,9.973660327625365474e-01,9.989897898313124802e-01,1.003995591817048672e+00,1.002363936602394867e+00,9.932738620968825094e-01,1.001842014983085560e+00,9.962204510429319981e-01,1.002471199508442989e+00,9.967925677975691956e-01,1.001007065492729220e+00,1.000547540748564446e+00,9.994732630625716707e-01,9.980879192368812269e-01,1.000189848182841290e+00,9.984318191883958526e-01,1.002126360249369963e+00
8.651599999999999291e-01,9.507999999999999785e-01,9.763599999999998946e-01,1.047256643192324033e+00,8.476907415377711308e-01,7.238817710349583212e-01,7.960964733194919596e-01,7.529531447513444498e-01,8.026244632150615343e-01,7.945768480232210385e-01,7.273585289272717080e-01,8.558177822375233612e-01,6.537327193369635303e-01,1.012001478341127969e+00,1.065565870705078133e+00,5.975006502934543384e-01,5.046702300143777187e-01,4.833811102065531662e-01,1.003586446722108283e+00,9.932805910513177183e-01,1.001056137615026209e+00,9.972454175590207415e-01,1.002022938905639871e+00,9.950405805655934133e-01,9.962207812330994283e-01,9.955596181371642039e-01,1.004236153296432121e+00,1.003649673569604550e+00,9.999613914982915519e-01,1.001137724132820539e+00,1.004468310836360123e+00,1.005624945749265642e+00,1.003077549622815923e+00,9.961785712205150078e-01,1.003424987024540194e+00,1.000201607972889706e+00,9.739840250806645061e-01,1.017745303927247713e+00,1.007424558923327940e+00,1.002235165413924323e+00,1.001637227724420098e+00,1.000892102916600912e+00,9.909069731263921987e-01,1.017533412977182916e+00,9.905084812984262799e-01,1.000123268609846905e+00,1.005046781296820457e+00,1.001681433369840724e+00,9.983474774647003169e-01,9.985716840132513594e-01,9.950163993968720311e-01,1.003685582080555916e+00,9.979040552412601350e-01,1.000481272841971858e+00,9.985200200667586623e-01,9.958547111558797571e-01,9.973106491372385474e-01,1.006795777865207020e+00,9.941259658075165540e-01,1.002823671127153204e+00
8.221399999999999819e-01,9.273199999999999221e-01,9.927799999999998848e-01,1.031611433823199420e+00,7.572282231367579719e-01,6.629214972598549416e-01,7.557392882167852655e-01,7.095502572909431205e-01,8.102950694266725096e-01,7.360256055953012799e-01,6.765928796646234478e-01,8.579938551509792566e-01,6.068775946377638064e-01,9.485656452278106165e-01,1.134231681839690031e+00,5.106655603242618024e-01,4.539021418316534495e-01,4.420234758890900784e-01,1.002106603312622912e+00,9.929329801608217654e-01,1.002192441878689833e+00,9.961093501510704940e-01,1.003785433967880891e+00,9.936709284455846891e-01,9.960957342204925791e-01,9.947632965194409538e-01,1.004092531338888428e+00,1.000753985095423237e+00,1.001182451973371190e+00,1.004005733074447404e+00,1.003744594711701410e+00,1.005400974947487258e+00,1.001855719510253317e+00,9.966567974335749369e-01,1.005121588524821252e+00,9.989321736341800761e-01,9.757287772201316267e-01,1.013672132112970026e+00,1.006688226104026862e+00,1.002565920539355337e+00,1.000394912560339744e+00,9.992272393638681471e-01,9.776254639591019924e-01,1.027625983683383204e+00,9.927313437784407446e-01,1.001629519862527795e+00,1.004689520231347277e+00,1.002269081972580800e+00,9.955681223244436939e-01,9.956249671243655452e-01,1.001096871250206854e+00,1.002397951325218806e+00,9.973678795497015193e-01,1.001439569023135245e+00,1.000540387007134768e+00,9.981746851054772440e-01,9.967754798884759238e-01,1.006424335694376060e+00,9.967209007175628077e-01,1.000717642762622761e+00
7.776199999999999779e-01,9.005799999999999361e-01,1.032799999999999940e+00,9.929748286369831645e-01,7.192257117464423422e-01,6.567576151863775413e-01,7.689427447211845124e-01,6.593916427998894880e-01,8.315982447163369207e-01,7.108339083837819095e-01,6.678287412662571310e-01,8.770920150473164867e-01,6.100532136448635345e-01,8.939163034556140142e-01,1.186602393206384276e+00,4.454419069513785301e-01,4.609162279421691322e-01,4.496015844648867388e-01,1.004949786156964286e+00,9.932181997731954759e-01,1.000093693930849348e+00,9.944070062458689740e-01,1.005901395783181274e+00,9.936657691838374218e-01,9.966643144010842725e-01,9.923556462093044983e-01,1.005870204909791177e+00,1.001418938168386008e+00,1.003104241452053458e+00,1.001843989135879909e+00,1.004014959096924953e+00,1.006737249080887242e+00,1.003050771835658939e+00,9.953522905250598019e-01,1.001312825217279157e+00,1.002767725438270752e+00,9.764273979849822371e-01,1.012404986542461582e+00,1.005872374578060002e+00,1.003084014186772510e+00,9.997963439995106727e-01,9.980095837930951230e-01,9.668632095985092434e-01,1.038347921013286657e+00,9.943765569026109530e-01,1.000112185277898469e+00,1.003809018186273327e+00,1.000481616534183216e+00,9.961105795302844790e-01,9.966459845644013438e-01,1.000597730222874127e+00,1.000401168472936142e+00,9.991231082682567877e-01,1.001959776583262851e+00,1.001812209222729733e+00,1.001523009558592747e+00,9.967638330986575701e-01,1.009555372298758025e+00,9.946739380173794665e-01,1.002104152109976498e+00
7.468399999999999483e-01,8.716399999999999704e-01,1.072179999999999911e+00,9.553599543136387373e-01,6.820594883018732402e-01,6.184441042846156034e-01,7.950583562052933040e-01,6.216510055209313323e-01,8.621433654952139758e-01,6.998860722972388704e-01,6.684344537216002635e-01,9.045767932576769255e-01,6.240479005396180057e-01,8.641588103998498749e-01,1.225029653372552207e+00,3.988042084104985729e-01,4.841436528012159068e-01,4.619631438219246045e-01,1.005206267237326534e+00,9.936518393334452526e-01,9.996975190693393465e-01,9.951090300658149701e-01,1.005023382143076294e+00,9.940299197435157330e-01,9.930481134795687836e-01,9.947631887062748923e-01,1.002842841936512297e+00,1.003106663583776648e+00,1.007745786685752210e+00,9.987577735671819834e-01,1.003837626824960694e+00,1.006382691213534075e+00,1.002659822539332390e+00,9.943646121454494669e-01,1.001173860287237760e+00,1.004804470251697612e+00,9.819685189214523158e-01,1.018904165279809870e+00,9.960727844844211587e-01,1.003190313950373946e+00,9.977915640030089461e-01,9.962320853249236885e-01,9.685607126682225232e-01,1.033685211618956545e+00,9.967537154930187215e-01,9.995697803290228833e-01,1.003147092731248691e+00,9.989596689003438224e-01,9.973001656215351174e-01,9.966438582351602182e-01,1.001629457057076511e+00,1.004477736905688090e+00,9.952537764135083176e-01,1.002484350362004228e+00,1.003359583037226166e+00,1.002091031340599070e+00,9.994647838599332035e-01,1.014811033984428290e+00,9.907363139297291621e-01,1.000173715713009504e+00
7.245800000000000018e-01,8.376199999999999202e-01,1.108479999999999910e+00,9.202266231696609733e-01,6.534249514733529995e-01,5.434940294303084451e-01,8.376614148452289355e-01,5.980026404349618740e-01,8.936444370803677817e-01,6.976089989992271256e-01,6.669576659408040786e-01,9.350880571039230649e-01,6.473249401887835042e-01,8.493409936143357930e-01,1.252543063056845263e+00,3.560610746375293401e-01,4.983815089836035050e-01,4.773969491668030862e-01,1.006105293249830668e+00,9.924222485669438321e-01,1.000061948814517709e+00,9.941660204138911272e-01,1.006468982761126396e+00,9.944805060550785392e-01,9.910256036224663889e-01,9.953329690092137527e-01,1.003737248704735130e+00,1.003964890550902211e+00,1.006557214333337225e+00,9.973763503678501063e-01,1.001675266702217071e+00,1.006590150301348574e+00,1.001683462117257228e+00,9.962205067957037308e-01,1.001343553708831768e+00,1.002498844487093477e+00,9.822440970340240440e-01,1.019815152366039701e+00,9.934347069029693111e-01,1.001992112729706896e+00,9.989045692648184094e-01,9.944371664963930213e-01,9.694780432798849601e-01,1.038236710252425476e+00,9.932175862856578163e-01,1.000714666973167910e+00,1.001413645940153696e+00,9.960099474857840862e-01,9.936569084066346758e-01,9.957026809132315526e-01,1.003665947904558653e+00,9.990813303772009268e-01,1.001848905827748437e+00,1.002543868436117869e+00,1.001854504875470564e+00,9.986049446912149685e-01,9.983593070489252819e-01,1.013927801697225073e+00,9.920557262749886140e-01,9.994227898709187041e-01
7.094399999999999595e-01,7.943599999999999550e-01,1.141939999999999955e+00,8.843408777150086886e-01,6.370363790503359436e-01,4.293870022282293419e-01,8.905215354748834411e-01,5.816600357684450495e-01,9.238911912686607053e-01,6.943652412184211364e-01,6.611750758071890388e-01,9.660597291983826773e-01,6.655143628041763071e-01,8.527075903703108528e-01,1.272031946352633280e+00,3.193888995778758622e-01,5.132446553118907850e-01,4.936869331307550679e-01,1.007209698161531275e+00,9.885083305226137762e-01,1.001505962746452649e+00,9.972001947317301607e-01,1.003778078879437485e+00,9.951581482736326922e-01,9.909268371521425811e-01,9.927535570732144432e-01,1.006103653070056225e+00,1.004439884781265002e+00,1.006500386254922885e+00,9.960737907730284890e-01,1.000335094111713508e+00,1.004780128012727758e+00,1.000478544946755921e+00,9.955469728899061232e-01,1.001381917415382405e+00,1.001509786381772349e+00,9.840092675099206820e-01,1.012991187525813519e+00,9.970551308423317716e-01,1.001376163065837988e+00,1.001138509299541512e+00,9.943218040183503525e-01,9.554366084087101418e-01,1.057225498780228756e+00,9.883662234888984655e-01,1.002131683533486584e+00,1.001547595135735103e+00,9.943376713681565393e-01,9.924286056912987597e-01,9.969542034345822978e-01,1.002855319445561610e+00,9.978484517433234835e-01,1.002824237695961518e+00,1.003929330500667350e+00,1.003397986204157544e+00,1.001215023835661189e+00,9.986958952781532783e-01,1.016055970808146025e+00,9.916135014877018872e-01,9.998007825873787002e-01
7.005000000000000115e-01,7.502199999999999980e-01,1.177379999999999871e+00,8.545666855729812106e-01,6.384211987776027275e-01,3.045860850078747628e-01,9.530890711028636719e-01,5.636406763077015381e-01,9.542467924783422095e-01,6.938559782876663196e-01,6.488699366001960955e-01,9.985767040294376562e-01,6.825110260570990128e-01,8.624395196218287429e-01,1.292560523696561825e+00,2.943581187260906340e-01,5.280433521554669385e-01,5.204767978065902856e-01,1.008492272045195426e+00,9.868933404183710678e-01,1.001198229507830773e+00,9.966255111342308126e-01,1.003389220132190562e+00,9.965251374722213784e-01,9.878611463144006954e-01,9.905946875269139307e-01,1.006200604588824321e+00,1.006020698167946925e+00,1.004513915152806636e+00,9.982012494978604877e-01,1.001235878358448073e+00,1.004116019595677090e+00,1.002819653163326441e+00,9.985483694093342244e-01,1.000680391807331038e+00,9.989038358328821143e-01,9.921920593214208495e-01,1.013872352373038188e+00,9.912232812425710859e-01,1.003213958956709062e+00,1.001006593231967168e+00,9.947520606279528499e-01,9.620582095662960631e-01,1.046459414734219662e+00,9.938574026017924501e-01,1.000135502839713864e+00,1.000170477093740962e+00,9.934540406149425795e-01,9.921762856741360714e-01,9.967512299903227291e-01,1.004005206757320634e+00,9.958967359063052305e-01,1.003956448721678996e+00,1.004165024219790592e+00,1.002602200973671032e+00,1.002269307052423342e+00,9.994418428401491417e-01,1.020431831429365443e+00,9.889759688328658704e-01,1.000614676019664584e+00
