9.976207242779843165e-01,1.005434639213224957e+00,1.001824612768330569e+00,1.013825980929412562e+00,1.000155101157947479e+00,9.988921401577435244e-01,1.026433925761371269e+00,1.005339356821035146e+00,1.001311948926205231e+00,1.000703637910345556e+00,1.100253329377593570e+00,1.151115948360353025e+00,1.006201097975295111e+00,1.001669993526430158e+00,9.997977962328200574e-01,1.015148345433136923e+00,1.011980921161388380e+00,9.937297095334420849e-01,1.013297651527672372e+00,1.007465375245224726e+00,1.018602339162556270e+00,1.054060108197012902e+00,1.009763922761290678e+00,1.003756021166099632e+00,1.019863362925963024e+00,9.878281247487482597e-01,9.888804813604151756e-01,9.807929060884192918e-01,1.010586784039767982e+00,1.010661532203342983e+00,1.007573374073404970e+00,8.379212225409926607e-01,8.534016531193160393e-01,1.009430809685392560e+00,1.010207706728371013e+00,1.007001552501157082e+00,9.984662748852799474e-01,9.919388242898649066e-01,1.023369638058094999e+00,9.998912212450555836e-01,9.995817181397681495e-01,9.997999564744616263e-01
9.964589685543439046e-01,1.011565120265725204e+00,1.003773681876604318e+00,1.029779141345279481e+00,9.984624555393694090e-01,9.971018468885978203e-01,1.056187064551658450e+00,1.014462808106352920e+00,1.004436326400242718e+00,1.003124391914930413e+00,1.243886133269232142e+00,1.310285557275943535e+00,1.015746411381109660e+00,1.004606744670405005e+00,1.000076545199207301e+00,1.032374522069186229e+00,1.025955974569974227e+00,9.857631575430467752e-01,1.026272940605345907e+00,1.015215934231142647e+00,1.040680877063471454e+00,1.115438305931695906e+00,1.022186593064244642e+00,1.008095112842851693e+00,1.042229951457065651e+00,9.749943557122106030e-01,9.764154983326283066e-01,9.589913784259312957e-01,1.024055879572575600e+00,1.024337936518287639e+00,1.015422651344296101e+00,6.460289298712740269e-01,6.791146078476114623e-01,1.021693767427593436e+00,1.022965551239627624e+00,1.012485117938654255e+00,9.976386341644074562e-01,9.857274176486187089e-01,1.049723165653276613e+00,1.000892155028611841e+00,9.996508210733818789e-01,1.000244497175421854e+00
9.957619151201596575e-01,1.017210942699334986e+00,1.005977528717887148e+00,1.048751708515794689e+00,9.951007897391153101e-01,9.944415960863670634e-01,1.087304350197362046e+00,1.025969537435564405e+00,1.008939411544762077e+00,1.006210508219491873e+00,1.364567940151621084e+00,1.498382718347804898e+00,1.028362107316694196e+00,1.009092418421113857e+00,1.000743065261334497e+00,1.050153821163702705e+00,1.041818999944016388e+00,9.787749066656501462e-01,1.038756669616839767e+00,1.024482325286480311e+00,1.063749104472399898e+00,1.178377062690147303e+00,1.034430612472665878e+00,1.009589907312339552e+00,1.067171891680503748e+00,9.633737162411069033e-01,9.637325398821401379e-01,9.359917884058701620e-01,1.039184010038168626e+00,1.039885137962606620e+00,1.022513076211454042e+00,4.316892677721838600e-01,4.966829407864462587e-01,1.036298207517734271e+00,1.038190820574037332e+00,1.018320055208145059e+00,9.990332659245656499e-01,9.832508964923906136e-01,1.077778712111079784e+00,1.000773345311900986e+00,9.998045418429000186e-01,1.000448674398572102e+00
9.944886308470497482e-01,1.022450993693697852e+00,1.008678307148824116e+00,1.066655625839914912e+00,9.900605304171219423e-01,9.905820311452713245e-01,1.116035107438324347e+00,1.038423517955870512e+00,1.014873262712457702e+00,1.008269558794738785e+00,1.416019732428166700e+00,1.621833609556789568e+00,1.041547144608797604e+00,1.014603456081260235e+00,9.999403085607395658e-01,1.065852105044755360e+00,1.057198545397957767e+00,9.769588394405145371e-01,1.047304604301182440e+00,1.034100446938708950e+00,1.086404022105677880e+00,1.223953868673650636e+00,1.044916020659580225e+00,1.010826989583467839e+00,1.090806809936242239e+00,9.535373621309252146e-01,9.529474090137887154e-01,9.155514693626880529e-01,1.054583730202272029e+00,1.055615475414301452e+00,1.029157995354168520e+00,2.191223157956351253e-01,3.313858745770312253e-01,1.051697927681837674e+00,1.053259502355779587e+00,1.025076956834455100e+00,1.001023936941103587e+00,9.842515357509925567e-01,1.104362509592319519e+00,1.000390041143996545e+00,9.995971508667749195e-01,1.000133327554421969e+00
9.940982809239065077e-01,1.026908539778232932e+00,1.011188794076907316e+00,1.083484678768546816e+00,9.827627807937600046e-01,9.871458384998533786e-01,1.140392581728567833e+00,1.048911965025226323e+00,1.020403950178786490e+00,1.008863026068586466e+00,1.417190821963732805e+00,1.659308474694902502e+00,1.053083471112638891e+00,1.020537274488627411e+00,9.987511499568678675e-01,1.078847701558786509e+00,1.071352261524717298e+00,9.777037104947847723e-01,1.055114812309809080e+00,1.039842972359859008e+00,1.105605080904493942e+00,1.250578038965631800e+00,1.051645042072924419e+00,1.011701290790131269e+00,1.111046361884519884e+00,9.462040246633450780e-01,9.443220882405348737e-01,8.977289380507650352e-01,1.068745930275162292e+00,1.068070654607094605e+00,1.034925004490528044e+00,4.686907181705027292e-02,2.149086531566810343e-01,1.065820513209069675e+00,1.066699663716619728e+00,1.030697506343662750e+00,1.000442998208763923e+00,9.883071767266404795e-01,1.126814333709892368e+00,1.001066201703908698e+00,9.980661581960431628e-01,1.001666531334260757e+00
9.951763902354447966e-01,1.031021590584633163e+00,1.013642182320293017e+00,1.096854069861188830e+00,9.756901353269565869e-01,9.823039556705748243e-01,1.159837973643738973e+00,1.058916591590097545e+00,1.024825555874644412e+00,1.006384410971471244e+00,1.384000812210794296e+00,1.620281026040693240e+00,1.062876484002267974e+00,1.024533998764312059e+00,9.970360529519681769e-01,1.089351446936115853e+00,1.083106548681869175e+00,9.789955530938928563e-01,1.059624453540961575e+00,1.045109368026798879e+00,1.120810892333459430e+00,1.260061102753580409e+00,1.056899486014550194e+00,1.012881942131365287e+00,1.126560457240165070e+00,9.406240604276367989e-01,9.359642182451284320e-01,8.827314812926047027e-01,1.080311163704603894e+00,1.078246496463767246e+00,1.039406777789672498e+00,-8.978739658090437170e-02,1.258086357612146489e-01,1.077445851792756759e+00,1.077154327467628736e+00,1.035568578217074265e+00,9.992189871381760291e-01,9.943557090332107995e-01,1.145169400530518633e+00,1.000738483331492290e+00,9.984605276965226039e-01,1.001530583905166027e+00
9.970259053474803679e-01,1.033413789964285012e+00,1.016052728800023619e+00,1.108373611153916860e+00,9.682150854232399739e-01,9.780274513528514069e-01,1.175345648772704310e+00,1.066686728185413324e+00,1.029047225797182552e+00,1.001472341753667950e+00,1.330039283469179434e+00,1.538842154442918719e+00,1.069210423766700835e+00,1.027092164076572667e+00,9.951173392980897647e-01,1.097224854366135371e+00,1.093312264465740924e+00,9.816302872519565570e-01,1.063333600254954048e+00,1.049005736460840055e+00,1.132415469202506575e+00,1.252536982815472211e+00,1.061266113700646940e+00,1.013321457606234821e+00,1.138662102887621153e+00,9.361134777421469266e-01,9.284894745033703822e-01,8.696314723693868709e-01,1.089896249280694507e+00,1.085189971862612346e+00,1.042463050844224304e+00,-1.950326245033986439e-01,6.583327299990282544e-02,1.086895441394734929e+00,1.084490038023079972e+00,1.039857284422758932e+00,9.977950140065849904e-01,1.000180376326481824e+00,1.159596043134901278e+00,1.001818028250809123e+00,9.976292001607300897e-01,1.001264644852466246e+00
1.001245402135742424e+00,1.034814951022669405e+00,1.017549550062878172e+00,1.117631435284260011e+00,9.611872566047148236e-01,9.743340753827519629e-01,1.188086332069094198e+00,1.073480309382957243e+00,1.031557998469542881e+00,9.943141488801406913e-01,1.243089126883173856e+00,1.464500589301588107e+00,1.074393138138731052e+00,1.028298609529536334e+00,9.922977629224581930e-01,1.102694017093572176e+00,1.101615281891752396e+00,9.835424010541264916e-01,1.066243611443030037e+00,1.051880168494772949e+00,1.141044618012060363e+00,1.245291260169906877e+00,1.064865813999668731e+00,1.014187719905316865e+00,1.147138892480003891e+00,9.319500788272468972e-01,9.208205170585518351e-01,8.578270804148389050e-01,1.097648550007506163e+00,1.090176883241808836e+00,1.044725440697649166e+00,-2.779473924563152787e-01,2.351917758457780505e-02,1.093982115267662980e+00,1.089702295810264898e+00,1.042532481811702327e+00,9.974346620995923063e-01,1.007029916295930638e+00,1.171360137066583818e+00,1.001671948238669563e+00,9.971932966950642907e-01,1.002239384333378336e+00
1.006347833273971260e+00,1.035443610803205461e+00,1.018547439055173864e+00,1.123920740788410866e+00,9.552261136018025400e-01,9.710160000295567917e-01,1.198430313184117191e+00,1.077068097760339960e+00,1.033732724416938309e+00,9.861627416118128320e-01,1.169932042901144165e+00,1.402784370876219544e+00,1.077135034978983219e+00,1.027385875383282743e+00,9.891851733169227945e-01,1.106482270902254816e+00,1.108126558483665924e+00,9.855221331566043075e-01,1.070485483540800198e+00,1.055987359798729264e+00,1.146040365884763546e+00,1.229928582797621406e+00,1.069358964784627331e+00,1.014912798213622791e+00,1.152997926453928734e+00,9.283250134697031974e-01,9.135132909545374824e-01,8.465066235123459570e-01,1.103684488332842939e+00,1.093677699114196544e+00,1.046137596855952978e+00,-3.483502772681623672e-01,-5.072386989665788465e-03,1.100113068363655522e+00,1.092773253078871631e+00,1.044058384608547163e+00,9.970194788418837994e-01,1.013819501996493733e+00,1.180900399491665143e+00,1.002906796678889600e+00,9.956733595298642436e-01,1.001955093594687929e+00
1.010808975252750486e+00,1.035253291966315103e+00,1.019104392533284775e+00,1.129608848415720290e+00,9.494840557810485526e-01,9.676198532344273406e-01,1.206809736154521140e+00,1.079235825520424408e+00,1.033889664754516158e+00,9.771993983068892886e-01,1.094096241472060305e+00,1.346105421165129545e+00,1.077556274804915004e+00,1.025685000058929042e+00,9.853711405959594272e-01,1.108765781266159989e+00,1.112818758610397474e+00,9.873047060371052952e-01,1.073864869686888435e+00,1.060216660231492414e+00,1.149556723619340692e+00,1.213759377025946273e+00,1.073012357602469491e+00,1.017153973558458935e+00,1.156468071947782006e+00,9.256304037381554162e-01,9.055452617025793183e-01,8.368617781685542267e-01,1.108348817548721277e+00,1.094755088991854919e+00,1.047178962330870489e+00,-3.980932748751058181e-01,-1.453607049664716946e-02,1.104036710107484387e+00,1.094009133519090016e+00,1.044952154255345489e+00,9.972276048355058764e-01,1.020422071398438657e+00,1.188726485201532679e+00,1.004192185410455851e+00,9.944382917625587126e-01,1.001870252437254916e+00
