9.600000078533396097e-01,1.039999529417301005e+00,1.039999996784566116e+00,1.039999948052015455e+00,9.600000402009646328e-01,1.039999973421944501e+00,9.600000202020100293e-01,1.039999977333801562e+00,1.039999977591048896e+00,9.600000073260059885e-01,9.600000130293117051e-01,1.039999997076023641e+00,1.039992001599679972e+00,1.039999428579591711e+00
9.197581200053911443e-01,1.039428699326103933e+00,1.080227682336570849e+00,1.080234590522174409e+00,9.211702518130183703e-01,1.080239853300132058e+00,9.197689723427490138e-01,1.080224624353189000e+00,1.080051928051256382e+00,9.199454744475246137e-01,9.197817154043842480e-01,1.080238531655955514e+00,1.073755456668992636e+00,1.028672300349897428e+00
8.791553435171272080e-01,1.012693810965332286e+00,1.120841221161573031e+00,1.120871419170561323e+00,8.964863932174580441e-01,1.120254183823266247e+00,8.805643350456268115e-01,1.120848389592943528e+00,1.119807447566177228e+00,8.797163117176435287e-01,8.793805904710740862e-01,1.120851349434169641e+00,1.053713890067873526e+00,1.002931984226443918e+00
8.381988892229691457e-01,9.815247810783982452e-01,1.161882678184564588e+00,1.161954159007909659e+00,9.080012759798884447e-01,1.159795574543575958e+00,8.402752978285941143e-01,1.161971221423414136e+00,1.159722049437418301e+00,8.390825367257015444e-01,8.389136060027936326e-01,1.161951521223504091e+00,1.069170223675614650e+00,1.004279197858113593e+00
7.967613217818623195e-01,9.454006508728377556e-01,1.203293013235557041e+00,1.203742930209551254e+00,9.358362011373814182e-01,1.197659809118077012e+00,7.989708785729151552e-01,1.203797512418248061e+00,1.197599779938704145e+00,7.978844886252126622e-01,7.986882949614743099e-01,1.203587819677230941e+00,1.090577372761253550e+00,1.006555732339656783e+00
7.550004732031544430e-01,9.066413648488105270e-01,1.245181104130035576e+00,1.246343922047729702e+00,9.702549784838837565e-01,1.229955067672785507e+00,7.568083204628187621e-01,1.246178662537142934e+00,1.232667815089700580e+00,7.557857395206315498e-01,7.595520869496563687e-01,1.245815505159461711e+00,1.109101547762451512e+00,1.008982036887995593e+00
7.127480453453340914e-01,8.710378595791481438e-01,1.287516910801337122e+00,1.289898043015446749e+00,1.008698803882138506e+00,1.252572187602133846e+00,7.136996836741819061e-01,1.289285856701257504e+00,1.257338668585156860e+00,7.126858487835517897e-01,7.220083191463904093e-01,1.288614691422587333e+00,1.134136968720313554e+00,1.030883454716553294e+00
6.701979220136971005e-01,8.447984936335640738e-01,1.330239465366523932e+00,1.334490000036796520e+00,1.050026834070988624e+00,1.259388077241664350e+00,6.694641945231686320e-01,1.333144291019213723e+00,1.267514618838526452e+00,6.685120810744114017e-01,6.896174423845252699e-01,1.331990199462613100e+00,1.138412775465275528e+00,1.047471552666573880e+00
6.272723224650008644e-01,8.576142491231488751e-01,1.373334889226435873e+00,1.380141898265402567e+00,1.093567572832743640e+00,1.253658817819413906e+00,6.239913026304757526e-01,1.377591450716918020e+00,1.258181664334854677e+00,6.233156647121014249e-01,6.642228170414155031e-01,1.375884229274488169e+00,1.124084604121835307e+00,1.078205597079686662e+00
5.837345937834408360e-01,8.866122668193640033e-01,1.416742531192392907e+00,1.426942821705376785e+00,1.139047390404490212e+00,1.234473914648771542e+00,5.773014515123030543e-01,1.422466929493235943e+00,1.236818503247396395e+00,5.770452392006857334e-01,6.449201864617994939e-01,1.420298313325688122e+00,1.135274038185999812e+00,1.115751562367275795e+00
