1.239440000000000097e+00,1.055719999999999992e+00,1.236417873743345774e+00,8.859187879975796154e-01
1.577920000000000211e+00,1.076079999999999925e+00,1.740474812772838220e+00,5.359227934110126768e-01
1.944360000000000088e+00,9.445199999999999152e-01,2.526063536074881100e+00,-7.509899205656089816e-02
2.010880000000000223e+00,6.144799999999999152e-01,2.437268805578221009e+00,1.598021883412324984e-01
2.119080000000000297e+00,4.157199999999998674e-01,2.498023200179119385e+00,1.963927389703634951e-01
2.174360000000000070e+00,2.958799999999998653e-01,2.523684947128161937e+00,2.016683482292408458e-01
2.189680000000000071e+00,2.234799999999999010e-01,2.520940328386419349e+00,1.906072338455616355e-01
2.202560000000000073e+00,1.776799999999998936e-01,2.516328904406845979e+00,1.751596833893183380e-01
2.205799999999999983e+00,1.477199999999998792e-01,2.513569414855803430e+00,1.479532755198183502e-01
2.206399999999999917e+00,1.222799999999998888e-01,2.506722784002976212e+00,1.264045521645392745e-01
2.216359999999999886e+00,9.999999999999988065e-02,2.502547508630094786e+00,1.078143776776494811e-01
2.218599999999999905e+00,8.963999999999988644e-02,2.501177359930196520e+00,8.988363746708798174e-02
2.215399999999999814e+00,7.851999999999989543e-02,2.497414847779365843e+00,7.927222153299462448e-02
2.217679999999999652e+00,6.903999999999987924e-02,2.494326491793788403e+00,7.302586004370714701e-02
2.215679999999999872e+00,5.975999999999990347e-02,2.491160954535246219e+00,6.368011593573688622e-02
2.214639999999999720e+00,5.627999999999990649e-02,2.494825788322476701e+00,5.226519356594916399e-02
2.211919999999999664e+00,4.647999999999989640e-02,2.497726374765605772e+00,4.469470003658771590e-02
2.218079999999999607e+00,3.935999999999988119e-02,2.495660325669843083e+00,4.217163306407374634e-02
2.216239999999999544e+00,3.363999999999991303e-02,2.491547755318792579e+00,3.174072804323751357e-02
2.220919999999999561e+00,2.471999999999991565e-02,2.495053090411083030e+00,3.228654784834884828e-02
2.222439999999999749e+00,2.487999999999991954e-02,2.491098544078489407e+00,2.184435488078772386e-02
2.222999999999999865e+00,1.719999999999992021e-02,2.490255750959568637e+00,1.794102511672475767e-02
2.220359999999999889e+00,1.651999999999990629e-02,2.490538997908002372e+00,1.477715341542664221e-02
2.224599999999999689e+00,1.575999999999990256e-02,2.493361586885881831e+00,1.306002206837331321e-02
2.225279999999999703e+00,1.895999999999988320e-02,2.495094397498164529e+00,8.838345658219122492e-03
2.220679999999999765e+00,1.359999999999987261e-02,2.488177956474991959e+00,5.942377569134550674e-03
2.228719999999999590e+00,1.247999999999986273e-02,2.487956120438998830e+00,4.264779468475993034e-03
2.225159999999999805e+00,1.023999999999984298e-02,2.483962551991059975e+00,7.664214810248254697e-03
2.225279999999999703e+00,1.103999999999982079e-02,2.490440704713889453e+00,7.891582174684726170e-03
2.225399999999999601e+00,6.079999999999833801e-03,2.488393891206376551e+00,8.669509277570328423e-03
2.223719999999999697e+00,4.719999999999850183e-03,2.486297379500900462e+00,3.799621108211644928e-03
2.223239999999999661e+00,2.959999999999843832e-03,2.485814373404445554e+00,4.601431962861249510e-03
2.225519999999999499e+00,2.479999999999829997e-03,2.487453347582404550e+00,5.037577062652132294e-03
2.229559999999999320e+00,4.199999999999841013e-03,2.489086429448804427e+00,8.554364506103553228e-03
2.225199999999999179e+00,6.799999999998508626e-04,2.483499120993707177e+00,4.732920732583837178e-03
2.224879999999999303e+00,4.799999999999863404e-03,2.484900653636959333e+00,1.892164578436284980e-03
2.225639999999999397e+00,6.839999999999839264e-03,2.492702595309410185e+00,1.382444695579400969e-03
