1.000725679507763477e+00,1.001568000000000014e+00,9.995859999999999745e-01,9.995819999999999705e-01,9.947679999999999856e-01,1.003217999999999943e+00,1.001964000000000077e+00,1.006583999999999923e+00,9.979500000000000037e-01,9.994960000000000511e-01,9.992844192641963108e-01,1.000294295598004535e+00,1.006637999999999922e+00,9.978540000000000187e-01,9.991480000000000361e-01,1.000966000000000022e+00,9.994699999999999696e-01,9.980999999999999872e-01,9.997939999999999605e-01,1.000070000000000014e+00,1.000050000000000106e+00
1.001453528496361267e+00,1.003265999999999991e+00,9.990999999999999881e-01,9.993579999999999686e-01,9.895359999999999712e-01,1.006483999999999934e+00,1.004042000000000101e+00,1.013271999999999951e+00,9.956859999999999600e-01,9.992100000000000426e-01,9.987462943725152753e-01,1.000524339933350548e+00,1.013051999999999842e+00,9.957139999999999880e-01,9.985000000000000542e-01,1.002086000000000032e+00,9.990859999999999186e-01,9.963140000000000329e-01,9.997959999999999070e-01,9.999860000000000415e-01,1.000096000000000096e+00
1.002298866337670846e+00,1.004998000000000058e+00,9.986739999999999506e-01,9.988099999999999756e-01,9.843100000000000183e-01,1.009681999999999968e+00,1.006082000000000143e+00,1.019939999999999847e+00,9.935079999999999467e-01,9.988839999999999941e-01,9.981403374823720753e-01,1.000842242133072935e+00,1.019715999999999845e+00,9.936500000000000332e-01,9.979200000000000292e-01,1.003284000000000065e+00,9.986939999999999706e-01,9.946760000000000046e-01,9.998519999999998520e-01,1.000142000000000087e+00,1.000236000000000125e+00
1.003129978782235865e+00,1.006922000000000095e+00,9.983879999999999422e-01,9.984219999999999207e-01,9.790459999999999718e-01,1.012925999999999993e+00,1.008184000000000191e+00,1.026559999999999917e+00,9.913839999999999320e-01,9.985680000000000112e-01,9.973970338751408926e-01,1.001118395595453681e+00,1.026341999999999866e+00,9.914280000000000870e-01,9.972060000000000368e-01,1.004288000000000070e+00,9.983400000000000052e-01,9.929679999999999618e-01,9.997199999999998310e-01,9.998940000000000605e-01,1.000144000000000144e+00
1.004059450137197773e+00,1.008684000000000136e+00,9.981639999999999402e-01,9.979539999999998967e-01,9.739219999999999544e-01,1.016243999999999925e+00,1.010292000000000190e+00,1.033307999999999893e+00,9.890819999999999057e-01,9.982119999999999882e-01,9.968251602461183358e-01,1.001483611503674931e+00,1.033037999999999901e+00,9.893640000000001322e-01,9.964680000000000204e-01,1.005316000000000098e+00,9.980580000000000007e-01,9.910399999999999210e-01,9.999479999999998370e-01,1.000182000000000127e+00,9.999580000000001245e-01
1.005002678851472542e+00,1.010596000000000050e+00,9.978079999999999172e-01,9.974859999999998728e-01,9.685519999999999685e-01,1.019529999999999825e+00,1.012164000000000286e+00,1.040079999999999893e+00,9.868319999999999315e-01,9.975859999999999728e-01,9.961913454915988231e-01,1.001893688847609987e+00,1.039619999999999989e+00,9.871940000000001270e-01,9.959080000000000155e-01,1.006690000000000085e+00,9.975600000000000023e-01,9.892979999999998997e-01,9.999159999999998050e-01,1.000302000000000024e+00,9.999560000000001780e-01
1.005602971490884290e+00,1.012442000000000064e+00,9.977299999999998947e-01,9.971059999999998258e-01,9.633680000000000021e-01,1.022829999999999906e+00,1.013886000000000287e+00,1.046789999999999887e+00,9.845039999999999347e-01,9.972299999999999498e-01,9.956633297269524840e-01,1.002121558038743254e+00,1.046300000000000008e+00,9.848340000000000982e-01,9.951999999999999735e-01,1.007786000000000071e+00,9.972140000000000448e-01,9.873719999999999164e-01,1.000159999999999716e+00,1.000275999999999943e+00,9.998560000000001891e-01
1.006501714923784707e+00,1.014298000000000144e+00,9.974259999999999238e-01,9.964879999999998184e-01,9.579400000000000137e-01,1.026227999999999918e+00,1.015582000000000207e+00,1.053463999999999956e+00,9.820779999999998955e-01,9.968979999999999508e-01,9.950984682912387136e-01,1.002508832821467522e+00,1.053090000000000082e+00,9.824380000000001445e-01,9.947340000000000071e-01,1.009168000000000065e+00,9.968259999999999899e-01,9.855939999999999701e-01,1.000053999999999776e+00,1.000243999999999911e+00,9.997900000000001786e-01
1.007148191329380493e+00,1.015878000000000059e+00,9.970459999999998768e-01,9.958259999999997669e-01,9.526379999999999848e-01,1.029407999999999879e+00,1.017298000000000258e+00,1.060019999999999962e+00,9.799139999999998407e-01,9.966239999999999544e-01,9.945168200589605823e-01,1.002867663953378008e+00,1.059784000000000059e+00,9.801560000000001383e-01,9.942720000000000447e-01,1.010388000000000064e+00,9.963640000000000274e-01,9.837519999999999598e-01,1.000079999999999858e+00,1.000301999999999802e+00,9.996800000000001241e-01
1.008119629675753304e+00,1.017564000000000135e+00,9.968599999999998573e-01,9.954239999999997535e-01,9.474319999999999409e-01,1.032665999999999862e+00,1.019124000000000363e+00,1.066570000000000018e+00,9.777639999999998555e-01,9.964119999999999644e-01,9.940812134572427627e-01,1.002977366622269884e+00,1.066397999999999957e+00,9.777240000000001485e-01,9.938800000000000967e-01,1.011696000000000151e+00,9.960579999999999989e-01,9.820219999999999505e-01,1.000145999999999757e+00,1.000337999999999727e+00,9.996220000000001216e-01
1.008808617228637239e+00,1.019268000000000063e+00,9.965859999999998609e-01,9.948479999999997325e-01,9.421279999999999655e-01,1.036325999999999858e+00,1.020624000000000420e+00,1.073239999999999972e+00,9.752459999999998352e-01,9.961559999999999304e-01,9.934650885655617047e-01,1.003286993172715968e+00,1.073019999999999863e+00,9.752980000000001093e-01,9.937340000000001172e-01,1.012966000000000255e+00,9.958879999999999955e-01,9.802619999999999667e-01,1.000143999999999700e+00,1.000337999999999727e+00,9.995860000000000856e-01
1.009507646412081572e+00,1.020992000000000122e+00,9.963739999999998709e-01,9.941879999999997386e-01,9.367099999999999316e-01,1.039813999999999794e+00,1.022144000000000386e+00,1.079757999999999996e+00,9.727899999999998215e-01,9.960319999999999174e-01,9.928502357518192989e-01,1.003498837977231606e+00,1.079659999999999842e+00,9.729740000000001166e-01,9.935580000000001633e-01,1.014408000000000198e+00,9.955960000000000365e-01,9.784959999999999214e-01,1.000161999999999773e+00,1.000435999999999659e+00,9.996480000000000921e-01
1.010415043127894208e+00,1.022686000000000206e+00,9.961779999999998969e-01,9.935499999999997112e-01,9.312519999999999687e-01,1.043383999999999867e+00,1.023484000000000282e+00,1.086503999999999914e+00,9.702619999999998468e-01,9.958159999999999235e-01,9.922354418125799436e-01,1.003660875169902766e+00,1.086477999999999833e+00,9.703660000000000618e-01,9.931400000000001338e-01,1.015830000000000233e+00,9.954060000000000130e-01,9.767559999999999576e-01,1.000091999999999759e+00,1.000405999999999684e+00,9.998240000000000460e-01
1.011285587029964406e+00,1.024476000000000164e+00,9.959019999999998429e-01,9.927639999999997578e-01,9.257339999999999458e-01,1.046965999999999841e+00,1.024774000000000296e+00,1.093067999999999929e+00,9.677699999999997971e-01,9.958599999999999675e-01,9.918860362209889203e-01,1.003802000674328454e+00,1.093217999999999801e+00,9.679520000000000346e-01,9.929920000000000968e-01,1.017194000000000154e+00,9.951740000000000030e-01,9.750299999999999523e-01,1.000125999999999848e+00,1.000531999999999755e+00,9.998660000000000325e-01
1.011931285260967206e+00,1.026508000000000198e+00,9.955979999999998720e-01,9.919219999999997484e-01,9.203879999999999839e-01,1.050519999999999898e+00,1.026038000000000228e+00,1.099712000000000023e+00,9.655339999999997813e-01,9.956819999999999560e-01,9.917338595974797277e-01,1.004004665283997566e+00,1.099743999999999833e+00,9.654200000000000559e-01,9.928380000000001093e-01,1.018614000000000130e+00,9.951240000000000085e-01,9.732499999999999485e-01,1.000211999999999879e+00,1.000611999999999835e+00,9.999460000000000015e-01
1.012703711414031149e+00,1.028370000000000228e+00,9.953679999999999195e-01,9.911579999999997614e-01,9.150779999999999470e-01,1.054149999999999920e+00,1.027358000000000215e+00,1.106376000000000026e+00,9.629979999999997986e-01,9.954259999999999220e-01,9.911840189770461107e-01,1.004054686712022360e+00,1.106245999999999841e+00,9.629580000000000917e-01,9.927220000000001043e-01,1.020196000000000103e+00,9.950719999999999565e-01,9.714599999999999902e-01,1.000261999999999984e+00,1.000495999999999830e+00,9.998160000000000380e-01
