9.997554745673618015e-01,9.998240000000000460e-01,1.000196000000000085e+00,1.000337999999999949e+00,9.989839999999999831e-01,1.001705999999999985e+00,1.000790000000000068e+00,1.000966000000000022e+00,1.000188000000000077e+00,9.987580000000000346e-01,9.998458090911409579e-01,9.997581305550595765e-01,1.001049999999999995e+00,1.000140000000000029e+00,9.990299999999999736e-01,1.000731999999999955e+00,9.996519999999999850e-01,1.000431999999999988e+00,9.994119999999999671e-01,1.001454000000000066e+00,1.000329999999999941e+00,9.992824177848997902e-01,9.994279999999999831e-01,1.000572000000000017e+00,1.000353999999999965e+00,1.000806000000000084e+00,9.996819999999999595e-01,9.985640000000000072e-01,1.000073999999999907e+00,9.999780000000000335e-01,9.999040000000000150e-01
9.995320288245068685e-01,9.995340000000000336e-01,1.000398000000000120e+00,1.000677999999999956e+00,9.978299999999999947e-01,1.003352000000000022e+00,1.001740000000000075e+00,1.002120000000000122e+00,1.000408000000000186e+00,9.975120000000000653e-01,9.997471745314679969e-01,9.994852402948389836e-01,1.002107999999999999e+00,1.000320000000000098e+00,9.980919999999999792e-01,1.001519999999999966e+00,9.992779999999999996e-01,1.000874000000000041e+00,9.988079999999999181e-01,1.003025999999999973e+00,1.000585999999999975e+00,9.986252203461104537e-01,9.988279999999999381e-01,1.001084000000000085e+00,1.000651999999999875e+00,1.001736000000000182e+00,9.993659999999999766e-01,9.970679999999999543e-01,1.000031999999999810e+00,1.000028000000000139e+00,9.999020000000000685e-01
9.993540978002777297e-01,9.992579999999999796e-01,1.000658000000000047e+00,1.001007999999999898e+00,9.966779999999999529e-01,1.005136000000000029e+00,1.002790000000000070e+00,1.003194000000000141e+00,1.000624000000000180e+00,9.963040000000000784e-01,9.996332090193533748e-01,9.992517139956490491e-01,1.003092000000000095e+00,1.000406000000000128e+00,9.970719999999999583e-01,1.002172000000000063e+00,9.989860000000000406e-01,1.001349999999999962e+00,9.982459999999999667e-01,1.004443999999999892e+00,1.000883999999999885e+00,9.978884665581350122e-01,9.982319999999998972e-01,1.001612000000000169e+00,1.000967999999999858e+00,1.002494000000000218e+00,9.990459999999999896e-01,9.955479999999999885e-01,1.000035999999999703e+00,1.000026000000000082e+00,9.999160000000000270e-01
9.990187109319258463e-01,9.989780000000000326e-01,1.000870000000000148e+00,1.001377999999999879e+00,9.957039999999999225e-01,1.006925999999999988e+00,1.003908000000000023e+00,1.004120000000000124e+00,1.000770000000000159e+00,9.950180000000000691e-01,9.995302729444902612e-01,9.990101876964591066e-01,1.004142000000000090e+00,1.000526000000000026e+00,9.959599999999999564e-01,1.002842000000000011e+00,9.986120000000000552e-01,1.001778000000000057e+00,9.976959999999999162e-01,1.005841999999999903e+00,1.001179999999999959e+00,9.971605828278446992e-01,9.977219999999998867e-01,1.002234000000000069e+00,1.001237999999999850e+00,1.003342000000000178e+00,9.986899999999999666e-01,9.940799999999999637e-01,1.000005999999999728e+00,1.000048000000000048e+00,9.999560000000000670e-01
9.987268804127600319e-01,9.986800000000000122e-01,1.001086000000000142e+00,1.001695999999999920e+00,9.946879999999999056e-01,1.008688000000000029e+00,1.004952000000000067e+00,1.005214000000000052e+00,1.000868000000000091e+00,9.937880000000001157e-01,9.995043576849073075e-01,9.987561761158949558e-01,1.005146000000000095e+00,1.000769999999999937e+00,9.948519999999999586e-01,1.003673999999999955e+00,9.982000000000000872e-01,1.002234000000000069e+00,9.971319999999999073e-01,1.007382000000000000e+00,1.001460000000000017e+00,9.964151011178079553e-01,9.971119999999998873e-01,1.002855999999999970e+00,1.001537999999999817e+00,1.004262000000000210e+00,9.983899999999999997e-01,9.925559999999999938e-01,1.000001999999999835e+00,1.000053999999999998e+00,9.999380000000001045e-01
9.984601123394347688e-01,9.983779999999999877e-01,1.001368000000000036e+00,1.002008000000000010e+00,9.935099999999998932e-01,1.010496000000000061e+00,1.005902000000000074e+00,1.006340000000000012e+00,1.000978000000000145e+00,9.925060000000001104e-01,9.993835809896106648e-01,9.985187416997970411e-01,1.006224000000000007e+00,1.000969999999999915e+00,9.938779999999999282e-01,1.004556000000000004e+00,9.977880000000001193e-01,1.002650000000000041e+00,9.964479999999998894e-01,1.008728000000000069e+00,1.001776000000000000e+00,9.957203387078611412e-01,9.964879999999999294e-01,1.003446000000000060e+00,1.001929999999999765e+00,1.005126000000000186e+00,9.980280000000000262e-01,9.909339999999999815e-01,1.000017999999999851e+00,1.000104000000000104e+00,9.999460000000001125e-01
9.981828087322035525e-01,9.980440000000000422e-01,1.001538000000000039e+00,1.002412000000000081e+00,9.922199999999998798e-01,1.012186000000000030e+00,1.006906000000000079e+00,1.007455999999999907e+00,1.001192000000000082e+00,9.911840000000000650e-01,9.993476327214387833e-01,9.982391823920181428e-01,1.007298000000000027e+00,1.001183999999999852e+00,9.928319999999999368e-01,1.005325999999999942e+00,9.973780000000000978e-01,1.003103999999999996e+00,9.958499999999999019e-01,1.010307999999999984e+00,1.002102000000000048e+00,9.949771915216035767e-01,9.958199999999999275e-01,1.004008000000000012e+00,1.002251999999999699e+00,1.005990000000000162e+00,9.976500000000000368e-01,9.894699999999999607e-01,1.000045999999999768e+00,1.000038000000000205e+00,1.000024000000000024e+00
9.978483335520971220e-01,9.976860000000000728e-01,1.001864000000000088e+00,1.002776000000000112e+00,9.909899999999999265e-01,1.013946000000000014e+00,1.007836000000000176e+00,1.008517999999999804e+00,1.001432000000000100e+00,9.898380000000001067e-01,9.993014920651114297e-01,9.979770200538589098e-01,1.008412000000000086e+00,1.001485999999999876e+00,9.917339999999998934e-01,1.006083999999999978e+00,9.969580000000001219e-01,1.003619999999999957e+00,9.953139999999999210e-01,1.011910000000000087e+00,1.002452000000000121e+00,9.942140529573173513e-01,9.952019999999999200e-01,1.004590000000000094e+00,1.002583999999999698e+00,1.006942000000000226e+00,9.973300000000000498e-01,9.879139999999999588e-01,9.999899999999998235e-01,1.000032000000000254e+00,1.000064000000000064e+00
9.975939416331113252e-01,9.973480000000001233e-01,1.002110000000000056e+00,1.003066000000000013e+00,9.896879999999999011e-01,1.015756000000000103e+00,1.008932000000000162e+00,1.009563999999999906e+00,1.001700000000000035e+00,9.884860000000000868e-01,9.992655940494712397e-01,9.977438871529511477e-01,1.009542000000000161e+00,1.001671999999999896e+00,9.904719999999999080e-01,1.006979999999999986e+00,9.965860000000000829e-01,1.004078000000000026e+00,9.947579999999999201e-01,1.013318000000000163e+00,1.002728000000000064e+00,9.934673494218736467e-01,9.946079999999999366e-01,1.005211999999999994e+00,1.002831999999999724e+00,1.007724000000000286e+00,9.970140000000000668e-01,9.863779999999999770e-01,9.998959999999997850e-01,1.000034000000000312e+00,1.000124000000000013e+00
9.972612826868207936e-01,9.970500000000001029e-01,1.002391999999999950e+00,1.003511999999999960e+00,9.884239999999998583e-01,1.017630000000000035e+00,1.010048000000000057e+00,1.010721999999999898e+00,1.001913999999999971e+00,9.871900000000001230e-01,9.991638798000150867e-01,9.974582689706691374e-01,1.010678000000000187e+00,1.001951999999999954e+00,9.892699999999998717e-01,1.007821999999999996e+00,9.962120000000000974e-01,1.004558000000000062e+00,9.941059999999999341e-01,1.014902000000000193e+00,1.003066000000000013e+00,9.928396078272070380e-01,9.939899999999999292e-01,1.005879999999999885e+00,1.003163999999999723e+00,1.008614000000000344e+00,9.966560000000000974e-01,9.847199999999999287e-01,9.999079999999997970e-01,1.000046000000000213e+00,1.000096000000000096e+00
9.969882130983053203e-01,9.968280000000000474e-01,1.002799999999999914e+00,1.003956000000000071e+00,9.871579999999998689e-01,1.019519999999999982e+00,1.011112000000000011e+00,1.011819999999999942e+00,1.002140000000000031e+00,9.859920000000000906e-01,9.990496802691847256e-01,9.971820233713891701e-01,1.011826000000000114e+00,1.002140000000000031e+00,9.879799999999998583e-01,1.008715999999999946e+00,9.958000000000001295e-01,1.005125999999999964e+00,9.934759999999999147e-01,1.016464000000000256e+00,1.003546000000000049e+00,9.920563271272970773e-01,9.933099999999999152e-01,1.006537999999999933e+00,1.003489999999999771e+00,1.009580000000000366e+00,9.963120000000000864e-01,9.831599999999999229e-01,9.999179999999997515e-01,1.000098000000000154e+00,9.999960000000001070e-01
