1.019999996282528576e+00,1.019999995854923069e+00,1.019999995967742823e+00,1.019999985074637960e+00,9.800000023557122741e-01,9.800000087145931404e-01,9.800000081135870067e-01,1.019999988700571292e+00,9.800000023081358869e-01,1.019999986885254506e+00,1.019999994020928558e+00,1.019999995370371337e+00,1.019999857143877531e+00,9.800001666652777832e-01,9.800001025635766139e-01,1.019999962616892297e+00
1.039961907852659628e+00,1.040024655773011508e+00,1.039993189465761025e+00,1.040011973116765631e+00,9.599293062478206906e-01,9.600729637632189339e-01,9.599201376622840121e-01,1.039939517931744328e+00,9.599576443142967541e-01,1.039988796027561557e+00,1.040072666548388813e+00,1.040066204448834908e+00,1.040063569137074984e+00,9.635291475598101174e-01,9.876076415947377951e-01,1.030428409233209441e+00
1.059869124345274249e+00,1.060135060675590823e+00,1.060105318747318615e+00,1.060250758735148402e+00,9.398311715980500747e-01,9.401201189906206457e-01,9.398588084659541542e-01,1.059791325868401746e+00,9.399527125247607584e-01,1.060027294533179454e+00,1.060125013518189885e+00,1.060229049324040274e+00,1.060165760715003236e+00,9.631034093063788326e-01,9.909441647054098024e-01,1.036077766053127736e+00
1.079739243743037092e+00,1.080329860733900249e+00,1.080335211862315292e+00,1.080773582977037961e+00,9.196299950816121394e-01,9.201584636785814508e-01,9.198921588013277972e-01,1.079728294059431271e+00,9.198124921143943089e-01,1.080149737201865801e+00,1.080136450282242588e+00,1.080300019782238108e+00,1.070641832132641857e+00,9.521340179805437565e-01,9.993360579613004280e-01,1.042433463873515986e+00
1.099557247893013345e+00,1.100602315166090417e+00,1.100799861246403610e+00,1.101167721581360892e+00,8.993713361736618284e-01,9.007378735609526954e-01,8.997074859552858239e-01,1.099530012734045936e+00,8.997632176190841768e-01,1.100463212494079857e+00,1.100136657912315297e+00,1.100563528558347270e+00,1.077915684254774353e+00,9.435160244858390444e-01,1.001275565190189010e+00,1.045954971563963776e+00
1.119379106209581476e+00,1.121048278947550658e+00,1.121451393269510932e+00,1.122032707960413322e+00,8.789859186118745837e-01,8.813309896344942995e-01,8.795295279340064054e-01,1.119123449557574812e+00,8.796383604424917735e-01,1.121048418615429476e+00,1.120145026111202480e+00,1.120804651913831940e+00,1.078837329460157646e+00,9.320572352144209649e-01,9.926683156865283575e-01,1.056733036450405283e+00
1.139126578001175227e+00,1.141660028446522590e+00,1.142104965122608951e+00,1.142684668441595663e+00,8.584722212169538791e-01,8.617836322645988645e-01,8.592994122503448962e-01,1.139157738460299107e+00,8.594705454049215154e-01,1.142083823516996111e+00,1.140234923500470288e+00,1.141309576318547458e+00,1.077101393609481095e+00,9.235243972409383773e-01,9.887806829673161380e-01,1.067798328514055095e+00
1.158575035046439883e+00,1.162579323149208532e+00,1.162932936587260935e+00,1.163426089826407717e+00,8.378186568770327192e-01,8.427874997694120296e-01,8.389697802628456325e-01,1.159253017856144652e+00,8.393848202037712536e-01,1.163515241122929922e+00,1.160355787064232258e+00,1.161967600790358546e+00,1.083419434885300792e+00,9.086070165838565638e-01,9.811079887762075291e-01,1.080652455654028898e+00
1.177671041818471265e+00,1.183690818338577699e+00,1.184151476709683903e+00,1.184560581386679523e+00,8.170272371075990581e-01,8.236830553861458348e-01,8.186093828656749727e-01,1.179189290524615741e+00,8.194070084017101019e-01,1.185339562303526995e+00,1.180292129446219196e+00,1.182758210941419863e+00,1.091712227453127682e+00,8.902040874631156342e-01,9.770733943896017237e-01,1.086144635510737366e+00
1.196270376164689342e+00,1.205109371563154008e+00,1.205440106624499519e+00,1.205777346144682571e+00,7.963732922451738361e-01,8.056445196744168591e-01,7.984496581321287589e-01,1.198997388032999600e+00,7.994944271528682256e-01,1.207399392660313042e+00,1.200101085669476042e+00,1.203763276843675456e+00,1.092576458200404055e+00,8.820481227399802338e-01,9.688753662164256708e-01,1.090552144003673840e+00
1.214279867404961299e+00,1.226744454450651389e+00,1.226969076663356972e+00,1.227328490181648801e+00,7.755810721952279829e-01,7.887578323089083909e-01,7.785720533833236923e-01,1.218633819123327244e+00,7.797731931090385871e-01,1.229766068539245083e+00,1.219378198144989378e+00,1.224609420841352492e+00,1.093520221612257259e+00,8.709515019827164251e-01,9.596831921736338478e-01,1.096696309429438410e+00
1.231769467047020283e+00,1.248177666594661117e+00,1.248797159919641464e+00,1.248972491472479129e+00,7.548264906023435250e-01,7.729720186499466905e-01,7.590408993730118903e-01,1.238287001981980273e+00,7.602421913079110416e-01,1.252482149537357037e+00,1.238143981608462063e+00,1.245403634314134811e+00,1.089982195575969426e+00,8.659491156794254518e-01,9.466497092915318046e-01,1.098953659779103642e+00
1.248742971741963359e+00,1.269658526806534349e+00,1.271009198832428355e+00,1.270705586039267088e+00,7.340670921178140684e-01,7.582251495122296348e-01,7.400005654557326729e-01,1.257795895757499283e+00,7.408896360408384618e-01,1.275345076569136094e+00,1.256923321963908213e+00,1.265954189303218236e+00,1.089575593280238897e+00,8.627253444401224991e-01,9.424569830053951547e-01,1.107871085186961979e+00
1.265552963707164968e+00,1.291507969115999854e+00,1.293321570279732491e+00,1.292611995287663351e+00,7.132583267218909340e-01,7.448047674637671145e-01,7.220135552619959540e-01,1.276356960400032214e+00,7.217417100080315562e-01,1.298103397389277713e+00,1.275056360918801257e+00,1.286309619337057120e+00,1.094163467075349283e+00,8.587955078554005972e-01,9.334526064112047550e-01,1.107438910637403406e+00
1.281266006643211552e+00,1.313522626752143596e+00,1.315745054211423515e+00,1.314710676028783665e+00,6.925826093581124443e-01,7.338276344410502583e-01,7.051461765732118803e-01,1.294911622425449549e+00,7.028615117094234588e-01,1.320700928299895160e+00,1.292835016284771044e+00,1.306558888594308243e+00,1.095808350663368902e+00,8.604881655093812309e-01,9.253988789155573880e-01,1.107821951989715892e+00
1.296231480861534502e+00,1.335398051108106054e+00,1.338289625153556539e+00,1.337186085964274795e+00,6.720376935899370352e-01,7.253370694574547972e-01,6.893783037858496332e-01,1.313129187815563759e+00,6.843837338968341566e-01,1.343434661577995071e+00,1.310119620251331440e+00,1.326519068975727134e+00,1.095257834648883488e+00,8.650806299142971278e-01,9.215145406226487035e-01,1.102129837161975212e+00
1.310360752420266284e+00,1.357559947334435524e+00,1.360998428592881782e+00,1.360164172744592781e+00,6.516189136183307973e-01,7.196615090318310148e-01,6.754763258187713726e-01,1.330456290120964669e+00,6.663423662522729440e-01,1.366363722679603043e+00,1.326764616643105965e+00,1.346252585378951094e+00,1.100119283065038811e+00,8.735798570391927198e-01,9.135239375899411041e-01,1.103242658702975554e+00
1.323251430224946956e+00,1.379541836294064128e+00,1.383581113336909807e+00,1.382888782069376710e+00,6.313196181806022267e-01,7.163855431347446734e-01,6.633173540682714142e-01,1.348010789868579806e+00,6.489946937318629150e-01,1.388809639848717747e+00,1.342379213308763308e+00,1.365793077424800606e+00,1.109462541482756803e+00,8.830000267390085700e-01,9.051342607813801511e-01,1.099354293811573458e+00
1.335012724222361502e+00,1.401568543859476934e+00,1.406395185835538131e+00,1.405795839078719744e+00,6.110424212600442662e-01,7.160418328438472590e-01,6.537898336031019442e-01,1.366153099434709528e+00,6.323494805691943776e-01,1.410984053625007117e+00,1.356936655218759169e+00,1.384909936838584876e+00,1.105552412828406661e+00,8.824112137761983554e-01,9.015550666288003612e-01,1.094077570179197156e+00
1.345238888522555687e+00,1.423625518018743596e+00,1.429348165004505899e+00,1.428537433138887591e+00,5.910083676175771350e-01,7.193652409616390075e-01,6.476032231473878298e-01,1.384465219017317006e+00,6.160499814877704594e-01,1.433157482055164023e+00,1.370671166188113022e+00,1.403815320151848622e+00,1.110788124480275973e+00,8.807359826278389203e-01,9.013392008368503738e-01,1.084561899160849663e+00
1.353631750659410216e+00,1.445594734866139985e+00,1.452407361082865611e+00,1.452275981052541631e+00,5.712723766536907943e-01,7.260805168323480885e-01,6.456247027340301647e-01,1.402720425337813603e+00,6.003116745548076061e-01,1.454056087009306886e+00,1.383715282816139203e+00,1.422289363681216834e+00,1.120365586078046594e+00,8.805871253676919030e-01,9.006927809513739502e-01,1.080951507065797346e+00
1.359892355589133794e+00,1.467748128594823287e+00,1.475642386451368582e+00,1.476620627610101932e+00,5.515681664711619137e-01,7.343657704811153986e-01,6.472268334579610594e-01,1.421948715105477046e+00,5.852102562379301043e-01,1.474069771882759117e+00,1.395844467217657314e+00,1.440223807684666291e+00,1.123085751866367499e+00,8.854570344943865079e-01,9.062531131499915737e-01,1.074830327290312137e+00
1.364343302715059325e+00,1.490232237556514017e+00,1.498870782672979685e+00,1.501567007489960748e+00,5.320703748924392462e-01,7.451933202911689147e-01,6.525200093526015710e-01,1.441850459722129996e+00,5.707170907490844991e-01,1.493845559935682354e+00,1.407185969248267554e+00,1.457664813435302076e+00,1.126392921931591573e+00,8.863120241667299393e-01,9.137929223341567653e-01,1.064874612605973381e+00
1.367988868129585978e+00,1.512904440479856838e+00,1.522021344588448510e+00,1.526994410609904929e+00,5.127771248175948537e-01,7.601251416127549065e-01,6.620662038504463442e-01,1.461921081505760167e+00,5.568690038374288775e-01,1.512506946533891394e+00,1.418189101942314734e+00,1.474416392637965645e+00,1.119894063491975622e+00,8.888047353489862967e-01,9.243290794645033781e-01,1.053196095423578393e+00
1.369156238753556298e+00,1.535586549779717425e+00,1.545033751715066517e+00,1.553654790830993671e+00,4.936705121442199196e-01,7.781002569589711149e-01,6.749971716224509866e-01,1.482476255168661217e+00,5.434169060202432844e-01,1.530392702447087805e+00,1.428527708405587404e+00,1.490752429202718110e+00,1.120978310746569173e+00,8.809522198039546614e-01,9.311997870084820494e-01,1.041517772060761793e+00
1.368575012040175842e+00,1.558445250404197457e+00,1.567946362679605521e+00,1.580545027188555718e+00,4.749154551774584787e-01,7.974738294810268524e-01,6.910876310264667532e-01,1.502630989365536296e+00,5.305322245441163043e-01,1.547241516055047672e+00,1.438683264313876053e+00,1.506582287016290156e+00,1.124541187473707682e+00,8.742911766954668540e-01,9.334743730753271018e-01,1.029752404849373137e+00
