9.800000160642441394e-01,1.019999996726678182e+00,1.019999981818198398e+00,9.800000020790018418e-01,1.019999998531571306e+00,1.019999866667555599e+00,9.800000059701474697e-01,9.800000034752383016e-01,9.800000022535209077e-01,9.800000024999996340e-01,9.800000018578725047e-01,1.019999992351819262e+00,1.019999982608710720e+00,9.800000031446536308e-01,9.800000224718848907e-01,1.019999994936710230e+00,9.800000037700276057e-01,1.019999994750657502e+00,1.019999997138770098e+00,1.019999991836737951e+00,1.019999988405803748e+00,1.019999996500438044e+00,9.800000164608917430e-01,1.019999992714028192e+00,9.800000015680123688e-01,9.800000023767079238e-01,9.800000033726806725e-01,1.019999994108985453e+00,1.019999998315789691e+00,9.800000020650487809e-01,1.019999997455470986e+00,9.800000038572799221e-01,1.019999997659450264e+00,1.019999996923077301e+00,1.019999998837547217e+00,9.800000180180017395e-01,1.019999906977176796e+00,1.019999994666668020e+00,9.800000173160022809e-01,9.800000010432967645e-01,9.800000701751924170e-01,9.800000465115197290e-01,9.800001481470507203e-01,9.800003999920001707e-01,9.800001999980000322e-01
9.631415773609165454e-01,1.040114210687037577e+00,1.039870408334615526e+00,9.598883313725891098e-01,1.040119237283370079e+00,1.006306850566093480e+00,9.606175107534138391e-01,9.599136223891207020e-01,9.600322019757270287e-01,9.599621291571296400e-01,9.598819012349276703e-01,1.039036420102291913e+00,1.040059824777396225e+00,9.599530480190421322e-01,9.599266035361782023e-01,1.040086690049363716e+00,9.598801433093426816e-01,1.040038962398253108e+00,1.040118522563106884e+00,1.039975815834310646e+00,1.039634147946464804e+00,1.040108250198336304e+00,9.649331271300781721e-01,1.040060108112254467e+00,9.599814269695725599e-01,9.600458294875190424e-01,9.601124018265834170e-01,1.040119458577769329e+00,1.040106728374174949e+00,9.598872692977399312e-01,1.040118095920661068e+00,9.601224489906557968e-01,1.040107948248362835e+00,1.040037895691014791e+00,1.040092081708578808e+00,9.621511367266334380e-01,1.036659190463476543e+00,1.039846349966936367e+00,9.599127764722368283e-01,9.599513045532500621e-01,9.924391528196847556e-01,9.603463052470485595e-01,9.857636926986039771e-01,9.690531731102729474e-01,9.874054754469118178e-01
9.448712826603752335e-01,1.060378666290696215e+00,1.060010107880274166e+00,9.396783262767084421e-01,1.060440072367327513e+00,9.891417649892927377e-01,9.409301562752911963e-01,9.396138802089728514e-01,9.400637481558271613e-01,9.399405234474116355e-01,9.395957443140013909e-01,1.056111174127848162e+00,1.058768950617986038e+00,9.398082586738698563e-01,9.401086967691136831e-01,1.060280148289223234e+00,9.396073172820985642e-01,1.059877653135045783e+00,1.060386344681531368e+00,1.060159114646021417e+00,1.059567289871543361e+00,1.060374605913517732e+00,9.718303758302804241e-01,1.059867431412278460e+00,9.398309362199687156e-01,9.400509931178822054e-01,9.404830706338896951e-01,1.060424966803828806e+00,1.060403567364202049e+00,9.396697579390825839e-01,1.060420305678189123e+00,9.401333702403974479e-01,1.060370358620486009e+00,1.060312474105574054e+00,1.060362191266432719e+00,9.502091710061509877e-01,1.055062686764048241e+00,1.059681217360171512e+00,9.397037780067442059e-01,9.398294971516585328e-01,1.008821540741296152e+00,9.406703896739304627e-01,9.765864766566904054e-01,9.823626437754757745e-01,1.002487205134520831e+00
9.255393194943201118e-01,1.080844856760263095e+00,1.080322455913805824e+00,9.194460646549404981e-01,1.081010300606446206e+00,9.704549708349030634e-01,9.209524574332048630e-01,9.191224448373234157e-01,9.200963241303629081e-01,9.197535265907166302e-01,9.191155622707440909e-01,1.069987719413689975e+00,1.077318560620299737e+00,9.196064570857397369e-01,9.198692557777820022e-01,1.080798323622215840e+00,9.191045883110794401e-01,1.079598916834421773e+00,1.080789130126901920e+00,1.080653834419698978e+00,1.079797286963763314e+00,1.080812674756511438e+00,9.859467312080218981e-01,1.078983603609557917e+00,9.195094978196274305e-01,9.199790681021109418e-01,9.211905989970359254e-01,1.080954060825889185e+00,1.080886425992795052e+00,9.193564363537178874e-01,1.080885724174940332e+00,9.202521959311260602e-01,1.080809123009000672e+00,1.080859839348899065e+00,1.080789053911447528e+00,9.530705563279647796e-01,1.074576374908646104e+00,1.079847512805812260e+00,9.194438167867002853e-01,9.196347075041438890e-01,1.027165606995131153e+00,9.211666209016496909e-01,9.656957674973186689e-01,9.768716235081900123e-01,1.019343602778532754e+00
9.053575914753588805e-01,1.101561527552783026e+00,1.100950357213452024e+00,8.992796555403441694e-01,1.101883161054399984e+00,9.508747666021373224e-01,9.011393641646049391e-01,8.983601838925778793e-01,9.002382113559127541e-01,8.994592977968925984e-01,8.984441412005383931e-01,1.076678878670692230e+00,1.095564475278884675e+00,8.995486205615632613e-01,8.992961559644055969e-01,1.101678740433797987e+00,8.984286694682305230e-01,1.098447664791358580e+00,1.101155278560526307e+00,1.101475164788249250e+00,1.100510611086768842e+00,1.101167764772021052e+00,1.003248604477240846e+00,1.096729788024214836e+00,8.989759202857450227e-01,8.996711159521558754e-01,9.031646690549621770e-01,1.101371251148431041e+00,1.101570272849908161e+00,8.990937607834033063e-01,1.101647278847532663e+00,9.006011869540948567e-01,1.101434105601274638e+00,1.101638525930858536e+00,1.101407951457106682e+00,9.645160299777636448e-01,1.094865700217749316e+00,1.099655952363582490e+00,8.988858448344989593e-01,8.994436873775466523e-01,1.046613672101494474e+00,9.010033765633178593e-01,9.658793434740844397e-01,9.777970386556013027e-01,1.028986001102354164e+00
8.854205939421125882e-01,1.122475053928320810e+00,1.122063524052509198e+00,8.792009002323094569e-01,1.123073998989107869e+00,9.305624699477961226e-01,8.813033109295420608e-01,8.774768921885218731e-01,8.810508340773594016e-01,8.790922359762569638e-01,8.776255163760170452e-01,1.074901549919863752e+00,1.109357295351864003e+00,8.796969213086782702e-01,8.782942328643913443e-01,1.122943244391632511e+00,8.775999293890727193e-01,1.115823019801880811e+00,1.121485474143192773e+00,1.122514256935534416e+00,1.121643986206860344e+00,1.121407371395969577e+00,1.022386294717427369e+00,1.113053221426476558e+00,8.782037235816783083e-01,8.791587355257651781e-01,8.878212510454415174e-01,1.121620480633380934e+00,1.122454501904621926e+00,8.790239256631268150e-01,1.122638139765181675e+00,8.813659922997262308e-01,1.122228667941811864e+00,1.122654639861812242e+00,1.122182452942567243e+00,9.796198214774071156e-01,1.115666500676461226e+00,1.118190983524317339e+00,8.781294568113965360e-01,8.793613342642037090e-01,1.066640373320259405e+00,8.802336017522284228e-01,9.673020969646960454e-01,9.787470722104314458e-01,1.042966275808753673e+00
8.650947815635217086e-01,1.143626038030900016e+00,1.143695518182544335e+00,8.594361311246261348e-01,1.144548439458040745e+00,9.094647031825010552e-01,8.614651731691280734e-01,8.567602439973728279e-01,8.629944026272113877e-01,8.588151030295445576e-01,8.568162234647851427e-01,1.066173567159945712e+00,1.112641469030646535e+00,8.598742301112061170e-01,8.575861447620394262e-01,1.144504978079392110e+00,8.567641369624353631e-01,1.131315351314337692e+00,1.141671964926013416e+00,1.143566750311802549e+00,1.143190371277196471e+00,1.140729454055384506e+00,1.042813627139928645e+00,1.126826915005787244e+00,8.572862089822559373e-01,8.584904674974822569e-01,8.762605314779150500e-01,1.141360815521395677e+00,1.143535006113607144e+00,8.595543905590431466e-01,1.143841116644212841e+00,8.626200993884821644e-01,1.143188773150375592e+00,1.143747708246496186e+00,1.143017690082069659e+00,9.967405856066335890e-01,1.136923080292034482e+00,1.134813911564415134e+00,8.580250031399929700e-01,8.595436412888994848e-01,1.086934973055724063e+00,8.587936729982202921e-01,9.694741367894572637e-01,9.872646224815340155e-01,1.056772556318965162e+00
8.443625087505576277e-01,1.164792808056206663e+00,1.165752640668188844e+00,8.401693977095809895e-01,1.166272894097271084e+00,8.876039659072825216e-01,8.421160660548411281e-01,8.365053482132720486e-01,8.462032080208966578e-01,8.386268848671775133e-01,8.362635832096049215e-01,1.054136884943525754e+00,1.110854509977173832e+00,8.401157367902729600e-01,8.392853948632458261e-01,1.166372575372933484e+00,8.361262440107729565e-01,1.143917446748532907e+00,1.161599767629392099e+00,1.164445183345820922e+00,1.164895032976395406e+00,1.158612238337350053e+00,1.064247453112142194e+00,1.136873476153561935e+00,8.362979766342305554e-01,8.377849632637496269e-01,8.699427709429898847e-01,1.159814001173208542e+00,1.164650222846883798e+00,8.408944045923535393e-01,1.165125279762369015e+00,8.450973714445791929e-01,1.164177409998802482e+00,1.164865492003141378e+00,1.163762973076946983e+00,1.015012072220962347e+00,1.158471824868855471e+00,1.148202997056124941e+00,8.401488360792637167e-01,8.402988191391198569e-01,1.107452005644769200e+00,8.368179801537437568e-01,9.734031845033638275e-01,1.001595173904759495e+00,1.067166325040573849e+00
8.249193734628097463e-01,1.186122618404560347e+00,1.188449959486608254e+00,8.215313488402397057e-01,1.188125970521849650e+00,8.650336427939623318e-01,8.231396712611596111e-01,8.170035305318934515e-01,8.315702361367591777e-01,8.187511359124239885e-01,8.163033742312162389e-01,1.041028359746723808e+00,1.103724657134758091e+00,8.205092691651370007e-01,8.230861432534800626e-01,1.188299801588987625e+00,8.158739936844001672e-01,1.151210782792938980e+00,1.181387310891640174e+00,1.184187686372169424e+00,1.186601263508204385e+00,1.174251071700994853e+00,1.086402208746606979e+00,1.142205563460543472e+00,8.152472701166966207e-01,8.170962456160389964e-01,8.701850159975711430e-01,1.177645103273069926e+00,1.185732385954454848e+00,8.238767514658983382e-01,1.186267101070567653e+00,8.298290091207294328e-01,1.184992041827032994e+00,1.185878885601578947e+00,1.184248972130490962e+00,1.032198003923935792e+00,1.179962555194983720e+00,1.156152378746475140e+00,8.255380644811786128e-01,8.217369604324649135e-01,1.127527171198192679e+00,8.145039990230354965e-01,9.810094195167583520e-01,1.016261606618988012e+00,1.069410257339407977e+00
8.077037747667413781e-01,1.207540935885220490e+00,1.211653593233614989e+00,8.039367931906481468e-01,1.209968461118983374e+00,8.418806287564281066e-01,8.058802628528924927e-01,7.993777083911408621e-01,8.203972196893699609e-01,7.995170185498997606e-01,7.972558856815488149e-01,1.028167010145340399e+00,1.094663405618693020e+00,8.012134361915641545e-01,8.111036724545750420e-01,1.210180178979046062e+00,7.963083460847032446e-01,1.153661242411252230e+00,1.200729694291329697e+00,1.202041500532729845e+00,1.207766441737278429e+00,1.187061106371133379e+00,1.109149673006127212e+00,1.141955732533672441e+00,7.942783922475638025e-01,7.966295808316263827e-01,8.771139807556814771e-01,1.194057377852228763e+00,1.206683033964404794e+00,8.088491903860393073e-01,1.207169055484036413e+00,8.184322752682050561e-01,1.205404975363212783e+00,1.206439650568843946e+00,1.204315146696231631e+00,1.049303739560073057e+00,1.200849172548147603e+00,1.156943275889716460e+00,8.166944626060995693e-01,8.041535033886376693e-01,1.146467775578325909e+00,7.925133428435324756e-01,9.767418149185298493e-01,1.027019880724089340e+00,1.079633950029957212e+00
