1.000013999999999958e+00,9.999449999999999728e-01,9.991799999999999571e-01,9.984370000000000189e-01,9.989010000000000389e-01,1.000347000000000097e+00,1.000952999999999982e+00,1.000704999999999956e+00,9.994309999999999583e-01,1.000977000000000006e+00,1.001279999999999948e+00,1.000339000000000089e+00,9.999289999999999567e-01,9.993530000000000468e-01,9.997070000000000123e-01,1.000011999999999901e+00,9.999890000000000168e-01,9.999780000000000335e-01
1.000010000000000066e+00,9.999430000000000263e-01,9.983029999999999404e-01,9.969069999999999876e-01,9.978060000000000818e-01,1.000659000000000187e+00,1.002008000000000010e+00,1.001430000000000042e+00,9.989259999999999806e-01,1.001989999999999936e+00,1.002574999999999994e+00,1.000686000000000186e+00,9.997699999999999365e-01,9.988640000000000851e-01,9.994250000000000078e-01,9.999999999999998890e-01,9.999949999999999672e-01,9.999710000000000543e-01
1.000013000000000041e+00,9.999489999999999768e-01,9.974589999999999845e-01,9.952259999999999440e-01,9.967100000000000959e-01,1.000979000000000285e+00,1.002953999999999901e+00,1.002094999999999958e+00,9.983370000000000299e-01,1.003036000000000039e+00,1.003910000000000080e+00,1.001027000000000111e+00,9.996299999999999075e-01,9.983220000000000427e-01,9.991309999999999913e-01,9.999919999999998810e-01,9.999899999999999345e-01,9.999770000000000048e-01
1.000101000000000129e+00,9.999009999999999287e-01,9.965690000000000381e-01,9.937869999999999759e-01,9.956070000000001308e-01,1.001345000000000374e+00,1.003947999999999841e+00,1.002831999999999946e+00,9.978219999999999867e-01,1.003986999999999963e+00,1.005180000000000184e+00,1.001350000000000184e+00,9.995949999999999003e-01,9.977270000000000305e-01,9.988529999999999909e-01,9.999999999999998890e-01,9.999899999999999345e-01,9.999489999999999768e-01
1.000216000000000216e+00,9.999369999999999647e-01,9.957240000000000535e-01,9.922219999999999374e-01,9.944410000000001304e-01,1.001724000000000281e+00,1.004955999999999738e+00,1.003588999999999842e+00,9.972659999999999858e-01,1.004994999999999861e+00,1.006510000000000238e+00,1.001698000000000199e+00,9.995039999999999480e-01,9.971830000000000416e-01,9.985249999999999959e-01,1.000030999999999892e+00,9.999779999999999225e-01,9.999589999999999312e-01
1.000162000000000218e+00,9.999339999999999895e-01,9.948840000000001016e-01,9.905719999999998970e-01,9.932990000000001540e-01,1.002118000000000286e+00,1.005959999999999743e+00,1.004311999999999871e+00,9.966720000000000024e-01,1.005979999999999874e+00,1.007853000000000332e+00,1.002033000000000174e+00,9.994649999999999368e-01,9.966210000000000901e-01,9.982109999999999594e-01,9.999789999999998402e-01,9.999449999999999728e-01,9.999369999999999647e-01
1.000144000000000144e+00,9.998620000000000285e-01,9.940250000000000474e-01,9.890579999999998817e-01,9.921590000000001242e-01,1.002484000000000375e+00,1.006959999999999633e+00,1.005047999999999941e+00,9.960970000000000102e-01,1.007004999999999928e+00,1.009231000000000433e+00,1.002409000000000106e+00,9.994219999999999215e-01,9.960230000000001027e-01,9.979019999999999557e-01,9.999989999999998602e-01,9.999469999999999192e-01,9.999399999999999400e-01
1.000117000000000145e+00,9.998890000000000278e-01,9.931410000000000515e-01,9.874129999999998741e-01,9.910040000000001070e-01,1.002878000000000380e+00,1.007974999999999621e+00,1.005779999999999896e+00,9.954910000000000148e-01,1.007991999999999999e+00,1.010601000000000527e+00,1.002740000000000187e+00,9.993049999999998878e-01,9.954990000000001338e-01,9.975829999999999975e-01,1.000007999999999786e+00,9.999599999999999600e-01,9.999509999999999232e-01
1.000154000000000210e+00,9.999040000000000150e-01,9.922950000000000381e-01,9.857859999999998291e-01,9.898650000000001059e-01,1.003209000000000461e+00,1.008934999999999693e+00,1.006578999999999890e+00,9.949060000000000681e-01,1.009034999999999904e+00,1.012076000000000420e+00,1.003119000000000094e+00,9.991749999999999243e-01,9.947750000000001869e-01,9.972550000000000026e-01,1.000024999999999720e+00,9.999349999999999072e-01,9.999629999999999352e-01
1.000154000000000210e+00,9.998590000000000533e-01,9.913540000000000685e-01,9.840699999999997782e-01,9.886850000000001470e-01,1.003588000000000369e+00,1.009999999999999787e+00,1.007356999999999836e+00,9.942840000000000567e-01,1.010077999999999809e+00,1.013523000000000396e+00,1.003448000000000118e+00,9.990669999999999273e-01,9.941460000000001962e-01,9.969689999999999941e-01,1.000032999999999728e+00,9.999319999999999320e-01,9.999729999999998897e-01
