1.039999899214318013e+00,9.600000811444961979e-01,9.600000821518314131e-01,1.039999899394467908e+00,1.039999945261798953e+00,9.600001186412406851e-01,1.039999868852889087e+00,1.039999932203504729e+00,1.039999963133674488e+00,9.600000842103489918e-01,1.039999919192082345e+00,9.600001126757389258e-01,9.600000338982763726e-01,9.600001481475994858e-01,9.600000412370708336e-01,9.600000446926875153e-01,1.039999934426337092e+00,9.600000274913900178e-01,9.600007999840003414e-01,1.039999652176937683e+00,9.600019999000050097e-01,9.600079984003199174e-01,1.039999666669444434e+00,1.039999800001000008e+00
1.077987320033726215e+00,9.199422551590611397e-01,9.197590901665450014e-01,1.078916470951849282e+00,1.080242512936433252e+00,9.198117680979391864e-01,1.079894264162480466e+00,1.080207068448539198e+00,1.080243881728293109e+00,9.207334768839242622e-01,1.080204448861926014e+00,9.218080567381634616e-01,9.197654979021857580e-01,9.239761324204236459e-01,9.197608315817976665e-01,9.199429463314117150e-01,1.080193630514178604e+00,9.197815758577974066e-01,9.232184895060338015e-01,1.033894016831154117e+00,9.238781653579157815e-01,9.895559279014402021e-01,1.055339089042475198e+00,1.065925244223776103e+00
1.116453861761392385e+00,8.793944679760986594e-01,8.791584597973663984e-01,1.118305509030965705e+00,1.120885924702203384e+00,8.793317258373536394e-01,1.117308626853770193e+00,1.120807295501240697e+00,1.120495821749124543e+00,8.805924296378886407e-01,1.120688578418917336e+00,8.825784951574964232e-01,8.791258644896466912e-01,9.045950597362307777e-01,8.793552448166838120e-01,8.795172740888645979e-01,1.120760720093455287e+00,8.792160685351995131e-01,9.100877590679693485e-01,1.043903204302206067e+00,9.043750996413999488e-01,1.019206315514103123e+00,1.047743216279647838e+00,1.085372720923984513e+00
1.150270872509625786e+00,8.387672125921835642e-01,8.388505454870130995e-01,1.157505606197435588e+00,1.161659853622999394e+00,8.388418992691566434e-01,1.155955422725892356e+00,1.161933047246553663e+00,1.160836063993204714e+00,8.414528179930206297e-01,1.160721208708311858e+00,8.425375846371456756e-01,8.379352170287597268e-01,8.920613741265940311e-01,8.389479803500523580e-01,8.388072087023689116e-01,1.161908946595553660e+00,8.381863839382444059e-01,8.858359027888753623e-01,1.044561524586222312e+00,8.778614924626170213e-01,1.013751118082395930e+00,1.060789443337589288e+00,1.091120346231364557e+00
1.183244127352332420e+00,7.974040723938494724e-01,7.977071319955525430e-01,1.197912125901174463e+00,1.202090127400214259e+00,7.975016585533794000e-01,1.195328019894080995e+00,1.202845834734650676e+00,1.201340585382359549e+00,8.077309718039614728e-01,1.201886927400325877e+00,8.013553322533719658e-01,7.960822349572496126e-01,9.088865082885797531e-01,7.989916759588154838e-01,7.975326827509048311e-01,1.203731120804380383e+00,7.968300308954626709e-01,8.614177555914510620e-01,1.064931780804014405e+00,8.796124504651092746e-01,1.026311994260383109e+00,1.072985701198134745e+00,1.083273378041467616e+00
1.215709996014374461e+00,7.554648324948091132e-01,7.558372558506012417e-01,1.237140321894455441e+00,1.243290617173490764e+00,7.557119518130861469e-01,1.233614796086375698e+00,1.244847143040671789e+00,1.241950930169066103e+00,7.780624151811380562e-01,1.243818486878280893e+00,7.613409941502535805e-01,7.534651474577627184e-01,9.379282960632181476e-01,7.589182377728699302e-01,7.561056042168156077e-01,1.246359023613096584e+00,7.552465083572621474e-01,8.378667555954764090e-01,1.090044046180218995e+00,8.924306485438879832e-01,1.050523776052196379e+00,1.085914526913079436e+00,1.067110145833706225e+00
1.228817233721762880e+00,7.123354624664605117e-01,7.129862543768609173e-01,1.273690414253350278e+00,1.285519510308846369e+00,7.139484501631548907e-01,1.274447958280615190e+00,1.287195410003556528e+00,1.282186124588472032e+00,7.500555315119294963e-01,1.286828977554556053e+00,7.214276944258632973e-01,7.099633950132246962e-01,9.731345719038678732e-01,7.199322278714892498e-01,7.146469839188499540e-01,1.289921475705641640e+00,7.133266753296205742e-01,8.399746030218954163e-01,1.093492049423590462e+00,9.204679975014375959e-01,1.065371790055351875e+00,1.101315946369753940e+00,1.045909551631097889e+00
1.231582655114294100e+00,6.685841407484337529e-01,6.697083737852400631e-01,1.304298264238538785e+00,1.328029080253277039e+00,6.708917468936066442e-01,1.316853892639559653e+00,1.330143181883905790e+00,1.322220505555103509e+00,7.280082679787708289e-01,1.329702208822602261e+00,6.795288565393539093e-01,6.656132209617977580e-01,1.012562678823055506e+00,6.839639606400111926e-01,6.726364412167880058e-01,1.334440471064944234e+00,6.710748323604985854e-01,8.349949368331229804e-01,1.096996289492487620e+00,9.505088213308565681e-01,1.076680808861926630e+00,1.130719352863545524e+00,1.034445866773809231e+00
1.228794599066635795e+00,6.234677144005017491e-01,6.254418224426854245e-01,1.330199036383907130e+00,1.371185540443257578e+00,6.262852803262050072e-01,1.358717192186274847e+00,1.373420212395404238e+00,1.362917485224256708e+00,7.117560272463924198e-01,1.373013272686469222e+00,6.426468117804481350e-01,6.202508762047989066e-01,1.054646641436818966e+00,6.496965441089066484e-01,6.299526578039705837e-01,1.379846483142559865e+00,6.287415157606369709e-01,8.358101395515113996e-01,1.108254703602407520e+00,9.874095261024530279e-01,1.101163767241628788e+00,1.167257925203081026e+00,1.046102774392420054e+00
1.214435765562274616e+00,5.771593933820780009e-01,5.806356047058709446e-01,1.354372094173919683e+00,1.414474977428757052e+00,5.804304278919302229e-01,1.401521484675816387e+00,1.417024601941907269e+00,1.401840161973620713e+00,7.092135284837519649e-01,1.415844057694009228e+00,6.033606944714233755e-01,5.740294993812626867e-01,1.098868778315935879e+00,6.198064357307654371e-01,5.870441216314969957e-01,1.426195053117351952e+00,5.861886290210737149e-01,8.413190386972676515e-01,1.127458128136276327e+00,1.026986247879733138e+00,1.118049794552592013e+00,1.202660428600293985e+00,1.054492348198029283e+00
1.192387461683887429e+00,5.299486925312258956e-01,5.348192979842872896e-01,1.370465806282945342e+00,1.457509509930137170e+00,5.367278946997900979e-01,1.446932158067395502e+00,1.460718849972355571e+00,1.438897508183632601e+00,7.173030915009965813e-01,1.458553974401142206e+00,5.657577488016017897e-01,5.269640610324534125e-01,1.144114241791163611e+00,5.965000674272498138e-01,5.451915319224834855e-01,1.473518091308332778e+00,5.436999085727298731e-01,8.358480665819144617e-01,1.145142621742458955e+00,1.059716906256567892e+00,1.104663908469176947e+00,1.238222462745305341e+00,1.072246683768981690e+00
1.162824313194088077e+00,4.815106167412043225e-01,4.881860643182878157e-01,1.376484250738372550e+00,1.500110336419089974e+00,4.936324428389441410e-01,1.491441536454985561e+00,1.504130409916368372e+00,1.473814331852541404e+00,7.175141125616346649e-01,1.500187850065863859e+00,5.314100043116378735e-01,4.791154439616691629e-01,1.189655392424868952e+00,5.798338761685624121e-01,5.029499747317462965e-01,1.521406987055162752e+00,5.013162727399800289e-01,8.365199291887026600e-01,1.167752238117974128e+00,1.080377940698840078e+00,1.114806435131329598e+00,1.268770081951891004e+00,1.086444078215946796e+00
1.125722305477294904e+00,4.321539061677248106e-01,4.419643211210063649e-01,1.382771959982901588e+00,1.540907393493486044e+00,4.518240780912237131e-01,1.536056184978763950e+00,1.545333282388719365e+00,1.507201613360801939e+00,7.223248908759632991e-01,1.538926737993825400e+00,5.036878251450381816e-01,4.306050026066022829e-01,1.235344766886853130e+00,5.715784782509052420e-01,4.605294758568224678e-01,1.569868304273730475e+00,4.595983796672821753e-01,8.222973834840150431e-01,1.169454825381791130e+00,1.093230156028949018e+00,1.123131035823467405e+00,1.294791480445723897e+00,1.099216045212727533e+00
1.085484788305959292e+00,3.817573610376395754e-01,3.954213982828236329e-01,1.391425342692739653e+00,1.577792424292573159e+00,4.097691056587595138e-01,1.578618757579867360e+00,1.583109843662964478e+00,1.538933368394441725e+00,7.289689810525606939e-01,1.575788893442724437e+00,4.901732580380442905e-01,3.814078726451150536e-01,1.280409609793569103e+00,5.739737714621081510e-01,4.177490689707762384e-01,1.619016492563808418e+00,4.188114126262624248e-01,8.167607786750076260e-01,1.147273948999312454e+00,1.096815443152618030e+00,1.146380964331381813e+00,1.321181968682545005e+00,1.114516178991463935e+00
1.044696098083356839e+00,3.311660330209244552e-01,3.504916454585823016e-01,1.412225057655364990e+00,1.609805044643851879e+00,3.690998437540661814e-01,1.619738530821123179e+00,1.615252766746573032e+00,1.566489817538158746e+00,7.425567278568393492e-01,1.602866146555314009e+00,4.835117417249705229e-01,3.319572031420812142e-01,1.326598192983979851e+00,5.841642324096514294e-01,3.762415579089783413e-01,1.668467206381964107e+00,3.785792087031551456e-01,8.255746050637594591e-01,1.135908566243533535e+00,1.115367818875880213e+00,1.140264381682288830e+00,1.353831306628174413e+00,1.110440008456834216e+00
1.001102726048964886e+00,2.795568767608397898e-01,3.063777611442967119e-01,1.438154557341140949e+00,1.637340900849021619e+00,3.272536576872623337e-01,1.659045639402028316e+00,1.640228815021613773e+00,1.589214449523913109e+00,7.598421114249748198e-01,1.626091056598542472e+00,4.965127488872429495e-01,2.826677457280983852e-01,1.368677984318147356e+00,6.014538706608908436e-01,3.352475183277303095e-01,1.717915572765509769e+00,3.406504347860820903e-01,8.374322363627333399e-01,1.134699335177474566e+00,1.148118226853997781e+00,1.137461515013514335e+00,1.389373327052261686e+00,1.097777064039695105e+00
9.558282241214915986e-01,2.278653430176729167e-01,2.623918884019976194e-01,1.468696438114162950e+00,1.660258380769755959e+00,2.852320056693158912e-01,1.696130009633388003e+00,1.656122387121627293e+00,1.606732787968430554e+00,7.850083645555285816e-01,1.643965000143394528e+00,5.188530810906490931e-01,2.337256562775957835e-01,1.406738159197988614e+00,6.232499638967015088e-01,2.962611727223417590e-01,1.767441815562345919e+00,3.041953839473494625e-01,8.477970330847244274e-01,1.113974250223499496e+00,1.185937248067095329e+00,1.127938082466555469e+00,1.432379002774762267e+00,1.078481540161453367e+00
9.094486374305733589e-01,1.759730239564368248e-01,2.198584128749506150e-01,1.486714360654042055e+00,1.672722443809717019e+00,2.434671789673187037e-01,1.732190493998186476e+00,1.662349789279403689e+00,1.618919754687572210e+00,8.138876956965791498e-01,1.649092803675020980e+00,5.491006604949096870e-01,1.853455040871878901e-01,1.439414932626202681e+00,6.470487418653679823e-01,2.612692495736017584e-01,1.816314571873010930e+00,2.705873198218661235e-01,8.464733242346471620e-01,1.103809611097624543e+00,1.230656959447636645e+00,1.128914910699807983e+00,1.456985371339836410e+00,1.056279087006361417e+00
8.671320316609522072e-01,1.243117057454523749e-01,1.776737683269874191e-01,1.509102295086523826e+00,1.673842839238403046e+00,2.032306523421145428e-01,1.760373595807217528e+00,1.663793198965651365e+00,1.626189397144269799e+00,8.518755216396435292e-01,1.650585418669677118e+00,5.825331055009389525e-01,1.382030341708541388e-01,1.464000895985472672e+00,6.699508852738711440e-01,2.321892961240058506e-01,1.864185302812439993e+00,2.401749558897505743e-01,8.642278879161986449e-01,1.086676642598747522e+00,1.275796763073183016e+00,1.146676657158476109e+00,1.489038503112047884e+00,1.046217209057564101e+00
8.267264689330825478e-01,7.336487904214006317e-02,1.347731020102282407e-01,1.520651783646125077e+00,1.666144640270304622e+00,1.659631442929216105e-01,1.785740478630423178e+00,1.657487342542723674e+00,1.627566137977859428e+00,8.924808546934497322e-01,1.650188828717495504e+00,6.221010292347826098e-01,9.296585246277133674e-02,1.481182065473899412e+00,6.874277431811868233e-01,2.065939073045032215e-01,1.911215743479048212e+00,2.143664386633364893e-01,8.841407862455705757e-01,1.078504271775403645e+00,1.318092902388206200e+00,1.162411562644271035e+00,1.505728170946624367e+00,1.032031003342912312e+00
