1.006119999999999903e+00,1.016395593379430862e+00,1.024404536963810619e+00,9.885938930001234581e-01,1.009658420058568984e+00,1.019878975091116802e+00,1.015252197910208709e+00,1.022155150475508645e+00,9.827628422405276787e-01,1.000249407515966471e+00,1.003955377076087396e+00,1.003955377076087396e+00,1.018675240104689461e+00,9.839341778787017434e-01,9.914373579966393457e-01,1.006884458065850696e+00,1.012681201259194586e+00,1.003177319911604748e+00,1.014000785299706386e+00,1.020451206556931556e+00,1.043216961570742951e+00,1.008928232513306655e+00,1.014991907246859837e+00,1.010200637662192369e+00,1.047622093410250699e+00,9.944788316961855612e-01,9.788865854269641620e-01,9.810577568493563660e-01,1.026946326899731865e+00,9.996722624364158261e-01,1.005135335485105808e+00,9.956311153774137779e-01,9.956311153774137779e-01,1.026039828405737708e+00,1.000116296419949480e+00,9.803897705199307033e-01,9.945709749813328449e-01,1.022285718769504692e+00,1.029326786840026209e+00,1.018817816977799051e+00,9.857802907738507647e-01,9.650853735314025572e-01,9.885729555085209785e-01,1.013224751215032304e+00,9.798562760759699231e-01,9.638443323062154677e-01,1.028030707184328874e+00,9.947704709172460191e-01,9.918718434135825879e-01,1.000289763207357963e+00,9.992576730809830110e-01,1.000161990286665858e+00
1.012039999999999829e+00,1.045740611121722008e+00,1.062769858418885827e+00,9.700921796107263573e-01,1.023978138834985563e+00,1.047121912913200559e+00,1.034471546334242653e+00,1.052648367825039788e+00,9.490370803065796279e-01,9.990181614878652638e-01,1.008828772826837694e+00,1.008828772826837694e+00,1.051838390429532977e+00,9.467302593899230567e-01,9.788907569995556335e-01,1.018464325659835801e+00,1.036230294316470513e+00,1.014741099873390784e+00,1.043730403426093467e+00,1.053433834206857433e+00,1.121233009540530956e+00,1.030341373420371687e+00,1.048396228553758469e+00,1.028721281068210258e+00,1.131058654050272283e+00,9.802606986544741829e-01,9.394922152560776230e-01,9.495221368238263571e-01,1.073255504180929742e+00,9.996725330307945079e-01,1.024155008454320948e+00,9.918482221062994153e-01,9.918482221062994153e-01,1.075264882921565190e+00,9.980253296096180948e-01,9.470529356757658723e-01,9.853884597001758561e-01,1.064861238736492854e+00,1.073519063321598965e+00,1.050761298872031180e+00,9.573471149277061887e-01,9.037183258895304938e-01,9.856582018590678285e-01,1.033318674446239926e+00,9.382371441985444260e-01,9.071156253833941863e-01,1.079399621768321937e+00,9.922792717107058458e-01,9.641612843581521819e-01,1.001275153192757283e+00,9.996441901737526115e-01,9.996312875578371449e-01
1.012159999999999727e+00,1.080680736231232286e+00,1.140627606271991112e+00,9.461782775238288812e-01,1.034061152868621436e+00,1.084934583694162402e+00,1.036570782534838475e+00,1.084910566197407888e+00,8.815517431589376951e-01,9.874554425753752085e-01,1.006021701589280504e+00,1.006021701589280504e+00,1.087282531912860284e+00,8.805476214370457910e-01,9.801972895240466110e-01,1.031303923246357224e+00,1.068611752889600197e+00,1.056920397680937374e+00,1.083651422267029263e+00,1.092541059149814142e+00,1.256778799307173955e+00,1.064462235490356568e+00,1.088623014181623327e+00,1.051562033336749469e+00,1.278736855730555400e+00,9.585430046802196902e-01,8.700810518299434415e-01,9.175720870573842447e-01,1.140051969734685144e+00,9.942397317193231165e-01,1.079000126368753865e+00,9.980420233942135511e-01,9.980420233942135511e-01,1.139975463960767099e+00,9.941722173708420485e-01,9.097879300528768365e-01,9.669319478148049596e-01,1.138393762003818921e+00,1.140375286062244919e+00,1.076402075420311855e+00,9.135582186187494180e-01,8.262032136806385374e-01,1.013048143732073081e+00,1.048333712965269005e+00,8.665267581815481179e-01,8.356966721055600900e-01,1.170032342921493385e+00,9.866224820423934450e-01,9.296925703615811498e-01,1.002857439724384125e+00,1.000028520881820260e+00,1.001125531692820925e+00
1.012879999999999781e+00,1.100483400365962039e+00,1.246849859679219907e+00,9.022917055852613943e-01,1.033408456879154613e+00,1.111770807642531667e+00,9.754839678072325659e-01,1.081526454648270796e+00,8.059202022156647383e-01,9.248829402566053348e-01,9.879249261054612319e-01,9.879249261054612319e-01,1.073943341230670256e+00,8.096388359154997882e-01,1.031592954626866065e+00,1.046130750455349423e+00,1.115312621668621329e+00,1.123685067219663436e+00,1.126441949795043085e+00,1.124048770044029810e+00,1.369063283710333812e+00,1.100320579749142880e+00,1.133774246530329766e+00,1.064202236578320804e+00,1.393128709407571719e+00,9.093971697576122004e-01,8.026726259785914586e-01,9.135136814891515744e-01,1.182412498599757944e+00,9.967107670822192844e-01,1.171901846567954930e+00,1.035146867394017844e+00,1.035146867394017844e+00,1.186081911893287710e+00,9.931318314247967738e-01,9.046225564572868416e-01,9.806223426255373798e-01,1.249847535500145934e+00,1.153556679093448611e+00,1.051018086095813819e+00,8.709160544700595974e-01,7.892800265008363958e-01,1.097220107095280950e+00,1.019734810920287504e+00,7.716410296947802117e-01,8.102024960938801756e-01,1.268775022616112969e+00,9.822951013773665307e-01,9.271192938081066481e-01,9.963932037714229306e-01,1.003438365678256394e+00,1.005179366659718188e+00
1.032999999999999696e+00,1.118819694448253577e+00,1.386994954430494476e+00,8.140309890371135726e-01,1.028955066519267492e+00,1.132155664819753715e+00,8.837351487066870126e-01,1.072292629495415817e+00,7.629536842246305017e-01,7.906478861350801912e-01,9.879075125062127816e-01,9.879075125062127816e-01,1.056998141141507919e+00,7.665361242865844638e-01,1.112605279312437467e+00,1.062402101845955515e+00,1.179090498528002628e+00,1.158971746726671137e+00,1.178108998786318251e+00,1.168831559699536005e+00,1.369639274107011584e+00,1.104720340998872619e+00,1.191412221687175865e+00,1.068140989104610750e+00,1.385738623124101787e+00,8.533937129314040915e-01,7.304331046953967954e-01,9.711868633964934050e-01,1.214830418991883931e+00,1.017666393905722444e+00,1.256047453399846470e+00,1.104984522908586841e+00,1.104984522908586841e+00,1.219266727177863441e+00,1.012885965071946615e+00,9.453097272714845456e-01,1.040915915303701089e+00,1.365623833927155140e+00,1.089402072469566995e+00,9.943411580201506617e-01,8.159904699498005121e-01,8.116979569792573956e-01,1.180632757705253777e+00,9.663844817045312841e-01,6.504357007810913638e-01,8.600958703208910761e-01,1.365921403476447082e+00,9.895284015471542682e-01,9.668094902414048342e-01,1.002249906892218823e+00,1.005995359454052496e+00,9.943413330483643620e-01
1.062839999999999785e+00,1.158352570462408249e+00,1.543175044494681458e+00,7.185765560626438120e-01,9.914715150041624181e-01,1.189421144687020426e+00,7.651894240219785370e-01,1.112557408869408571e+00,7.433528730744966007e-01,6.633510839229964651e-01,1.005813082858938889e+00,1.005813082858938889e+00,1.094575951713816941e+00,7.464769230078396323e-01,1.174905332396168456e+00,1.114293710109107938e+00,1.238584565854581765e+00,1.187392712205350476e+00,1.224808091708638358e+00,1.267304505174293272e+00,1.314112265911852928e+00,1.060049428231772950e+00,1.238898277446879526e+00,1.087431710579877642e+00,1.352161759178703626e+00,7.817844564673651631e-01,6.943363657052904481e-01,1.018626778200969252e+00,1.260413635558422119e+00,1.046361829246797104e+00,1.318574144999441700e+00,1.178462771785204977e+00,1.178462771785204977e+00,1.272622212674684450e+00,1.031272890252486141e+00,9.994418033503760235e-01,1.078385423693033252e+00,1.436264780446277145e+00,1.038217906184999872e+00,9.255039243206995003e-01,7.651115859826962406e-01,8.364433997808554677e-01,1.210872999894192947e+00,9.009541318824230149e-01,5.409402440813373403e-01,9.166559374825250517e-01,1.461624159948316626e+00,1.044068619073773352e+00,1.023056218845317611e+00,9.990800311706542480e-01,1.003493883713121537e+00,9.986704512771134024e-01
1.106399999999999828e+00,1.168925872066800542e+00,1.672864856252356480e+00,6.766506717057461096e-01,9.546381103419133707e-01,1.227222932138963607e+00,6.190136820208532731e-01,1.136925392174459981e+00,7.640799343713607916e-01,5.959805294715141422e-01,1.029686533158133521e+00,1.029686533158133521e+00,1.115933281427555546e+00,7.699504724537027389e-01,1.211222673630651281e+00,1.109552265483861211e+00,1.294301631683531184e+00,1.285915417225172774e+00,1.226381896535552185e+00,1.329535055801844834e+00,1.257775883155198171e+00,9.758911262910190398e-01,1.230553387130118859e+00,1.072276548123207052e+00,1.318964432012474042e+00,7.307329171857218642e-01,6.764363115399387727e-01,1.025233561771353941e+00,1.270445132822295209e+00,1.039641869114096284e+00,1.368102770317606520e+00,1.214324104341522048e+00,1.214324104341522048e+00,1.274038786506984655e+00,1.026683869673281624e+00,1.040847339069639776e+00,1.035888669753527669e+00,1.443857299763652957e+00,1.053931818512267471e+00,8.427301064838028655e-01,6.893089768875975132e-01,8.514577844152647623e-01,1.216298114874819092e+00,8.220140038224785783e-01,4.762119329215199759e-01,9.305139352715113832e-01,1.507605956428093030e+00,1.097816434798506879e+00,1.065176069458365848e+00,9.955155023400400482e-01,1.007754624452241954e+00,9.978338851270006638e-01
1.122399999999999842e+00,1.201132300249324381e+00,1.792254104057256825e+00,6.686466646372717371e-01,9.423479237507551565e-01,1.267933693686414953e+00,5.130806251363370096e-01,1.206503154472034822e+00,7.760997008707621880e-01,6.043076833228545608e-01,1.070191081290880808e+00,1.070191081290880808e+00,1.173275742415467615e+00,7.887190032590131183e-01,1.232826546274250479e+00,1.100292428217073848e+00,1.352739031722548280e+00,1.373596585877782328e+00,1.244811039687500509e+00,1.391855357821210282e+00,1.242371371281026260e+00,9.301564404572189027e-01,1.251047101818728802e+00,1.045131323980790006e+00,1.328898870660550235e+00,7.027152531353307863e-01,6.502896297742934983e-01,1.018389879218121186e+00,1.299781734635068187e+00,1.030025826158187163e+00,1.405643829155697855e+00,1.230666542843960265e+00,1.230666542843960265e+00,1.307175874985598618e+00,1.006213255532749873e+00,1.045432002880763100e+00,9.707284201444106309e-01,1.434089688833713794e+00,1.115571809742781806e+00,8.320836916557576846e-01,6.348984362747283061e-01,8.314217170132951473e-01,1.160789372057671187e+00,8.165360010785315259e-01,4.516341471076861791e-01,9.025215491969591497e-01,1.539925450696602915e+00,1.137023831544343055e+00,1.069391406656392762e+00,9.882036669057703282e-01,1.011730625464523081e+00,1.001854029346855857e+00
1.149039999999999839e+00,1.136686266636410592e+00,1.866789216309601152e+00,6.789801462377877961e-01,9.275079309589443488e-01,1.271225920937119058e+00,4.119430062034310502e-01,1.161337450474436039e+00,8.363263422368326649e-01,5.886611113676849527e-01,1.089695305737568898e+00,1.089695305737568898e+00,1.132584461757887961e+00,8.528362448577687660e-01,1.261480709519051668e+00,1.072813565190869900e+00,1.375873835067686013e+00,1.433611456941002338e+00,1.192304389360118400e+00,1.406164835134359858e+00,1.205075109648821918e+00,8.775158725977590946e-01,1.192087193105672238e+00,9.980363361688118218e-01,1.309215024626216417e+00,6.933785340740759029e-01,6.448408084689921660e-01,1.030993689667334845e+00,1.235300535802618560e+00,9.935812938753985080e-01,1.422227691575792763e+00,1.238369334829833468e+00,1.238369334829833468e+00,1.239584635614724206e+00,9.736885778988509932e-01,1.081060357403746064e+00,9.153233143368663116e-01,1.393474056492781887e+00,1.140684251054684628e+00,7.628215583611739348e-01,5.821432829487763749e-01,8.530932084944007343e-01,1.207277424828295587e+00,7.465100212447272066e-01,4.370640095214262111e-01,9.217024460339341418e-01,1.511917064261934396e+00,1.141771868845847138e+00,1.101079056235529263e+00,9.677385369766465795e-01,1.023742535963631406e+00,1.011665696059578901e+00
1.135879999999999779e+00,1.271926985123593479e+00,1.950365040651350856e+00,7.156729121362959134e-01,9.039668070161703817e-01,1.341247806791853847e+00,4.072144918092269195e-01,1.333910915633095939e+00,7.500612356693283633e-01,6.867739102642533844e-01,1.141970089097058993e+00,1.141970089097058771e+00,1.300047022228620452e+00,7.704804418925167431e-01,1.272204016637978441e+00,1.160164290135990317e+00,1.417970884539783594e+00,1.416833990569014601e+00,1.286147597873841031e+00,1.486988960803098170e+00,1.234490224396651792e+00,9.445572457100178676e-01,1.310188211768891664e+00,1.035296982179341851e+00,1.342173168155929908e+00,6.015490519937107816e-01,6.020122082894311388e-01,1.072384874687563938e+00,1.381155590462421978e+00,1.011343777607398797e+00,1.460628676533846981e+00,1.266951770176486303e+00,1.266951770176486303e+00,1.377434327406938719e+00,9.994230714191529863e-01,1.055979168216163888e+00,1.043825319159529252e+00,1.396435029502170133e+00,1.141923188599517580e+00,8.761607660210796178e-01,5.955759250295802332e-01,8.109701286304332735e-01,9.891148198261474622e-01,8.546199367680661352e-01,4.378479823550308070e-01,8.788229964887928070e-01,1.611088841961508589e+00,1.188874131127986455e+00,1.086823526996732792e+00,9.601394529128235433e-01,9.897652880093702477e-01,1.056904360446610847e+00
