8.000000158730146138e-01,8.000000163532283715e-01,8.000000877192597892e-01,8.000000101677676723e-01,8.000000071212388653e-01,8.000000099255577535e-01,8.000000058763035993e-01,8.000000269178967338e-01
6.015699138280463654e-01,6.009772181054684470e-01,6.698329384063512748e-01,5.995510946540926200e-01,5.992873862494005888e-01,5.998344663085718453e-01,5.991349213379266736e-01,5.990071674719043004e-01
5.058627267511141001e-01,4.882119342499389170e-01,7.849940276106314174e-01,4.431013719712498800e-01,4.241154323994649755e-01,4.347437243002595375e-01,4.146488184635415686e-01,5.248445852385756893e-01
5.566587858123613897e-01,5.039993891083078825e-01,9.462084577276115294e-01,4.042262866653192344e-01,3.201384246767659536e-01,3.612247049123244458e-01,2.753442928597178430e-01,5.963653467132339348e-01
6.694414922743769925e-01,5.856098099409237090e-01,1.124300350784517954e+00,4.484069673049179139e-01,2.860300734182810167e-01,3.666288956912017727e-01,1.776410681668882385e-01,7.256063654714151046e-01
8.050577024488880795e-01,6.884714891289100969e-01,1.283204059230251382e+00,5.339265211802231015e-01,3.020222370059827965e-01,4.120668273365610257e-01,1.046161460573996338e-01,8.764130658585819189e-01
9.315828174287541508e-01,7.653717455745602249e-01,1.361612988640392485e+00,6.246873612881022053e-01,3.466774869959765581e-01,4.652484255212032682e-01,3.252470517964189956e-02,1.028628446864449986e+00
1.014687974239699253e+00,7.903071629922582275e-01,1.352192431493408398e+00,6.964588302711605117e-01,4.023175785152838801e-01,5.045142791379595426e-01,-5.119925278784130673e-02,1.160220589020749316e+00
1.040347183512413620e+00,7.693837924692663588e-01,1.289358076195465941e+00,7.306035397470576065e-01,4.591954972062972096e-01,5.242383788651262533e-01,-1.499088244402448922e-01,1.252324772608786496e+00
1.011187701359419044e+00,7.198828098550146271e-01,1.205533296721600367e+00,7.253652906504503006e-01,5.133813037670225121e-01,5.269270501120335570e-01,-2.599454337905598988e-01,1.301702871786152516e+00
9.448646894997421164e-01,6.681261431091329861e-01,1.127735573201977815e+00,6.911499612481862842e-01,5.653551382103734202e-01,5.251991863082354772e-01,-3.756893936686531710e-01,1.315028932022907160e+00
8.610553841051364898e-01,6.363319355762069307e-01,1.084224189045118969e+00,6.421553733675315900e-01,6.193648407394363176e-01,5.350712223687780211e-01,-4.870074733701161840e-01,1.311594531589909796e+00
7.818328345696494708e-01,6.376116619541779551e-01,1.086346936768052274e+00,5.962379447570821389e-01,6.850036232715674966e-01,5.620377667792032517e-01,-5.833858240865319456e-01,1.307809521571795974e+00
7.237905742359675987e-01,6.689708856315791374e-01,1.129114433705612930e+00,5.638833204574995595e-01,7.644641814658418300e-01,6.016839266294995436e-01,-6.599893423780420765e-01,1.315071749933958589e+00
6.976942808072845725e-01,7.184014178388491434e-01,1.196324187222031821e+00,5.480242488347645269e-01,8.535596358315651333e-01,6.413152377398567694e-01,-7.196808112878481101e-01,1.336608894343394693e+00
7.017881307051045958e-01,7.637991403062491802e-01,1.271431120535841286e+00,5.401837325761151831e-01,9.481371333020001124e-01,6.618647010716705026e-01,-7.735586027362094663e-01,1.361351861850158773e+00
7.350135347614004111e-01,7.864548454696194124e-01,1.334394705270249393e+00,5.343238153799222401e-01,1.038179690313292935e+00,6.507991809180648790e-01,-8.313278227039724300e-01,1.376038725293769804e+00
7.841287843988898887e-01,7.925960985603561770e-01,1.375426374786075767e+00,5.230687268654803379e-01,1.119613995326179667e+00,6.096228751873052909e-01,-8.986117977452838801e-01,1.379789028008268303e+00
8.405757252331652607e-01,7.949459421548382698e-01,1.392946239713063861e+00,5.032099097383448960e-01,1.187229627432465406e+00,5.500388302003876850e-01,-9.742432627019949054e-01,1.373039304733852717e+00
8.940916417045402520e-01,8.088646784953649194e-01,1.398247674461441603e+00,4.780291578691548970e-01,1.243613308866434286e+00,4.870772873444630946e-01,-1.055298126464486730e+00,1.361929305601637274e+00
9.404973471984628963e-01,8.485917275733197984e-01,1.399498473635798046e+00,4.478623433937825027e-01,1.295231249384185990e+00,4.366400528703531791e-01,-1.134399617982231545e+00,1.354842311528237531e+00
9.781881142600582502e-01,9.080046615762715767e-01,1.411842794012229785e+00,4.221548732466195442e-01,1.346476579965013132e+00,4.038297565780682441e-01,-1.205133332870249152e+00,1.354590547163075254e+00
1.005517319201204574e+00,9.742116412036255779e-01,1.434404484669268287e+00,4.017392863792421664e-01,1.397892886622283282e+00,3.877117573852140175e-01,-1.266278530665450264e+00,1.368804496110263225e+00
1.018554194881989172e+00,1.030888967506046638e+00,1.461336286139781393e+00,3.891359005172989050e-01,1.448698194001447614e+00,3.840347955920971335e-01,-1.315686078710917029e+00,1.389835965834381737e+00
1.018731880417862445e+00,1.061420089547005396e+00,1.491604961955282915e+00,3.814036979365083013e-01,1.495278837855227305e+00,3.834742664404971468e-01,-1.357504387162367321e+00,1.423901730122259179e+00
1.008951870665719674e+00,1.063417829318116681e+00,1.518666119787926316e+00,3.806536010122617553e-01,1.531328872802039998e+00,3.833574426990124517e-01,-1.397893902845675829e+00,1.459804917330157048e+00
9.942418084693563918e-01,1.038257295051830065e+00,1.537971543250717277e+00,3.848151909288931027e-01,1.554014051451408474e+00,3.831022651721876504e-01,-1.442514305271949571e+00,1.488577847432328127e+00
9.783365353149097166e-01,9.946749129066283501e-01,1.551116622709478143e+00,3.988722471981907547e-01,1.565347925503771664e+00,3.824329635736031796e-01,-1.488294380954201745e+00,1.511319839547752286e+00
9.611867847124139219e-01,9.531621659401862123e-01,1.558750157635868661e+00,4.192145322873295221e-01,1.569170133908457609e+00,3.912985102968035145e-01,-1.530222585359142684e+00,1.526169838307668059e+00
9.464968865527170205e-01,9.267372028615710189e-01,1.564322297911565407e+00,4.427215958320550038e-01,1.570189246844153619e+00,4.097133277780876104e-01,-1.567154522452741006e+00,1.540983359041448120e+00
9.367728890991060542e-01,9.160222076511416178e-01,1.572709776108901947e+00,4.590098304213521829e-01,1.573497170647169208e+00,4.281624031435279365e-01,-1.592846155593254487e+00,1.562142349178718970e+00
9.291386944275260573e-01,9.202961709067993823e-01,1.581118025407105332e+00,4.670677661252563562e-01,1.579551053235386027e+00,4.382065830487421043e-01,-1.609873763468399943e+00,1.582616740772796016e+00
9.253533732189924699e-01,9.302643424810199679e-01,1.590549537724162299e+00,4.643698090244670618e-01,1.587607352627350865e+00,4.354669147660585882e-01,-1.619831636833757305e+00,1.601577064630212988e+00
9.211915563199054580e-01,9.434167883722801573e-01,1.594248834712299612e+00,4.578566328095106108e-01,1.596506215067435175e+00,4.238641325885496580e-01,-1.627671710508427738e+00,1.616648366001747439e+00
