1.014320000000000110e+00,1.014945873917928454e+00,9.573967527908076036e-01,9.849113854213271679e-01,9.975406800776791538e-01,1.012941618477686267e+00,1.039139486329581530e+00,1.001532405785915847e+00,1.000057542204071170e+00,1.000968449627576806e+00
1.029200000000000115e+00,1.029599981551090560e+00,9.180903382578857741e-01,9.693060686502262824e-01,9.948247282832570759e-01,1.027019888633887490e+00,1.078460507147444902e+00,1.000977978118318790e+00,1.001198019429483832e+00,1.002117275947413733e+00
1.044160000000000199e+00,1.044076743712135880e+00,8.767756770941228517e-01,9.530967188954072578e-01,9.902134430708804391e-01,1.041673384357436616e+00,1.115070207840676231e+00,1.000992976686586600e+00,1.001247953890437747e+00,1.003271401612855440e+00
1.055600000000000094e+00,1.061722677059521613e+00,8.343408384233119701e-01,9.350034782774820918e-01,9.859742890503893076e-01,1.057281539994136432e+00,1.155295076694409673e+00,1.001322572062242955e+00,9.986104133713527009e-01,1.003990484267284211e+00
1.068440000000000056e+00,1.077842953476799037e+00,7.944963765101991093e-01,9.189032360051787585e-01,9.831635814146473251e-01,1.074633499312561691e+00,1.193268030320129069e+00,1.000629672785795732e+00,1.000496724683187733e+00,1.002935511031952220e+00
1.077960000000000029e+00,1.096120233917370346e+00,7.549593213342897791e-01,8.994230639555551576e-01,9.782683254632996706e-01,1.092178950356471612e+00,1.232736311587251166e+00,1.002467664422129312e+00,1.000824932073831608e+00,1.003444525817509092e+00
1.084720000000000129e+00,1.111672730135032872e+00,7.179934119777547918e-01,8.825359785150354019e-01,9.740960887702323490e-01,1.109874999529900430e+00,1.270833187111754414e+00,1.003651040739125699e+00,9.963374368791348967e-01,1.002676018748288378e+00
1.093680000000000208e+00,1.129541326414990277e+00,6.811388278247723083e-01,8.633015120003434406e-01,9.671756770068913323e-01,1.126717898182089117e+00,1.311943174460407313e+00,1.003671332911123093e+00,9.957435327848607187e-01,1.003434303904634284e+00
1.098640000000000283e+00,1.147255355651156217e+00,6.486230667957196827e-01,8.446336726374160664e-01,9.616258005554430000e-01,1.144838320311029500e+00,1.349891443313446349e+00,1.003026420086225778e+00,9.930321432397781756e-01,1.001540934651736103e+00
1.099920000000000231e+00,1.167503030704775346e+00,6.208449291302304829e-01,8.210889360853188546e-01,9.552496411868243165e-01,1.163183066897265805e+00,1.387266914810397989e+00,9.995491910672031910e-01,9.924840628404233422e-01,1.006379283595414398e+00
1.098600000000000243e+00,1.185749378010625854e+00,5.891843516271852987e-01,7.997672347774399393e-01,9.506135076355426428e-01,1.182239713532156067e+00,1.425482874778159381e+00,9.989912847461959178e-01,9.918686257264008876e-01,1.006631339206360609e+00
1.096840000000000259e+00,1.206722135150586572e+00,5.620317265472900559e-01,7.771157243960019612e-01,9.433368521127202255e-01,1.197843117112327160e+00,1.456237640636359076e+00,9.958543729640907394e-01,9.931852902098803337e-01,1.007732055421473039e+00
1.093040000000000234e+00,1.226877412640875464e+00,5.342943208628674334e-01,7.551663223475647557e-01,9.346308073067410849e-01,1.214396762300440136e+00,1.489135826090634218e+00,1.001064557388175569e+00,9.916513781805188499e-01,1.005660252041800318e+00
