9.980200000000000182e-01,2.000370000000000203e+00,2.996170000000000222e+00,4.002939999999999721e+00,4.999640000000000306e+00,6.005840000000000067e+00,7.001979999999999649e+00,7.973130000000000273e+00,8.999090000000000700e+00,1.000027000000000044e+01,1.099971999999999994e+01,1.199982999999999933e+01
9.957599999999999785e-01,2.001230000000000064e+00,2.992210000000000036e+00,4.006569999999999965e+00,5.000090000000000146e+00,6.012590000000000323e+00,7.004289999999999239e+00,7.946900000000000297e+00,9.000630000000001019e+00,1.000136000000000003e+01,1.099892999999999965e+01,1.200048999999999921e+01
9.944800000000000306e-01,2.000739999999999963e+00,2.988609999999999989e+00,4.009800000000000253e+00,5.000150000000000539e+00,6.019890000000000185e+00,7.005479999999999485e+00,7.921219999999999928e+00,9.001120000000000232e+00,1.000149000000000044e+01,1.099916999999999945e+01,1.200006999999999913e+01
9.925000000000000488e-01,2.000509999999999788e+00,2.985240000000000116e+00,4.014590000000000103e+00,5.001310000000000144e+00,6.027160000000000295e+00,7.006989999999999164e+00,7.896689999999999543e+00,9.000600000000000378e+00,1.000054000000000087e+01,1.099911999999999956e+01,1.199940999999999924e+01
9.896900000000000697e-01,1.999889999999999723e+00,2.981100000000000083e+00,4.019280000000000186e+00,5.001590000000000202e+00,6.034089999999999954e+00,7.006849999999999135e+00,7.871649999999999814e+00,9.000600000000000378e+00,1.000159000000000020e+01,1.099916999999999945e+01,1.199937999999999860e+01
9.869900000000000340e-01,1.999799999999999800e+00,2.977440000000000087e+00,4.023000000000000576e+00,5.002080000000000304e+00,6.041369999999999685e+00,7.005799999999998917e+00,7.847739999999999938e+00,9.001610000000001222e+00,1.000209000000000081e+01,1.100032000000000032e+01,1.199933999999999834e+01
9.857000000000000206e-01,2.000419999999999643e+00,2.974019999999999886e+00,4.027230000000000310e+00,5.002670000000000172e+00,6.047799999999999621e+00,7.005729999999998903e+00,7.824069999999999858e+00,9.001310000000001921e+00,1.000234000000000023e+01,1.100012000000000079e+01,1.199873999999999796e+01
9.840499999999999803e-01,2.000469999999999526e+00,2.971479999999999677e+00,4.031240000000000379e+00,5.003230000000000288e+00,6.054409999999999847e+00,7.004029999999999312e+00,7.799469999999999459e+00,9.001060000000002503e+00,1.000240999999999936e+01,1.099967000000000006e+01,1.199906999999999790e+01
9.817299999999999915e-01,2.000189999999999468e+00,2.967759999999999732e+00,4.034540000000000681e+00,5.004620000000000068e+00,6.062450000000000117e+00,7.002249999999999197e+00,7.776159999999999073e+00,9.000310000000002475e+00,1.000159999999999982e+01,1.099961000000000055e+01,1.199959999999999738e+01
9.800799999999999512e-01,2.000319999999999432e+00,2.965029999999999610e+00,4.037770000000000969e+00,5.005150000000000432e+00,6.069069999999999965e+00,6.999869999999999592e+00,7.753719999999999501e+00,8.999940000000002271e+00,1.000145999999999979e+01,1.100004999999999988e+01,1.199932999999999694e+01
9.781999999999999584e-01,1.999059999999999393e+00,2.962039999999999562e+00,4.040620000000000545e+00,5.006320000000000547e+00,6.075120000000000076e+00,6.997700000000000031e+00,7.731549999999999478e+00,9.000450000000002504e+00,1.000166999999999895e+01,1.099984000000000073e+01,1.200050999999999668e+01
9.769599999999999396e-01,1.998899999999999455e+00,2.959549999999999681e+00,4.042660000000000586e+00,5.006640000000000867e+00,6.080880000000000507e+00,6.995359999999999800e+00,7.709939999999999571e+00,9.000490000000002766e+00,1.000115999999999872e+01,1.099985000000000035e+01,1.200034999999999741e+01
9.746899999999999453e-01,1.998789999999999401e+00,2.956309999999999771e+00,4.045180000000000220e+00,5.008320000000001215e+00,6.087370000000000836e+00,6.992969999999999686e+00,7.688229999999999897e+00,9.000220000000002329e+00,1.000191999999999837e+01,1.099960000000000093e+01,1.200174999999999770e+01
9.725599999999999801e-01,1.999579999999999469e+00,2.953459999999999752e+00,4.048090000000000188e+00,5.009990000000001054e+00,6.095010000000001149e+00,6.989589999999999748e+00,7.667510000000000048e+00,8.999740000000002738e+00,1.000153999999999854e+01,1.099944000000000166e+01,1.200268999999999764e+01
9.714199999999999502e-01,1.999539999999999429e+00,2.949769999999999559e+00,4.051079999999999792e+00,5.011030000000000761e+00,6.101510000000001099e+00,6.985369999999999635e+00,7.646410000000000373e+00,8.998660000000002768e+00,1.000082999999999878e+01,1.099842000000000120e+01,1.200195999999999685e+01
9.704599999999999893e-01,1.998819999999999375e+00,2.947549999999999670e+00,4.054299999999999571e+00,5.012020000000000586e+00,6.108030000000001181e+00,6.981269999999999420e+00,7.626630000000000464e+00,8.997310000000002361e+00,1.000176999999999872e+01,1.099791000000000096e+01,1.200248999999999633e+01
9.691299999999999359e-01,1.999529999999999363e+00,2.945279999999999454e+00,4.056409999999999627e+00,5.011800000000000921e+00,6.114660000000001538e+00,6.977539999999999409e+00,7.607500000000000817e+00,8.997010000000003060e+00,1.000207999999999942e+01,1.099730000000000096e+01,1.200218999999999703e+01
9.676699999999999191e-01,1.999649999999999261e+00,2.942909999999999471e+00,4.059309999999999974e+00,5.011680000000001023e+00,6.121650000000001590e+00,6.972609999999999530e+00,7.588170000000000748e+00,8.996580000000003352e+00,1.000150999999999968e+01,1.099780000000000157e+01,1.200119999999999720e+01
9.662999999999999368e-01,2.000259999999999039e+00,2.941539999999999377e+00,4.062319999999999709e+00,5.011900000000000688e+00,6.128510000000001234e+00,6.968209999999999127e+00,7.569400000000000794e+00,8.997360000000004021e+00,1.000262999999999991e+01,1.099798000000000187e+01,1.200042999999999793e+01
9.644199999999999440e-01,2.000369999999998871e+00,2.941699999999999537e+00,4.063619999999999344e+00,5.012400000000000411e+00,6.134590000000001098e+00,6.963439999999999408e+00,7.549770000000000536e+00,8.997670000000004720e+00,1.000214000000000070e+01,1.099802000000000213e+01,1.199971999999999817e+01
9.639199999999998880e-01,2.000119999999999010e+00,2.940549999999999553e+00,4.066619999999999457e+00,5.011950000000000571e+00,6.140880000000001004e+00,6.957609999999999850e+00,7.531070000000000597e+00,8.997000000000005215e+00,1.000237000000000087e+01,1.099809000000000125e+01,1.199995999999999796e+01
9.617499999999998828e-01,2.000989999999998936e+00,2.938949999999999729e+00,4.069059999999999455e+00,5.013080000000000425e+00,6.147380000000000955e+00,6.951679999999999637e+00,7.512920000000000265e+00,8.996330000000005711e+00,1.000224000000000046e+01,1.099854000000000198e+01,1.199965999999999866e+01
9.602799999999999114e-01,2.001419999999999089e+00,2.938399999999999679e+00,4.071519999999999584e+00,5.014240000000000030e+00,6.153310000000001168e+00,6.945769999999999555e+00,7.494590000000000529e+00,8.996630000000005012e+00,1.000156000000000134e+01,1.099875000000000114e+01,1.199876999999999860e+01
9.590999999999999526e-01,2.001009999999999067e+00,2.937189999999999745e+00,4.073819999999999553e+00,5.015209999999999724e+00,6.159190000000001497e+00,6.939169999999999838e+00,7.477350000000000385e+00,8.996670000000005274e+00,1.000147000000000119e+01,1.099897000000000169e+01,1.199842999999999904e+01
9.562499999999999334e-01,2.000819999999999155e+00,2.935549999999999660e+00,4.076459999999999972e+00,5.016179999999999417e+00,6.165260000000001739e+00,6.933270000000000266e+00,7.460880000000000400e+00,8.997640000000005855e+00,1.000194000000000116e+01,1.099841000000000157e+01,1.199865999999999921e+01
9.557099999999999485e-01,2.001359999999999140e+00,2.935089999999999755e+00,4.078289999999999971e+00,5.017769999999999619e+00,6.171040000000001413e+00,6.927540000000000475e+00,7.443470000000000475e+00,8.997320000000005535e+00,1.000161000000000122e+01,1.099900000000000233e+01,1.199967999999999968e+01
9.536599999999999522e-01,2.000489999999999213e+00,2.933929999999999705e+00,4.081319999999999837e+00,5.018339999999999357e+00,6.178100000000001479e+00,6.921700000000000408e+00,7.426380000000000869e+00,8.997350000000006176e+00,1.000201000000000207e+01,1.099860000000000149e+01,1.200042000000000009e+01
9.519799999999999374e-01,2.001069999999999016e+00,2.933259999999999756e+00,4.083629999999999427e+00,5.020079999999999210e+00,6.184460000000001401e+00,6.915320000000000356e+00,7.409860000000001001e+00,8.996910000000006846e+00,1.000107000000000212e+01,1.099885000000000090e+01,1.200087000000000081e+01
9.503999999999999115e-01,2.001939999999998943e+00,2.931719999999999882e+00,4.085749999999999105e+00,5.020929999999999005e+00,6.190930000000001598e+00,6.907960000000000100e+00,7.394290000000000695e+00,8.996040000000006032e+00,1.000168000000000212e+01,1.099930000000000163e+01,1.200084000000000017e+01
9.496199999999999086e-01,2.002499999999999059e+00,2.930600000000000094e+00,4.087429999999999453e+00,5.021729999999998917e+00,6.196280000000001564e+00,6.901629999999999932e+00,7.378590000000000870e+00,8.996000000000005770e+00,1.000269000000000297e+01,1.099941000000000102e+01,1.200101000000000084e+01
9.498699999999998811e-01,2.003849999999999021e+00,2.928830000000000044e+00,4.088259999999999117e+00,5.022069999999998480e+00,6.201840000000001574e+00,6.895240000000000258e+00,7.364010000000001277e+00,8.996210000000004925e+00,1.000220000000000375e+01,1.099946000000000090e+01,1.200051000000000023e+01
9.489399999999998947e-01,2.003629999999998912e+00,2.927810000000000024e+00,4.089949999999999086e+00,5.023319999999998231e+00,6.207600000000002005e+00,6.887970000000000148e+00,7.348340000000001204e+00,8.996080000000004517e+00,1.000213000000000463e+01,1.100029000000000146e+01,1.200052999999999948e+01
9.484599999999998587e-01,2.003649999999999043e+00,2.927560000000000162e+00,4.090929999999999289e+00,5.024289999999997924e+00,6.212490000000001622e+00,6.880980000000000096e+00,7.333460000000001422e+00,8.994790000000005392e+00,1.000183000000000533e+01,1.100113000000000163e+01,1.200062999999999924e+01
