9.922762631841226533e-01,1.007801774900609182e+00,9.950400000000000356e-01,1.027249999999999996e+00,9.980299999999999727e-01,1.003819999999999935e+00,1.007160000000000055e+00,1.001020000000000021e+00,1.005548928381027496e+00,1.006554638533494250e+00,1.006750000000000034e+00,9.949599999999999556e-01,9.869900000000000340e-01,1.036170000000000035e+00,9.999799999999999800e-01,9.996000000000000441e-01
9.837410619021512703e-01,1.015612458530871010e+00,9.896800000000000042e-01,1.057199999999999918e+00,9.956199999999999495e-01,1.007909999999999862e+00,1.015370000000000106e+00,1.002550000000000052e+00,1.011856133636820365e+00,1.013917051416437065e+00,1.014229999999999965e+00,9.896099999999999897e-01,9.723800000000000221e-01,1.077010000000000023e+00,1.000680000000000014e+00,9.998000000000000220e-01
9.744797514931451410e-01,1.024414972426491488e+00,9.835800000000000098e-01,1.092319999999999958e+00,9.941899999999999071e-01,1.012389999999999901e+00,1.023530000000000051e+00,1.003750000000000142e+00,1.019529900038625980e+00,1.022580253800729810e+00,1.022419999999999884e+00,9.822100000000000275e-01,9.560500000000000664e-01,1.122219999999999995e+00,1.000660000000000105e+00,9.994000000000000661e-01
9.646897405072880627e-01,1.034006854467224734e+00,9.771300000000000541e-01,1.132339999999999902e+00,9.937799999999998857e-01,1.018679999999999808e+00,1.033300000000000107e+00,1.005500000000000060e+00,1.028431907601822459e+00,1.032669184719828603e+00,1.030349999999999877e+00,9.737500000000000044e-01,9.379400000000001070e-01,1.174790000000000001e+00,1.000890000000000057e+00,9.994500000000000606e-01
9.541704401995496632e-01,1.044371069298633437e+00,9.704900000000000748e-01,1.176219999999999821e+00,9.935899999999998622e-01,1.025329999999999853e+00,1.042960000000000109e+00,1.006960000000000077e+00,1.037341316318720619e+00,1.044073004166044427e+00,1.039079999999999782e+00,9.642199999999999660e-01,9.188200000000000811e-01,1.233319999999999972e+00,1.000220000000000109e+00,9.999800000000000910e-01
9.418575076779865940e-01,1.056241594013396679e+00,9.633600000000001051e-01,1.225479999999999903e+00,9.945499999999998231e-01,1.033529999999999838e+00,1.054100000000000037e+00,1.009120000000000017e+00,1.047695283476845818e+00,1.057511209614060421e+00,1.048149999999999693e+00,9.533199999999999452e-01,8.969700000000000450e-01,1.297339999999999938e+00,9.995500000000001606e-01,1.000050000000000106e+00
9.289129813607591712e-01,1.068141608806360887e+00,9.568200000000001149e-01,1.278239999999999821e+00,9.978199999999998182e-01,1.041829999999999812e+00,1.067139999999999977e+00,1.010709999999999997e+00,1.059216271196444126e+00,1.072896392513692732e+00,1.055709999999999704e+00,9.407299999999999551e-01,8.740100000000000646e-01,1.366730000000000000e+00,9.994300000000001516e-01,1.000110000000000054e+00
9.157336022297892786e-01,1.079945004550491250e+00,9.499200000000000976e-01,1.334719999999999906e+00,1.001479999999999926e+00,1.052349999999999897e+00,1.080179999999999918e+00,1.013130000000000086e+00,1.072574028214857034e+00,1.089824540058887736e+00,1.063199999999999701e+00,9.278199999999999781e-01,8.495500000000000274e-01,1.441599999999999993e+00,1.000600000000000156e+00,1.000129999999999963e+00
9.025422918207831602e-01,1.093026052710981855e+00,9.455200000000001381e-01,1.395009999999999861e+00,1.007739999999999858e+00,1.064429999999999987e+00,1.095210000000000017e+00,1.015640000000000098e+00,1.086222488514906548e+00,1.108058746224778846e+00,1.069839999999999680e+00,9.125699999999999923e-01,8.247499999999999831e-01,1.520429999999999948e+00,1.000470000000000192e+00,9.995299999999999185e-01
8.887609814117769513e-01,1.105850532328977565e+00,9.418500000000001871e-01,1.455189999999999761e+00,1.016349999999999865e+00,1.078179999999999916e+00,1.111040000000000028e+00,1.017589999999999995e+00,1.101669476952379823e+00,1.128116290231979457e+00,1.073259999999999659e+00,8.976399999999999935e-01,7.990599999999999925e-01,1.602919999999999900e+00,1.001290000000000235e+00,9.994299999999999295e-01
