9.993509999999999893e-01,1.000035999999999925e+00,9.997110000000000163e-01,9.992109999999999603e-01,9.993809999999999638e-01,1.000242000000000075e+00,9.999230000000000063e-01,1.000267000000000017e+00,1.000229999999999952e+00,1.000783999999999896e+00,1.000229999999999952e+00,1.000121000000000038e+00,9.999940000000000495e-01,9.999980000000000535e-01
9.986789999999999834e-01,1.000078000000000022e+00,9.994359999999999911e-01,9.983849999999999669e-01,9.988329999999999709e-01,1.000476000000000143e+00,9.998529999999999918e-01,1.000550999999999968e+00,1.000453999999999954e+00,1.001511999999999958e+00,1.000515000000000043e+00,1.000237999999999960e+00,9.999990000000000823e-01,9.999810000000000088e-01
9.979369999999999630e-01,1.000089999999999923e+00,9.991550000000000153e-01,9.975269999999999415e-01,9.982599999999999252e-01,1.000693000000000055e+00,9.997660000000000435e-01,1.000891999999999893e+00,1.000669000000000031e+00,1.002292999999999878e+00,1.000779000000000085e+00,1.000434000000000045e+00,1.000010000000000066e+00,9.999529999999999808e-01
9.972429999999999906e-01,1.000148999999999955e+00,9.989109999999999934e-01,9.966699999999999449e-01,9.976479999999999793e-01,1.000936000000000048e+00,9.996770000000000378e-01,1.001181999999999794e+00,1.000912999999999942e+00,1.003046999999999800e+00,1.001054000000000110e+00,1.000504999999999978e+00,1.000012000000000123e+00,9.999689999999999968e-01
9.966960000000000264e-01,1.000183999999999962e+00,9.986559999999999881e-01,9.958179999999999810e-01,9.969789999999999486e-01,1.001179000000000041e+00,9.996210000000000928e-01,1.001413999999999804e+00,1.001160000000000050e+00,1.003838999999999704e+00,1.001322000000000045e+00,1.000593000000000066e+00,9.999960000000001070e-01,9.999550000000000383e-01
9.959180000000000810e-01,1.000168999999999864e+00,9.983529999999999349e-01,9.949500000000000011e-01,9.963179999999999259e-01,1.001422999999999952e+00,9.995600000000001151e-01,1.001724999999999755e+00,1.001397000000000093e+00,1.004666999999999755e+00,1.001575000000000104e+00,1.000704000000000038e+00,9.999610000000000998e-01,9.999649999999999928e-01
9.952210000000001333e-01,1.000197999999999920e+00,9.980519999999999392e-01,9.940999999999999837e-01,9.956719999999998905e-01,1.001651999999999987e+00,9.994910000000001293e-01,1.002005999999999730e+00,1.001632999999999996e+00,1.005538999999999739e+00,1.001841000000000204e+00,1.000834000000000001e+00,9.999940000000000495e-01,9.999770000000000048e-01
9.945450000000001234e-01,1.000259000000000009e+00,9.977779999999999427e-01,9.932539999999999702e-01,9.950709999999999278e-01,1.001870999999999956e+00,9.994200000000000861e-01,1.002288999999999763e+00,1.001846999999999932e+00,1.006357999999999642e+00,1.002088000000000312e+00,1.000917000000000057e+00,9.999920000000001030e-01,9.999740000000000295e-01
9.938680000000000847e-01,1.000316999999999901e+00,9.974909999999999055e-01,9.923889999999999656e-01,9.943989999999999219e-01,1.002083000000000057e+00,9.993420000000000636e-01,1.002565999999999846e+00,1.002081999999999917e+00,1.007237999999999634e+00,1.002341000000000371e+00,1.001039000000000012e+00,9.999880000000000990e-01,9.999480000000000590e-01
9.931970000000001075e-01,1.000347999999999793e+00,9.972199999999998843e-01,9.914849999999999497e-01,9.937909999999998689e-01,1.002366000000000090e+00,9.992620000000000946e-01,1.002863999999999756e+00,1.002334999999999976e+00,1.008118999999999543e+00,1.002628000000000297e+00,1.001079999999999970e+00,9.999690000000001078e-01,9.999440000000000550e-01
9.924830000000001151e-01,1.000404999999999767e+00,9.968819999999999348e-01,9.906109999999999083e-01,9.931559999999998167e-01,1.002610000000000001e+00,9.991870000000000474e-01,1.003126999999999658e+00,1.002596999999999960e+00,1.008938999999999586e+00,1.002899000000000207e+00,1.001244000000000023e+00,9.999540000000001205e-01,9.999550000000000383e-01
9.918090000000001627e-01,1.000468999999999831e+00,9.966209999999999791e-01,9.897869999999998614e-01,9.925069999999998061e-01,1.002847000000000044e+00,9.991250000000000409e-01,1.003365999999999758e+00,1.002842999999999929e+00,1.009762999999999522e+00,1.003156000000000159e+00,1.001365000000000061e+00,9.999570000000000958e-01,9.999590000000000423e-01
9.911670000000001313e-01,1.000501999999999780e+00,9.963719999999999244e-01,9.889589999999998104e-01,9.918029999999997681e-01,1.003103999999999996e+00,9.990450000000000719e-01,1.003616999999999759e+00,1.003059999999999841e+00,1.010575999999999475e+00,1.003440000000000110e+00,1.001475000000000115e+00,9.999560000000000670e-01,9.999480000000000590e-01
9.906140000000001056e-01,1.000515999999999739e+00,9.960689999999998712e-01,9.880079999999997753e-01,9.911569999999997327e-01,1.003341000000000038e+00,9.989870000000000694e-01,1.003911999999999694e+00,1.003301999999999916e+00,1.011344999999999494e+00,1.003716000000000053e+00,1.001592000000000038e+00,9.999330000000000718e-01,9.999190000000001133e-01
