9.997570000000000068e-01,9.998780000000000445e-01,9.997540000000000315e-01,9.998989999999999823e-01,1.000253999999999976e+00,1.000518000000000018e+00,9.996650000000000258e-01,9.999440000000000550e-01,1.000161999999999995e+00,9.996760000000000090e-01,1.000170000000000003e+00,9.994650000000000478e-01,9.999200000000000310e-01,9.997599999999999820e-01,1.000026000000000082e+00,1.000050000000000106e+00,9.997059999999999835e-01,1.000111999999999890e+00,1.000161000000000078e+00,9.999980000000000535e-01,9.999219999999999775e-01,9.997880000000000100e-01,9.999949999999999672e-01,1.000010000000000066e+00,9.999080000000000190e-01,9.997970000000000468e-01,1.000040999999999958e+00,1.000439999999999996e+00,1.000674999999999981e+00,9.999900000000000455e-01,9.998040000000000260e-01,9.999190000000000023e-01,9.999109999999999943e-01,1.000375000000000014e+00,9.993549999999999933e-01,1.000121999999999955e+00,9.999820000000000375e-01,9.998070000000000013e-01,1.000029999999999974e+00,9.999230000000000063e-01,1.000213000000000019e+00,9.993940000000000046e-01,1.000259999999999927e+00,9.998219999999999885e-01,9.997840000000000060e-01,9.995720000000000161e-01,1.000288000000000066e+00,9.998190000000000133e-01,1.000104000000000104e+00,1.000166000000000111e+00,1.000550000000000050e+00,9.996599999999999930e-01,9.998890000000000278e-01,9.997540000000000315e-01,1.000358999999999998e+00,9.998299999999999965e-01,1.000081999999999915e+00,1.000294999999999934e+00,1.000553999999999943e+00,1.000053000000000081e+00,1.000102000000000046e+00,9.999679999999999680e-01,9.999609999999999888e-01,1.000143000000000004e+00,9.993490000000000428e-01,9.999689999999999968e-01,1.000027999999999917e+00,9.999949999999999672e-01,1.000023000000000106e+00,9.999789999999999512e-01,1.000000999999999918e+00,1.000021000000000049e+00,1.000013000000000041e+00,1.000021999999999966e+00,1.000024000000000024e+00,9.999770000000000048e-01,1.000026000000000082e+00,1.000018999999999991e+00,1.000023000000000106e+00,1.000003999999999893e+00
9.995279999999999720e-01,9.997700000000000475e-01,9.995070000000000343e-01,9.998150000000000093e-01,1.000496999999999970e+00,1.001012999999999931e+00,9.992820000000000036e-01,9.998730000000000118e-01,1.000305000000000000e+00,9.993300000000000516e-01,1.000323999999999991e+00,9.988879999999999981e-01,9.998320000000000540e-01,9.995209999999999928e-01,1.000094000000000038e+00,1.000071000000000154e+00,9.994469999999999743e-01,1.000221999999999944e+00,1.000288000000000066e+00,9.999840000000000950e-01,9.998779999999999335e-01,9.995359999999999800e-01,1.000010999999999983e+00,1.000021999999999966e+00,9.998249999999999638e-01,9.995650000000000368e-01,1.000100999999999907e+00,1.000869999999999926e+00,1.001327999999999996e+00,9.999400000000000510e-01,9.996030000000000193e-01,9.998489999999999878e-01,9.998179999999999845e-01,1.000744999999999996e+00,9.987080000000000402e-01,1.000272999999999968e+00,9.999350000000000183e-01,9.996220000000000105e-01,1.000078999999999940e+00,9.998409999999999798e-01,1.000560000000000116e+00,9.987669999999999604e-01,1.000553000000000026e+00,9.996559999999999890e-01,9.995600000000000041e-01,9.991389999999999993e-01,1.000529000000000002e+00,9.995990000000000153e-01,1.000179000000000151e+00,1.000336000000000114e+00,1.001106999999999969e+00,9.993870000000000253e-01,9.997780000000000555e-01,9.995100000000000096e-01,1.000699999999999923e+00,9.996410000000000018e-01,1.000178000000000011e+00,1.000628999999999991e+00,1.001136000000000026e+00,1.000064000000000064e+00,1.000210000000000043e+00,9.999609999999999888e-01,9.998989999999999823e-01,1.000283000000000033e+00,9.986620000000000497e-01,9.999609999999999888e-01,1.000027999999999917e+00,1.000008999999999926e+00,1.000041000000000180e+00,9.999569999999999848e-01,9.999799999999998690e-01,1.000007000000000090e+00,1.000018000000000074e+00,1.000022999999999884e+00,1.000002999999999975e+00,9.999440000000000550e-01,1.000044000000000155e+00,1.000040999999999958e+00,1.000031000000000114e+00,9.999919999999998810e-01
9.992710000000000203e-01,9.996310000000000473e-01,9.992469999999999963e-01,9.997300000000000075e-01,1.000729999999999897e+00,1.001495999999999942e+00,9.989029999999999854e-01,9.997880000000000100e-01,1.000448000000000004e+00,9.989930000000000199e-01,1.000491999999999937e+00,9.982839999999999492e-01,9.997560000000000890e-01,9.993079999999999741e-01,1.000094000000000038e+00,1.000102000000000046e+00,9.991489999999999538e-01,1.000334999999999974e+00,1.000434000000000045e+00,9.999500000000001165e-01,9.998309999999999143e-01,9.993319999999999981e-01,1.000008999999999926e+00,1.000064999999999982e+00,9.997229999999999173e-01,9.993300000000000516e-01,1.000155999999999823e+00,1.001329999999999831e+00,1.001965999999999912e+00,9.999050000000000438e-01,9.994250000000000078e-01,9.997989999999999933e-01,9.997840000000000060e-01,1.001117999999999952e+00,9.980990000000000695e-01,1.000388000000000055e+00,9.999120000000000230e-01,9.994239999999999791e-01,1.000117999999999840e+00,9.997429999999999373e-01,1.000733000000000095e+00,9.980939999999999257e-01,1.000842000000000009e+00,9.994640000000000191e-01,9.993410000000000348e-01,9.986930000000000529e-01,1.000826999999999911e+00,9.994230000000000613e-01,1.000258000000000091e+00,1.000428000000000095e+00,1.001663999999999888e+00,9.991200000000000081e-01,9.996480000000000921e-01,9.992330000000000378e-01,1.001087999999999978e+00,9.994420000000000526e-01,1.000261000000000067e+00,1.000955000000000039e+00,1.001762999999999959e+00,1.000089000000000006e+00,1.000307999999999975e+00,9.999580000000000135e-01,9.998759999999999870e-01,1.000433000000000128e+00,9.980460000000000997e-01,9.999460000000000015e-01,1.000044999999999851e+00,1.000009999999999843e+00,1.000051000000000245e+00,9.999799999999999800e-01,9.999679999999998570e-01,1.000020000000000131e+00,9.999970000000000248e-01,1.000025999999999859e+00,9.999909999999999632e-01,9.999270000000000103e-01,1.000059000000000253e+00,1.000062999999999924e+00,1.000057000000000196e+00,1.000002999999999975e+00
9.990100000000000646e-01,9.995030000000000303e-01,9.989909999999999624e-01,9.996530000000000138e-01,1.001019999999999799e+00,1.002019999999999911e+00,9.984769999999999479e-01,9.997129999999999628e-01,1.000553000000000026e+00,9.986669999999999714e-01,1.000646999999999842e+00,9.977169999999999650e-01,9.997000000000001441e-01,9.990930000000000089e-01,1.000140999999999947e+00,1.000132999999999939e+00,9.988939999999999486e-01,1.000437000000000021e+00,1.000587000000000115e+00,9.999490000000000878e-01,9.997629999999999573e-01,9.990890000000000049e-01,1.000024999999999942e+00,1.000062000000000006e+00,9.996429999999999483e-01,9.991230000000000944e-01,1.000258999999999787e+00,1.001780999999999811e+00,1.002626999999999935e+00,9.997910000000000963e-01,9.992240000000000011e-01,9.997610000000000108e-01,9.997040000000000370e-01,1.001485999999999876e+00,9.974480000000001123e-01,1.000534999999999952e+00,9.998820000000000485e-01,9.992290000000000338e-01,1.000174999999999814e+00,9.996809999999999308e-01,1.000989000000000129e+00,9.974779999999999758e-01,1.001076000000000077e+00,9.992739999999999956e-01,9.991320000000000201e-01,9.982270000000000865e-01,1.001117999999999952e+00,9.992350000000000954e-01,1.000342999999999982e+00,1.000547999999999993e+00,1.002238999999999880e+00,9.988470000000000404e-01,9.995230000000000503e-01,9.989149999999999974e-01,1.001441999999999943e+00,9.992290000000000338e-01,1.000360000000000138e+00,1.001260000000000039e+00,1.002330999999999861e+00,1.000067999999999957e+00,1.000399999999999956e+00,9.999569999999999848e-01,9.998000000000000220e-01,1.000627000000000155e+00,9.974180000000001378e-01,9.999289999999999567e-01,1.000054999999999916e+00,1.000000999999999918e+00,1.000034000000000312e+00,9.999730000000000008e-01,9.999389999999999112e-01,1.000019000000000213e+00,1.000002999999999975e+00,1.000013999999999958e+00,1.000002000000000058e+00,9.999240000000000350e-01,1.000047000000000352e+00,1.000095999999999874e+00,1.000034000000000090e+00,1.000018000000000074e+00
9.987540000000000306e-01,9.993509999999999893e-01,9.987319999999999531e-01,9.995660000000000656e-01,1.001261999999999874e+00,1.002502999999999922e+00,9.981309999999999905e-01,9.996629999999999683e-01,1.000688000000000022e+00,9.983409999999999229e-01,1.000808999999999838e+00,9.971139999999999448e-01,9.996410000000001128e-01,9.988400000000000611e-01,1.000179999999999847e+00,1.000102999999999964e+00,9.985899999999999777e-01,1.000537999999999927e+00,1.000730000000000119e+00,9.999410000000000798e-01,9.996849999999999348e-01,9.988719999999999821e-01,1.000024999999999942e+00,1.000072000000000072e+00,9.995449999999999058e-01,9.988750000000000684e-01,1.000317999999999818e+00,1.002205999999999708e+00,1.003269999999999884e+00,9.997690000000001298e-01,9.990360000000000351e-01,9.997059999999999835e-01,9.995979999999999865e-01,1.001860999999999891e+00,9.967910000000000936e-01,1.000682999999999989e+00,9.998650000000000038e-01,9.990280000000000271e-01,1.000205999999999706e+00,9.996269999999999323e-01,1.001239000000000212e+00,9.968949999999999756e-01,1.001405000000000101e+00,9.990660000000000096e-01,9.989360000000000461e-01,9.977960000000001273e-01,1.001411999999999969e+00,9.990590000000001414e-01,1.000459999999999905e+00,1.000720999999999972e+00,1.002822999999999798e+00,9.985340000000000327e-01,9.993960000000000621e-01,9.986549999999999594e-01,1.001800000000000024e+00,9.990340000000000886e-01,1.000455000000000094e+00,1.001595999999999931e+00,1.002920999999999951e+00,1.000100999999999907e+00,1.000518999999999936e+00,9.999580000000000135e-01,9.997430000000000483e-01,1.000766000000000044e+00,9.967370000000000951e-01,9.999230000000000063e-01,1.000057999999999891e+00,1.000004999999999811e+00,1.000027000000000221e+00,9.999700000000000255e-01,9.999199999999999200e-01,9.999920000000002140e-01,9.999819999999999265e-01,1.000010000000000066e+00,1.000012000000000123e+00,9.999430000000000263e-01,1.000050000000000328e+00,1.000098999999999849e+00,1.000010000000000066e+00,9.999950000000000783e-01
9.984840000000000382e-01,9.992109999999999603e-01,9.984869999999999024e-01,9.994810000000000638e-01,1.001512999999999876e+00,1.003004999999999924e+00,9.977340000000000098e-01,9.995769999999999378e-01,1.000834000000000001e+00,9.980159999999999032e-01,1.000971999999999751e+00,9.965489999999999071e-01,9.995570000000001398e-01,9.986100000000001087e-01,1.000141999999999864e+00,1.000129999999999963e+00,9.982719999999999372e-01,1.000637999999999916e+00,1.000855000000000050e+00,9.999740000000000295e-01,9.996129999999999738e-01,9.985959999999999281e-01,1.000008000000000008e+00,1.000080000000000080e+00,9.994809999999999528e-01,9.986680000000001112e-01,1.000354999999999883e+00,1.002627999999999631e+00,1.003963999999999857e+00,9.997210000000000818e-01,9.988400000000000611e-01,9.996639999999999970e-01,9.995499999999999385e-01,1.002176999999999873e+00,9.961860000000001270e-01,1.000818999999999903e+00,9.998259999999999925e-01,9.988320000000000531e-01,1.000244999999999607e+00,9.995629999999999793e-01,1.001457000000000264e+00,9.962869999999999227e-01,1.001735000000000042e+00,9.988500000000000156e-01,9.987390000000000434e-01,9.973600000000001353e-01,1.001732999999999985e+00,9.989200000000001411e-01,1.000539999999999985e+00,1.000928000000000040e+00,1.003408999999999773e+00,9.982530000000000570e-01,9.992660000000000986e-01,9.983379999999999477e-01,1.002140999999999948e+00,9.988420000000001187e-01,1.000546000000000157e+00,1.001964999999999995e+00,1.003465000000000051e+00,1.000081999999999915e+00,1.000648999999999900e+00,9.999609999999999888e-01,9.996990000000000043e-01,1.000912000000000024e+00,9.960950000000000637e-01,9.999339999999999895e-01,1.000035999999999925e+00,9.999999999999997780e-01,1.000041000000000180e+00,9.999440000000000550e-01,9.999239999999999240e-01,9.999910000000001853e-01,9.999769999999998937e-01,9.999910000000000743e-01,9.999950000000000783e-01,9.999550000000000383e-01,1.000045000000000295e+00,1.000099999999999767e+00,1.000021999999999966e+00,9.999920000000001030e-01
9.982220000000000537e-01,9.990759999999999641e-01,9.982299999999999507e-01,9.993930000000000868e-01,1.001759999999999984e+00,1.003503999999999952e+00,9.972739999999999938e-01,9.995309999999999473e-01,1.000968000000000080e+00,9.976619999999999377e-01,1.001122999999999763e+00,9.959829999999999517e-01,9.995020000000001126e-01,9.983990000000001475e-01,1.000148999999999955e+00,1.000186999999999937e+00,9.979809999999998960e-01,1.000731999999999955e+00,1.001006999999999980e+00,9.999820000000000375e-01,9.995169999999999888e-01,9.983409999999999229e-01,1.000026999999999999e+00,1.000078000000000022e+00,9.993909999999999183e-01,9.984320000000000972e-01,1.000441999999999831e+00,1.003100999999999576e+00,1.004586999999999897e+00,9.997330000000000938e-01,9.986070000000000224e-01,9.996030000000000193e-01,9.995179999999999065e-01,1.002510999999999930e+00,9.955930000000001723e-01,1.000977000000000006e+00,9.997909999999999853e-01,9.986190000000000344e-01,1.000294999999999712e+00,9.995020000000000016e-01,1.001704000000000372e+00,9.956649999999999112e-01,1.002029999999999976e+00,9.986439999999999761e-01,9.985010000000000829e-01,9.969070000000000986e-01,1.002024999999999944e+00,9.987350000000001504e-01,1.000617000000000090e+00,1.001101000000000019e+00,1.003971999999999865e+00,9.979340000000000988e-01,9.991710000000001424e-01,9.980379999999999807e-01,1.002494999999999914e+00,9.986740000000001727e-01,1.000632000000000188e+00,1.002313999999999927e+00,1.004015000000000102e+00,1.000095999999999874e+00,1.000754999999999839e+00,9.999820000000000375e-01,9.996519999999999850e-01,1.001095999999999986e+00,9.954430000000000778e-01,9.999120000000000230e-01,1.000036999999999843e+00,1.000009999999999843e+00,1.000034000000000090e+00,9.999360000000000470e-01,9.999069999999998792e-01,9.999830000000001773e-01,9.999889999999999057e-01,9.999920000000001030e-01,9.999970000000000248e-01,9.999770000000000048e-01,1.000045000000000295e+00,1.000134999999999774e+00,1.000014999999999876e+00,1.000004000000000115e+00
9.979729999999999990e-01,9.989230000000000054e-01,9.979719999999999702e-01,9.993170000000001219e-01,1.001991999999999994e+00,1.003986999999999963e+00,9.968869999999999676e-01,9.994469999999999743e-01,1.001118000000000174e+00,9.973559999999999093e-01,1.001286999999999816e+00,9.953569999999999363e-01,9.994310000000000693e-01,9.981450000000001710e-01,1.000162999999999913e+00,1.000180999999999987e+00,9.976889999999999370e-01,1.000842000000000009e+00,1.001130999999999993e+00,9.999510000000000343e-01,9.994579999999999576e-01,9.981049999999999089e-01,1.000059999999999949e+00,1.000094999999999956e+00,9.993109999999999493e-01,9.982110000000000705e-01,1.000528999999999780e+00,1.003581999999999530e+00,1.005252999999999952e+00,9.996640000000001081e-01,9.984220000000000317e-01,9.995450000000000168e-01,9.994069999999999343e-01,1.002800999999999831e+00,9.949350000000001248e-01,1.001104999999999912e+00,9.997580000000000355e-01,9.984250000000000069e-01,1.000336999999999810e+00,9.994380000000000486e-01,1.001926000000000316e+00,9.950129999999999253e-01,1.002329999999999943e+00,9.984809999999999519e-01,9.982790000000000274e-01,9.964200000000000834e-01,1.002323999999999993e+00,9.985290000000001109e-01,1.000721000000000194e+00,1.001208000000000098e+00,1.004488999999999965e+00,9.976080000000000503e-01,9.991180000000001726e-01,9.977559999999999762e-01,1.002864999999999895e+00,9.984820000000002027e-01,1.000734000000000234e+00,1.002642000000000033e+00,1.004551000000000194e+00,1.000070999999999932e+00,1.000848999999999878e+00,9.999870000000000703e-01,9.995769999999999378e-01,1.001295000000000046e+00,9.947540000000000271e-01,9.999200000000000310e-01,1.000028999999999835e+00,9.999939999999998275e-01,1.000030000000000197e+00,9.999419999999999975e-01,9.998779999999999335e-01,1.000019000000000213e+00,9.999689999999998857e-01,9.999970000000001358e-01,9.999919999999999920e-01,1.000024999999999942e+00,1.000047000000000352e+00,1.000128999999999824e+00,1.000033999999999867e+00,1.000013000000000041e+00
9.977239999999999442e-01,9.987749999999999684e-01,9.977169999999999650e-01,9.992380000000000706e-01,1.002267000000000019e+00,1.004486999999999908e+00,9.965159999999999574e-01,9.993579999999999686e-01,1.001289000000000096e+00,9.970459999999998768e-01,1.001445999999999836e+00,9.947459999999999081e-01,9.993710000000001203e-01,9.978940000000001698e-01,1.000190999999999830e+00,1.000210000000000043e+00,9.973739999999999828e-01,1.000960999999999990e+00,1.001322000000000045e+00,9.999890000000000168e-01,9.994129999999999958e-01,9.978839999999998822e-01,1.000078000000000022e+00,1.000103999999999882e+00,9.992299999999999516e-01,9.979710000000000525e-01,1.000610999999999695e+00,1.004065999999999459e+00,1.005962999999999941e+00,9.996060000000001056e-01,9.982119999999999882e-01,9.994650000000000478e-01,9.992809999999999748e-01,1.003193999999999919e+00,9.942620000000000902e-01,1.001255999999999924e+00,9.997270000000000323e-01,9.982210000000000250e-01,1.000385999999999775e+00,9.993740000000000956e-01,1.002192000000000416e+00,9.943809999999999594e-01,1.002618999999999927e+00,9.982889999999999819e-01,9.980670000000000375e-01,9.959850000000001202e-01,1.002625000000000099e+00,9.983230000000000715e-01,1.000824000000000158e+00,1.001394000000000117e+00,1.005001999999999951e+00,9.973680000000000323e-01,9.990200000000001301e-01,9.974569999999999270e-01,1.003240999999999827e+00,9.982750000000002455e-01,1.000849000000000322e+00,1.002976000000000090e+00,1.005103000000000302e+00,1.000105999999999939e+00,1.000950999999999924e+00,1.000000000000000000e+00,9.995389999999999553e-01,1.001515000000000155e+00,9.941110000000000779e-01,9.999240000000000350e-01,1.000041999999999875e+00,1.000013999999999736e+00,1.000012000000000123e+00,9.999569999999999848e-01,9.998679999999999790e-01,1.000008000000000230e+00,9.999659999999999105e-01,1.000050000000000106e+00,9.999569999999999848e-01,1.000002999999999975e+00,1.000035000000000451e+00,1.000134999999999774e+00,1.000060999999999867e+00,1.000037999999999982e+00
9.974379999999999358e-01,9.986659999999999426e-01,9.974549999999999805e-01,9.991810000000000969e-01,1.002515000000000045e+00,1.004998999999999976e+00,9.961559999999999304e-01,9.992710000000000203e-01,1.001473000000000058e+00,9.966929999999998291e-01,1.001604999999999857e+00,9.941299999999999581e-01,9.993130000000001179e-01,9.976470000000001725e-01,1.000239999999999796e+00,1.000194000000000027e+00,9.970360000000000333e-01,1.001058999999999921e+00,1.001476999999999951e+00,9.999879999999999880e-01,9.993480000000000141e-01,9.976299999999999057e-01,1.000129000000000046e+00,1.000066999999999817e+00,9.991139999999999466e-01,9.977760000000001073e-01,1.000669999999999726e+00,1.004549999999999388e+00,1.006623999999999963e+00,9.995160000000000711e-01,9.980139999999999567e-01,9.993859999999999966e-01,9.992379999999999596e-01,1.003574999999999884e+00,9.936240000000000627e-01,1.001437999999999828e+00,9.997210000000000818e-01,9.980379999999999807e-01,1.000440999999999692e+00,9.992850000000000898e-01,1.002477000000000507e+00,9.937529999999999974e-01,1.002905999999999853e+00,9.980930000000000080e-01,9.978540000000000187e-01,9.955050000000000843e-01,1.002902000000000182e+00,9.981080000000001062e-01,1.000923000000000229e+00,1.001537000000000122e+00,1.005562999999999985e+00,9.970579999999999998e-01,9.989250000000001739e-01,9.971549999999999025e-01,1.003582999999999892e+00,9.980550000000002475e-01,1.000955000000000261e+00,1.003300000000000081e+00,1.005684000000000244e+00,1.000079999999999858e+00,1.001085999999999920e+00,1.000003999999999893e+00,9.994429999999999703e-01,1.001673000000000258e+00,9.933990000000000320e-01,9.999280000000000390e-01,1.000062999999999924e+00,1.000015999999999794e+00,9.999900000000001565e-01,9.999879999999999880e-01,9.998629999999999463e-01,1.000036000000000147e+00,1.000006999999999868e+00,1.000046000000000213e+00,9.999820000000000375e-01,1.000053999999999998e+00,1.000053000000000525e+00,1.000139999999999807e+00,1.000057999999999891e+00,1.000048999999999966e+00
