8.000002312136055282e-01,2.199999961501450940e+00,3.199999956474438356e+00,4.199999945429755854e+00,4.800000087912049018e+00,5.800000101522790885e+00,7.199999918032820467e+00,7.800000112675992803e+00,9.199999961685831451e+00,1.019999987261154573e+01,1.119999994623657358e+01,1.180000075471413368e+01,1.319999990888386776e+01,1.419999818183470985e+01,1.519999990430626546e+01,1.619999991323214061e+01,1.719999994126286680e+01,1.780000181816528837e+01,1.880000003824090982e+01,2.019999987654328777e+01,2.080000006514655908e+01,2.180000008179955628e+01,2.319999992551213097e+01,2.380000036363570359e+01,2.480000007421147501e+01,2.619999909091322365e+01,2.680000133332444534e+01,2.780000037735777951e+01,2.880000005347592307e+01,3.019999936508138205e+01,3.080000006745360253e+01,3.219999988165687199e+01,3.280000799968001246e+01,3.380000024096356270e+01,3.480000037735777596e+01,3.619999990846686444e+01,3.719999990338168772e+01,3.819999980392176298e+01,3.919999994219654837e+01,4.019999958762971914e+01,4.119999991701248376e+01,4.180000108107523715e+01,4.319999846155029388e+01,4.380000363629752513e+01,4.519999994587281833e+01,4.619999944444598583e+01,4.719999992537316302e+01,4.780000076922780750e+01,4.919999943662130448e+01,4.980000018957328223e+01,5.119999988668561741e+01,5.180000007968124009e+01,5.280000063491861795e+01,5.380003999200160081e+01,5.519999939394123345e+01,5.580000571412245591e+01,5.719999945205629643e+01,5.780003999200160081e+01
6.175303159365999051e-01,2.400752160744880292e+00,3.279695543019321757e+00,4.230750457938130538e+00,4.878284229822869023e+00,5.892633395088973991e+00,7.344262131366189550e+00,7.843137999690648954e+00,9.396430587841958726e+00,1.012952011632411065e+01,1.113883356642233835e+01,1.194945420647250067e+01,1.313379677598108586e+01,1.404520747243491385e+01,1.540119220163014901e+01,1.617333074084542943e+01,1.713640932454344323e+01,1.795393291233333954e+01,1.861069178265714186e+01,2.025510280772976657e+01,2.059915959020648302e+01,2.180654652100513857e+01,2.309212536387206782e+01,2.390898836316628362e+01,2.465609093465321067e+01,2.604897140340034767e+01,2.694107257538326650e+01,2.793088354253404049e+01,2.874203050581192187e+01,3.039338785174199842e+01,3.066028335959499174e+01,3.215175656423302541e+01,3.295377842070097074e+01,3.392541407280803867e+01,3.478559261419855630e+01,3.623912641745059204e+01,3.708144908320344513e+01,3.829986187425571842e+01,3.934594633916425721e+01,4.010093303032933676e+01,4.129510805826035380e+01,4.194136363591699990e+01,4.306410500094465732e+01,4.394547770383410779e+01,4.533883088011233298e+01,4.607887343936802438e+01,4.736010052742109622e+01,4.793802332412801093e+01,4.938821962159319412e+01,4.986942291468455579e+01,5.107421122188554818e+01,5.186376074497386668e+01,5.267178322359676201e+01,5.363763551949073616e+01,5.528255678969257048e+01,5.569776302813953350e+01,5.715932184202915067e+01,5.763714643884362943e+01
4.301521720046698194e-01,2.585576341156715419e+00,3.260164717485599439e+00,4.169690469589923509e+00,5.015694930946032137e+00,6.047496507927545117e+00,7.467533522718977856e+00,7.954169089724023145e+00,9.500705886195490280e+00,1.006807569913698508e+01,1.099523522070626669e+01,1.212776665320370206e+01,1.300139078411116955e+01,1.387130913491081863e+01,1.539728144614775829e+01,1.608514827046240470e+01,1.699134970901603126e+01,1.813405108821919498e+01,1.843197537172274636e+01,2.023810977192825078e+01,2.042204676165112076e+01,2.184198095888271851e+01,2.293034357176761873e+01,2.401264471808936563e+01,2.464875796688984266e+01,2.587313612487928438e+01,2.710320007671713327e+01,2.810135703341573787e+01,2.879001393057201597e+01,3.056888094936030953e+01,3.064033223532973693e+01,3.205227617077503055e+01,3.311323289389714830e+01,3.409376628270909038e+01,3.490725195036280581e+01,3.636521342592970285e+01,3.691572915702588631e+01,3.822820194001459981e+01,3.937367430576324523e+01,3.995494563221698314e+01,4.145127044113348092e+01,4.210933027858794730e+01,4.306550592823164436e+01,4.381772387277034397e+01,4.537861868032643997e+01,4.592080068618322031e+01,4.753872566460240279e+01,4.810710373881519786e+01,4.956770761875701936e+01,5.001029482608784349e+01,5.090581958801815432e+01,5.199877546496599479e+01,5.272399578922646413e+01,5.373705687102573592e+01,5.543384549519755211e+01,5.582464408920452570e+01,5.710588638878929402e+01,5.746219771983090396e+01
2.455397985853498832e-01,2.781112658272768545e+00,3.232241955739520112e+00,4.262218357206157826e+00,4.972566932229197434e+00,6.089980122535138207e+00,7.538627649998593583e+00,7.990961651108154484e+00,9.491231440339181091e+00,1.017317132432846272e+01,1.088751523870683258e+01,1.213294764632101064e+01,1.306362141046037983e+01,1.369724748486639854e+01,1.540675362950777227e+01,1.613461868348181483e+01,1.688340587238142021e+01,1.813900561453869642e+01,1.830682366141681783e+01,2.035632375184948373e+01,2.037712560678702900e+01,2.197278840425026303e+01,2.281965791719131076e+01,2.398783536378929782e+01,2.462232716719353931e+01,2.588679488537276896e+01,2.714190198456604008e+01,2.827596288785791501e+01,2.891424851383956707e+01,3.074926390054034897e+01,3.059661019953258787e+01,3.189714459365651322e+01,3.313970347516186621e+01,3.425375534686147461e+01,3.506714165898688407e+01,3.631198597849343912e+01,3.681681604260121077e+01,3.826686437287278153e+01,3.944972858542901406e+01,3.978305928479797871e+01,4.149497823361010518e+01,4.228881329166997460e+01,4.297135548098298585e+01,4.365100291543863875e+01,4.545101689616355145e+01,4.574150647891114829e+01,4.764773288771124982e+01,4.829322342519687794e+01,4.973855089836903431e+01,5.012043264544895749e+01,5.081437085907985107e+01,5.205486366313242996e+01,5.268374998831127698e+01,5.365280860243753125e+01,5.560676092969129769e+01,5.598178137712616120e+01,5.712305055099155027e+01,5.729585782983410525e+01
5.358014223098825357e-02,2.977615379828928877e+00,3.169371906152070650e+00,4.411469675490018005e+00,4.988950567905473754e+00,6.144344999575708677e+00,7.455184964690117155e+00,8.086421350024959764e+00,9.457472992130217193e+00,1.031118280899053730e+01,1.082416613303719544e+01,1.221569409745898582e+01,1.306263386887598443e+01,1.351787784105662737e+01,1.552130664068965160e+01,1.625289845356148533e+01,1.681930913574904807e+01,1.822414624712679654e+01,1.822482257581572540e+01,2.026637860343473108e+01,2.025149125678425577e+01,2.211736164501013491e+01,2.279436650999859282e+01,2.392215289197167749e+01,2.463629031620062193e+01,2.581820555641962045e+01,2.704944301077454938e+01,2.820021665254697041e+01,2.902143920415865352e+01,3.094001568458598683e+01,3.059240509443211309e+01,3.191479208973607484e+01,3.304822650444440768e+01,3.418461853528066285e+01,3.506927813390873183e+01,3.632558249508473835e+01,3.683024907814046145e+01,3.822538037147611334e+01,3.958519201488396533e+01,3.965556344166286351e+01,4.141807203236749757e+01,4.220445614458634509e+01,4.287465915765188385e+01,4.351257130333784318e+01,4.557643960073305323e+01,4.560691135788201223e+01,4.763294160643452102e+01,4.822303386389701529e+01,4.974722299601775433e+01,5.007379425512080218e+01,5.082125748982392821e+01,5.208909899890515049e+01,5.257078105850995087e+01,5.356419171931670320e+01,5.570934172260806605e+01,5.616034928415589178e+01,5.715207979861172305e+01,5.730436766898089473e+01
-1.469504906384840326e-01,3.170764812131945831e+00,3.038316867442762081e+00,4.574025362417565965e+00,4.958338775759090211e+00,6.137586004844049370e+00,7.333662368647543062e+00,8.151835076612949038e+00,9.389945084113499263e+00,1.048098035876004097e+01,1.081876577885474688e+01,1.225122729214985284e+01,1.311338193012619513e+01,1.335206378862683785e+01,1.565274609620325741e+01,1.639973632247311386e+01,1.681406024769269081e+01,1.825968237850456077e+01,1.821240241632807866e+01,2.019621395367089534e+01,2.019404733946401365e+01,2.226188770736260381e+01,2.281359338076164534e+01,2.391451263317834730e+01,2.466014759985089810e+01,2.579512886559571427e+01,2.693958794378510291e+01,2.808886704394319267e+01,2.914372511597209581e+01,3.109189232947527159e+01,3.059649285214396741e+01,3.192787482850776115e+01,3.292771068291417436e+01,3.407934786273919059e+01,3.517291639757011978e+01,3.630258644141226654e+01,3.687948447233345206e+01,3.831752979467484721e+01,3.971733583630869902e+01,3.955154626328866385e+01,4.130923355702198307e+01,4.209707201532186360e+01,4.274181486913480654e+01,4.339000946844096518e+01,4.571650924852875875e+01,4.546823850964916147e+01,4.757770174206743974e+01,4.812791555013377831e+01,4.983073298104290672e+01,4.995460602685283646e+01,5.085469745842317479e+01,5.202896094341527089e+01,5.245322123102712908e+01,5.343474601701903026e+01,5.585324938099222436e+01,5.628594017511005632e+01,5.707665070083746173e+01,5.734018873456024323e+01
-3.315050829281857014e-01,3.337673425561369811e+00,2.883717382112180427e+00,4.630237137629253930e+00,4.936546933735602494e+00,6.078043399282158532e+00,7.205731662771045265e+00,8.139564926779577547e+00,9.295968644990683316e+00,1.065776085247336091e+01,1.078944706828462508e+01,1.229555558592789311e+01,1.316364519714831260e+01,1.326525751339477921e+01,1.567295013071091958e+01,1.651783715068654956e+01,1.677705576994886272e+01,1.830649052474566574e+01,1.823151596876129688e+01,2.017552725680135595e+01,2.018290160226840158e+01,2.240437054106805448e+01,2.279292453886638370e+01,2.381945269835404488e+01,2.467197308293226143e+01,2.576302597368153258e+01,2.689733238112897240e+01,2.803073944384632554e+01,2.923528629934069301e+01,3.110110527525409907e+01,3.057862656079417008e+01,3.197422351441128896e+01,3.287883245852241032e+01,3.402884860689039215e+01,3.525988532836898059e+01,3.631401708390696825e+01,3.687882972852565899e+01,3.840870921729812437e+01,3.978738301404974465e+01,3.946686927902893416e+01,4.123225220353136677e+01,4.205006049096072474e+01,4.270601706327884273e+01,4.328883017666176158e+01,4.577490663714315389e+01,4.537038930933815806e+01,4.755734461584860640e+01,4.809447198175033833e+01,4.993922098802570986e+01,4.988241401090548521e+01,5.083590691193602140e+01,5.198213901040995211e+01,5.236160871719105359e+01,5.334321561425355895e+01,5.594580742841716159e+01,5.637132466715479495e+01,5.700615102508604792e+01,5.729669965012993060e+01
-4.519530143771209318e-01,3.452010918141075635e+00,2.806798935030640152e+00,4.614898742873014825e+00,4.966492419471904896e+00,5.998103156113704593e+00,7.090539935312533792e+00,8.111656080408183200e+00,9.217326776900975460e+00,1.076617141421520607e+01,1.075103249533462169e+01,1.238065189114078990e+01,1.318291032683723785e+01,1.328082992296173970e+01,1.562660852247976351e+01,1.658383065195701533e+01,1.673589848941951885e+01,1.839198100957390380e+01,1.823687330579319266e+01,2.014866310757746248e+01,2.009677250183811381e+01,2.246658778600601281e+01,2.272563257743859921e+01,2.367816306170036000e+01,2.472517328015378268e+01,2.567506229666030393e+01,2.690477289015913342e+01,2.805179438151440152e+01,2.927855755471662391e+01,3.103474292366735199e+01,3.061373137828198310e+01,3.203869412934174932e+01,3.287819099862144867e+01,3.405608798607117649e+01,3.522368654913633179e+01,3.641395656961739036e+01,3.683164871302845711e+01,3.839196435152883424e+01,3.984577681096888568e+01,3.939808305437130542e+01,4.121497822165398617e+01,4.206658195679359125e+01,4.266387683200923675e+01,4.322329352364678812e+01,4.582302114621911215e+01,4.530258608163477163e+01,4.758653394126475433e+01,4.811550181579675467e+01,4.992487796768834585e+01,4.994360798639488763e+01,5.077168304641844543e+01,5.204593243316111995e+01,5.234110511736290761e+01,5.331253229212864397e+01,5.598411259448545252e+01,5.645702873184615100e+01,5.690515579047521300e+01,5.729732980594166492e+01
-4.775499357237099063e-01,3.512549544234278898e+00,2.783355319791274152e+00,4.590158121947652603e+00,4.960736970431393722e+00,5.929385871604337943e+00,6.995573279994552252e+00,8.146267943679802670e+00,9.129861345230462888e+00,1.079262331113060291e+01,1.073003959119299466e+01,1.242216993225081367e+01,1.323026749397319257e+01,1.336875534145590549e+01,1.556831949969700801e+01,1.665596175652828492e+01,1.672660793528448764e+01,1.843350034046510899e+01,1.820817735884415711e+01,2.012046533966188377e+01,1.999221546945041084e+01,2.248632099943376517e+01,2.264177844654303229e+01,2.351923244796017798e+01,2.479668140520361774e+01,2.565109262521453104e+01,2.693220813009481773e+01,2.810803754034266788e+01,2.933699964808954519e+01,3.091493786410801903e+01,3.067947427977603780e+01,3.204218476612328459e+01,3.290332067380060010e+01,3.411386615278398438e+01,3.517023911525532043e+01,3.645466278634975765e+01,3.676545313697667439e+01,3.835995865571253205e+01,3.991904691243908587e+01,3.935164073871590062e+01,4.123683676837016066e+01,4.210649860321037607e+01,4.268986644032622735e+01,4.319550643173857907e+01,4.588338152212988064e+01,4.525071623072727789e+01,4.764373704612373928e+01,4.816220523029701184e+01,4.988380712796834615e+01,4.996284317145642717e+01,5.069952025708657573e+01,5.214291163632697845e+01,5.233452746383964183e+01,5.327332171071249434e+01,5.603089036112166355e+01,5.645204402226613638e+01,5.685392659136374505e+01,5.738392400812323046e+01
-4.482953327502281482e-01,3.537666754863741936e+00,2.723288777688771312e+00,4.598294561310525275e+00,4.879172895631764817e+00,5.884218709355250709e+00,6.974363148028984938e+00,8.170299684979134724e+00,9.082242460973679599e+00,1.075749334317508321e+01,1.072239839224007341e+01,1.238293713408927665e+01,1.333456101533291438e+01,1.348972676487427869e+01,1.558544648848933711e+01,1.674381886125904373e+01,1.673451133516765310e+01,1.839736145852594618e+01,1.818451246887534012e+01,2.010909180594707735e+01,1.992618065470231414e+01,2.248225507389003042e+01,2.259560383781904847e+01,2.346166965899129053e+01,2.477396687993512359e+01,2.571809443420032437e+01,2.693939947291124426e+01,2.814231357435734893e+01,2.939220736133804124e+01,3.076545312549821531e+01,3.065629487661109209e+01,3.198082172154973790e+01,3.290901373439307065e+01,3.414848654780655579e+01,3.517949517091486911e+01,3.640640257718673922e+01,3.672250527617888594e+01,3.837557543021242878e+01,4.001191017939534333e+01,3.931638451461565609e+01,4.127474111649971888e+01,4.212458186006323047e+01,4.278539179268274495e+01,4.319677718719282922e+01,4.597248366321004198e+01,4.523525256302788478e+01,4.768607770833750692e+01,4.819103913073904977e+01,4.992492471178375268e+01,4.990453906277572571e+01,5.066578973848118039e+01,5.219043505625407420e+01,5.232676241911934767e+01,5.330762016511980050e+01,5.610018275957420997e+01,5.642935790591536716e+01,5.675917497242006959e+01,5.735000702428084196e+01
