1.012999999999999901e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.685599999999999765e-01,9.489600000000000257e-01,9.689200000000000035e-01,9.977968386331976802e-01,1.000056491317097507e+00,9.974013994135152439e-01
1.022679999999999811e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.337999999999999634e-01,8.898400000000000754e-01,9.384799999999999809e-01,9.986803704032497508e-01,9.980584901730842340e-01,9.965183046671883815e-01
1.032159999999999744e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.951200000000000268e-01,8.235200000000001408e-01,9.040399999999999547e-01,9.992993426126745016e-01,9.979259705069742914e-01,9.969486095203148324e-01
1.040639999999999787e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.540800000000000614e-01,7.489200000000001411e-01,8.648399999999999421e-01,9.935835865292297342e-01,9.997100755372211323e-01,9.948110672260643828e-01
1.048159999999999759e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.083200000000000385e-01,6.583200000000001273e-01,8.228400000000000158e-01,9.956241657339636175e-01,1.001781030832210151e+00,9.935677758614712696e-01
1.053759999999999808e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.615600000000000147e-01,5.544400000000001549e-01,7.796399999999999997e-01,9.912639825396936111e-01,1.006055842025134650e+00,9.938655018747513115e-01
1.057559999999999834e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.080800000000000427e-01,4.393600000000001948e-01,7.277600000000000735e-01,9.935320759410746216e-01,1.009663764866037372e+00,9.979930348425662956e-01
1.062479999999999869e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.485200000000000964e-01,3.154400000000002757e-01,6.757200000000000983e-01,9.950451154618323857e-01,1.007231904167595227e+00,9.988066136404871731e-01
1.065239999999999965e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.865600000000000813e-01,1.768000000000003180e-01,6.173200000000000909e-01,9.857255814459057186e-01,9.964262183001759698e-01,1.002078603214300534e+00
1.071399999999999908e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.185600000000001319e-01,2.968000000000037275e-02,5.534800000000000830e-01,9.904259113280294846e-01,9.537545887741660788e-01,1.008286270549002106e+00
1.071919999999999984e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.472800000000001774e-01,-1.283599999999995855e-01,4.895200000000001217e-01,9.940082576128226322e-01,5.177937099174123148e+00,9.988765090261679802e-01
1.077720000000000011e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.734400000000002162e-01,-2.904799999999995164e-01,4.255200000000001204e-01,1.003630376884810049e+00,5.290228087613725982e+00,1.005208765711094854e+00
1.081439999999999957e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.026800000000002266e-01,-4.497999999999994225e-01,3.618400000000001615e-01,1.014449798439547745e+00,5.386288256333827462e+00,1.009434135894241802e+00
