1.000000000000000000e+00,1.800039992001599698e+00,3.199995000124996825e+00,4.199999862069060619e+00,4.800000454544421480e+00,5.800000064308661329e+00,6.800000256409927779e+00,8.199999215689350862e+00,9.199999869706925182e+00,1.019999982378870129e+01,1.119999983471088001e+01,1.219999985507256923e+01,1.319999636370247842e+01,1.380000013157886052e+01,1.519999981735176497e+01,1.619999000049997662e+01,1.680000019417456869e+01,1.819999909091322365e+01,1.919999988888895004e+01,1.980000017391289191e+01,2.080000013840820827e+01,2.219999977653656131e+01,2.319999846155029743e+01,2.380000018604633993e+01,2.480000051281919937e+01,2.619999972973009505e+01,2.680000016949138342e+01,2.819999993506495528e+01,2.919999978947390673e+01,3.019999974683576482e+01,3.119999692312426021e+01,3.180000210524099913e+01,3.319999851852949035e+01,3.419999789475900087e+01,3.519999500012499993e+01,3.619999428587754409e+01,3.719999666672222105e+01,3.819999789475900087e+01
1.157095427903235274e+00,1.952860096856505079e+00,3.385577309958451853e+00,4.398916697980603807e+00,4.630280258304339647e+00,5.598920147112051104e+00,6.636322281579109195e+00,8.061375900430981289e+00,9.160930468883519140e+00,1.040097522515555184e+01,1.138612576162930523e+01,1.219133682754238102e+01,1.336409317034638633e+01,1.360198122940529508e+01,1.538494629340912212e+01,1.604584167152704666e+01,1.664130698186109569e+01,1.806907046240252512e+01,1.939212321709158005e+01,1.960810220003623883e+01,2.060368541955975275e+01,2.237623574691983563e+01,2.338407432210306069e+01,2.360628723039832977e+01,2.459878162396051238e+01,2.609093203178901987e+01,2.660195758107724373e+01,2.840106898756932807e+01,2.914056520582161980e+01,3.039124879078750041e+01,3.138825270938958667e+01,3.184108371628196466e+01,3.339324795206305652e+01,3.439604063338138218e+01,3.530526379266075310e+01,3.636822724649420024e+01,3.737756448659789044e+01,3.811029811036996051e+01
1.244853319388104396e+00,1.823928530330907405e+00,3.407046476006996283e+00,4.485264003223401019e+00,4.696403572664731740e+00,5.431008336280918058e+00,6.674323096741964889e+00,7.896731384041607349e+00,9.018747827821794516e+00,1.035686997069715076e+01,1.158031619145548063e+01,1.216856443801306575e+01,1.336760408209736894e+01,1.357440681551784145e+01,1.557294398366516930e+01,1.586809754129262373e+01,1.670230407548446649e+01,1.815021786670452286e+01,1.945888028903358702e+01,1.971053687135369969e+01,2.061571434934174718e+01,2.255511770329765397e+01,2.331991614912820054e+01,2.361265067435010678e+01,2.467872844622158368e+01,2.592973529993155779e+01,2.665446330248748907e+01,2.852730002671430753e+01,2.900497573784360128e+01,3.057576747410692519e+01,3.141059971500882497e+01,3.172499580295455601e+01,3.330875090953563245e+01,3.459427890824697727e+01,3.519649401712823789e+01,3.634251472770020541e+01,3.756720999818266193e+01,3.798040893306597354e+01
1.374303457615792201e+00,1.761570659100365033e+00,3.287461955306415717e+00,4.610223602166692025e+00,4.840906161729566115e+00,5.369384801415293396e+00,6.738730288496197041e+00,7.721610323946920929e+00,8.853608243515241227e+00,1.029385637439471779e+01,1.177889347768809714e+01,1.211727458397320945e+01,1.348668938659419680e+01,1.352367609960578676e+01,1.554105377123072707e+01,1.567803174637937325e+01,1.680245057240628270e+01,1.824883039018586572e+01,1.940953483723674822e+01,1.983628755179869430e+01,2.058716140276326456e+01,2.250484428298275574e+01,2.318369788211397875e+01,2.368537842194846377e+01,2.463456569590191592e+01,2.576052061240377000e+01,2.670407118033023508e+01,2.852538672033362488e+01,2.884381582824888923e+01,3.077073582965675769e+01,3.134536437942837850e+01,3.161653955309844477e+01,3.328661810478375571e+01,3.463945716090761806e+01,3.527848543456106967e+01,3.630394004840663769e+01,3.769174059533584398e+01,3.784636898812100014e+01
1.541538970558030464e+00,1.869056660583452656e+00,3.192160138726094498e+00,4.751086697463887454e+00,5.011316238896089459e+00,5.396046808186096833e+00,6.744390485668381174e+00,7.574873091160743144e+00,8.715443030164397697e+00,1.032970914224294035e+01,1.196691526039228393e+01,1.200274211071746855e+01,1.364867933346032025e+01,1.344005090160216298e+01,1.545713081441992820e+01,1.559116492485663841e+01,1.686650747952264240e+01,1.832605197055549695e+01,1.931293159076460597e+01,1.988541810345059702e+01,2.053575968582234168e+01,2.240190660149932000e+01,2.303679108583498092e+01,2.372791014190892511e+01,2.450640753829357621e+01,2.565227430326773472e+01,2.664029317906065231e+01,2.846105524266621245e+01,2.867454601156932625e+01,3.094998056066231484e+01,3.125422216314415280e+01,3.155059382261597634e+01,3.327594511888361950e+01,3.477045845386842871e+01,3.519113838844525333e+01,3.620141737952429395e+01,3.776026273704160729e+01,3.781931624921656976e+01
1.715714233747755113e+00,2.021259345128479268e+00,3.175776766831488018e+00,4.859482052207268588e+00,5.178054028322716107e+00,5.453940465919966840e+00,6.759538558452086399e+00,7.615618256956073751e+00,8.609133302619023098e+00,1.043624589529270175e+01,1.214957719633721211e+01,1.200399571126460430e+01,1.383393423831404512e+01,1.339612822075835474e+01,1.545574857477016373e+01,1.558336546619249496e+01,1.688205387586200956e+01,1.829107170744412869e+01,1.931629362522077287e+01,1.982974601572039930e+01,2.049381171896116527e+01,2.240164289873654724e+01,2.289341769512678582e+01,2.375471598353756519e+01,2.434581130640920321e+01,2.561719272471140130e+01,2.651030210900132644e+01,2.839872725671051512e+01,2.859289227710439718e+01,3.102948317294532288e+01,3.127205998795404440e+01,3.148188827291805225e+01,3.326608438195032846e+01,3.492314982727074835e+01,3.512137271132852590e+01,3.609506106376665002e+01,3.769865406810830422e+01,3.770875641649156762e+01
1.741750881330547340e+00,2.188481409080185180e+00,3.144105770723985227e+00,4.955944182982706003e+00,5.332703504963458130e+00,5.534883503516992320e+00,6.849126902236872816e+00,7.733836297036440932e+00,8.487058426599384475e+00,1.056311025870698117e+01,1.233911581556616888e+01,1.210449177365847184e+01,1.402462143738695488e+01,1.335949481268788652e+01,1.551881847291407190e+01,1.559145171181770806e+01,1.688453022916075952e+01,1.818621604821450077e+01,1.940343850627367317e+01,1.971645319796361306e+01,2.045258963571878397e+01,2.247159827288799505e+01,2.274710298496250616e+01,2.378642508444518100e+01,2.418709514913602376e+01,2.559491108438282225e+01,2.636217654897913931e+01,2.834903188386497064e+01,2.862000386986910883e+01,3.100765116322549275e+01,3.118977696646624054e+01,3.147829462361796971e+01,3.325812701634725244e+01,3.507246129059151230e+01,3.517727592501737632e+01,3.602371512474827853e+01,3.768922841580823757e+01,3.759908806927475666e+01
1.654031559645239069e+00,2.361025697165667125e+00,3.139811286937678414e+00,4.998721025478841895e+00,5.505190586459550062e+00,5.635565882526719861e+00,6.978428781395236591e+00,7.883947704987506633e+00,8.331148844128792419e+00,1.065810102898556444e+01,1.252018590046359670e+01,1.223841405645057634e+01,1.417952365753939326e+01,1.327338490832470619e+01,1.554682281798054433e+01,1.560516051573013740e+01,1.689090508776863331e+01,1.804828873675516476e+01,1.954318914865805468e+01,1.959034726876786792e+01,2.037509578320976189e+01,2.247969111752274429e+01,2.258408816349394854e+01,2.382852314431609386e+01,2.407563650381863951e+01,2.557404599333708362e+01,2.624418469680890098e+01,2.827681842524901867e+01,2.868973829481056725e+01,3.094639798722479185e+01,3.106893651786157307e+01,3.156467561664703325e+01,3.314717518747642799e+01,3.523457401944641987e+01,3.518699708340126620e+01,3.593363304411448667e+01,3.770036969830428575e+01,3.754685391429410402e+01
1.511521528672575387e+00,2.531350454384660775e+00,3.143903084110375890e+00,4.992832627700214410e+00,5.663754112005175756e+00,5.725304130273554115e+00,7.142079697937020910e+00,7.991933740840426736e+00,8.157076859579669659e+00,1.068284933187773333e+01,1.265044018803122938e+01,1.233469756100313930e+01,1.422857391084181700e+01,1.314220642724967014e+01,1.546195890478396073e+01,1.564324582720634282e+01,1.694976656420037386e+01,1.790488623348135633e+01,1.971525447904370054e+01,1.953123325173550739e+01,2.025687803478551530e+01,2.238972486387069694e+01,2.246344516949752190e+01,2.389144164221567834e+01,2.400848044325796238e+01,2.556277411006987066e+01,2.619143573806730529e+01,2.816244447091253633e+01,2.871839003799401979e+01,3.092055827509438259e+01,3.097679063653897202e+01,3.162278980979392529e+01,3.304263342175983809e+01,3.529850671540619800e+01,3.515931559925653005e+01,3.595174534603415850e+01,3.766082958051279661e+01,3.756836171391557855e+01
1.342633026570967614e+00,2.712564073188249214e+00,3.162662063044760608e+00,5.038210717846703268e+00,5.690570790849018401e+00,5.782178120579558822e+00,7.314220502206994823e+00,8.004302524411993858e+00,7.992869720031844594e+00,1.065639443322615243e+01,1.272164588166938515e+01,1.237449729611457450e+01,1.419204959902194929e+01,1.303333548313473322e+01,1.531672516296014130e+01,1.565035232960950573e+01,1.704413172544435895e+01,1.781643868923799445e+01,1.990358507610154604e+01,1.955593991218963623e+01,2.017524709562529139e+01,2.224171282789444248e+01,2.241322541820609970e+01,2.401095745442509966e+01,2.396500614172496668e+01,2.558090355639555824e+01,2.618476587722195603e+01,2.803575184472667559e+01,2.869994989079760472e+01,3.096968715416866758e+01,3.100791290724562899e+01,3.172476954834282026e+01,3.292043388824142625e+01,3.540971534013397815e+01,3.509812016085925990e+01,3.589420936568326681e+01,3.759488673638148271e+01,3.767812322702737760e+01
