[0.90000004 0.90000004 0.90000004 0.90000009 0.90000008 1.09999973
 1.09999988 1.09999996 1.09999991 1.09999994 1.09999996 0.90000105
 1.09999995 0.90000009 1.09999923 1.09999953 0.90000033 0.9000002 ]
[0.7995296  0.8113985  0.80676777 0.96793962 0.88363507 1.18300213
 1.19473142 1.18692531 1.18359278 1.18545616 1.20037896 0.82088503
 1.19339954 0.96798518 1.17945487 1.17946095 0.81918729 0.81805278]
[0.69983865 0.71651126 0.70938824 1.05325098 0.93145997 1.27423359
 1.27627176 1.27945739 1.27558484 1.27879111 1.27504608 0.73092282
 1.29134423 1.05383253 1.26972113 1.27004794 0.72886244 0.72652131]
[0.64681794 0.61778794 0.65096329 1.14720359 0.97982204 1.37122232
 1.23769086 1.37730349 1.3731521  1.37641121 1.24997242 0.63455574
 1.37030304 1.1465017  1.36589541 1.3665385  0.63229065 0.62936903]
[0.65132476 0.51986714 0.6742081  1.24355704 0.97594312 1.46621891
 1.16585222 1.47705422 1.47287288 1.46877743 1.18517715 0.53458761
 1.35490024 1.21697034 1.45325506 1.46197636 0.53318557 0.53555252]
[0.68045969 0.42864426 0.73620214 1.33049898 0.91800913 1.54910319
 1.08026696 1.57037749 1.56648968 1.54113413 1.10438513 0.43592555
 1.29463013 1.23568938 1.50454843 1.54520679 0.44200792 0.46120526]
[0.71629836 0.35326166 0.8165617  1.39788252 0.84034495 1.61036803
 0.98833656 1.64507901 1.64346729 1.58185788 1.02134836 0.3478265
 1.21609079 1.20969035 1.51686717 1.60480145 0.37482817 0.42336999]
[0.74630398 0.30600164 0.90326299 1.44376608 0.7682516  1.65508556
 0.89930151 1.69576313 1.6958943  1.5905622  0.95359928 0.28759354
 1.13537927 1.16573127 1.50532479 1.64214669 0.34229343 0.42107864]
[0.76078895 0.29222256 0.98434177 1.47274306 0.73382516 1.68996487
 0.83275783 1.72229225 1.72668569 1.57258037 0.92418221 0.26348299
 1.07366898 1.12040108 1.48556693 1.66659856 0.34102572 0.44075032]
[0.75650503 0.30587706 1.04628477 1.48494811 0.73833016 1.71912232
 0.80614543 1.7295344  1.74437277 1.53841524 0.93182683 0.27248275
 1.04620335 1.08781719 1.46674781 1.68422724 0.36385043 0.47011623]
[0.72772153 0.33868443 1.08037823 1.48061231 0.76210931 1.7352429
 0.81469409 1.72203944 1.75411856 1.49398752 0.96602506 0.3048117
 1.05257885 1.0739023  1.45439716 1.69737092 0.40163856 0.49994125]
[0.67932462 0.3808752  1.08871939 1.46084751 0.78488108 1.73660855
 0.84722296 1.70354974 1.75780433 1.44727434 1.0129705  0.35077096
 1.08349923 1.07706953 1.44776043 1.702244   0.44637769 0.52478812]
[0.62394017 0.42334941 1.07545431 1.43088075 0.78115754 1.71790199
 0.88685521 1.6773065  1.75702657 1.40415199 1.05943818 0.40070434
 1.12956974 1.09168991 1.44540481 1.6965652  0.48964235 0.54179213]
[0.57442809 0.45903324 1.0492695  1.39956244 0.74880167 1.67952904
 0.91909791 1.64795827 1.75212246 1.36944725 1.09433817 0.44772194
 1.18396634 1.11414084 1.44785644 1.68256169 0.5240233  0.55376271]
[ 0.5427405   0.48503902  1.01862626  1.37272787  0.69510342  1.63126205
  0.93444737  1.62190897  1.74516485  1.34538904  1.11665044  0.48592512
  1.2384111   1.14046559  1.45584058  1.66383662  0.54464027  0.56278173
 -0.08000391  0.08000395 -0.08000403]
[ 0.52762491  0.50084358  0.99144904  1.35919688  0.64576414  1.60091342
  0.94588943  1.60448796  1.74024367  1.33244032  1.13793651  0.51367846
  1.28477488  1.16848326  1.46414516  1.65195607  0.55492762  0.56899292
 -0.03401692  0.1839592  -0.08712826]
[ 0.48989063  0.5074505   0.97863176  1.34683113  0.60302149  1.57058205
  0.94413432  1.59920219  1.74027192  1.32415331  1.1471275   0.52529924
  1.31015419  1.18276217  1.47223561  1.64610415  0.55578247  0.57019493
 -0.08377909  0.15376791 -0.1532179 ]
[ 0.46546769  0.50743854  0.97894593  1.35014067  0.58955829  1.57385885
  0.94826284  1.60569836  1.74602009  1.32042158  1.15682932  0.52802757
  1.32122776  1.19522467  1.48259065  1.65592135  0.55259153  0.57317009
 -0.08366847  0.14461915 -0.14009822]
[ 0.45502664  0.5034742   0.99293784  1.36746112  0.58868523  1.60033226
  0.95869211  1.62036755  1.75533358  1.3180931   1.16346402  0.52419053
