9.980201515190164629e-01,9.964203909473036136e-01,1.003756000000000093e+00,1.003314000000000039e+00,9.966340000000000199e-01,1.001609999999999889e+00,1.000992000000000104e+00,1.001764000000000099e+00,9.998393797256769355e-01,9.993434272734229573e-01,9.998939999999999495e-01,1.002065999999999901e+00,1.006768000000000107e+00,1.003757999999999928e+00,1.002011999999999903e+00,1.006768000000000107e+00,1.003123236574824606e+00,1.004979769868012740e+00,1.002958000000000016e+00,1.005393999999999899e+00,9.974499999999999478e-01,9.986080000000000512e-01,1.003649999999999931e+00,1.004078000000000026e+00,9.970761032533954626e-01,9.965142761568903662e-01,1.003077999999999914e+00,1.002310000000000034e+00,9.975800000000000223e-01,1.003087999999999980e+00,1.000073999999999907e+00,1.000062000000000006e+00
9.958615263427362807e-01,9.927038285758015279e-01,1.007524000000000086e+00,1.006879999999999997e+00,9.931940000000000213e-01,1.003255999999999926e+00,1.002012000000000125e+00,1.003498000000000001e+00,9.998653193718775034e-01,9.988109708165555656e-01,9.997019999999999795e-01,1.004069999999999796e+00,1.013929999999999998e+00,1.007460000000000022e+00,1.004263999999999823e+00,1.013980000000000103e+00,1.006269686353084891e+00,1.010288886453113433e+00,1.006113999999999953e+00,1.011405999999999805e+00,9.949159999999999116e-01,9.973120000000000873e-01,1.007553999999999839e+00,1.008307999999999982e+00,9.939566171490158419e-01,9.927799005101651808e-01,1.006445999999999952e+00,1.004560000000000120e+00,9.950520000000000476e-01,1.006281999999999899e+00,1.000097999999999931e+00,1.000172000000000061e+00
9.938972356902352479e-01,9.887269489244630005e-01,1.011408000000000085e+00,1.010585999999999984e+00,9.898400000000000531e-01,1.005241999999999969e+00,1.003130000000000077e+00,1.005506000000000011e+00,9.998915432893255018e-01,9.983134763004652967e-01,9.994979999999999976e-01,1.006179999999999852e+00,1.020839999999999970e+00,1.011178000000000132e+00,1.006735999999999853e+00,1.021442000000000183e+00,1.009561851860097725e+00,1.015822469596349364e+00,1.009593999999999880e+00,1.017327999999999788e+00,9.924079999999999568e-01,9.961560000000000414e-01,1.012027999999999928e+00,1.012647999999999993e+00,9.906451655325216876e-01,9.891723116600044108e-01,1.009770000000000056e+00,1.006810000000000205e+00,9.926500000000000323e-01,1.009549999999999947e+00,1.000183999999999962e+00,1.000158000000000103e+00
9.915837318342987095e-01,9.846531748288216424e-01,1.015460000000000029e+00,1.014383999999999952e+00,9.861860000000000070e-01,1.007347999999999910e+00,1.004258000000000095e+00,1.007454000000000072e+00,9.998841103525240026e-01,9.979739731624037713e-01,9.995439999999999880e-01,1.008405999999999914e+00,1.028141999999999889e+00,1.014976000000000100e+00,1.009415999999999869e+00,1.029102000000000183e+00,1.012983246335192433e+00,1.021652167529998545e+00,1.013417999999999930e+00,1.023787999999999698e+00,9.900779999999999026e-01,9.949660000000000171e-01,1.016556000000000015e+00,1.017252000000000045e+00,9.873844763259742585e-01,9.853795613382361207e-01,1.013248000000000149e+00,1.009160000000000279e+00,9.902560000000000251e-01,1.013033999999999990e+00,1.000235999999999903e+00,9.999880000000000990e-01
9.889764548544029976e-01,9.802473935905053892e-01,1.019678000000000084e+00,1.018249999999999877e+00,9.824960000000000360e-01,1.009453999999999851e+00,1.005440000000000111e+00,1.009564000000000128e+00,9.999854972208759296e-01,9.978190629534547940e-01,9.995159999999999600e-01,1.010739999999999972e+00,1.035631999999999886e+00,1.018682000000000087e+00,1.012509999999999799e+00,1.037244000000000277e+00,1.016521795139219586e+00,1.027713990355328733e+00,1.017725999999999908e+00,1.030739999999999768e+00,9.875779999999999559e-01,9.938000000000000167e-01,1.021479999999999944e+00,1.022094000000000058e+00,9.838677957413981545e-01,9.813280343211712164e-01,1.016830000000000123e+00,1.011478000000000321e+00,9.876219999999999999e-01,1.016782000000000075e+00,1.000129999999999963e+00,1.000050000000000106e+00
9.864975037763150656e-01,9.754392204332034133e-01,1.024008000000000029e+00,1.022105999999999959e+00,9.789900000000000269e-01,1.011515999999999860e+00,1.006554000000000171e+00,1.011746000000000034e+00,1.000012875467256590e+00,9.975187715395323895e-01,9.994779999999999776e-01,1.013129999999999864e+00,1.043329999999999869e+00,1.022518000000000038e+00,1.015627999999999753e+00,1.045622000000000273e+00,1.020109272875435069e+00,1.033951017762123170e+00,1.022027999999999937e+00,1.037807999999999842e+00,9.851099999999999302e-01,9.929999999999999938e-01,1.026718000000000020e+00,1.026996000000000020e+00,9.803045222277094739e-01,9.771686336750837754e-01,1.020458000000000087e+00,1.013722000000000234e+00,9.852079999999999727e-01,1.020652000000000115e+00,1.000267999999999935e+00,1.000148000000000037e+00
9.837959511471432439e-01,9.703969223842203728e-01,1.028540000000000010e+00,1.025947999999999860e+00,9.754620000000000513e-01,1.013871999999999884e+00,1.007688000000000139e+00,1.013910000000000089e+00,1.000063759810291497e+00,9.974293329393524310e-01,9.993319999999999981e-01,1.015715999999999841e+00,1.051077999999999957e+00,1.026008000000000031e+00,1.018979999999999775e+00,1.054320000000000368e+00,1.023677696787781199e+00,1.040360445709874737e+00,1.026757999999999837e+00,1.045237999999999889e+00,9.827339999999998854e-01,9.921999999999999709e-01,1.032143999999999950e+00,1.032064000000000092e+00,9.768981345363522140e-01,9.730331827764645558e-01,1.023946000000000023e+00,1.015878000000000281e+00,9.827239999999999309e-01,1.024676000000000142e+00,1.000303999999999860e+00,1.000226000000000059e+00
9.809675126956399760e-01,9.650076466298138644e-01,1.033161999999999914e+00,1.029841999999999924e+00,9.718660000000000077e-01,1.016305999999999932e+00,1.008856000000000197e+00,1.015898000000000190e+00,1.000274535026291822e+00,9.974370400461336494e-01,9.993640000000000301e-01,1.018185999999999813e+00,1.058935999999999877e+00,1.029274000000000022e+00,1.022517999999999816e+00,1.063226000000000449e+00,1.027397659805370900e+00,1.047130173693520128e+00,1.032199999999999784e+00,1.052997999999999879e+00,9.804939999999998657e-01,9.914600000000000080e-01,1.037935999999999970e+00,1.037280000000000202e+00,9.733975803227535861e-01,9.687265531622951675e-01,1.027619999999999978e+00,1.017928000000000388e+00,9.801599999999999202e-01,1.028598000000000123e+00,1.000381999999999882e+00,1.000276000000000165e+00
9.780637102831060137e-01,9.594661109907776098e-01,1.037607999999999864e+00,1.033779999999999921e+00,9.683100000000000041e-01,1.018953999999999915e+00,1.010242000000000306e+00,1.017884000000000233e+00,1.000442573698259396e+00,9.975277004717205687e-01,9.993060000000000276e-01,1.020777999999999741e+00,1.066831999999999780e+00,1.032739999999999991e+00,1.026347999999999816e+00,1.072460000000000413e+00,1.031382049229831788e+00,1.053865683423095945e+00,1.037565999999999766e+00,1.061059999999999892e+00,9.782699999999998619e-01,9.909259999999999735e-01,1.043941999999999926e+00,1.042510000000000270e+00,9.697182063040015176e-01,9.644265768310378295e-01,1.031271999999999966e+00,1.019956000000000307e+00,9.776819999999999400e-01,1.032850000000000046e+00,1.000301999999999802e+00,1.000050000000000106e+00
9.750335647248216109e-01,9.537580570617780751e-01,1.042165999999999926e+00,1.037865999999999955e+00,9.649520000000000319e-01,1.021521999999999819e+00,1.011496000000000395e+00,1.020052000000000181e+00,1.000909539823118699e+00,9.979407441943219936e-01,9.993819999999999926e-01,1.023257999999999779e+00,1.074869999999999770e+00,1.036051999999999973e+00,1.030377999999999794e+00,1.081808000000000325e+00,1.035139686345613708e+00,1.060845352532238106e+00,1.043281999999999821e+00,1.069295999999999802e+00,9.760059999999998182e-01,9.908239999999999270e-01,1.050300000000000011e+00,1.048134000000000343e+00,9.661721790023374279e-01,9.600223751030360075e-01,1.035029999999999895e+00,1.021942000000000350e+00,9.752459999999999463e-01,1.037101999999999968e+00,1.000337999999999727e+00,9.999500000000001165e-01
