1.039999983242771542e+00,9.600000026324446711e-01,9.600000081716020262e-01,9.600000121580509749e-01,9.600000107526852622e-01,1.039999680002559934e+00,1.039999500006249855e+00
1.080209524126797271e+00,9.198944658845953359e-01,9.197882640505854468e-01,9.199868006408469245e-01,9.197654617826663825e-01,1.020258799033434194e+00,1.073376808641758107e+00
1.120422441860355001e+00,8.795278479650809889e-01,8.793439496743933326e-01,8.794640612885941122e-01,8.793278293888565633e-01,9.903204885733033480e-01,1.058580638350615777e+00
1.160540026577708606e+00,8.389361696742357877e-01,8.385039976904485881e-01,8.383477233408244134e-01,8.385200498373436284e-01,9.683457055268500646e-01,1.056682032363754464e+00
1.201171587185861478e+00,7.981297893174076341e-01,7.972223004350205144e-01,7.967109344181415587e-01,7.971832991998044626e-01,9.690431396279262088e-01,1.070694833105938937e+00
1.241887258174661612e+00,7.570150434980372767e-01,7.559455014330015432e-01,7.544323476795719019e-01,7.554299126892023430e-01,9.735798885204214326e-01,1.089182924624352511e+00
1.281963368065757614e+00,7.155991207944798482e-01,7.142072952039121292e-01,7.114157943532010142e-01,7.131578382961202278e-01,9.946204127950827312e-01,1.116229860574315724e+00
1.321744392786802669e+00,6.739393481268722841e-01,6.721465215603461552e-01,6.676529420183231478e-01,6.707960231071994350e-01,1.020333126804055635e+00,1.098179024215759636e+00
1.361347409187263047e+00,6.322191336527368533e-01,6.299850134140988489e-01,6.235543050982835789e-01,6.279298080220651057e-01,1.034997338889342089e+00,1.076189016579523150e+00
1.400341398108865931e+00,5.904969523277154853e-01,5.876280165752354456e-01,5.787327443043049913e-01,5.849008258567730545e-01,1.045148248384043743e+00,1.053668239164273102e+00
1.439630831229746111e+00,5.489076746191812184e-01,5.453742496643064763e-01,5.333592612923454546e-01,5.418289270690362924e-01,1.045483058248048103e+00,1.047358529513069625e+00
1.478486903281573062e+00,5.076324348963180411e-01,5.036043944837359509e-01,4.875810184551309101e-01,4.986902480179328245e-01,1.050874048521834192e+00,1.035894684021756884e+00
1.516388410786913665e+00,4.667604296981239242e-01,4.622280533087609888e-01,4.416139175253149807e-01,4.556381441800294585e-01,1.045275747990743964e+00,1.024323533783257911e+00
1.553252427175859429e+00,4.267397769719586953e-01,4.211028774937595198e-01,3.962313520662638089e-01,4.124242256763104852e-01,1.022030200602062733e+00,1.014526609285534287e+00
1.588009601553086014e+00,3.879654559004935832e-01,3.809015337319008876e-01,3.514008445573840178e-01,3.695842371135459881e-01,9.891775044226430724e-01,1.015499977285478250e+00
1.621228238880365602e+00,3.502293037201973935e-01,3.419539468874132626e-01,3.071946047777762145e-01,3.278156128679560743e-01,9.665496432171852836e-01,1.015390164723551925e+00
1.651308415058994061e+00,3.140850533958889912e-01,3.045104162262398662e-01,2.639310928028210657e-01,2.871554436248848208e-01,9.417016964356123010e-01,1.014679626704089621e+00
