1.569096618249019581e+00,5.814085798258393112e+00,-7.149114965257288845e-04,4.368718377352372784e+00,5.692358840074882131e+00,3.190054697191520905e+00,5.208007282883140299e+00,9.251488132858997071e-01,4.927286140692970662e+00,2.292922534134357093e+00,1.819399611751737034e+00,1.196031152424227306e+00,2.024934998219324989e+00,2.186128957229672987e-02,6.187385977956873617e+00,6.076739992364601939e+00,2.281751849563366630e+00,1.731462865186536915e+00,3.623564870013518568e+00,1.821366135374389073e+00,3.409194395353968954e+00,2.668442174247285692e+00,5.049015532191109656e+00,1.045678354056459147e+00,2.290454835693777724e+00,2.812290275025414843e+00,5.738982901562472705e+00,5.336196095100536496e+00,4.336527518353349819e+00,5.740722366752112116e+00,2.034330978765201525e+00,3.460797095643725285e+00,1.317770241948116761e+00,-1.296491369985425419e-02,6.223944594261256569e+00,1.765022584050371712e+00,6.265384481537097372e+00,2.551960504612883263e+00,3.436272090459547623e+00,1.823613792087354746e+00,6.200945529309021431e+00,5.953573463671961719e+00,5.847504881530981358e+00,4.092076731955395785e-01,1.162583226693453708e+00,2.261153381147687380e+00,5.379535141209550453e+00,2.106873289331733456e+00,1.337231827330886413e-01,5.750397052171419610e+00,3.689702985218039188e+00,5.572121238016227274e+00,6.083737362609280552e+00,3.562384879962394169e-01,4.863354634828096934e+00,6.268751917037496568e+00,2.505031213618532426e+00,5.671265850631805883e-01,7.668993512991253425e-01,3.212288172767469252e+00,3.595653142381628475e-01,1.774553525101883744e-01,3.125090082857502782e+00,3.280466305432550578e-01,3.442413841115067097e+00,6.632796246504106819e-01,5.925578792492587787e+00,3.182310703194068946e+00,1.449307712900359535e+00,6.007152141607475571e+00,1.043069003882096224e+00,3.470451165427736129e+00,3.804663354044365287e-01,5.290499781516972533e+00,4.467237646146581476e+00,5.305648429449427717e-01,5.324821935211757840e+00
1.543271569693106526e+00,5.830404819883084677e+00,-7.655605669453394158e-02,4.383906944418082929e+00,5.666866477572903626e+00,3.114301642348516364e+00,5.183406795811613677e+00,8.494883745178941625e-01,4.940971071747457977e+00,2.267082177274249322e+00,1.836401675332084427e+00,1.119266693897157827e+00,1.999350620596795691e+00,3.594924817914470216e-02,6.160344969139959659e+00,6.001686591774675783e+00,2.298487104282773252e+00,1.656938769020460667e+00,3.637470252655177649e+00,1.797768905444275367e+00,3.333954607931596925e+00,2.644166183351738475e+00,5.062527148317911063e+00,9.683882963714239844e-01,2.264222745249344637e+00,2.736313174795820924e+00,5.753257997237640531e+00,5.310802951869245447e+00,4.352132273035861587e+00,5.716475545741454667e+00,1.958511252412551862e+00,3.475625092451403386e+00,1.241898820386723834e+00,-3.813147708657438351e-02,6.237920697051822394e+00,1.689234958158969624e+00,6.280575230258015118e+00,2.526289481202733445e+00,3.360433270183774912e+00,1.798280485988335453e+00,6.125743752045963220e+00,5.969117861666904723e+00,5.823157618362460930e+00,4.233208795162768934e-01,1.086543743687510277e+00,2.237985013055223238e+00,5.393609417157921193e+00,2.081926785883075670e+00,5.815375977829360943e-02,5.763802357670414267e+00,3.614191718310229007e+00,5.585164203282958262e+00,6.059266215673844158e+00,2.799492603797272272e-01,4.836593042727180602e+00,6.282973236657507954e+00,2.429514172911821479e+00,5.409611099220695829e-01,6.899458518828671671e-01,3.225506202758928076e+00,3.349956239345137643e-01,1.926661457994778281e-01,3.101322452392588414e+00,2.526600791868396367e-01,3.455168439962735594e+00,5.893549489138308894e-01,5.899582520819382836e+00,3.196703453159430719e+00,1.372358767770714749e+00,6.023595912052383206e+00,1.019235817328520088e+00,3.395128906445155526e+00,3.563925792406479887e-01,5.213969159861284730e+00,4.483273551030992898e+00,5.064479106500826555e-01,5.339691699922590296e+00
1.635948416809572592e+00,5.902822055523206934e+00,-1.088236612255812086e-02,4.457680195969896175e+00,5.761224109941820437e+00,3.180484790795531147e+00,5.277378887677891761e+00,9.180884419525059403e-01,5.013384981876547464e+00,2.360100843340235066e+00,1.909531094992477085e+00,1.187817435982442049e+00,2.092742988874352505e+00,1.068940903483279747e-01,6.255262403697522622e+00,6.068724685974487443e+00,2.369856368578810102e+00,1.724432847572925365e+00,3.711061291139603036e+00,1.889994423435842119e+00,3.399957935576139345e+00,2.736782624546411302e+00,5.135625235134364530e+00,1.035676643040903899e+00,2.357571034729044612e+00,2.802674922004259273e+00,5.827023593307114169e+00,5.404570642608638842e+00,4.425775204365885784e+00,5.809469497935942250e+00,2.025529805194285160e+00,3.545787711046593849e+00,1.308107395633263836e+00,5.704208092749551984e-02,6.309950004037441218e+00,1.754676225391568867e+00,6.351903298344993232e+00,2.620050433239616616e+00,3.427995775956633295e+00,1.890945306967424466e+00,6.193748293975785302e+00,6.041883176546656742e+00,5.915556993071196423e+00,4.947046139145794830e-01,1.155746563009063754e+00,2.332079648424426388e+00,5.465114391718042697e+00,2.174664323530120402e+00,1.252436091970114684e-01,5.835607385702454408e+00,3.680975207324432841e+00,5.658105539661422156e+00,6.150785961790972145e+00,3.474502968784015655e-01,4.930858183839845310e+00,6.355176049186182397e+00,2.495785637807153901e+00,6.358131931539109383e-01,7.565307655782907981e-01,3.298288643995273439e+00,4.263348283886186363e-01,2.655488738407602023e-01,3.195056702631791978e+00,3.198795555497502274e-01,3.528710050413855992e+00,6.572619285007291756e-01,5.993274982918299187e+00,3.268593690009109931e+00,1.440454355411024068e+00,6.096187866723734139e+00,1.114177586939875342e+00,3.462733346046482641e+00,4.500781029095352048e-01,5.282533146053704165e+00,4.556504733240115179e+00,5.997394862635845314e-01,5.411092564968879692e+00
1.622041670250569334e+00,5.891247737099440052e+00,-2.107276425207687404e-02,4.445412433516490402e+00,5.747447377190094464e+00,3.169935098333909185e+00,5.264244384243233377e+00,9.066143515438829237e-01,5.001313374406396228e+00,2.346993645964730923e+00,1.897210505594357111e+00,1.177403637650450863e+00,2.079126210024780708e+00,9.677426312286094290e-02,6.242168744552048842e+00,6.057284247844628489e+00,2.357817626963675917e+00,1.711814566754880751e+00,3.699943247794117429e+00,1.877830679737123809e+00,3.387419972148238756e+00,2.723229577654509015e+00,5.125407665070508045e+00,1.026439306360163339e+00,2.344413479508393738e+00,2.790833134086500245e+00,5.814647361500054679e+00,5.390706999975557245e+00,4.415550529352313625e+00,5.796473234242355943e+00,2.015710389390610313e+00,3.535078137635573103e+00,1.296989928930015967e+00,4.381667668505290214e-02,6.297974521081508570e+00,1.744296370510512784e+00,6.339618818546407297e+00,2.606957308303725185e+00,3.416528078553685788e+00,1.877103123677593910e+00,6.182304146556457880e+00,6.031108216681887235e+00,5.902802056186084556e+00,4.832409580812389027e-01,1.144901202960388220e+00,2.319811936901023941e+00,5.454371233147900178e+00,2.162517883613442660e+00,1.156174459326944487e-01,5.823436973963065810e+00,3.671043750591808763e+00,5.648230210194105538e+00,6.139002910437920235e+00,3.375476547608671773e-01,4.918330795142405343e+00,6.344003289227616804e+00,2.486662758604988976e+00,6.217520445436378607e-01,7.455858825825428804e-01,3.287433629464373119e+00,4.134260179522212253e-01,2.544130870988182136e-01,3.181904760510301244e+00,3.098206444342235799e-01,3.518136939244606687e+00,6.450275649920628185e-01,5.981106138957325236e+00,3.257918959025586148e+00,1.430679708176452181e+00,6.085308464575667209e+00,1.101499879229381973e+00,3.452378045197544321e+00,4.368449992439890073e-01,5.272239464902981787e+00,4.544456115513631822e+00,5.869412316082829317e-01,5.398583290839503945e+00
1.578124881027248128e+00,5.851227659715111606e+00,-6.007762703150767297e-02,4.407517451901095562e+00,5.703433585138813378e+00,3.130515186698172858e+00,5.220356649838551633e+00,8.662871197214857544e-01,4.962145189980565085e+00,2.303308115740299922e+00,1.859015280960847116e+00,1.140146887215280236e+00,2.035838325051379627e+00,5.717306659864003493e-02,6.199094738451675468e+00,6.018314015499292680e+00,2.316840610506945453e+00,1.672973165999606993e+00,3.660792220606091441e+00,1.834678986617557905e+00,3.349104434179401846e+00,2.679491834460318245e+00,5.086774833495216086e+00,9.884614446010390187e-01,2.302717010523692931e+00,2.752351328345715498e+00,5.774646893380580792e+00,5.347837996592446075e+00,4.376177801118354083e+00,5.751603479472607638e+00,1.977824700354595455e+00,3.495328818147545480e+00,1.257195708962284275e+00,4.151984338318231993e-04,6.257423115146667492e+00,1.706048915208866923e+00,6.300098934379149362e+00,2.563973503707979162e+00,3.375855881002615355e+00,1.832572490535177234e+00,6.142451366489709130e+00,5.991757746374868354e+00,5.860050302887119145e+00,4.430814298377680482e-01,1.105416312048681959e+00,2.276818568097648932e+00,5.417564273472531333e+00,2.118816785738768527e+00,7.706073489096955387e-02,5.781850531297326512e+00,3.632769400345682964e+00,5.608734436384002819e+00,6.095465289571952106e+00,2.972375160995853749e-01,4.876211334649973139e+00,6.304717278518767287e+00,2.448640921296005413e+00,5.757107278615398727e-01,7.074523018218752402e-01,3.248427288171709115e+00,3.690023660317600651e-01,2.142007958113316402e-01,3.138568049818482475e+00,2.703320403292595042e-01,3.477285153342251522e+00,6.037472738274382023e-01,5.937585214574691683e+00,3.218585297307248183e+00,1.390829232894589262e+00,6.045869299332793823e+00,1.056647330502029858e+00,3.411646773318845138e+00,3.938978568891524645e-01,5.236155409023071527e+00,4.504838074039052565e+00,5.442727032007530497e-01,5.359291344522278067e+00
1.563663957871194388e+00,5.836891238053662612e+00,-7.606776154194985762e-02,4.394615241030712660e+00,5.691032499852682669e+00,3.115242219828568970e+00,5.207550010877192825e+00,8.520787546342872831e-01,4.950824175419751505e+00,2.289466879803957688e+00,1.843023924887372100e+00,1.124180715772435279e+00,2.023650448651422629e+00,4.427040683143874250e-02,6.187319733159197810e+00,6.001827778343336917e+00,2.305014313207536691e+00,1.658928074546063502e+00,3.649128541775175094e+00,1.822886501561740591e+00,3.331763000118640683e+00,2.667138259129915312e+00,5.072869299972338375e+00,9.722938980251123464e-01,2.290857054546674210e+00,2.736622098100335521e+00,5.763447956802369099e+00,5.334689313046820480e+00,4.362098880970432191e+00,5.740026012917516240e+00,1.963599448855876339e+00,3.482739015834955598e+00,1.242560907925132296e+00,-1.159473127732864144e-02,6.243526526840844859e+00,1.691084414298728911e+00,6.286115546161322953e+00,2.551249298386696118e+00,3.358152412293372358e+00,1.820439928560355192e+00,6.127089533065687377e+00,5.979270048012086392e+00,5.847594809395669557e+00,4.305546093285609888e-01,1.089497790036831670e+00,2.263462202828755210e+00,5.405388766837385894e+00,2.104439530389014656e+00,6.180291018767929828e-02,5.769264254567984196e+00,3.618550814275535377e+00,5.598497097592197491e+00,6.080784742249716324e+00,2.832388219583849565e-01,4.866416440236888796e+00,6.291746417020021021e+00,2.433605604490516772e+00,5.595056020334164826e-01,6.903747096364604152e-01,3.236554473481399352e+00,3.565719591592033111e-01,2.005377797006634155e-01,3.125564774688171177e+00,2.553398766980774504e-01,3.464257282660650805e+00,5.879354908511446043e-01,5.922485655605732369e+00,3.206831646448822681e+00,1.375644237815662807e+00,6.033395578235031032e+00,1.043234082817279473e+00,3.395667568712138262e+00,3.808005732322954917e-01,5.222951573198220565e+00,4.491680724839659966e+00,5.292749296117970070e-01,5.344259586701793019e+00
1.612326385159540409e+00,5.886151657739416621e+00,-2.318366103723470961e-02,4.442394613512672841e+00,5.744025709896498633e+00,3.165320077450513470e+00,5.259607972625944150e+00,9.043244728937944732e-01,5.000633214482254729e+00,2.342707668114771380e+00,1.892752365273259185e+00,1.173963960564635922e+00,2.073569856320667704e+00,9.260557561492342715e-02,6.237351369242606580e+00,6.054381094759658133e+00,2.354904495301116452e+00,1.709415953671533650e+00,3.699470353305013059e+00,1.873387058325238108e+00,3.382942241422937979e+00,2.717460658756672753e+00,5.121968457433030864e+00,1.023747460756247341e+00,2.342959112601680882e+00,2.787740397330122910e+00,5.812374181552284469e+00,5.385635043728926874e+00,4.411970235174478283e+00,5.793662037160901335e+00,2.015000642824233079e+00,3.531027559043001585e+00,1.293707395417416084e+00,4.065292681403602504e-02,6.291968324764432019e+00,1.740409395609704424e+00,6.334911494086669315e+00,2.605259092360425743e+00,3.407185995698664538e+00,1.872145301632543335e+00,6.176905934896987915e+00,6.026999810044572747e+00,5.898362899074785837e+00,4.800890567172810264e-01,1.140130007744111440e+00,2.316571288764295300e+00,5.454077967514948000e+00,2.153122720500600273e+00,1.133886897711470776e-01,5.819000542185212232e+00,3.670137373279122261e+00,5.646974988378969940e+00,6.133581143913241718e+00,3.321921690977609476e-01,4.917163390142087920e+00,6.340926208590974333e+00,2.484577792674628860e+00,6.114268155938389349e-01,7.439826538834672931e-01,3.285262307875451260e+00,4.062807133133253257e-01,2.489351945765410357e-01,3.177245418911140540e+00,3.062959491895660968e-01,3.515657953804374181e+00,6.393144954642973055e-01,5.973013577051192513e+00,3.255941943199000654e+00,1.427497190244277681e+00,6.083886938882344886e+00,1.094629865424988857e+00,3.447094858599994538e+00,4.310297000832561398e-01,5.275380125585818369e+00,4.540994249131157900e+00,5.793239240411820479e-01,5.393161915810833484e+00
1.559732592641958959e+00,5.836464785600526284e+00,-7.394778588593552138e-02,4.391117046655458545e+00,5.691637306053665135e+00,3.114913890845285582e+00,5.204953670499083529e+00,8.572421502376070812e-01,4.950980873737634624e+00,2.288557223764125403e+00,1.841228867336373254e+00,1.124563574737332594e+00,2.020465127481473999e+00,4.250338190903634600e-02,6.183490603487505233e+00,6.004837118048369504e+00,2.305194140795473245e+00,1.659019618661485396e+00,3.649995504408270808e+00,1.818634380781348758e+00,3.334303215443507273e+00,2.663382554871989605e+00,5.071213171357749516e+00,9.739321951891772855e-01,2.287844129466522602e+00,2.737550239685183406e+00,5.761776873036629887e+00,5.331966872175843086e+00,4.361029445273704397e+00,5.740047275868338517e+00,1.963833884266170671e+00,3.481002229740339793e+00,1.243163702736029608e+00,-1.362750324345819719e-02,6.240604941281055140e+00,1.689795988491969103e+00,6.286566196110280558e+00,2.551021367364771475e+00,3.357704717680939144e+00,1.818180612655138528e+00,6.127263077463589447e+00,5.975381185220311586e+00,5.844119143419304940e+00,4.285839350848290596e-01,1.091657222453608300e+00,2.263217325724873330e+00,5.402863432233248275e+00,2.099317506910439501e+00,6.406194628307770866e-02,5.769105330967285283e+00,3.619371754678533115e+00,5.596264431018979302e+00,6.081615431707255048e+00,2.820337454200496641e-01,4.864263853031014051e+00,6.292304382311533217e+00,2.433836154453449918e+00,5.581843849344558794e-01,6.942132571694552556e-01,3.234735003224766814e+00,3.528895961244742918e-01,1.970836533564397086e-01,3.124150753419542514e+00,2.569629291882417066e-01,3.467481161978959392e+00,5.885383060079409923e-01,5.919953951401810244e+00,3.206130941235370901e+00,1.378242088778750762e+00,6.032326922924519330e+00,1.041660608672039245e+00,3.397842776403650955e+00,3.770232605371749979e-01,5.226563534703358549e+00,4.492212664223377061e+00,5.253074868150361398e-01,5.341208873728360729e+00
1.618686102234627944e+00,5.889682356371613636e+00,-2.393813880087158202e-02,4.446314762480359839e+00,5.747117074302694917e+00,3.167454657855192313e+00,5.259159838156140410e+00,9.102799755700892170e-01,5.004689215041716821e+00,2.344664543992022843e+00,1.893872775367974937e+00,1.176013849561739377e+00,2.076934934917891162e+00,9.640808686201474131e-02,6.238799927428715364e+00,6.053928391743738757e+00,2.356683692150004727e+00,1.711439175978039184e+00,3.702220550462676396e+00,1.874858348733176472e+00,3.383729420706983682e+00,2.720380289648149486e+00,5.125495440714736617e+00,1.026699524159220278e+00,2.344120822697645767e+00,2.790798600827597564e+00,5.815955811872226988e+00,5.387685311818633416e+00,4.415140221993469893e+00,5.796747454775814212e+00,2.016524244295710311e+00,3.533958182467353826e+00,1.295161809798170749e+00,4.169260391777918073e-02,6.296168839922381189e+00,1.740715382196926120e+00,6.338498707049771141e+00,2.606147403915646699e+00,3.407471506528294558e+00,1.874891669569395125e+00,6.179050547519548076e+00,6.026431974319759632e+00,5.901194364600049980e+00,4.809492460090091237e-01,1.143476541541013969e+00,2.319843659401704894e+00,5.458188365382115492e+00,2.157145816673113892e+00,1.146959601258436129e-01,5.824536258309024994e+00,3.670118011861437157e+00,5.648865746406861454e+00,6.137091145378983370e+00,3.319735717100772421e-01,4.919641037575408937e+00,6.342748127216798260e+00,2.485767499070894893e+00,6.173527366819815398e-01,7.480178374871611080e-01,3.287340045292440838e+00,4.086529920211898204e-01,2.483382292448242934e-01,3.183114893345090124e+00,3.059767726695581391e-01,3.521160567571774980e+00,6.398087440342421495e-01,5.975996374358122587e+00,3.258141936055017229e+00,1.429149343171496556e+00,6.084198862567475885e+00,1.098594782783687718e+00,3.450289338823151031e+00,4.343984235815014916e-01,5.276975280243183519e+00,4.542596547057576650e+00,5.819838597009817649e-01,5.395265116489674107e+00
1.572982046858816485e+00,5.844869863323459036e+00,-6.548523091140795449e-02,4.401321754527267593e+00,5.698974328725429750e+00,3.123213240287353809e+00,5.211119648323007780e+00,8.677217690113612214e-01,4.960255158013685772e+00,2.296732307785213756e+00,1.848387008100527806e+00,1.132309755676542906e+00,2.027852477103305961e+00,5.201499010844184284e-02,6.190735270553164860e+00,6.010980759444012556e+00,2.313330480938715183e+00,1.670108274454847663e+00,3.659489059675320455e+00,1.826525962121650526e+00,3.340344258826759560e+00,2.674393827071920970e+00,5.082686724652290877e+00,9.843525957455147024e-01,2.296880396261993251e+00,2.748289033972278528e+00,5.770821570701539116e+00,5.339867604714455318e+00,4.370083200219693431e+00,5.749656718665469235e+00,1.973155079828397884e+00,3.489923891458033722e+00,1.252782068977318142e+00,-7.071149766477269338e-03,6.249749911736588892e+00,1.698119284851975497e+00,6.292394500295131365e+00,2.558194762458235072e+00,3.364481592154391798e+00,1.826897998225370801e+00,6.138030555909856467e+00,5.981179821107529548e+00,5.852630330951653193e+00,4.377179889710995919e-01,1.098296546910910942e+00,2.273200804419916121e+00,5.414160060462701374e+00,2.108852899264484826e+00,7.121761325939611476e-02,5.780476563306801374e+00,3.627532424743321826e+00,5.604568108268731308e+00,6.088670354396136908e+00,2.880604570956815103e-01,4.872672756948992934e+00,6.300129930774679643e+00,2.441872006211893265e+00,5.707360829159526805e-01,7.058992081374894090e-01,3.243236245201130075e+00,3.625446826872131822e-01,2.035286064304589748e-01,3.136977325650275539e+00,2.639746221481219512e-01,3.475529823358950665e+00,5.977061372933551997e-01,5.929408300036373092e+00,3.214177882519025697e+00,1.384754955026582746e+00,6.041144734303895980e+00,1.050929808694657019e+00,3.410538158905865647e+00,3.884345679914162908e-01,5.233397060155416725e+00,4.499517926155479408e+00,5.352699838710354152e-01,5.350227644573467778e+00
