-5.000000000000004441e-04,5.329999999999999322e-02,7.000000000000006434e-04
-3.400000000000000244e-03,1.097800000000000026e-01,1.170000000000001768e-03
-9.930000000000001326e-03,1.698999999999999955e-01,1.410000000000003048e-03
-1.990000000000000102e-02,2.327400000000000024e-01,1.970000000000002565e-03
-3.329000000000000015e-02,3.002900000000000014e-01,2.090000000000000278e-03
-4.974000000000000643e-02,3.711099999999999954e-01,2.160000000000003497e-03
-7.021000000000000851e-02,4.461600000000000010e-01,1.220000000000007103e-03
-9.368000000000001326e-02,5.242499999999999938e-01,9.800000000000058231e-04
-1.194400000000000184e-01,6.054100000000000037e-01,9.200000000000068583e-04
-1.490100000000000313e-01,6.893500000000000183e-01,1.510000000000003093e-03
-1.810500000000000442e-01,7.760900000000000576e-01,2.490000000000006097e-03
-2.144400000000000472e-01,8.640300000000000757e-01,2.630000000000001694e-03
-2.488700000000000356e-01,9.529900000000001148e-01,2.459999999999998212e-03
-2.838300000000000267e-01,1.040980000000000238e+00,2.749999999999999407e-03
-3.193900000000000072e-01,1.128300000000000303e+00,3.179999999999996631e-03
-3.536799999999999944e-01,1.213880000000000292e+00,3.399999999999994606e-03
-3.873499999999999721e-01,1.296780000000000266e+00,4.309999999999994391e-03
-4.195099999999999940e-01,1.375560000000000338e+00,4.450000000000000830e-03
-4.501600000000000046e-01,1.450660000000000283e+00,4.200000000000005812e-03
-4.785099999999999909e-01,1.520900000000000363e+00,4.150000000000011319e-03
-5.052999999999999714e-01,1.585650000000000448e+00,4.470000000000009556e-03
-5.305099999999999261e-01,1.645950000000000468e+00,4.020000000000014881e-03
-5.537399999999998990e-01,1.702230000000000576e+00,3.930000000000013344e-03
-5.757399999999999185e-01,1.754370000000000651e+00,3.950000000000010794e-03
-5.952699999999999658e-01,1.801520000000000676e+00,4.170000000000008769e-03
-6.140499999999999847e-01,1.844620000000000593e+00,4.160000000000010044e-03
-6.295999999999999375e-01,1.883890000000000509e+00,3.640000000000011716e-03
-6.445999999999999508e-01,1.919750000000000512e+00,3.800000000000005197e-03
-6.577399999999999913e-01,1.952220000000000510e+00,4.000000000000005287e-03
-6.706499999999999684e-01,1.981460000000000443e+00,3.660000000000009600e-03
-6.822999999999999066e-01,2.007500000000000284e+00,3.150000000000010431e-03
-6.935899999999999288e-01,2.030170000000000474e+00,3.270000000000019419e-03
-7.042699999999999516e-01,2.050780000000000491e+00,3.150000000000021706e-03
-7.133899999999999686e-01,2.069390000000000285e+00,3.240000000000022810e-03
-7.225099999999999856e-01,2.086540000000000283e+00,2.950000000000032457e-03
-7.300400000000000222e-01,2.103720000000000478e+00,3.050000000000032720e-03
-7.366400000000000725e-01,2.116800000000000459e+00,2.920000000000035848e-03
-7.428200000000000358e-01,2.129800000000000360e+00,2.830000000000034745e-03
-7.481900000000000217e-01,2.141360000000000152e+00,2.820000000000036020e-03
-7.523800000000000487e-01,2.151510000000000034e+00,2.890000000000039239e-03
-7.577099999999999946e-01,2.159640000000000004e+00,3.060000000000031445e-03
-7.617099999999999982e-01,2.167809999999999793e+00,3.100000000000027213e-03
-7.656199999999999672e-01,2.175109999999999655e+00,3.100000000000027213e-03
-7.698199999999999488e-01,2.181819999999999649e+00,3.010000000000026110e-03
-7.744499999999999718e-01,2.187539999999999818e+00,2.970000000000019499e-03
-7.778499999999999304e-01,2.192879999999999718e+00,3.010000000000015268e-03
-7.804699999999998861e-01,2.195989999999999664e+00,3.030000000000013152e-03
-7.839299999999999047e-01,2.201129999999999587e+00,3.030000000000013152e-03
-7.874999999999998668e-01,2.204959999999999809e+00,3.020000000000014426e-03
-7.898699999999998500e-01,2.207929999999999726e+00,3.030000000000013152e-03
-7.915599999999998193e-01,2.211859999999999715e+00,3.060000000000009761e-03
-7.939299999999998025e-01,2.214769999999999683e+00,3.070000000000008486e-03
-7.954199999999997939e-01,2.216179999999999595e+00,3.090000000000006370e-03
-7.971599999999997577e-01,2.217719999999999470e+00,3.110000000000015096e-03
-8.007699999999997598e-01,2.220059999999999256e+00,3.110000000000015096e-03
-8.023799999999997601e-01,2.222099999999999298e+00,3.110000000000015096e-03
-8.033199999999998120e-01,2.224309999999999121e+00,3.120000000000013821e-03
-8.049699999999998523e-01,2.226499999999999257e+00,3.120000000000013821e-03
-8.067799999999998306e-01,2.228119999999999212e+00,3.140000000000011705e-03
