9.955325629226627893e-01,1.001300000000000079e+00,9.949299999999999811e-01,9.923480000000000079e-01,1.004752000000000089e+00,1.010304000000000091e+00,9.942360000000000086e-01,1.001588585025016132e+00,1.010405999999999915e+00,1.001538000000000039e+00,1.000984000000000096e+00,9.945100000000000051e-01,1.001878000000000046e+00,1.001581999999999972e+00,9.993192205999176236e-01,1.002116000000000007e+00,1.001487999999999934e+00,1.012831999999999955e+00,1.002744000000000080e+00,1.001168000000000058e+00,9.964859999999999829e-01,9.978394910934295092e-01,1.001449999999999951e+00,9.952680000000000415e-01,9.906200000000000561e-01,9.998019999999999685e-01,1.009546000000000054e+00,9.972520000000000273e-01,9.988159652583074033e-01,1.009446000000000065e+00,1.004829999999999890e+00,9.993339999999999446e-01,9.954640000000000155e-01,1.000159999999999938e+00,1.000143999999999922e+00
9.907908989692847390e-01,1.002531999999999979e+00,9.900579999999999936e-01,9.844920000000000337e-01,1.009378000000000108e+00,1.020936000000000066e+00,9.884060000000000068e-01,1.003277729970555976e+00,1.020726000000000022e+00,1.003456000000000126e+00,1.001878000000000046e+00,9.888940000000000508e-01,1.003859999999999975e+00,1.003373999999999988e+00,9.981746020586981238e-01,1.004116000000000009e+00,1.003067999999999849e+00,1.025893999999999862e+00,1.005870000000000042e+00,1.002320000000000100e+00,9.929339999999999833e-01,9.959360517753744757e-01,1.002817999999999987e+00,9.904500000000000526e-01,9.810180000000000566e-01,9.993659999999999766e-01,1.019092000000000109e+00,9.945220000000000171e-01,9.973417152211382364e-01,1.018888000000000016e+00,1.009569999999999856e+00,9.986159999999999481e-01,9.915140000000000065e-01,1.000087999999999866e+00,9.998659999999999215e-01
9.862730066605694956e-01,1.003995999999999889e+00,9.848299999999999832e-01,9.766620000000000301e-01,1.013806000000000207e+00,1.031344000000000038e+00,9.826120000000000410e-01,1.004906691149911602e+00,1.031233999999999984e+00,1.005462000000000078e+00,1.003349999999999964e+00,9.833340000000000414e-01,1.006032000000000037e+00,1.005400000000000071e+00,9.971709454582557974e-01,1.006340000000000012e+00,1.004437999999999942e+00,1.039123999999999937e+00,1.009030000000000094e+00,1.003692000000000029e+00,9.893220000000000347e-01,9.939086439866120504e-01,1.004191999999999974e+00,9.858520000000000616e-01,9.711720000000000352e-01,9.985399999999999832e-01,1.028424000000000005e+00,9.918879999999999919e-01,9.959449641379485296e-01,1.028404000000000096e+00,1.014665999999999846e+00,9.979619999999999047e-01,9.878040000000000154e-01,9.999339999999998785e-01,9.999959999999998850e-01
9.818623418406396963e-01,1.005021999999999860e+00,9.796620000000000328e-01,9.686919999999999975e-01,1.018078000000000261e+00,1.041830000000000034e+00,9.768060000000000631e-01,1.006386775128907285e+00,1.041816000000000075e+00,1.007886000000000060e+00,1.004755999999999982e+00,9.778700000000000170e-01,1.008428000000000102e+00,1.007518000000000136e+00,9.960587289372898612e-01,1.008768000000000109e+00,1.005569999999999853e+00,1.052383999999999986e+00,1.012415999999999983e+00,1.005009999999999959e+00,9.859640000000000626e-01,9.923361119189132440e-01,1.005581999999999976e+00,9.812940000000001106e-01,9.610520000000000174e-01,9.976559999999999873e-01,1.037748000000000115e+00,9.891280000000000072e-01,9.940969023048527031e-01,1.037772000000000139e+00,1.020153999999999783e+00,9.975079999999999503e-01,9.844600000000000017e-01,1.000049999999999883e+00,9.998299999999998855e-01
9.773816009022641138e-01,1.006141999999999870e+00,9.744160000000000599e-01,9.611119999999999663e-01,1.022132000000000263e+00,1.052412000000000125e+00,9.710200000000001053e-01,1.008075108891264948e+00,1.052468000000000181e+00,1.010738000000000136e+00,1.006474000000000091e+00,9.725960000000000161e-01,1.011058000000000012e+00,1.009594000000000102e+00,9.949147464350397430e-01,1.011002000000000178e+00,1.006649999999999823e+00,1.065592000000000095e+00,1.015835999999999961e+00,1.006289999999999907e+00,9.826140000000000985e-01,9.908978296345765102e-01,1.006928000000000045e+00,9.768160000000001286e-01,9.508039999999999825e-01,9.959660000000000180e-01,1.047084000000000126e+00,9.863340000000000440e-01,9.920520135239284665e-01,1.046878000000000197e+00,1.025577999999999879e+00,9.972820000000000018e-01,9.812779999999999836e-01,1.000209999999999821e+00,9.999079999999999080e-01
9.730750407714797712e-01,1.007257999999999765e+00,9.691360000000001085e-01,9.532599999999999962e-01,1.026002000000000303e+00,1.062802000000000024e+00,9.655400000000000649e-01,1.009727619277131838e+00,1.062856000000000245e+00,1.013512000000000191e+00,1.008290000000000131e+00,9.674080000000000457e-01,1.013486000000000109e+00,1.011572000000000138e+00,9.939807796974359233e-01,1.013628000000000196e+00,1.007497999999999783e+00,1.078742000000000090e+00,1.019693999999999878e+00,1.007805999999999980e+00,9.794740000000000668e-01,9.897246068374874195e-01,1.008426000000000045e+00,9.723580000000001666e-01,9.400859999999999772e-01,9.941780000000000062e-01,1.056284000000000223e+00,9.837380000000000013e-01,9.898857134880346687e-01,1.056036000000000197e+00,1.031057999999999808e+00,9.971879999999999633e-01,9.785220000000000029e-01,1.000451999999999897e+00,9.997019999999998685e-01
9.690233908496445059e-01,1.008347999999999800e+00,9.640400000000001191e-01,9.455900000000000416e-01,1.029466000000000214e+00,1.073112000000000066e+00,9.598640000000000505e-01,1.010940876308299208e+00,1.073324000000000167e+00,1.016914000000000096e+00,1.010154000000000218e+00,9.626160000000000272e-01,1.016064000000000078e+00,1.013818000000000108e+00,9.932123779309894873e-01,1.016338000000000186e+00,1.008383999999999725e+00,1.091787999999999981e+00,1.023731999999999864e+00,1.009225999999999956e+00,9.763760000000000217e-01,9.886082023662553508e-01,1.009714000000000000e+00,9.678360000000001406e-01,9.293919999999999959e-01,9.922079999999999789e-01,1.065358000000000249e+00,9.811119999999999841e-01,9.873744113600998462e-01,1.064954000000000178e+00,1.036915999999999727e+00,9.970239999999999103e-01,9.762499999999999512e-01,1.000457999999999847e+00,9.995719999999999050e-01
9.653559131134291649e-01,1.009431999999999885e+00,9.590200000000000946e-01,9.379620000000000735e-01,1.032464000000000270e+00,1.083252000000000104e+00,9.542360000000000841e-01,1.012252878505470521e+00,1.083544000000000063e+00,1.020778000000000185e+00,1.012320000000000109e+00,9.578940000000000232e-01,1.018828000000000067e+00,1.016144000000000158e+00,9.924234736392261169e-01,1.019360000000000266e+00,1.009157999999999777e+00,1.104821999999999971e+00,1.027695999999999943e+00,1.010661999999999949e+00,9.737379999999999924e-01,9.878130842583117133e-01,1.011314000000000046e+00,9.636880000000001001e-01,9.187779999999999836e-01,9.894459999999999367e-01,1.074148000000000325e+00,9.786439999999999584e-01,9.848944416639031640e-01,1.073642000000000207e+00,1.042703999999999631e+00,9.970699999999999008e-01,9.743299999999999184e-01,1.000521999999999911e+00,9.996559999999998780e-01
9.616167181691648302e-01,1.010333999999999843e+00,9.540080000000000782e-01,9.307220000000000493e-01,1.035308000000000339e+00,1.093002000000000029e+00,9.488680000000000447e-01,1.013486261907615260e+00,1.093414000000000108e+00,1.024668000000000134e+00,1.014422000000000157e+00,9.534580000000000277e-01,1.021804000000000157e+00,1.018752000000000102e+00,9.917142850762152850e-01,1.022332000000000241e+00,1.009833999999999676e+00,1.117539999999999978e+00,1.031859999999999999e+00,1.011983999999999995e+00,9.716160000000000352e-01,9.869440565541637289e-01,1.012506000000000128e+00,9.596400000000000485e-01,9.081839999999999913e-01,9.863919999999999355e-01,1.082692000000000432e+00,9.763299999999999201e-01,9.823300211742176380e-01,1.081998000000000237e+00,1.048597999999999697e+00,9.973739999999998718e-01,9.730439999999999090e-01,1.000695999999999808e+00,9.995219999999999105e-01
9.582894944003935711e-01,1.011347999999999914e+00,9.489820000000001032e-01,9.234340000000000881e-01,1.037566000000000432e+00,1.102538000000000018e+00,9.435860000000000358e-01,1.014488634595747563e+00,1.102926000000000073e+00,1.028894000000000197e+00,1.016696000000000266e+00,9.494600000000000817e-01,1.024858000000000047e+00,1.021192000000000100e+00,9.907641259504560427e-01,1.025228000000000250e+00,1.010303999999999647e+00,1.129985999999999935e+00,1.036283999999999983e+00,1.013419999999999987e+00,9.691600000000000215e-01,9.863855284167398763e-01,1.013780000000000125e+00,9.558420000000000805e-01,8.973200000000000065e-01,9.828779999999999184e-01,1.090614000000000416e+00,9.736719999999998709e-01,9.795677199128346446e-01,1.090050000000000185e+00,1.054117999999999666e+00,9.975119999999998432e-01,9.720179999999999376e-01,1.000787999999999789e+00,9.995119999999999560e-01
