4.076070672180503784e+00,6.071885182015192228e+00,3.440826826755564838e+00,5.149076026366605774e+00,3.389646905327272197e+00,1.656647269998020811e+00,7.244035354830422602e-01,1.343929386428888817e+00,2.706263056731597061e+00,2.055847543447667736e+00,9.515374212499682072e-01,4.806466750434452706e+00,5.890521603381472460e+00,1.430178502644403826e+00,4.364836087017566868e+00
4.035030672180504041e+00,6.028445182015191861e+00,3.446826826755565065e+00,5.056076267273657443e+00,3.668848191576927320e+00,1.722445120181668177e+00,6.110841346311159938e-01,9.290788765013134887e-01,2.787721017594818385e+00,2.167412889803219223e+00,1.227835762744843295e+00,4.760169351359825995e+00,6.001872149278291602e+00,1.297712692381471022e+00,4.453587096542344526e+00
4.032630672180504305e+00,5.834205182015192115e+00,3.422586826755565248e+00,4.988662640368753287e+00,3.922430934132970837e+00,1.751773798589895570e+00,4.747452637100391670e-01,9.115227961642381471e-01,2.819743118092576939e+00,2.346477073980500982e+00,1.469678685423395637e+00,4.743656142275533227e+00,5.937788539824815359e+00,1.243607894063472941e+00,4.527397232556556794e+00
4.043870672180504222e+00,5.720525182015192556e+00,3.372346826755565186e+00,4.915575423207759087e+00,4.078862050876265855e+00,1.754113743570779205e+00,3.552750465912007938e-01,9.042014328753787966e-01,2.845714233884714339e+00,2.673746877267899613e+00,1.597705121724282140e+00,4.732720639407129504e+00,5.877334806597700911e+00,1.205242933346460710e+00,4.577680801809258959e+00
4.039630672180503979e+00,5.669005182015192545e+00,3.336586826755565394e+00,4.881216680651125905e+00,4.128565467708724235e+00,1.767578048922707756e+00,2.707831773967279698e-01,9.156649384184578633e-01,2.861914483480665794e+00,2.960659336526457519e+00,1.634663836747564769e+00,4.726308038590290472e+00,5.941495389853214348e+00,1.188356077732840799e+00,4.576725757975297348e+00
4.038230672180503689e+00,5.630125182015192742e+00,3.320866826755565437e+00,4.888221384482366538e+00,4.116527581811816106e+00,1.777386281913080346e+00,1.866257876862310594e-01,9.638882153052674706e-01,2.888954702116365070e+00,2.965817284949677113e+00,1.636369073176926037e+00,4.726722024079306195e+00,5.953112626168747923e+00,1.187761775299891465e+00,4.579222082136371164e+00
4.040830672180503846e+00,5.610725182015192658e+00,3.305866826755565313e+00,4.895714797842909860e+00,4.101562418281954336e+00,1.784533538892082438e+00,1.425219496622638915e-01,9.863899691572486361e-01,2.897835016225327909e+00,3.047227958008551063e+00,1.637138150103270684e+00,4.728397816173667501e+00,6.001098915726579719e+00,1.188594040681516084e+00,4.563205352683800342e+00
4.047950672180503418e+00,5.591125182015193040e+00,3.292306826755565297e+00,4.907183483454814699e+00,4.093588303243588911e+00,1.797972964608187008e+00,1.010166093324560976e-01,1.008309015568328304e+00,2.905595236720189600e+00,3.027148647406201043e+00,1.639283776536923254e+00,4.734764204733795445e+00,6.038907187975801172e+00,1.185763697621563084e+00,4.561907655344088930e+00
4.055150672180503513e+00,5.580005182015193022e+00,3.280466826755565446e+00,4.916862178078797996e+00,4.072805467651333444e+00,1.810781716074007175e+00,7.650829351321179750e-02,1.031428763226905465e+00,2.907155327690952973e+00,3.125441357135767095e+00,1.641145844347353000e+00,4.735449672473778904e+00,6.046181005426088717e+00,1.198651589990301414e+00,4.551405951252234239e+00
4.063950672180503432e+00,5.566005182015192787e+00,3.268226826755565639e+00,4.920291617081517188e+00,4.064899623100199477e+00,1.823546316070029150e+00,5.540700054418133680e-02,1.050193654887846328e+00,2.918156447503821749e+00,3.027724524407991780e+00,1.641632068042981230e+00,4.734500726303550344e+00,6.063134124703061012e+00,1.187276237666373024e+00,4.558254808317832030e+00
4.068310672180503573e+00,5.566525182015192641e+00,3.256826826755565563e+00,4.914479360528798857e+00,4.052012448695593072e+00,1.830578483906645904e+00,5.158507307010830323e-02,1.050423814690411906e+00,2.912195763007777050e+00,3.213368680181147852e+00,1.639162452925165603e+00,4.729967703252390798e+00,6.072950694471529687e+00,1.202846043789064234e+00,4.543862712394178160e+00
4.071950672180503439e+00,5.553325182015192318e+00,3.263346826755565644e+00,4.917474749256022903e+00,4.047790974109083173e+00,1.841482639483339900e+00,2.696927054854169128e-02,1.074679542251391506e+00,2.935397877260150779e+00,2.961891286827626590e+00,1.641394029689030809e+00,4.728071966783351954e+00,6.088796929555299720e+00,1.186971092591705412e+00,4.557205541328115395e+00
4.080190672180503242e+00,5.558925182015192590e+00,3.248306826755565702e+00,4.909296905953672407e+00,4.043181881887217166e+00,1.843796775235513108e+00,4.454544378549711581e-02,1.062733154214661191e+00,2.913911206031730039e+00,3.349598473566482770e+00,1.638889832277424574e+00,4.725444875739130524e+00,6.082701756163391593e+00,1.209861064316641199e+00,4.536231045119137661e+00
