-1.390862735206217504e-01,1.186252888942036954e+00,1.190088183121212451e+00,1.008737309946321270e+00,1.007594717184512323e+00,1.014608103961030627e+00,1.007084694955769466e+00,1.011822872152252195e+00,1.008427980941613900e+00,9.960252609389120826e-01,1.015558954780509504e+00,1.001565121852629803e+00,1.025884700926021020e+00,1.004492509956416812e+00,1.018675085165513083e+00,1.006433125896957215e+00,1.001389229643117273e+00,1.006703194978332716e+00,9.964228336087201932e-01,9.996659981257836058e-01,9.976015526913702969e-01,8.695977803850885035e-01,7.300011010035759584e-01,1.214651330225962278e+00,1.007860351531885579e+00,1.000169123124310611e+00,9.989228682057368358e-01,9.986205089088442399e-01,9.963599114350334407e-01,9.953084365539155431e-01,1.008808067955230037e+00,1.005483041740625083e+00,1.008938379368812921e+00,1.013850593269836287e+00,1.015797176719671180e+00,9.979529381118303899e-01,9.999920400666796327e-01,1.016837665164807669e+00,1.008297745497313436e+00,1.020530148561574757e+00,1.000937063702189489e+00,1.016052466778194052e+00,1.464073798428373596e+00,-2.156352952862944150e+00,1.515273370125396468e+01,1.001904539884956646e+00,1.013142016273643309e+00,1.004746376906919814e+00,1.022156487752326814e+00,1.005287994690896358e+00,1.016434392916922391e+00,9.990165525716026007e-01,9.905610362288395088e-01,9.939877918129224055e-01,9.818921101104722826e-01,9.899071538156321015e-01,9.825317328225777747e-01,1.002211094087537724e+00,1.008436026213626269e+00,1.003307459019077585e+00,1.010970733044104675e+00,1.001643829047477174e+00,1.006190520203975591e+00,8.592054978587498892e-01,7.803602796704173228e-01,9.334353301979301243e-01,1.000188827521082624e+00,1.007096773587949023e+00,1.005355473112791165e+00,1.010392182256013571e+00,1.005314674486754045e+00,1.009311200465781377e+00,9.941059785388839387e-01,1.002384313726377263e+00,1.008791487365358730e+00,1.014790745599175370e+00,1.011836339982662425e+00,1.021533652706867690e+00,1.000487101218595409e+00,9.991338791564565724e-01,9.993977241643785536e-01,9.992816668313282413e-01,9.994847147489136496e-01,1.000119373348308693e+00
1.067359192957050951e+00,-9.982785517646868279e-01,1.533819037242561079e+00,1.016484420934210542e+00,1.012137076287200399e+00,1.002652829236750476e+00,1.027638365509767171e+00,1.016714065748955953e+00,1.013114102910934955e+00,9.981603180113193252e-01,1.016210393300793990e+00,1.024699018730162559e+00,1.046346941822941190e+00,1.001352343815388179e+00,1.031435179013775016e+00,1.010441043575372122e+00,1.005709682283552286e+00,9.775925223841461786e-01,9.994151120588433690e-01,1.009344760321913448e+00,9.981599146674959844e-01,8.836124687653207355e-01,9.343250195167787098e-01,1.031388661103598281e+00,1.011135060514126716e+00,1.007121591825379303e+00,9.749192566741357036e-01,1.000408609007110483e+00,1.002254967603616098e+00,9.962680127273507713e-01,1.018033242911893899e+00,1.006324644740926644e+00,9.925437163853413347e-01,1.050577074030694336e+00,1.022021024454451421e+00,9.899670801055728830e-01,1.003158346698476810e+00,1.025635100677816824e+00,1.018917223739088218e+00,1.041233094466755382e+00,9.996905046923716398e-01,1.028500765073236289e+00,1.569360427583197604e+00,-1.150602425945711271e+00,1.526365501375457256e+01,1.009751792335237708e+00,1.019776009108669390e+00,1.006082692971096426e+00,1.042194294246304942e+00,1.008298274820069285e+00,1.029299234863703338e+00,9.947449835915365135e-01,9.887886665098053474e-01,9.733400895122074070e-01,9.588195900067633115e-01,9.927543463087888931e-01,9.738381465872355536e-01,1.011729018596166485e+00,1.011616909176020540e+00,1.024114841450562530e+00,1.024840694777830574e+00,9.949098444504150818e-01,1.007392932326977908e+00,-1.292298037432422930e+01,3.587188754884819364e+00,-1.011730787585068825e+01,1.008066407184096791e+00,1.006353934339171197e+00,1.031495152235763602e+00,1.021831862340290442e+00,1.002617933312220266e+00,1.012660887265875553e+00,9.887965200980883829e-01,1.001046417776056519e+00,1.015880343751889070e+00,1.030551252614871238e+00,1.016798445773684501e+00,1.035490496637901714e+00,9.992462855512297404e-01,9.994886711147071834e-01,1.000406399750115582e+00,9.996995629497827940e-01,1.002347872206267088e+00,9.991210154158978174e-01
1.298882739065788439e+00,-1.528483873638181390e+00,1.572374037458520224e+00,1.026826871406125496e+00,1.016726638689741780e+00,1.002714775095701283e+00,1.034445077055929252e+00,1.022430440449131561e+00,1.024349132766497750e+00,1.004443674549239329e+00,1.020135187473514504e+00,1.030637728227409067e+00,1.058041445463434593e+00,9.991690052293007440e-01,1.044966255692366008e+00,1.014003569692930151e+00,1.015500879290989644e+00,9.768097527260019008e-01,9.953793572604688888e-01,1.018030922502404678e+00,1.004470256892153746e+00,6.794933326107910343e-01,9.923892161244325383e-01,9.781831850386494276e-01,1.016885625601743115e+00,1.018992310163868709e+00,9.673317976742302760e-01,1.000358894190897852e+00,1.008502634071902992e+00,9.972211947783520269e-01,1.034800256690898257e+00,1.000207376755868349e+00,9.859046229405289408e-01,1.063606677518423194e+00,1.032195501237466173e+00,9.868781484224298239e-01,1.014233499806892036e+00,1.034169520076061222e+00,1.011515800884724481e+00,1.065316184613266159e+00,1.001043041417276624e+00,1.040871821888686322e+00,2.033944322099496382e+00,-1.200336323532005922e+00,1.540050675870890906e+01,1.021779679988733536e+00,1.017061176421192537e+00,1.006452209774017614e+00,1.065154057834774459e+00,1.013036932619173935e+00,1.038413455981325839e+00,9.883449846400167438e-01,9.897667716899918311e-01,9.741642560365464387e-01,9.381016314346350971e-01,9.966238943104916981e-01,9.642626751222422854e-01,1.018814069870829675e+00,1.009633752386355665e+00,1.024246724213470960e+00,1.039729722137971102e+00,9.947334760099638684e-01,1.009868239163501880e+00,-8.449239444038262548e+00,2.846200483016327887e-01,-1.759639831514001784e+01,1.015980923227164601e+00,1.003908833752387597e+00,1.032943387177596817e+00,1.038531498404099418e+00,1.000019468883636131e+00,1.009635484114383752e+00,9.778608032728183241e-01,1.000869959431829326e+00,1.025294050505384913e+00,1.006067792620634282e+00,1.020693857026926388e+00,1.051209145034753378e+00,9.996339762462118639e-01,9.996513016753673098e-01,1.000332646448542917e+00,9.997150187383635478e-01,1.001485515907880375e+00,9.992992326581101592e-01
4.110122370621102306e+00,-2.542908463870436453e+00,2.677331229624326792e-01,1.032125118906930927e+00,1.030930631252579888e+00,1.010831635560736519e+00,1.032583129027732749e+00,1.020412342468943967e+00,1.027598783030123197e+00,1.011427874117456938e+00,1.022423681645225235e+00,1.027812839985795090e+00,1.063478548038472304e+00,9.936938933031245202e-01,1.049182630875707956e+00,1.013462011182419964e+00,1.033574466125917857e+00,9.763295459435100687e-01,9.984865543452365877e-01,1.016219339459631055e+00,1.003416056905049425e+00,4.446268817986712141e-01,8.974690353841917601e-01,1.029857503540558161e+00,1.015251269850718785e+00,1.037302577224682443e+00,9.693546727368528293e-01,1.000704463390503562e+00,1.008536554058998558e+00,9.918852078214590584e-01,1.042059593556581065e+00,1.005182569856946539e+00,9.889375489651396345e-01,1.060525881194538389e+00,1.036004758436327666e+00,9.823544895575271330e-01,1.024264528442572209e+00,1.049373453256074562e+00,1.011848731670669688e+00,1.067078959558205975e+00,9.958988614088538638e-01,1.041267865758057853e+00,1.965699132392705106e+00,-1.606901366219660732e+00,1.556952160905289162e+01,1.034695685523717046e+00,1.034287269150440780e+00,1.007966207548915749e+00,1.060578156281263285e+00,1.007456378685531062e+00,1.040670580456054761e+00,9.950414116877130954e-01,9.911090457831518430e-01,9.714254988367556631e-01,9.404494578524101867e-01,9.982145521781383701e-01,9.578672619639362340e-01,1.023676523578195718e+00,1.018254132705134873e+00,1.028250666997439167e+00,1.035727742726326284e+00,9.939515683512974986e-01,1.009433815984776883e+00,-1.158425710707602718e+01,1.635146396775489119e+00,-1.901414146299020658e+01,1.020100525560175608e+00,1.013320404016910592e+00,1.028423177897896279e+00,1.035016086700229376e+00,9.996111377709744339e-01,1.012196966942193299e+00,9.660280676549998224e-01,9.896508321349436477e-01,1.028798329805619582e+00,1.004901001114963943e+00,1.017717484825305219e+00,1.058115108267313698e+00,9.994437393108511758e-01,9.994610316133133443e-01,1.000853079865754669e+00,9.991536843790610467e-01,1.002434100672660033e+00,9.994148019538210415e-01
2.414437422705596248e+00,-2.887746085822474384e+00,2.355051733534569536e+00,1.047915424326392619e+00,1.030620748563219280e+00,1.017062686346676736e+00,1.037025000508759121e+00,1.019244392003110011e+00,1.037104228414729157e+00,9.910641026452058355e-01,1.030205542559770260e+00,1.023568043122219162e+00,1.074249675007169280e+00,9.955418304194753043e-01,1.039956241481589494e+00,1.025877864507760195e+00,1.055585668081084894e+00,9.733593775916341562e-01,1.007716829192603303e+00,1.011941171903520065e+00,1.019589803075293011e+00,4.210164123793364688e+00,-9.845629123836284746e-01,-4.051057407542174360e+00,1.024076606819986024e+00,1.058101818584484821e+00,9.671770746377472694e-01,1.009268150991124990e+00,1.006682597540958124e+00,1.001635451367361096e+00,1.060368225429981770e+00,9.889518308237400523e-01,9.888695517702258408e-01,1.064910520015282858e+00,1.035231980360883597e+00,9.953179638661606710e-01,1.014543223831323671e+00,1.064382728447596405e+00,1.006732844456689424e+00,1.079325136712657285e+00,1.000027386309809252e+00,1.045267183593474591e+00,-3.518193951607930359e+01,-2.234499729924791289e+00,2.325922783879197908e+01,1.027112062780816348e+00,1.023232484337269543e+00,1.010516870698658698e+00,1.065536300236820111e+00,1.012859070756196855e+00,1.042266369175879559e+00,1.003317174589005489e+00,1.007603577252180527e+00,9.756513442660994517e-01,9.351566154581881785e-01,9.950240028490340283e-01,9.518748908281871035e-01,1.028283120442158083e+00,1.001041076395241758e+00,1.028314152728916797e+00,1.038896716647439211e+00,1.004007461311785088e+00,1.018452643936037516e+00,-1.097629828959709819e+01,6.767550128119597108e-01,-1.901327625119915510e+01,1.026310872267192309e+00,9.969452967886635042e-01,1.022356557759798168e+00,1.036577362942238345e+00,1.006502941214701519e+00,1.020817169860278151e+00,9.770513974917345301e-01,9.796298773857048392e-01,1.038853135105062275e+00,9.970234239074730054e-01,1.018295940433007418e+00,1.058398783380174235e+00,1.000409471225842228e+00,9.993108103048070623e-01,1.001030932446294708e+00,9.984017433659757579e-01,1.001982745637180372e+00,9.986731500118550819e-01
1.995230622963011013e+00,-2.442048342913525349e+00,2.298129866753990225e+00,1.048941068181545644e+00,1.031906128512679821e+00,1.016733730319660634e+00,1.036706638158058524e+00,1.019427279318229962e+00,1.039082558331906325e+00,9.887984026252197856e-01,1.033060983615988082e+00,1.022439555860087390e+00,1.074371744076998647e+00,9.934038754034493213e-01,1.041990996856521523e+00,1.026113256837305254e+00,1.055823509288082773e+00,9.735241810204526836e-01,1.008590736638837804e+00,1.011992002637393195e+00,1.019728378193049956e+00,4.172548800788684176e+00,-9.916818918283569761e-01,-4.061500290937986257e+00,1.024836541021947545e+00,1.058303864493215452e+00,9.672705198034620144e-01,1.010059618601903297e+00,1.006313698633833464e+00,1.002286443515986836e+00,1.059606247427504755e+00,9.892184970915726128e-01,9.901490375230784791e-01,1.064761577333758202e+00,1.037766238962184007e+00,9.936164033538082974e-01,1.017454754808175155e+00,1.062661509592319087e+00,1.006915308349529914e+00,1.079981866534814428e+00,9.985349487194209450e-01,1.045465458851418727e+00,-3.516811733356612990e+01,-2.288904546542832819e+00,2.327175232991764986e+01,1.029745741164352690e+00,1.023725614749681379e+00,1.010797617032155982e+00,1.065716315056332242e+00,1.011409310417297647e+00,1.043459926497055212e+00,1.000415797573551480e+00,1.008021115336124485e+00,9.763579771847246125e-01,9.353917626721035550e-01,9.945803598016497160e-01,9.524989538776094111e-01,1.027940414281053982e+00,1.001444566764857491e+00,1.028378872404909439e+00,1.039001100118428500e+00,1.006391234911063304e+00,1.016929156546498625e+00,-1.164936823877737027e+01,1.283422886087338899e+00,-1.899425311081197876e+01,1.025299159620705725e+00,9.974063179591337036e-01,1.022222795862652855e+00,1.036513126960091125e+00,1.009374971533584020e+00,1.019656367735985558e+00,9.722296033643224034e-01,9.800346886657366197e-01,1.038934265044365368e+00,9.977946996657206524e-01,1.016494251720233333e+00,1.060308434213075968e+00,1.000309153209228752e+00,9.994097861769103419e-01,1.000951557709432560e+00,9.983432100997348124e-01,1.001962518565560956e+00,9.987933589686627256e-01
1.217749099843138838e+00,-1.778183866649311273e+00,2.320770427748195974e+00,1.051548051999801947e+00,1.034680547363969749e+00,1.016758317066328576e+00,1.035501531709718703e+00,1.019139553241287466e+00,1.043294865972703045e+00,9.853482020670412123e-01,1.038276355699665254e+00,1.020252039577385972e+00,1.075638768085127150e+00,9.910341627105110351e-01,1.043965699924454871e+00,1.028482736428988575e+00,1.056355310063771924e+00,9.713108051295773482e-01,1.011899912369517596e+00,1.010364376386174268e+00,1.020743293774977634e+00,4.091024696812734618e+00,-9.840222392674735641e-01,-4.107400532288714601e+00,1.027015199724686356e+00,1.059042622699304159e+00,9.670371485762504493e-01,1.011641782539933310e+00,1.005085843315175920e+00,1.003426066955457774e+00,1.057332681125050078e+00,9.905598634970993466e-01,9.922714717782481486e-01,1.063904651127496548e+00,1.041810181978226835e+00,9.923069753101753099e-01,1.022115711356551548e+00,1.059529442509659525e+00,1.007312299366215136e+00,1.081147412472894143e+00,9.974221230089840295e-01,1.045649305597369905e+00,-3.514681293172171905e+01,-2.417074548066413087e+00,2.333687390989782884e+01,1.034749265812574537e+00,1.024422804154009770e+00,1.011038256275063496e+00,1.065737976635181772e+00,1.009295352500626741e+00,1.045772101038794366e+00,9.968473040373373451e-01,1.008539250350660499e+00,9.779289476102548395e-01,9.363352367829415046e-01,9.923327225639007043e-01,9.524557819910732803e-01,1.028518199921313991e+00,1.001408178594902498e+00,1.027474635797248403e+00,1.038783299894339374e+00,1.011401886829095043e+00,1.015448861009157433e+00,-1.165650820147512334e+01,1.482489766122678354e+00,-1.895688636832342766e+01,1.025318435206266310e+00,9.976188119986986180e-01,1.020911728442464250e+00,1.036424866043881288e+00,1.015815075773833120e+00,1.018214837238164749e+00,9.659673636329255686e-01,9.804369836305963926e-01,1.039299970231946313e+00,9.985764491755121375e-01,1.014131571469469861e+00,1.064165054707590263e+00,1.000290576956878619e+00,9.990708638601456526e-01,1.001095573976895858e+00,9.983970945250250084e-01,1.002068985470716767e+00,9.986732977783707721e-01
4.947545408082437701e-01,-1.219618630059811526e+00,2.349338529756995531e+00,1.055417207360498821e+00,1.038875280572113757e+00,1.017273935671832108e+00,1.034120526315310373e+00,1.017582368535688619e+00,1.049561277942494097e+00,9.816270036982195357e-01,1.044136381662654545e+00,1.017528676531441967e+00,1.078894272809608257e+00,9.895555292945380499e-01,1.045767142842918496e+00,1.032412779294919147e+00,1.056943430394305272e+00,9.700090113270880554e-01,1.013863453884171317e+00,1.005652917574921812e+00,1.022110004819385409e+00,3.922651193988440088e+00,-9.324736769139588821e-01,-4.206979968134627157e+00,1.031699277602001308e+00,1.059602531083096988e+00,9.662361076853662745e-01,1.013174815205963197e+00,1.000100700190864389e+00,1.005829997143903753e+00,1.052498674610051532e+00,9.933857952461523366e-01,9.950235181469653245e-01,1.062177519220420363e+00,1.045790497377799388e+00,9.926352365970674274e-01,1.027845073884880112e+00,1.053267898062999253e+00,1.009523594167919924e+00,1.082798447672981945e+00,9.958719479292692522e-01,1.045788873645460137e+00,-3.512988365888104170e+01,-2.635461850462375910e+00,2.348513432029541903e+01,1.041398476968434128e+00,1.024931210502994849e+00,1.012416284716082249e+00,1.064929051119519965e+00,1.006569540988338618e+00,1.050075982104810235e+00,9.943886235506839144e-01,1.008428322564191237e+00,9.791000274572283502e-01,9.373553450080814864e-01,9.865575211889365814e-01,9.501797357631416308e-01,1.028924889160191647e+00,1.001550770498043974e+00,1.026647984613624498e+00,1.037400309557862554e+00,1.020237630951357666e+00,1.015167291276559913e+00,-1.143569280382401843e+01,1.249426112236796449e+00,-1.903583949354873894e+01,1.025843623430036988e+00,9.979167920952973780e-01,1.018676641319796072e+00,1.035180336277523594e+00,1.029376577423821715e+00,1.015904315549365444e+00,9.581760214616639182e-01,9.823405347610066896e-01,1.040632839318122560e+00,9.981885447283247448e-01,1.011250121212190045e+00,1.069855296984196791e+00,1.000051628637234513e+00,9.992161497246269120e-01,1.000869912946464657e+00,9.987950597690412602e-01,1.002264011262851362e+00,9.980996631575245193e-01
4.946563510238242700e-01,-1.216206436899510246e+00,2.205300299509928674e+00,1.060683985452848255e+00,1.043938652255565813e+00,1.016108190394005906e+00,1.033637399637860055e+00,1.013889643193623069e+00,1.058191125353085571e+00,9.770328507399497209e-01,1.046528268128215533e+00,1.018625613796583229e+00,1.080576947165904800e+00,9.878763381694535273e-01,1.049324136112866235e+00,1.037884919429312935e+00,1.057043653745501688e+00,9.662075729660484225e-01,1.016145895031931090e+00,9.988611098400654864e-01,1.024468764266730725e+00,3.687817823500195491e+00,-8.057841414481672349e-01,-4.340319821742343542e+00,1.036638915546542083e+00,1.060899887895653926e+00,9.631666524004054430e-01,1.014022742564271162e+00,9.936888276864931369e-01,1.007096485252762630e+00,1.045571268950141519e+00,9.962487396650381299e-01,9.966855331590587230e-01,1.060287952612543938e+00,1.050880505296167167e+00,9.930712103981707006e-01,1.033249493744974767e+00,1.043329104755163161e+00,1.013729416889194823e+00,1.086661507544029348e+00,9.941376969096621385e-01,1.046573270184478766e+00,-3.513037047644588995e+01,-2.773367032090014117e+00,2.366787296961070197e+01,1.046035291207133566e+00,1.026784183299357389e+00,1.014819518879947813e+00,1.062689160529713517e+00,1.003813203369034346e+00,1.056190212673050244e+00,9.921303385077652193e-01,1.007719917012994459e+00,9.779755181745860559e-01,9.378259466560884272e-01,9.783475214664171249e-01,9.462985807637513958e-01,1.028654507573124599e+00,1.001447192750613224e+00,1.027426289043620544e+00,1.035233412100619033e+00,1.030949493264084804e+00,1.015934455635545630e+00,-1.156436266221344766e+01,1.285112200952353678e+00,-1.891379618504212701e+01,1.025752091912507380e+00,9.989945832536254455e-01,1.017412975202019787e+00,1.033026014303951801e+00,1.046203597911963490e+00,1.013535540113678746e+00,9.500339322650933616e-01,9.856630034675761820e-01,1.042475947461075858e+00,9.970525441634665587e-01,1.008505251139099057e+00,1.078143774131000487e+00,9.991167356003977096e-01,9.994144798464049684e-01,1.000765809376765736e+00,9.992096156114802508e-01,1.001819213973697886e+00,9.984802387142808211e-01
5.350568062265803615e-01,-1.201540941360152992e+00,1.988020669425754061e+00,1.066666793043371753e+00,1.049869780085397331e+00,1.014254857199391680e+00,1.034605090596903976e+00,1.009385478494575938e+00,1.067093239886373945e+00,9.716089820213136274e-01,1.048714662565982447e+00,1.021702744931867191e+00,1.081855357891934322e+00,9.874376970997343905e-01,1.053447949876486378e+00,1.043445276208845085e+00,1.058687120996086861e+00,9.616084800105052510e-01,1.018494685804153921e+00,9.909927903615822764e-01,1.026424392439206024e+00,3.399755058648700867e+00,-6.421808676186396836e-01,-4.475853924668172112e+00,1.041720502798276327e+00,1.063630543220066782e+00,9.584781538992578342e-01,1.015222069462444310e+00,9.859336801480188539e-01,1.008980114522757043e+00,1.037886632780012475e+00,9.998039507988775165e-01,9.969773403546564605e-01,1.059764357919924738e+00,1.054609403739176665e+00,9.943284785188775121e-01,1.039021910109553470e+00,1.031857075104898769e+00,1.018258971580214389e+00,1.091436207973995653e+00,9.915303855587483950e-01,1.047733923742579565e+00,-3.511902555272095583e+01,-2.845555397640113338e+00,2.387172469916767881e+01,1.050728534867149344e+00,1.029448063841607475e+00,1.017567768763814273e+00,1.059442774664880016e+00,1.000527535618864761e+00,1.063410756681838931e+00,9.907598047780462602e-01,1.006864293148058920e+00,9.781247623830888749e-01,9.376182390859328919e-01,9.693131361996027984e-01,9.411904856496865479e-01,1.028789661022718072e+00,1.001841840426374253e+00,1.029213823046671861e+00,1.032548237998552221e+00,1.042671404307086824e+00,1.016550062749456584e+00,-1.163877732916950691e+01,1.283395501576434894e+00,-1.883991522410536845e+01,1.025629001942225615e+00,1.000452611807798320e+00,1.017529800497866121e+00,1.029824411126009531e+00,1.065060462343685899e+00,1.010090016349465269e+00,9.410516305062788245e-01,9.890292844481591850e-01,1.044036412200930242e+00,9.940253559007127260e-01,1.006250164134687486e+00,1.086868538081308788e+00,9.994023107762712854e-01,9.985649833079662807e-01,1.000971069349281040e+00,9.994230301028503849e-01,1.001728824174002108e+00,9.981575939098140671e-01
