9.911345361451607827e-01,9.856800000000000006e-01,1.022868743319843343e+00,9.228782077346042723e-01,1.047365946455324437e+00,1.015086527861245980e+00,9.483478103857388986e-01,9.586879387667918140e-01,9.830614324562277906e-01,1.001694497052511235e+00,9.999455839749226138e-01,1.001218434238198007e+00
9.845646285560952782e-01,9.670800000000000507e-01,1.045471817523251801e+00,8.313118813565645304e-01,1.104366735846069147e+00,1.030859581398870572e+00,8.929177652286097722e-01,9.111787814313841993e-01,9.601247889354542764e-01,1.001815969018502894e+00,1.000151035125264487e+00,1.001915747820057323e+00
9.870096960266373509e-01,9.433200000000000474e-01,1.067032371992716833e+00,7.446653735618018466e-01,1.171895824935268227e+00,1.027666187439898016e+00,8.347119116195318433e-01,8.596131335300910559e-01,9.309796091997318834e-01,1.000930060294760393e+00,9.950272604322625281e-01,1.007842686679358390e+00
9.914379752041472260e-01,9.114800000000000679e-01,1.088639601904553000e+00,6.301356551592791622e-01,1.238653906279840289e+00,1.046301972751702003e+00,7.767483972216123744e-01,8.058140596694856050e-01,8.967184530313205837e-01,1.002246649182771954e+00,9.979379833545884981e-01,1.007026899449910751e+00
1.008632460352290483e+00,8.756400000000000849e-01,1.108895063728994268e+00,5.082107740310819466e-01,1.308807056022774251e+00,1.070473793017785891e+00,7.165942961392776089e-01,7.479707066887518740e-01,8.542014800485305814e-01,1.003129260403568646e+00,9.974073142558275151e-01,1.008418562497407800e+00
1.030995170479831247e+00,8.347200000000001285e-01,1.128571610650804136e+00,3.583781388777560473e-01,1.376345190594144396e+00,1.114055441227063570e+00,6.594294993337819211e-01,6.883256960021530979e-01,8.102807936611721162e-01,9.987783728140269268e-01,9.985987749220335274e-01,1.010945378107490633e+00
1.064962063078405796e+00,7.866000000000001879e-01,1.150794347838275611e+00,2.123366874913563684e-01,1.447332680650864623e+00,1.152079642272770599e+00,6.108639422416023423e-01,6.278773633070594551e-01,7.602556599416979699e-01,9.986274659516264363e-01,1.001093466786959318e+00,1.011706633740852235e+00
1.103367710447039851e+00,7.348800000000001997e-01,1.173020547060762420e+00,4.467727687645886570e-02,1.513201713658682168e+00,1.211198017877742616e+00,5.742170974558464813e-01,5.692405789679481076e-01,7.068521636369089478e-01,9.959512378481317763e-01,1.001132950459246551e+00,1.012357731547838702e+00
1.156151227796132108e+00,6.835200000000002385e-01,1.193195292470515367e+00,-1.287315567551540196e-01,1.566868369935173977e+00,1.282505964324165415e+00,5.597341663743441442e-01,5.107729180489931631e-01,6.584562729218267352e-01,9.989545873602674320e-01,9.982280486701045064e-01,1.013860584425092748e+00
1.207787979717284799e+00,6.356800000000002449e-01,1.218782508187253200e+00,-3.028204360240126514e-01,1.619509395261486295e+00,1.354315316262480140e+00,5.644297073980837354e-01,4.502671128322037752e-01,6.132655517394669520e-01,1.011707259582777407e+00,9.928283500040242515e-01,1.008277993199858669e+00
