1.017039999999999944e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.051439999999999930e+00,1.035160000000000080e+00,1.183079999999999909e+00,1.122360192833175674e+00,1.031578646257500065e+00,1.094792430089597701e+00,1.003201837209584113e+00,1.003201837209584113e+00,1.166362490300117072e+00,1.081173584117093522e+00,8.744234438754669991e-01,1.002471793247576848e+00,1.027622768199559555e+00,9.761527343483347163e-01,1.112803202620345155e+00,1.074961824483954498e+00,1.145645797770420860e+00,1.038053989274485112e+00,1.092113819276240072e+00,1.040022179963090432e+00,1.135104407418092709e+00,1.121266450705509898e+00,1.043181641368381207e+00,8.351508265644040918e-01,1.012743821909829700e+00,9.875033022215067291e-01,1.006888684125646583e+00
9.577999999999999847e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.024319999999999897e+00,1.095480000000000009e+00,1.320999999999999952e+00,1.165350113972852153e+00,9.968526552762130288e-01,1.173806816279447496e+00,9.911170383904051029e-01,9.911170383904051029e-01,1.251466308968771868e+00,1.070010601159373742e+00,7.957508420166486962e-01,1.056046785056284909e+00,1.086153910083811791e+00,1.007976137210013778e+00,1.037305272038673509e+00,1.186583822837082192e+00,1.252236434518311015e+00,1.129373044584898622e+00,9.743709938064631926e-01,1.151609269182650497e+00,1.240946717319778125e+00,1.227951456526622964e+00,1.025909844111135172e+00,6.380910730759570271e-01,1.008609611164585917e+00,9.863663480653270810e-01,1.002509737388497912e+00
9.247600000000000264e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.030119999999999925e+00,1.109720000000000040e+00,1.438520000000000021e+00,1.202887819865628760e+00,1.020531348121119564e+00,1.231193798418859231e+00,9.770879478874304747e-01,9.770879478874304747e-01,1.309020874038065774e+00,1.120689968898862521e+00,7.202990608955458507e-01,1.116306759897756073e+00,1.184444576578083996e+00,9.729609547165622985e-01,1.032212964386409748e+00,1.248986076188147498e+00,1.326134934875518923e+00,1.218500351629869360e+00,1.008640400013404159e+00,1.127352996359923143e+00,1.305736196528142434e+00,1.273248430775041795e+00,9.878119035872803266e-01,5.393457473683227477e-01,1.005089865384809267e+00,9.710274270352950987e-01,1.005691344643448115e+00
8.561199999999999921e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.022279999999999855e+00,1.141560000000000130e+00,1.493600000000000039e+00,1.211104752603920476e+00,1.043671962079712578e+00,1.276583359629327230e+00,9.502855904705690415e-01,9.502855904705690415e-01,1.333277996976651947e+00,1.162748127594109393e+00,6.754154899724980066e-01,1.186369243417360053e+00,1.255177174184741951e+00,9.919852913935285343e-01,9.393400632314754528e-01,1.332801030441813861e+00,1.362005700759367111e+00,1.301342339133982673e+00,9.235077225725936145e-01,1.130809251009413208e+00,1.330362967515105632e+00,1.293187972341362180e+00,9.524939545139047281e-01,4.609220388549888914e-01,1.003612784446054063e+00,9.661131863108526341e-01,1.007924432679907722e+00
8.135599999999999499e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.065439999999999943e+00,1.149480000000000057e+00,1.551520000000000010e+00,1.215994061125896586e+00,1.106565264635413826e+00,1.308654098573378333e+00,9.261478657647418400e-01,9.261478657647418400e-01,1.356459534992798810e+00,1.251278900503322689e+00,6.195981890474532294e-01,1.230130899651773912e+00,1.304027765859077981e+00,9.563869095497182782e-01,1.036622837659122220e+00,1.379387877417259212e+00,1.412741733569811586e+00,1.371315680164622464e+00,1.073441330487375112e+00,1.059412248900065912e+00,1.355259721089707048e+00,1.298018110911013823e+00,9.313193163330325541e-01,4.824187937009219995e-01,1.003626259015067079e+00,9.664673986957139640e-01,1.007198408756033059e+00
7.133599999999998831e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.047639999999999905e+00,1.195319999999999938e+00,1.552720000000000100e+00,1.189558265137717452e+00,1.075103243630895156e+00,1.359272905016696953e+00,8.970976096928264809e-01,8.970976096928264809e-01,1.328037970320507855e+00,1.218708488076456264e+00,6.169885037666223981e-01,1.290962949738218457e+00,1.323475179651182554e+00,1.041299598906815227e+00,8.116051718527957926e-01,1.451565633226675534e+00,1.402820071948206682e+00,1.460803722478138278e+00,8.043981453645889790e-01,1.150422516291031760e+00,1.351014063315335578e+00,1.297385588560797665e+00,8.933534391878005243e-01,3.540485501520935774e-01,9.935944701994240402e-01,9.799346105932225104e-01,9.988450473916011818e-01
7.241199999999998749e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.184559999999999835e+00,1.178439999999999932e+00,1.627280000000000060e+00,1.210400952749511427e+00,1.220449463500331566e+00,1.364394578359581667e+00,8.826928730720496885e-01,8.826928730720496885e-01,1.387253413348144226e+00,1.390516435879889379e+00,5.218456310858499148e-01,1.264095670074553812e+00,1.351183758621604225e+00,8.988585575339606004e-01,1.152317758921989732e+00,1.425973988571024087e+00,1.478443831599598246e+00,1.517689263646141873e+00,1.217142781809118279e+00,9.689052270305774650e-01,1.388168393418593327e+00,1.307774130906092624e+00,9.043599984098122935e-01,5.103427525279482513e-01,9.935439366223981494e-01,9.851788550193174565e-01,9.987536489081971780e-01
5.871599999999999042e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.077559999999999851e+00,1.241399999999999837e+00,1.569960000000000022e+00,1.158052350401693742e+00,1.048792467760745417e+00,1.428438687825786202e+00,8.584373859377638638e-01,8.584373859377638638e-01,1.317901142029680894e+00,1.205617629634515353e+00,5.878688247102854536e-01,1.347729264737205668e+00,1.344778986318406755e+00,1.082325025206373859e+00,4.774346223942759204e-01,1.548184441379757192e+00,1.386594832326769389e+00,1.593778457430490070e+00,3.310782512152498080e-01,1.440047003635155143e+00,1.362980185880766859e+00,1.273725589397375124e+00,8.384886382904900293e-01,2.785174421663043631e-01,9.949164703664231668e-01,1.000219952871326035e+00,1.002285392618365245e+00
6.919999999999999485e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.335319999999999840e+00,1.175479999999999858e+00,1.678320000000000034e+00,1.243691025886793255e+00,1.336138664033481360e+00,1.389758660771337473e+00,8.579169091814100589e-01,8.579169091814100589e-01,1.451032486241588204e+00,1.545066355320298568e+00,4.137745626076601568e-01,1.230524680490316491e+00,1.338436852601283533e+00,8.347999366585053815e-01,1.126434266419924501e+00,1.464789883144420157e+00,1.515276441468840662e+00,1.593778457430490070e+00,1.114430982664491587e+00,1.103716182321883288e+00,1.439520869333100750e+00,1.202809033374972358e+00,8.347026376970707595e-01,5.772351429919779786e-01,9.964217037265736820e-01,9.966673913806012308e-01,9.999711957465541312e-01
5.398399999999998755e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.195559999999999956e+00,1.208879999999999955e+00,1.589520000000000044e+00,1.194873818386564368e+00,1.117187785344750051e+00,1.466927401901038985e+00,8.378333354046707537e-01,8.378333354046707537e-01,1.384351780931136755e+00,1.312346304403003927e+00,5.031516579808804623e-01,1.324469868204108058e+00,1.327569480422912562e+00,1.028980684921915412e+00,2.978670234634084313e-01,1.641155151678312496e+00,1.411047699494024643e+00,1.639137668929307567e+00,-1.121571994156609353e-01,1.850574083741896914e+00,1.418725271930676435e+00,1.177864527284000706e+00,7.685803435674364303e-01,3.416194023917609179e-01,9.942354988349062506e-01,1.000598652662390675e+00,1.004361742105957855e+00
