1.000269999999999992e+00,2.003140000000000143e+00,2.999709999999999877e+00,4.001540000000000319e+00,5.000289999999999679e+00,5.997880000000000322e+00,7.000630000000000130e+00,8.003109999999999502e+00,9.000320000000000320e+00,1.000211000000000006e+01,1.100040000000000084e+01,1.199630999999999936e+01,1.299784999999999968e+01,1.399938000000000038e+01,1.499981999999999971e+01,1.600083000000000055e+01,1.699971999999999994e+01,1.800319999999999965e+01,1.900088999999999828e+01,1.999978000000000122e+01,2.099913000000000096e+01,2.199973999999999918e+01,2.300090000000000146e+01,2.399988000000000099e+01,2.500166000000000111e+01,2.600138000000000105e+01,2.699805999999999884e+01,2.800185000000000102e+01,2.899693999999999861e+01,3.000280000000000058e+01,3.099686000000000163e+01,3.200117000000000189e+01,3.299916999999999945e+01,3.400097000000000236e+01,3.499960000000000093e+01,3.599736999999999654e+01,3.699956000000000245e+01,3.800014000000000181e+01,3.899712000000000245e+01,4.000000000000000000e+01,4.099913999999999703e+01,4.200025999999999726e+01,4.299983000000000288e+01,4.400253000000000014e+01,4.500124999999999886e+01,4.600177000000000049e+01,4.699699999999999989e+01,4.799698999999999671e+01,4.899716000000000093e+01,5.000001999999999924e+01,5.099965999999999866e+01,5.199980000000000047e+01,5.300012000000000256e+01,5.400095999999999918e+01,5.499593000000000131e+01,5.599737999999999971e+01,5.699983000000000288e+01,5.799985000000000213e+01,5.899983000000000288e+01,6.000146000000000157e+01,6.100162999999999869e+01,6.200075999999999965e+01,6.299824999999999875e+01,6.399877999999999645e+01,6.499970000000000425e+01,6.599993999999999517e+01,6.700016999999999712e+01,6.800018000000000029e+01,6.900000000000000000e+01,6.999998999999999683e+01,7.100020999999999560e+01,7.200006000000000483e+01,7.299967999999999790e+01
1.000550000000000050e+00,2.006610000000000227e+00,2.999719999999999942e+00,4.003620000000000623e+00,5.000560000000000116e+00,5.996160000000000601e+00,7.001389999999999780e+00,8.007119999999998683e+00,9.000379999999999825e+00,1.000408999999999970e+01,1.100124000000000102e+01,1.199259999999999948e+01,1.299549000000000021e+01,1.399873999999999974e+01,1.499973999999999918e+01,1.600168999999999997e+01,1.699940000000000140e+01,1.800666999999999973e+01,1.900164999999999793e+01,1.999933000000000050e+01,2.099853000000000236e+01,2.199963999999999942e+01,2.300182000000000215e+01,2.399980000000000047e+01,2.500305000000000177e+01,2.600295000000000201e+01,2.699593999999999738e+01,2.800401000000000096e+01,2.899384999999999835e+01,3.000549000000000177e+01,3.099377000000000137e+01,3.200200999999999851e+01,3.299837999999999738e+01,3.400205000000000410e+01,3.499945000000000306e+01,3.599443999999999733e+01,3.699916999999999945e+01,3.800028000000000361e+01,3.899365000000000236e+01,3.999983000000000288e+01,4.099850999999999601e+01,4.200062999999999391e+01,4.299943000000000382e+01,4.400497000000000014e+01,4.500298000000000087e+01,4.600375999999999976e+01,4.699352999999999980e+01,4.799360999999999677e+01,4.899374000000000251e+01,4.999990999999999985e+01,5.099962000000000018e+01,5.199938000000000216e+01,5.300063000000000102e+01,5.400177000000000049e+01,5.499195000000000277e+01,5.599389999999999645e+01,5.699981000000000364e+01,5.799969000000000108e+01,5.899932000000000443e+01,6.000316000000000116e+01,6.100367999999999569e+01,6.200173000000000201e+01,6.299638999999999811e+01,6.399736999999999654e+01,6.499983000000000288e+01,6.600011999999999546e+01,6.700021999999999878e+01,6.800023000000000195e+01,6.900001000000000317e+01,6.999988999999999351e+01,7.100052999999999770e+01,7.199985000000000923e+01,7.299965999999999156e+01
1.000830000000000108e+00,2.010320000000000107e+00,2.999820000000000153e+00,4.005810000000000315e+00,5.000650000000000261e+00,5.994140000000000690e+00,7.002119999999999678e+00,8.010839999999998184e+00,9.000899999999999679e+00,1.000649999999999906e+01,1.100178000000000189e+01,1.198874999999999957e+01,1.299351000000000056e+01,1.399793999999999983e+01,1.499972999999999956e+01,1.600256999999999863e+01,1.699932000000000087e+01,1.800987999999999900e+01,1.900246999999999886e+01,1.999922000000000111e+01,2.099789000000000172e+01,2.199952000000000041e+01,2.300277000000000172e+01,2.399990999999999985e+01,2.500483000000000189e+01,2.600435000000000230e+01,2.699388999999999683e+01,2.800599000000000061e+01,2.899043999999999954e+01,3.000839000000000212e+01,3.099042999999999992e+01,3.200325000000000131e+01,3.299749999999999517e+01,3.400323000000000206e+01,3.499943000000000382e+01,3.599120999999999526e+01,3.699850999999999601e+01,3.800055000000000405e+01,3.899013000000000062e+01,3.999976000000000198e+01,4.099790999999999741e+01,4.200091999999999359e+01,4.299913000000000096e+01,4.400793000000000177e+01,4.500462999999999880e+01,4.600580999999999676e+01,4.699031999999999698e+01,4.799038999999999788e+01,4.899028000000000560e+01,5.000016000000000105e+01,5.099933000000000050e+01,5.199903000000000475e+01,5.300093000000000387e+01,5.400260999999999711e+01,5.498747000000000185e+01,5.599019999999999442e+01,5.699990000000000379e+01,5.799972000000000349e+01,5.899876000000000431e+01,6.000485000000000468e+01,6.100525999999999271e+01,6.200276000000000209e+01,6.299447999999999581e+01,6.399567999999999302e+01,6.499971999999999639e+01,6.599989999999999668e+01,6.700007999999999697e+01,6.800039999999999907e+01,6.900025999999999726e+01,6.999971999999999639e+01,7.100059999999999150e+01,7.199980000000000757e+01,7.299954999999998506e+01
1.001080000000000192e+00,2.013570000000000082e+00,2.999840000000000284e+00,4.007760000000000211e+00,5.001000000000000334e+00,5.992230000000001056e+00,7.002930000000000099e+00,8.014449999999998298e+00,9.001640000000000086e+00,1.000894999999999868e+01,1.100239000000000189e+01,1.198482999999999876e+01,1.299130000000000074e+01,1.399748999999999910e+01,1.499946999999999875e+01,1.600341999999999842e+01,1.699947000000000230e+01,1.801354999999999862e+01,1.900296999999999770e+01,1.999918000000000262e+01,2.099695000000000178e+01,2.199961000000000055e+01,2.300355000000000061e+01,2.399951000000000079e+01,2.500680000000000192e+01,2.600651000000000224e+01,2.699197999999999809e+01,2.800853000000000037e+01,2.898670999999999864e+01,3.001171000000000078e+01,3.098704999999999998e+01,3.200435999999999837e+01,3.299661999999999296e+01,3.400475000000000136e+01,3.499925000000000352e+01,3.598822999999999439e+01,3.699761999999999773e+01,3.800040000000000617e+01,3.898608999999999725e+01,3.999969000000000108e+01,4.099684999999999491e+01,4.200127999999999417e+01,4.299864000000000175e+01,4.401051000000000357e+01,4.500652999999999793e+01,4.600767999999999347e+01,4.698662999999999812e+01,4.798689999999999856e+01,4.898637000000000796e+01,5.000017000000000422e+01,5.099927000000000277e+01,5.199839000000000766e+01,5.300099000000000160e+01,5.400337999999999994e+01,5.498261000000000109e+01,5.598656999999999329e+01,5.700000000000000711e+01,5.799955000000000638e+01,5.899841000000000690e+01,6.000701000000000818e+01,6.100748999999999000e+01,6.200365000000000038e+01,6.299259999999999593e+01,6.399399999999999267e+01,6.500003999999999849e+01,6.599978999999999019e+01,6.700005000000000166e+01,6.800055000000000405e+01,6.900041999999999121e+01,6.999978000000000122e+01,7.100045999999998969e+01,7.199990000000001089e+01,7.299974999999999170e+01
1.001310000000000144e+00,2.017020000000000035e+00,2.999870000000000481e+00,4.009820000000000384e+00,5.001260000000000261e+00,5.990130000000000621e+00,7.003600000000000492e+00,8.018299999999998207e+00,9.001849999999999241e+00,1.001139999999999830e+01,1.100315000000000154e+01,1.198066999999999815e+01,1.298884000000000150e+01,1.399670999999999843e+01,1.499948999999999799e+01,1.600429999999999708e+01,1.699955000000000283e+01,1.801726999999999990e+01,1.900391999999999726e+01,1.999888000000000332e+01,2.099633000000000038e+01,2.199955999999999889e+01,2.300475000000000136e+01,2.399909000000000248e+01,2.500911000000000328e+01,2.600874000000000308e+01,2.698972999999999800e+01,2.801100999999999885e+01,2.898329000000000022e+01,3.001536000000000115e+01,3.098307000000000144e+01,3.200551999999999708e+01,3.299561999999999529e+01,3.400619999999999976e+01,3.499889000000000294e+01,3.598516999999999655e+01,3.699701999999999913e+01,3.800040000000000617e+01,3.898203999999999780e+01,3.999961000000000411e+01,4.099576999999999316e+01,4.200183999999999429e+01,4.299818000000000495e+01,4.401378000000000412e+01,4.500842000000000098e+01,4.600955999999999335e+01,4.698276999999999504e+01,4.798324999999999818e+01,4.898233000000000459e+01,5.000013000000000574e+01,5.099921000000000504e+01,5.199781000000000830e+01,5.300124000000000279e+01,5.400437999999999761e+01,5.497776000000000352e+01,5.598219999999999175e+01,5.699990000000000379e+01,5.799933000000000760e+01,5.899784000000000361e+01,6.000879000000000474e+01,6.100965999999998957e+01,6.200469000000000364e+01,6.299034999999999940e+01,6.399271999999999139e+01,6.499979999999999336e+01,6.599989999999999668e+01,6.700010000000000332e+01,6.800057000000001040e+01,6.900034999999999741e+01,6.999989999999999668e+01,7.100040999999998803e+01,7.199992000000001724e+01,7.299964999999998838e+01
1.001720000000000166e+00,2.020500000000000185e+00,2.999580000000000357e+00,4.012340000000000018e+00,5.001260000000000261e+00,5.987920000000000798e+00,7.004330000000000389e+00,8.022409999999998931e+00,9.001629999999998688e+00,1.001362999999999914e+01,1.100399000000000171e+01,1.197640999999999778e+01,1.298636000000000124e+01,1.399614999999999831e+01,1.499959999999999738e+01,1.600535999999999603e+01,1.699915000000000376e+01,1.802098000000000155e+01,1.900478999999999630e+01,1.999872000000000227e+01,2.099521999999999977e+01,2.199971000000000032e+01,2.300579000000000107e+01,2.399878000000000355e+01,2.501080000000000325e+01,2.601109000000000293e+01,2.698744999999999905e+01,2.801333999999999946e+01,2.897916999999999987e+01,3.001905999999999963e+01,3.097897000000000034e+01,3.200665999999999656e+01,3.299456999999999596e+01,3.400778999999999996e+01,3.499852000000000629e+01,3.598179999999999978e+01,3.699593999999999738e+01,3.800039000000000300e+01,3.897775999999999641e+01,3.999971000000000743e+01,4.099497999999999109e+01,4.200266999999999484e+01,4.299781000000000830e+01,4.401728000000000662e+01,4.501024999999999920e+01,4.601168999999999443e+01,4.697867999999999711e+01,4.797890999999999906e+01,4.897792000000000456e+01,4.999981000000000364e+01,5.099913000000000807e+01,5.199700000000000699e+01,5.300177000000000049e+01,5.400534999999999997e+01,5.497286000000000428e+01,5.597790999999999428e+01,5.700021000000000271e+01,5.799909000000000958e+01,5.899718000000000018e+01,6.001065000000000538e+01,6.101235999999998683e+01,6.200563000000000358e+01,6.298843999999999710e+01,6.399127999999998906e+01,6.499984999999999502e+01,6.599998999999999683e+01,6.700030000000000996e+01,6.800045000000001494e+01,6.900016999999999712e+01,7.000000000000000000e+01,7.100018999999998925e+01,7.200020000000002085e+01,7.299958999999998355e+01
1.002120000000000122e+00,2.024399999999999977e+00,3.000010000000000510e+00,4.014459999999999695e+00,5.001540000000000319e+00,5.985430000000000916e+00,7.005090000000000039e+00,8.026409999999998490e+00,9.002529999999998367e+00,1.001677999999999891e+01,1.100474000000000174e+01,1.197156999999999805e+01,1.298368000000000144e+01,1.399475999999999765e+01,1.499969999999999715e+01,1.600657999999999603e+01,1.699886000000000408e+01,1.802508000000000266e+01,1.900557999999999481e+01,1.999855000000000160e+01,2.099436999999999998e+01,2.200004000000000204e+01,2.300664000000000087e+01,2.399854000000000198e+01,2.501275000000000404e+01,2.601328000000000173e+01,2.698520999999999859e+01,2.801589999999999847e+01,2.897531999999999996e+01,3.002281999999999940e+01,3.097439999999999927e+01,3.200795999999999708e+01,3.299364999999999526e+01,3.400979999999999848e+01,3.499823000000000661e+01,3.597845999999999833e+01,3.699505999999999517e+01,3.800066999999999950e+01,3.897308999999999912e+01,3.999972000000001060e+01,4.099411999999998812e+01,4.200302999999999543e+01,4.299743000000000848e+01,4.402102000000000714e+01,4.501243000000000194e+01,4.601406999999999670e+01,4.697450999999999510e+01,4.797464999999999691e+01,4.897324000000000410e+01,4.999976000000000198e+01,5.099896000000001095e+01,5.199641000000000446e+01,5.300169999999999959e+01,5.400641999999999854e+01,5.496718000000000615e+01,5.597308999999999202e+01,5.700032000000000210e+01,5.799894000000001171e+01,5.899647999999999826e+01,6.001273000000000479e+01,6.101495999999998787e+01,6.200641000000000247e+01,6.298589999999999378e+01,6.398953999999999098e+01,6.499998999999999683e+01,6.600001999999999214e+01,6.700021000000000981e+01,6.800049000000001342e+01,6.899997999999999365e+01,7.000014000000000181e+01,7.100012999999998442e+01,7.200004000000002691e+01,7.299938999999997691e+01
1.002280000000000060e+00,2.027919999999999945e+00,3.000070000000000459e+00,4.017279999999999518e+00,5.001510000000000566e+00,5.982810000000000628e+00,7.006059999999999732e+00,8.030469999999999331e+00,9.002969999999997697e+00,1.001981999999999928e+01,1.100537000000000099e+01,1.196699999999999875e+01,1.298128000000000171e+01,1.399353999999999765e+01,1.499974999999999703e+01,1.600788999999999618e+01,1.699850000000000350e+01,1.802891000000000332e+01,1.900661999999999452e+01,1.999838000000000093e+01,2.099318999999999846e+01,2.200028000000000361e+01,2.300742999999999938e+01,2.399811000000000050e+01,2.501468000000000558e+01,2.601550000000000296e+01,2.698295999999999850e+01,2.801886999999999972e+01,2.897113999999999834e+01,3.002679999999999794e+01,3.096965999999999752e+01,3.200914999999999822e+01,3.299247999999999337e+01,3.401175999999999533e+01,3.499789000000000527e+01,3.597475000000000023e+01,3.699426999999999310e+01,3.800086999999999904e+01,3.896788999999999703e+01,3.999990000000001089e+01,4.099301999999998714e+01,4.200359999999999872e+01,4.299691000000000685e+01,4.402484000000000464e+01,4.501476999999999862e+01,4.601625999999999550e+01,4.697016999999999598e+01,4.797018999999999522e+01,4.896820000000000306e+01,4.999999000000000393e+01,5.099902000000000868e+01,5.199553000000000225e+01,5.300155999999999779e+01,5.400798999999999950e+01,5.496128000000000924e+01,5.596834999999999383e+01,5.700064000000000419e+01,5.799848000000001491e+01,5.899579999999999558e+01,6.001515000000000555e+01,6.101742999999999029e+01,6.200715000000000288e+01,6.298355999999999710e+01,6.398836999999998909e+01,6.500030999999999892e+01,6.600005999999999062e+01,6.700018000000001450e+01,6.800049000000001342e+01,6.900023999999999091e+01,7.000014000000000181e+01,7.099995999999998730e+01,7.199989000000002193e+01,7.299948999999998023e+01
1.002299999999999969e+00,2.032049999999999912e+00,3.000060000000000393e+00,4.020089999999999719e+00,5.001570000000000960e+00,5.980120000000000324e+00,7.006759999999999877e+00,8.034709999999998686e+00,9.003179999999996852e+00,1.002310999999999908e+01,1.100629000000000168e+01,1.196205999999999925e+01,1.297810000000000130e+01,1.399211999999999811e+01,1.499986999999999782e+01,1.600908999999999693e+01,1.699824000000000268e+01,1.803328000000000486e+01,1.900788999999999618e+01,1.999810000000000088e+01,2.099175999999999931e+01,2.200037000000000376e+01,2.300866999999999862e+01,2.399757999999999925e+01,2.501650000000000418e+01,2.601829000000000391e+01,2.698076000000000008e+01,2.802181999999999817e+01,2.896686999999999657e+01,3.003118999999999872e+01,3.096472999999999587e+01,3.201066000000000145e+01,3.299165999999999599e+01,3.401377999999999702e+01,3.499751000000000545e+01,3.597064999999999912e+01,3.699304999999998955e+01,3.800092999999999677e+01,3.896268999999999494e+01,3.999976000000000909e+01,4.099187999999998766e+01,4.200444999999999851e+01,4.299663000000001034e+01,4.402883000000000635e+01,4.501717999999999620e+01,4.601863999999999777e+01,4.696567999999999898e+01,4.796543999999999386e+01,4.896287000000000234e+01,5.000017000000000422e+01,5.099912000000001200e+01,5.199455999999999989e+01,5.300177000000000049e+01,5.400905000000000200e+01,5.495567000000001201e+01,5.596318999999999733e+01,5.700074000000000751e+01,5.799807000000001267e+01,5.899493999999999261e+01,6.001759000000000555e+01,6.102047999999999206e+01,6.200804000000000116e+01,6.298131999999999664e+01,6.398698999999999160e+01,6.500042999999999438e+01,6.600013999999998759e+01,6.700033000000001948e+01,6.800040000000001328e+01,6.900043999999999755e+01,7.000037000000000376e+01,7.100024999999999409e+01,7.199952000000001817e+01,7.299955999999997402e+01
1.002610000000000001e+00,2.035870000000000068e+00,3.000130000000000408e+00,4.023289999999999367e+00,5.001460000000000683e+00,5.977710000000000079e+00,7.007279999999999731e+00,8.039059999999999206e+00,9.003549999999997056e+00,1.002636999999999823e+01,1.100719000000000136e+01,1.195716999999999963e+01,1.297496000000000116e+01,1.399111999999999867e+01,1.500025999999999726e+01,1.601030999999999693e+01,1.699727000000000388e+01,1.803753000000000384e+01,1.900866999999999507e+01,1.999793000000000021e+01,2.099047999999999803e+01,2.200065000000000381e+01,2.301008999999999816e+01,2.399672999999999945e+01,2.501839000000000368e+01,2.602125000000000554e+01,2.697822999999999993e+01,2.802460999999999913e+01,2.896243999999999730e+01,3.003549999999999898e+01,3.095949999999999491e+01,3.201243000000000194e+01,3.299041999999999319e+01,3.401620999999999384e+01,3.499722000000000577e+01,3.596596000000000259e+01,3.699180999999998676e+01,3.800057999999999936e+01,3.895747999999999678e+01,3.999972000000001060e+01,4.099078999999998985e+01,4.200522999999999740e+01,4.299644000000000688e+01,4.403300000000000836e+01,4.501975999999999800e+01,4.602086999999999506e+01,4.696041999999999916e+01,4.796041999999999206e+01,4.895721999999999952e+01,5.000028000000000361e+01,5.099938000000000926e+01,5.199325999999999937e+01,5.300171999999999883e+01,5.401053999999999888e+01,5.494939000000001528e+01,5.595803000000000083e+01,5.700086000000001007e+01,5.799825000000001296e+01,5.899408999999999281e+01,6.002043000000000461e+01,6.102400999999998987e+01,6.200865999999999900e+01,6.297901999999999845e+01,6.398561999999999017e+01,6.500099999999999056e+01,6.600043999999998334e+01,6.700030000000002417e+01,6.800055000000001826e+01,6.900042999999999438e+01,7.000041000000000224e+01,7.099961999999999307e+01,7.199945000000002437e+01,7.299959999999997251e+01
