1.000450000000000061e+00,1.999849999999999905e+00,2.975750000000000117e+00,3.998040000000000038e+00,5.018360000000000376e+00,6.010019999999999918e+00,7.001829999999999998e+00,7.981160000000000032e+00,8.983710000000000306e+00,9.993579999999999686e+00,1.100304000000000038e+01,1.201384999999999970e+01,1.300371999999999950e+01,1.398348000000000013e+01,1.499408000000000030e+01,1.600270000000000081e+01,1.696304999999999907e+01,1.800115999999999872e+01,1.901958000000000126e+01,1.999935999999999936e+01,2.099966999999999828e+01,2.200101000000000084e+01
1.001049999999999995e+00,2.001290000000000013e+00,2.950779999999999959e+00,3.996879999999999988e+00,5.038000000000000256e+00,6.020089999999999719e+00,7.003420000000000201e+00,7.964319999999999844e+00,8.964679999999999538e+00,9.987740000000000506e+00,1.100792000000000037e+01,1.202958999999999889e+01,1.300699000000000005e+01,1.396546000000000021e+01,1.498712000000000089e+01,1.600534000000000034e+01,1.692601999999999762e+01,1.800253999999999976e+01,1.903959000000000046e+01,2.000005999999999773e+01,2.100043999999999755e+01,2.200159000000000020e+01
1.002080000000000082e+00,2.002479999999999816e+00,2.924809999999999910e+00,3.996039999999999814e+00,5.058220000000000383e+00,6.031250000000000000e+00,7.005290000000000461e+00,7.948069999999999524e+00,8.945029999999999148e+00,9.981180000000000163e+00,1.101200000000000045e+01,1.204694999999999894e+01,1.301116000000000028e+01,1.394575999999999993e+01,1.498131000000000057e+01,1.600694999999999979e+01,1.688972999999999658e+01,1.800356000000000023e+01,1.906010000000000204e+01,2.000062999999999747e+01,2.100116999999999834e+01,2.200039999999999907e+01
1.004690000000000083e+00,2.004499999999999726e+00,2.898089999999999833e+00,3.995059999999999611e+00,5.078550000000000786e+00,6.042399999999999771e+00,7.007910000000000750e+00,7.932769999999999655e+00,8.924779999999998381e+00,9.975620000000001042e+00,1.101628000000000007e+01,1.206590999999999880e+01,1.301473000000000013e+01,1.392436000000000007e+01,1.497419999999999973e+01,1.600832000000000122e+01,1.685445999999999600e+01,1.800513000000000119e+01,1.908023000000000380e+01,2.000065999999999633e+01,2.100046999999999997e+01,2.200067999999999913e+01
1.007670000000000066e+00,2.007439999999999891e+00,2.872269999999999879e+00,3.994549999999999823e+00,5.099950000000000649e+00,6.055740000000000123e+00,7.009800000000001141e+00,7.920090000000000074e+00,8.905009999999998982e+00,9.969940000000001135e+00,1.102119000000000071e+01,1.208574999999999910e+01,1.301769999999999960e+01,1.390362999999999971e+01,1.496806999999999910e+01,1.601013000000000019e+01,1.682014999999999461e+01,1.800603000000000264e+01,1.909877000000000535e+01,2.000131999999999621e+01,2.100037999999999982e+01,2.200000000000000000e+01
1.011220000000000008e+00,2.012469999999999981e+00,2.845239999999999991e+00,3.993290000000000006e+00,5.120860000000000412e+00,6.069480000000000430e+00,7.012150000000000993e+00,7.908409999999999940e+00,8.883169999999999789e+00,9.964150000000001839e+00,1.102663000000000082e+01,1.210653999999999897e+01,1.301925999999999917e+01,1.388349000000000011e+01,1.496133999999999986e+01,1.601058000000000092e+01,1.678847999999999629e+01,1.800695000000000334e+01,1.911633000000000493e+01,2.000064999999999671e+01,2.099889999999999901e+01,2.200080000000000169e+01
1.015910000000000091e+00,2.016760000000000108e+00,2.820850000000000080e+00,3.992140000000000022e+00,5.140850000000000364e+00,6.081510000000000637e+00,7.014150000000000773e+00,7.898419999999999774e+00,8.862399999999999167e+00,9.958180000000002252e+00,1.103325000000000067e+01,1.212728999999999857e+01,1.302218999999999838e+01,1.386401000000000039e+01,1.495482999999999940e+01,1.601227000000000089e+01,1.675775999999999755e+01,1.800762000000000285e+01,1.913232000000000355e+01,2.000108999999999781e+01,2.099935999999999936e+01,2.200029000000000323e+01
1.020960000000000090e+00,2.022460000000000147e+00,2.797050000000000036e+00,3.991340000000000110e+00,5.159570000000000434e+00,6.094650000000000567e+00,7.015180000000000859e+00,7.890709999999999447e+00,8.842649999999999011e+00,9.952350000000002694e+00,1.103814999999999991e+01,1.214856999999999942e+01,1.302530999999999750e+01,1.384515000000000029e+01,1.494895999999999958e+01,1.601315999999999917e+01,1.673075999999999652e+01,1.800728000000000151e+01,1.914595000000000269e+01,2.000117999999999796e+01,2.099994999999999834e+01,2.200141000000000346e+01
1.026690000000000103e+00,2.028030000000000221e+00,2.774459999999999926e+00,3.990530000000000133e+00,5.179290000000000838e+00,6.107430000000000803e+00,7.016400000000000858e+00,7.884929999999999772e+00,8.823709999999998388e+00,9.946750000000003311e+00,1.104424999999999990e+01,1.217136999999999958e+01,1.302788999999999753e+01,1.382610999999999990e+01,1.494332999999999956e+01,1.601267999999999958e+01,1.670656999999999570e+01,1.800752000000000308e+01,1.915928000000000253e+01,1.999910999999999817e+01,2.099965999999999866e+01,2.200135000000000218e+01
1.032150000000000123e+00,2.034300000000000441e+00,2.755389999999999784e+00,3.990310000000000024e+00,5.197510000000001185e+00,6.120830000000000659e+00,7.017620000000000857e+00,7.880729999999999791e+00,8.806399999999998229e+00,9.941150000000003928e+00,1.105095000000000027e+01,1.219228999999999985e+01,1.303223999999999805e+01,1.380893999999999977e+01,1.493815999999999988e+01,1.601313000000000031e+01,1.668368999999999502e+01,1.800580000000000425e+01,1.916996000000000322e+01,1.999881999999999849e+01,2.099981000000000009e+01,2.200121000000000393e+01
