1.000734000000000012e+00,9.977179999999999938e-01,9.986310000000000464e-01,1.004631999999999969e+00,1.002583000000000002e+00,9.999850000000000128e-01,1.000043999999999933e+00
1.001417999999999919e+00,9.954349999999999588e-01,9.972260000000000568e-01,1.009368000000000043e+00,1.005244999999999944e+00,9.999919999999999920e-01,1.000000999999999918e+00
1.002081999999999917e+00,9.930569999999999675e-01,9.958290000000000752e-01,1.014008999999999938e+00,1.007943000000000033e+00,9.999409999999999688e-01,1.000021999999999966e+00
1.002690999999999999e+00,9.907569999999999988e-01,9.944320000000000936e-01,1.018666999999999989e+00,1.010652000000000106e+00,9.999839999999999840e-01,1.000067999999999957e+00
1.003387000000000029e+00,9.883490000000000331e-01,9.929630000000000400e-01,1.023387000000000047e+00,1.013277000000000205e+00,1.000056999999999974e+00,1.000129999999999963e+00
1.004054999999999920e+00,9.859850000000000003e-01,9.915990000000000082e-01,1.028185000000000127e+00,1.015960000000000196e+00,1.000068999999999875e+00,1.000194000000000027e+00
1.004770999999999859e+00,9.835930000000000506e-01,9.901780000000000026e-01,1.032977000000000034e+00,1.018667000000000211e+00,1.000141999999999864e+00,1.000121999999999955e+00
1.005432999999999799e+00,9.812350000000000794e-01,9.887510000000000465e-01,1.037708000000000075e+00,1.021425000000000249e+00,1.000163999999999831e+00,1.000125999999999848e+00
1.006183999999999745e+00,9.788300000000000889e-01,9.873070000000000457e-01,1.042455000000000132e+00,1.024209000000000147e+00,1.000099999999999767e+00,1.000055999999999834e+00
1.006922999999999790e+00,9.764970000000000594e-01,9.859539999999999971e-01,1.047321000000000168e+00,1.026962000000000153e+00,1.000130999999999659e+00,1.000093999999999816e+00
1.007689999999999753e+00,9.740660000000000984e-01,9.846310000000000340e-01,1.052155000000000173e+00,1.029731000000000174e+00,1.000217999999999607e+00,1.000125999999999848e+00
1.008474999999999788e+00,9.717450000000000809e-01,9.832290000000000196e-01,1.057053000000000242e+00,1.032454000000000205e+00,1.000202999999999509e+00,1.000107999999999775e+00
1.009244999999999726e+00,9.693410000000001192e-01,9.818780000000000285e-01,1.062031000000000169e+00,1.035212000000000243e+00,1.000281999999999449e+00,1.000150999999999790e+00
1.009945999999999788e+00,9.669590000000001240e-01,9.804420000000000357e-01,1.066876000000000158e+00,1.037910000000000332e+00,1.000335999999999448e+00,1.000250999999999779e+00
1.010771999999999782e+00,9.645860000000001655e-01,9.789790000000000436e-01,1.071726000000000179e+00,1.040651000000000437e+00,1.000329999999999497e+00,1.000227999999999673e+00
1.011579999999999702e+00,9.620350000000001955e-01,9.775350000000000428e-01,1.076651000000000247e+00,1.043455000000000465e+00,1.000334999999999530e+00,1.000164999999999749e+00
1.012416999999999678e+00,9.596100000000001851e-01,9.761520000000000197e-01,1.081682000000000254e+00,1.046239000000000363e+00,1.000278999999999474e+00,1.000163999999999831e+00
1.013275999999999621e+00,9.571970000000001866e-01,9.747240000000000348e-01,1.086652000000000173e+00,1.049028000000000294e+00,1.000361999999999529e+00,1.000205999999999928e+00
1.014149999999999663e+00,9.547120000000002271e-01,9.733020000000000005e-01,1.091680000000000206e+00,1.051778000000000324e+00,1.000384999999999636e+00,1.000217999999999829e+00
1.014949999999999575e+00,9.521320000000002004e-01,9.719010000000000149e-01,1.096666000000000141e+00,1.054446000000000216e+00,1.000400999999999652e+00,1.000284999999999869e+00
1.015782999999999658e+00,9.497600000000001597e-01,9.704490000000000061e-01,1.101747000000000032e+00,1.057230000000000114e+00,1.000371999999999595e+00,1.000308999999999893e+00
1.016618999999999717e+00,9.472420000000001394e-01,9.690360000000000085e-01,1.106726000000000099e+00,1.060025000000000217e+00,1.000420999999999561e+00,1.000282999999999811e+00
1.017474999999999685e+00,9.447190000000000865e-01,9.675780000000000491e-01,1.111798000000000064e+00,1.062729000000000257e+00,1.000425999999999593e+00,1.000328999999999802e+00
1.018402999999999725e+00,9.422190000000001397e-01,9.661620000000000763e-01,1.116896000000000111e+00,1.065530000000000310e+00,1.000423999999999536e+00,1.000270999999999910e+00
1.019280999999999660e+00,9.396920000000001938e-01,9.648480000000000389e-01,1.121977000000000002e+00,1.068319000000000241e+00,1.000449999999999617e+00,1.000332999999999917e+00
1.020130999999999677e+00,9.371400000000001951e-01,9.633750000000000924e-01,1.127207999999999988e+00,1.071118000000000237e+00,1.000400999999999652e+00,1.000240000000000018e+00
1.021083999999999659e+00,9.346200000000002284e-01,9.620430000000000925e-01,1.132371999999999934e+00,1.073942000000000174e+00,1.000454999999999650e+00,1.000299000000000049e+00
1.022034999999999583e+00,9.320760000000002377e-01,9.605990000000000917e-01,1.137487999999999833e+00,1.076654000000000222e+00,1.000469999999999748e+00,1.000345999999999957e+00
1.023038999999999588e+00,9.296200000000002239e-01,9.592410000000001213e-01,1.142627999999999755e+00,1.079465000000000119e+00,1.000459999999999683e+00,1.000396000000000063e+00
1.024023999999999601e+00,9.270750000000002045e-01,9.578040000000000997e-01,1.147882999999999765e+00,1.082236000000000198e+00,1.000440999999999692e+00,1.000438000000000160e+00
1.024981999999999616e+00,9.245600000000001595e-01,9.563940000000000774e-01,1.153065999999999702e+00,1.084976000000000163e+00,1.000486999999999682e+00,1.000376000000000154e+00
1.026013999999999537e+00,9.220440000000001968e-01,9.549070000000000613e-01,1.158362999999999809e+00,1.087779000000000273e+00,1.000479999999999592e+00,1.000404000000000071e+00
1.026953999999999478e+00,9.194360000000001421e-01,9.534510000000000485e-01,1.163540999999999714e+00,1.090559000000000278e+00,1.000437999999999494e+00,1.000491000000000019e+00
