9.800000165289119991e-01,9.800000061728375567e-01,9.800000129032174767e-01,9.800000072727246270e-01,1.019999992031875635e+00,9.800000058651009427e-01,1.019999949367216718e+00,9.800000330577965935e-01,9.800000175438442485e-01,1.019999975609785947e+00,9.800000330577965935e-01,1.019999951807345040e+00,1.019999988235301025e+00,1.019999976190504531e+00,1.019999967741987534e+00,9.800000071684562553e-01,9.800000229884793246e-01,9.800000072992673950e-01,9.800000080645129286e-01,9.800000242423948515e-01,9.800000072463741496e-01,1.019999982300900720e+00,9.800000816323198860e-01,1.019999989924438299e+00,9.800003076875740682e-01,9.800009999500024493e-01,1.019999428587754720e+00
9.601794943116042091e-01,9.599112505626051783e-01,9.600432395619458159e-01,9.598925620003712078e-01,1.040036717573627589e+00,9.598908913192869541e-01,1.038914041316149728e+00,9.605089981607008998e-01,9.599729937864723839e-01,1.040042141787096641e+00,9.602096287816948017e-01,1.039642769068729100e+00,1.040118929248882829e+00,1.039900072436618972e+00,1.040027346480402626e+00,9.599069760871951074e-01,9.602023400938474174e-01,9.598785923297039613e-01,9.600341813410492309e-01,9.598927577013228740e-01,9.598795952711197677e-01,1.040030674180160819e+00,9.746346524906581710e-01,1.040024892057353378e+00,9.911770807308089015e-01,9.632618129844778831e-01,1.009323120145287689e+00
9.401821180191117788e-01,9.396689517135315972e-01,9.400975723838577158e-01,9.395779686007781351e-01,1.060266539988034662e+00,9.396127908258712358e-01,1.058269878422041232e+00,9.405165169796398938e-01,9.402552419499154990e-01,1.060250242115234443e+00,9.400724886390586787e-01,1.058219048582184518e+00,1.060288842732419967e+00,1.060098475443702837e+00,1.060039245562679477e+00,9.396532214763593238e-01,9.403325397371998795e-01,9.396191410562055868e-01,9.398216437676788493e-01,9.397366130721913624e-01,9.395720796922832907e-01,1.060134698102991546e+00,9.864108749280906530e-01,1.060235933704825273e+00,1.006132021642703878e+00,9.631772682604956559e-01,9.956120982327688607e-01
9.198667692006006202e-01,9.191253264641224829e-01,9.202187870908550282e-01,9.189866667924305732e-01,1.080804779938387306e+00,9.190490865165722445e-01,1.078294457632004155e+00,9.201161984041109632e-01,9.200681915779315156e-01,1.080747253940493424e+00,9.195822862410950593e-01,1.077613928643994967e+00,1.080795720201177534e+00,1.080523092562386100e+00,1.078417762924680279e+00,9.190989699927689660e-01,9.201569715019869422e-01,9.191060063148986936e-01,9.192989342715655043e-01,9.194442845883541438e-01,9.190716634708707700e-01,1.080501845762954494e+00,1.002664631971778242e+00,1.080762455989972670e+00,1.020237305285778717e+00,9.689801348683098059e-01,9.785708277102618258e-01
8.991807570232458469e-01,8.982263902450826620e-01,9.012976784399689967e-01,8.981521433618723238e-01,1.101700673896810478e+00,8.981380306221065091e-01,1.098786653859690654e+00,8.996472408863698256e-01,9.006759902311595178e-01,1.101553769815787120e+00,8.990817204576421195e-01,1.097822593631321508e+00,1.101677432428023407e+00,1.100338432596291272e+00,1.096163728230525436e+00,8.981965907007204430e-01,8.995535242010759269e-01,8.985284498381637119e-01,8.984052135163405062e-01,8.998884337550544510e-01,8.985556078173155825e-01,1.101074078053020155e+00,1.021047560388089082e+00,1.101659683820810809e+00,1.035595502671662116e+00,9.752688549216161906e-01,9.648145333256787914e-01
8.779964690969994656e-01,8.769656417062366982e-01,8.850845490260805803e-01,8.771896801729234250e-01,1.122939526928918186e+00,8.768686708683223197e-01,1.118630541127211497e+00,8.807682466513171438e-01,8.814162502623005269e-01,1.121674348484899664e+00,8.789139220849514489e-01,1.118688522628131565e+00,1.122956432055731701e+00,1.118546664089622666e+00,1.113030134089892043e+00,8.768860556635196257e-01,8.784475639537143721e-01,8.783275146349822649e-01,8.771189045816049079e-01,8.833520036772648520e-01,8.783487494937436413e-01,1.122006539885339160e+00,1.040775704200994856e+00,1.122953269096286899e+00,1.043243588232227514e+00,9.706694364368029238e-01,9.652410374239321911e-01
8.562942957264790822e-01,8.553097850109819822e-01,8.741664716116525069e-01,8.560931133811248150e-01,1.144541819585858544e+00,8.553318779615372014e-01,1.137257629903866585e+00,8.660816326135919452e-01,8.618989412534416861e-01,1.140171653327757717e+00,8.624864814190341678e-01,1.140189273693450023e+00,1.144611263948455138e+00,1.132684766725012171e+00,1.127106673710078555e+00,8.551609841723040173e-01,8.569044575323262469e-01,8.588215223333293125e-01,8.554121973688812997e-01,8.729028173347521680e-01,8.588276477031883127e-01,1.143026254711268619e+00,1.061445907476642248e+00,1.144631356390692911e+00,1.044409516135710536e+00,9.678793089634217806e-01,9.683506961235640587e-01
8.340679323395150391e-01,8.333068373353635927e-01,8.719715644213310579e-01,8.350400293718436284e-01,1.166460275231347765e+00,8.335770026234727847e-01,1.152598232425996239e+00,8.575361578317595157e-01,8.423619197536779124e-01,1.154666927152313560e+00,8.533831632722437277e-01,1.162278036236815026e+00,1.166659317069895119e+00,1.139457540381594303e+00,1.135464236292018203e+00,8.330241894326095853e-01,8.351459911710912287e-01,8.406568442830257837e-01,8.333266862210678694e-01,8.726072941531211047e-01,8.408023489705878095e-01,1.163254642743348999e+00,1.083015310990316005e+00,1.166647755255625585e+00,1.040179381616758381e+00,9.578472577830716705e-01,9.584174330909289719e-01
8.113032367348894658e-01,8.110979347287895491e-01,8.774120600529415892e-01,8.143117888166959695e-01,1.188663820300281282e+00,8.116726146654174023e-01,1.160620500150821188e+00,8.580970922261190736e-01,8.239058823546303589e-01,1.160661775888422120e+00,8.547378760550857768e-01,1.184887531773121339e+00,1.189092045018793176e+00,1.139939417792420029e+00,1.135745606359175319e+00,8.105335082122512302e-01,8.132259308644829154e-01,8.247861180577977791e-01,8.108657834845850454e-01,8.798622898404820925e-01,8.246861239411719113e-01,1.181951082989631585e+00,1.105398223387490386e+00,1.188911603269491080e+00,1.030769288188921884e+00,9.438297217800363237e-01,9.601666726737746460e-01
7.880827490914116273e-01,7.887030842544248133e-01,8.895130730388717266e-01,7.936198223623603942e-01,1.211328087920494401e+00,7.896408725384709282e-01,1.162020157153403455e+00,8.661948024691944470e-01,8.068475533338055339e-01,1.158783156977854611e+00,8.635633357028684731e-01,1.207972852235493555e+00,1.211751652660085776e+00,1.133339135920631069e+00,1.128339869432449794e+00,7.877739275674868757e-01,7.913907684125600639e-01,8.114961940117698669e-01,7.881150015856253077e-01,8.933524614126885366e-01,8.106652722525127253e-01,1.199010994503304506e+00,1.128528655326111574e+00,1.211445272025829745e+00,1.033283481038110629e+00,9.261871693840446618e-01,9.615977593678478597e-01
7.643883009104617265e-01,7.661819135345928622e-01,9.058621908823094593e-01,7.731874066407811164e-01,1.234501868398994562e+00,7.675870067235691652e-01,1.156729708442957971e+00,8.799447026658078208e-01,7.938541618379365561e-01,1.149651653958158937e+00,8.773780968461433183e-01,1.231363176225171330e+00,1.234389909028458021e+00,1.121498728898847164e+00,1.117882451727581827e+00,7.647774112724863294e-01,7.694959283809507111e-01,8.006973898314478921e-01,7.650377126737962774e-01,9.108703361178400737e-01,7.988434794107539538e-01,1.213046648616730838e+00,1.152339984846350029e+00,1.234120438758528504e+00,1.032373042163538868e+00,9.127621857855693355e-01,9.536810402174196177e-01
