1.000188000000000077e+00,9.998920000000000030e-01,9.999679999999999680e-01,9.999259999999999815e-01,9.999820000000000375e-01,1.000150722828115901e+00,9.998355750966009259e-01,1.000184978016323889e+00,9.998287240589592839e-01,9.999657448117919012e-01,9.999977593884362692e-01,1.000016941203449861e+00,9.998797804902747055e-01,1.000042416803400336e+00,9.999780433874839725e-01,9.999859646611253261e-01,1.000058469473161349e+00,9.999802487189981548e-01,1.000023122951499310e+00,9.999558503056652503e-01,1.000079289944138861e+00,1.000121172391149393e+00,9.998125980036883798e-01,1.000193508799436692e+00,9.998292769522464374e-01
1.000358000000000080e+00,9.997740000000000515e-01,9.999080000000000190e-01,9.998719999999999830e-01,1.000021999999999966e+00,1.000328954167468920e+00,9.997122687096839933e-01,1.000397288758336556e+00,9.995752940828798172e-01,9.999383421976115738e-01,1.000040419057532048e+00,1.000044380044457393e+00,9.997777591352990934e-01,1.000047697507898015e+00,9.999372150572899409e-01,9.999838125549648238e-01,1.000067417985601503e+00,9.999546189821033604e-01,1.000017642009646268e+00,9.999337721622537645e-01,1.000093483218458035e+00,1.000274583470640133e+00,9.995848820696897619e-01,1.000395529873384870e+00,9.997323890210245700e-01
1.000466000000000077e+00,9.996880000000000210e-01,9.998780000000000445e-01,9.998040000000000260e-01,1.000035999999999925e+00,1.000452410489080624e+00,9.996163816615402098e-01,1.000643752597697445e+00,9.993972380986312354e-01,9.999040846618971745e-01,9.999957032761781495e-01,1.000112621687939241e+00,9.996340498749942682e-01,1.000049342144407882e+00,9.999088090810164253e-01,9.999869201899654891e-01,1.000083925899478254e+00,9.999388004135811858e-01,1.000019750514995920e+00,9.999172967733890305e-01,1.000176464535466936e+00,1.000382222049987835e+00,9.993550728240785386e-01,1.000677056273755028e+00,9.995539615017785540e-01
1.000668000000000113e+00,9.995740000000000736e-01,9.998340000000000005e-01,9.997440000000000770e-01,1.000017999999999851e+00,1.000658240317388481e+00,9.995273520060231620e-01,1.000835395382327020e+00,9.992192198105411816e-01,9.998972328559522227e-01,9.999951047125656967e-01,1.000146078689304163e+00,9.995161065350809393e-01,1.000099595168048472e+00,9.998600465797750081e-01,1.000028013347344036e+00,1.000111561904204249e+00,9.999315160034274452e-01,1.000013733330815446e+00,9.998761194540105590e-01,1.000297650567761210e+00,1.000498170821418231e+00,9.991153549700140246e-01,1.000904719326233261e+00,9.993631584828783776e-01
1.000846000000000124e+00,9.994560000000001221e-01,9.998080000000000300e-01,9.997040000000000370e-01,9.999959999999998850e-01,1.000747489450281025e+00,9.994177920570573859e-01,1.001040654098382499e+00,9.990070068805216863e-01,9.998766785906274546e-01,9.999922755956083265e-01,1.000195917841631310e+00,9.993674784735242511e-01,1.000187500539728491e+00,9.998000902899231157e-01,1.000048328199159009e+00,1.000146053344131758e+00,9.998899600227457718e-01,1.000015380215835359e+00,9.998392400073708997e-01,1.000399411953364126e+00,1.000602695665383068e+00,9.988989606324951698e-01,1.001174544493082408e+00,9.991674052337238265e-01
1.001030000000000086e+00,9.993040000000000811e-01,9.997240000000000570e-01,9.996980000000000866e-01,9.999399999999999400e-01,1.000960432533175348e+00,9.992603123794386866e-01,1.001327910813344602e+00,9.988153545511271325e-01,9.998150200200744964e-01,1.000037059886019764e+00,1.000186197133739352e+00,9.992580792077202512e-01,1.000204126145812111e+00,9.997621498301700882e-01,1.000077935554693820e+00,1.000185908862863071e+00,9.998682115979873331e-01,1.000026247241673660e+00,9.998078910505662220e-01,1.000520972776924866e+00,1.000721380610922751e+00,9.986385908346270268e-01,1.001484311196397803e+00,9.989267097538352402e-01
1.001176000000000066e+00,9.992140000000000466e-01,9.997140000000001026e-01,9.996180000000001176e-01,9.999139999999999695e-01,1.001159751790877683e+00,9.991576350964967990e-01,1.001539833404607727e+00,9.987058409796913949e-01,9.997876209902238909e-01,1.000007669780948572e+00,1.000193128089418959e+00,9.991514625659679849e-01,1.000279115838536237e+00,9.997295599500909402e-01,1.000074596770378799e+00,1.000206279349018512e+00,9.998280706880436908e-01,1.000033107083249773e+00,9.998037226774285635e-01,1.000603530473308522e+00,1.000860436956273469e+00,9.983665658298412904e-01,1.001765572808729798e+00,9.987259320811771035e-01
1.001396000000000175e+00,9.990680000000000671e-01,9.996400000000000841e-01,9.996040000000001591e-01,9.998659999999999215e-01,1.001359161932612096e+00,9.990207363141506702e-01,1.001731193793135688e+00,9.985416115204184262e-01,9.997259781646172794e-01,1.000061403748447653e+00,1.000126845432014022e+00,9.990833292835612500e-01,1.000295263064904239e+00,9.996890894491436974e-01,1.000041400401306069e+00,1.000224905381335239e+00,9.998003448105784452e-01,1.000037292431710689e+00,9.997772864380098934e-01,1.000683295526550998e+00,1.001027887887282253e+00,9.981225923947926182e-01,1.002039172721365112e+00,9.985068251967812447e-01
1.001546000000000269e+00,9.989780000000000326e-01,9.995860000000000856e-01,9.995440000000002101e-01,9.998359999999999470e-01,1.001593113850168359e+00,9.989043991484930496e-01,1.001956623332795893e+00,9.983842318124852566e-01,9.997054336272054309e-01,1.000081582492687415e+00,1.000224676569945625e+00,9.989255755267321124e-01,1.000357373537577699e+00,9.996234871977280889e-01,1.000067287737516297e+00,1.000262781638053822e+00,9.997745863955458390e-01,1.000044407126218227e+00,9.997500978584284992e-01,1.000787625438075423e+00,1.001137186428025183e+00,9.978879899220852723e-01,1.002329148123123570e+00,9.983097441038286668e-01
1.001724000000000281e+00,9.988200000000000411e-01,9.995260000000001366e-01,9.995200000000001861e-01,9.998119999999999230e-01,1.001703260487953218e+00,9.988154503832924469e-01,1.002181989821443020e+00,9.981858335757426426e-01,9.996917385483006235e-01,1.000112798917055512e+00,1.000246456977689213e+00,9.987265891714468546e-01,1.000429967678823306e+00,9.995794333379284247e-01,1.000054060586639038e+00,1.000286395999955724e+00,9.997448783441795772e-01,1.000045586870698111e+00,9.997255174045946990e-01,1.000841986550930818e+00,1.001287358955290641e+00,9.976479508820470521e-01,1.002568592931179836e+00,9.981508710326360001e-01
