9.995062308063158429e-01,1.000663999999999998e+00,1.000213999999999936e+00,9.999740000000000295e-01,1.001001999999999947e+00,9.989700000000000246e-01,9.996059999999999945e-01,1.000026000000000082e+00,9.999799999999999800e-01,1.000008000000000008e+00
9.989219088347830455e-01,1.001295999999999964e+00,1.000591999999999926e+00,9.999240000000000350e-01,1.002121999999999957e+00,9.979999999999999982e-01,9.992879999999999541e-01,1.000022000000000189e+00,9.999700000000000255e-01,9.999780000000000335e-01
9.982965660479700132e-01,1.001948000000000061e+00,1.000807999999999920e+00,9.998740000000000405e-01,1.003260000000000041e+00,9.969839999999999813e-01,9.989299999999999846e-01,1.000052000000000163e+00,9.999640000000000750e-01,9.999540000000000095e-01
9.977135750288789184e-01,1.002593999999999985e+00,1.001035999999999815e+00,9.998160000000000380e-01,1.004250000000000087e+00,9.960559999999999414e-01,9.985279999999999712e-01,1.000038000000000205e+00,9.999740000000000295e-01,9.999780000000000335e-01
9.971710606691907008e-01,1.003352000000000022e+00,1.001289999999999791e+00,9.997960000000000180e-01,1.005141999999999980e+00,9.950479999999999325e-01,9.981399999999999162e-01,1.000090000000000146e+00,9.999919999999999920e-01,9.999760000000000870e-01
9.965346798231548009e-01,1.004078000000000026e+00,1.001555999999999891e+00,9.997179999999999955e-01,1.006129999999999969e+00,9.941799999999999526e-01,9.977479999999999682e-01,1.000108000000000219e+00,9.999939999999999385e-01,9.999940000000000495e-01
9.958721984720555476e-01,1.004799999999999915e+00,1.001873999999999931e+00,9.997080000000000410e-01,1.007153999999999883e+00,9.932459999999999622e-01,9.973459999999999548e-01,1.000120000000000120e+00,1.000003999999999893e+00,9.999860000000000415e-01
9.953147968107395327e-01,1.005637999999999810e+00,1.002191999999999972e+00,9.996780000000000665e-01,1.008297999999999917e+00,9.921159999999999979e-01,9.969879999999999853e-01,1.000124000000000013e+00,9.999799999999998690e-01,9.999640000000000750e-01
9.946942408204909603e-01,1.006299999999999750e+00,1.002202000000000037e+00,9.996600000000001041e-01,1.009455999999999909e+00,9.911640000000000450e-01,9.965619999999999479e-01,1.000150000000000095e+00,9.999799999999998690e-01,9.999620000000001285e-01
9.940975340726472265e-01,1.006939999999999724e+00,1.002514000000000127e+00,9.996040000000001591e-01,1.010423999999999989e+00,9.900700000000000056e-01,9.961939999999999129e-01,1.000138000000000194e+00,9.999919999999998810e-01,9.999640000000000750e-01
