1.199998260884687973e+00,1.800000061068683710e+00,3.199999913606948798e+00,4.199998181834710742e+00,5.199999436621305371e+00,5.800009999500025160e+00,7.199999932659955526e+00,8.199999751553104232e+00,9.199999560440526025e+00,9.800000075901300178e+00,1.080000029850701715e+01,1.219999809525623569e+01,1.280000044943719217e+01,1.419999950617405915e+01,1.519999818183470985e+01,1.619996000799839919e+01,1.680000666644445317e+01,1.780000999950002338e+01
1.067399452850049446e+00,1.608224077311053213e+00,3.392853634441324040e+00,4.370380165217597757e+00,5.397675216065353609e+00,5.934307271477115009e+00,7.396677403399523953e+00,8.397770694279625303e+00,9.397011510430932191e+00,9.605085733911428392e+00,1.088617965983621438e+01,1.236473605192096237e+01,1.260722571926371138e+01,1.436679312801493147e+01,1.520338940974637332e+01,1.607056701105636520e+01,1.691653471635944683e+01,1.793775332887801355e+01
9.253030210013194479e-01,1.410854533178505621e+00,3.591469280853854862e+00,4.557493216518314405e+00,5.596522570846391709e+00,6.106032646004263320e+00,7.597474983072302734e+00,8.598262738776021763e+00,9.578235354134605473e+00,9.405108605611248507e+00,1.104097590909780457e+01,1.254297330203063154e+01,1.262611061274722601e+01,1.454687159325896140e+01,1.528551950220277611e+01,1.620388906146317964e+01,1.700718754455491677e+01,1.790000782847357996e+01
9.892655458158620130e-01,1.210660074717932577e+00,3.785655373737009111e+00,4.719680849918734822e+00,5.744649332646244666e+00,6.163094494134471191e+00,7.797275673500303483e+00,8.781934736752546655e+00,9.732609102014299296e+00,9.213407329217105257e+00,1.121181447840168133e+01,1.258144412765639863e+01,1.275507161928729793e+01,1.473969119497959390e+01,1.519642314610304723e+01,1.624975714419606021e+01,1.693438397905890369e+01,1.793486073104987710e+01
1.093749986006457009e+00,1.021868011474164728e+00,3.938539854190404643e+00,4.833270334089228015e+00,5.834666073475218262e+00,6.091737965568341906e+00,7.981299729599649950e+00,8.936740860506327877e+00,9.738424286080260117e+00,9.059278693850133735e+00,1.132046456609228713e+01,1.255875399784720159e+01,1.289833060737767845e+01,1.493996320956310164e+01,1.508733148569154636e+01,1.634427910026742126e+01,1.700058539063593699e+01,1.782850533845533647e+01
1.223933115851483011e+00,8.568303516839927969e-01,4.000533259619715842e+00,4.946095894876495258e+00,5.902989549287684490e+00,5.948454559044743739e+00,8.118556259211000992e+00,9.058934913507103559e+00,9.618222078777771245e+00,8.963388661407707403e+00,1.129697029068849723e+01,1.260229958756462310e+01,1.296242162415390098e+01,1.514127625512173836e+01,1.494415309352138088e+01,1.643226008507540925e+01,1.713859282279090479e+01,1.767275385216549566e+01
1.330892696059465807e+00,7.209379634678181326e-01,3.974131073227337385e+00,5.077557554575733434e+00,5.947766233597965524e+00,5.773737305899646621e+00,8.201525606890321285e+00,9.146164948026498820e+00,9.453089946682345257e+00,8.922689278229864129e+00,1.122230885168695202e+01,1.271376768512752875e+01,1.297405442467500869e+01,1.533895500281445656e+01,1.481825326493846084e+01,1.638335283923296970e+01,1.708916652689660864e+01,1.758276650520160089e+01
1.423152664477995932e+00,6.017985490813979599e-01,3.884841437605083936e+00,5.065929368338656147e+00,5.962209541878773500e+00,5.586623868375204083e+00,8.239750322307246577e+00,9.231275139282809405e+00,9.274528283186516120e+00,8.916052754682624482e+00,1.115408206898471377e+01,1.283171398775813898e+01,1.300035577448928059e+01,1.553180647776521894e+01,1.478961991357799555e+01,1.634620177585998135e+01,1.699624656904759945e+01,1.749213952040365427e+01
1.439191291385123472e+00,4.820985471238361519e-01,3.759909848333717441e+00,5.003102005611641090e+00,5.895562818650768477e+00,5.415530734502555177e+00,8.248331550076290597e+00,9.343566086658926295e+00,9.098957489403906251e+00,8.917520449075023947e+00,1.111774877716988819e+01,1.291514153422478905e+01,1.304573855137469351e+01,1.571121138826275399e+01,1.483164429449101540e+01,1.627492907578342951e+01,1.693657271822709731e+01,1.742761992440226138e+01
1.443328062942071943e+00,3.487680110666545596e-01,3.615636469436187106e+00,4.927258118223724281e+00,5.859097068713141176e+00,5.357168376948574284e+00,8.245752910267075464e+00,9.451891176428736330e+00,8.969886625303011840e+00,8.918311615903276035e+00,1.112149894335702882e+01,1.296153340636399598e+01,1.308932124236379657e+01,1.586532062258249098e+01,1.477791563217580517e+01,1.627172143524841985e+01,1.695752635119699292e+01,1.743904722574887955e+01
1.452827964991893817e+00,1.964774540679823656e-01,3.466816964899815723e+00,4.859835832917978493e+00,5.837375024856406469e+00,5.406287481259250960e+00,8.238162807367231721e+00,9.506520026026818115e+00,8.885981693079800792e+00,8.907663848651523608e+00,1.115613709208418314e+01,1.302326311004482839e+01,1.309198264246425580e+01,1.598348684765390004e+01,1.474145004340947374e+01,1.627518278271747576e+01,1.698603091050512148e+01,1.744601188823701676e+01
1.458661999309325497e+00,2.666367309273975916e-02,3.317788061366158558e+00,4.801139191968680997e+00,5.835747752831744961e+00,5.524768758917149469e+00,8.224181911328072303e+00,9.475645129772571451e+00,8.846393126107015448e+00,8.879721953301306314e+00,1.119549143425639492e+01,1.302973804450260253e+01,1.304047361515081427e+01,1.605740149511471770e+01,1.480310542416109065e+01,1.629536258070629628e+01,1.697656758980906133e+01,1.743056189405172773e+01
1.495177788198809976e+00,-1.576267817338060651e-01,3.180821640181023646e+00,4.690229681630897929e+00,5.858638750432241693e+00,5.674343855549473403e+00,8.193870139505822436e+00,9.359468127996075637e+00,8.815774179373041974e+00,8.844754379719658388e+00,1.118614275787910728e+01,1.298533930227996258e+01,1.296680491197226814e+01,1.609025209006649604e+01,1.486546983748115736e+01,1.639826041431869541e+01,1.695973732991649285e+01,1.743451382383453918e+01
1.596683249738753085e+00,-3.480978126837805942e-01,3.053102482598499812e+00,4.526248030757497709e+00,5.935605308176067574e+00,5.848142553322747794e+00,8.143018023375836023e+00,9.187205006746959057e+00,8.781216247516866247e+00,8.806381339495233718e+00,1.112082550644861811e+01,1.293646461376941836e+01,1.292404765251985488e+01,1.608998533061688363e+01,1.500940126178081968e+01,1.635047410535439383e+01,1.703423998431833297e+01,1.744200228482531045e+01
