1.199999710145347676e+00,2.199999952662733183e+00,3.199999729730095055e+00,4.199999710145347898e+00,5.199999928186739950e+00,5.800000366971803878e+00,6.800000201004823275e+00,7.800000444443456971e+00,8.800001379300832482e+00,9.800000191387375992e+00,1.080000005181345735e+01,1.219999995717345698e+01,1.280000004232803335e+01,1.419999964912342350e+01,1.519999992779785991e+01,1.619999986348132026e+01,1.680000005263156382e+01,1.819999995876289489e+01,1.880000005486967041e+01,1.980000009216585610e+01,2.080000006814307767e+01,2.180000148147050609e+01,2.280000004561002314e+01,2.380000024691327454e+01,2.519999988700571336e+01,2.580000004273503222e+01,2.680000043955947220e+01,2.819999993779162040e+01,2.880000159998720122e+01,3.019999965517300922e+01,3.119999990888386776e+01,3.219999995689656203e+01,3.280000035714221696e+01,3.419999983193291371e+01,3.480000004796161761e+01,3.619999972602776950e+01,3.680000013377917156e+01,3.780000042553101025e+01,3.880000085106021146e+01,4.000000000000000000e+01,4.080000121211386244e+01,4.180000235291349497e+01,4.319999636370247487e+01,4.380000142856122380e+01
1.058011507939697671e+00,2.397810146270226372e+00,3.180518954458649628e+00,4.325738779070134932e+00,5.322037588131337316e+00,5.618855575968633609e+00,6.620680514851328802e+00,7.637305318664784792e+00,8.952585016240831806e+00,9.882162512701942347e+00,1.059960172046327465e+01,1.237496014572058733e+01,1.259892654953313240e+01,1.436256961111703312e+01,1.540110047106333013e+01,1.637678310097646417e+01,1.660006972108090650e+01,1.837466369393763443e+01,1.859883704435720020e+01,1.961269855932370731e+01,2.075688951363440182e+01,2.195268987886721135e+01,2.259945507320583502e+01,2.362882209777561471e+01,2.540050946437309065e+01,2.562014343363795277e+01,2.662343065780251550e+01,2.840083190724223883e+01,2.895332093842691989e+01,3.037320366602514454e+01,3.140099470812732463e+01,3.240067143652073867e+01,3.262213127123145284e+01,3.437975039697225554e+01,3.469935631299434675e+01,3.606311453295878522e+01,3.660718455667765880e+01,3.763247217295514702e+01,3.860920260189751474e+01,4.015709478574527225e+01,4.060429632714851067e+01,4.190613350123726377e+01,4.337514661061630505e+01,4.372228280755998497e+01
8.832204628910194089e-01,2.549324433187412975e+00,3.037999731271049608e+00,4.223236517231764964e+00,5.217696520569258922e+00,5.463655724518767798e+00,6.508030352484099446e+00,7.454157191936869431e+00,8.989087735061726647e+00,9.765469949505163783e+00,1.039772092019390115e+01,1.238889675027591508e+01,1.261517607146531006e+01,1.451639034759279845e+01,1.535918416884873317e+01,1.656500079833827144e+01,1.639850251389178126e+01,1.839520916852824328e+01,1.842408286672671025e+01,1.958061552244455683e+01,2.062549619003127077e+01,2.208873517541756826e+01,2.252347216213942360e+01,2.358873031220304739e+01,2.556756382646899084e+01,2.558332980441497995e+01,2.662338220972262803e+01,2.860313160534848009e+01,2.911254273134421311e+01,3.046548211273003304e+01,3.158069268413544606e+01,3.251123261309363954e+01,3.259834869884235076e+01,3.455727823428925660e+01,3.481128163695565547e+01,3.590466465923480399e+01,3.651842752865213271e+01,3.762805073227330865e+01,3.844029717281335934e+01,4.013859363007178160e+01,4.067992006639653368e+01,4.206397306937845570e+01,4.347780341304257945e+01,4.383064255038691925e+01
6.973475225772920449e-01,2.604106060173838610e+00,2.937462248138520415e+00,4.293682665575867752e+00,5.113512399066449277e+00,5.339658242088876072e+00,6.600891829493047425e+00,7.260292612436040294e+00,8.888895626858584365e+00,9.608236383912842626e+00,1.026476463943899375e+01,1.237064913512221054e+01,1.266321674779111639e+01,1.440416543835479857e+01,1.525490311479619265e+01,1.676150450104172052e+01,1.625911162559508583e+01,1.836823496692231572e+01,1.836598869853443006e+01,1.968202670108981067e+01,2.046092211537608208e+01,2.217974427534057824e+01,2.252939474267396136e+01,2.366290306949981215e+01,2.558769908768546486e+01,2.558688949506521837e+01,2.660258796647636359e+01,2.871329761225344157e+01,2.916165114979393280e+01,3.038897841345354678e+01,3.161792166173736973e+01,3.259352598842490067e+01,3.258204345564528381e+01,3.474875848966160419e+01,3.496295440805873511e+01,3.584605923808668848e+01,3.639242798116685407e+01,3.765281433291575297e+01,3.829035932836213618e+01,4.005278946054639988e+01,4.076560011311195098e+01,4.216957948831061032e+01,4.353004600307909300e+01,4.398802688260550298e+01
5.190403144672768310e-01,2.657447987682112434e+00,2.971353775647016526e+00,4.345776912997395769e+00,5.110408670362437178e+00,5.399426303199569510e+00,6.752359361166114127e+00,7.087495395133137421e+00,8.740669022818345013e+00,9.572078799471379185e+00,1.027327863659341034e+01,1.228342538544264961e+01,1.264146906021305128e+01,1.424866133782633604e+01,1.517256498601122594e+01,1.696511839823356738e+01,1.626425392102132506e+01,1.828471922441657327e+01,1.845171640429067850e+01,1.981539987850658591e+01,2.037947733044710219e+01,2.225550192503914104e+01,2.257320426679448033e+01,2.372454950026855869e+01,2.548802625413690137e+01,2.567063858524334563e+01,2.647375075446994330e+01,2.865272927124962621e+01,2.920786557073862966e+01,3.029391227221245586e+01,3.153980306112102738e+01,3.258188226776319141e+01,3.245554863567608095e+01,3.492636838567267432e+01,3.510878783862923314e+01,3.574828248829901156e+01,3.634038667016402968e+01,3.758007302031037966e+01,3.819831257654900014e+01,3.990529118286561783e+01,4.086058563243837227e+01,4.229319543053833286e+01,4.360254989131360048e+01,4.401680994691699311e+01
3.717803662351033545e-01,2.644583615079446837e+00,2.947474840729764622e+00,4.459441936166935960e+00,5.185545952033516315e+00,5.518317448035261030e+00,6.931677203363594941e+00,6.965444129845149490e+00,8.603085205503111510e+00,9.510216920621120451e+00,1.029556126902582314e+01,1.221638809797391012e+01,1.259172018716800956e+01,1.406951256108865600e+01,1.504687678456952682e+01,1.713546990111339952e+01,1.628932067957564556e+01,1.821638268650144354e+01,1.851955349559061759e+01,1.991161379899668660e+01,2.035127172789048089e+01,2.216607562852167490e+01,2.255732784403225111e+01,2.383145646520543792e+01,2.538214679356275028e+01,2.576069147704346562e+01,2.641560932770878622e+01,2.858302334582711879e+01,2.920702534484956914e+01,3.017084341794170754e+01,3.145336643736171922e+01,3.247834704606383838e+01,3.240203247717936819e+01,3.508058472742766298e+01,3.522178711724303213e+01,3.570124182044312988e+01,3.629511326402526805e+01,3.754986853589172568e+01,3.808370316720816362e+01,3.974807975372932844e+01,4.092804499604096691e+01,4.233398159336452693e+01,4.353273047944986729e+01,4.395017764467591803e+01
2.945589712244320868e-01,2.562886949937049685e+00,2.835849540566199867e+00,4.603777909988203909e+00,5.245017687634219605e+00,5.625500726677901575e+00,7.119707862471757132e+00,6.909622260136346839e+00,8.538406913897377493e+00,9.399286926433891409e+00,1.027435384016086317e+01,1.219456472537607539e+01,1.256833273725689715e+01,1.391171830030171641e+01,1.491282312068566895e+01,1.726809052486834872e+01,1.627520017434757094e+01,1.819854897054599974e+01,1.847063083857446486e+01,1.990905072738293669e+01,2.040271300018807210e+01,2.202386062863354610e+01,2.250458028118485743e+01,2.394637700983417616e+01,2.535344143818386442e+01,2.580727818093415848e+01,2.647222225392871309e+01,2.859767927426459977e+01,2.920485632010925769e+01,3.009387262957984888e+01,3.144199681188921858e+01,3.233633082505363632e+01,3.246982496251165884e+01,3.510362205418151405e+01,3.526287082413012541e+01,3.570141031455285230e+01,3.632492566552911484e+01,3.763407353914715969e+01,3.805732975963825027e+01,3.958141006879372981e+01,4.094917360098011017e+01,4.231148294423150702e+01,4.344114900003383895e+01,4.387171127218999089e+01
2.955906296137290057e-01,2.475483707150414325e+00,2.698335887286414270e+00,4.733396154012434742e+00,5.208279824698443861e+00,5.667659851826244655e+00,7.309724553210787512e+00,6.906649138751172146e+00,8.471521537230007226e+00,9.365957983660551989e+00,1.022357366323295835e+01,1.214131644049345482e+01,1.255364502559364048e+01,1.383069393106529077e+01,1.492361522064667056e+01,1.742702508650329918e+01,1.623800100229949805e+01,1.814371353793790220e+01,1.838022278872923820e+01,1.986652140065338301e+01,2.050926197303614629e+01,2.188900452486675974e+01,2.248381268899180441e+01,2.391828362060721602e+01,2.531698257537483343e+01,2.587809616947715696e+01,2.652960920503223008e+01,2.866650984124950696e+01,2.924722643800397037e+01,3.009402924411385527e+01,3.142850389567323433e+01,3.218618392428184194e+01,3.252751286803539443e+01,3.507673085258424805e+01,3.524831920928676965e+01,3.566383106334186692e+01,3.628255873051067226e+01,3.772593718480715808e+01,3.804228937679852862e+01,3.944957353474165984e+01,4.095115215278776333e+01,4.229260489239649701e+01,4.333621936665980456e+01,4.376853975260699059e+01
3.487422874506849180e-01,2.412011285297865459e+00,2.603365272303040712e+00,4.885141923473636183e+00,5.124914862528838988e+00,5.669973033375954152e+00,7.495253417129934093e+00,6.918904521121229223e+00,8.373214344232804862e+00,9.406657943670751365e+00,1.018540923714971314e+01,1.211552492352636179e+01,1.250158954459096883e+01,1.379240406390482221e+01,1.500857903953185080e+01,1.760882704631253759e+01,1.620559726844437876e+01,1.809996958444078885e+01,1.830165828375388415e+01,1.983941989335323797e+01,2.056671886448588538e+01,2.179340654511577213e+01,2.250919445898393434e+01,2.382113475730734464e+01,2.530436334237539242e+01,2.591939402353278865e+01,2.652169794811090497e+01,2.875637754104624122e+01,2.929201378858625660e+01,3.007324715936034565e+01,3.145003630905947034e+01,3.208317571701442006e+01,3.252507461816042422e+01,3.504802111404206499e+01,3.524476664001286963e+01,3.562383036843478124e+01,3.617965964836285053e+01,3.778870017485633781e+01,3.800931941395315761e+01,3.928199991554415504e+01,4.097054422154079845e+01,4.232435672508854196e+01,4.322225480729796487e+01,4.371726445338222078e+01
3.985679285240396608e-01,2.371987111877104759e+00,2.577683304058815850e+00,5.050744549064897448e+00,5.058528044352814668e+00,5.693132706940048138e+00,7.667710438776625281e+00,6.897792119518769915e+00,8.261221240279096989e+00,9.441680698716215403e+00,1.018123418766953314e+01,1.215951659420990971e+01,1.243333575067383201e+01,1.374426067508883165e+01,1.509421460347409116e+01,1.777638650942587262e+01,1.620823130049182126e+01,1.811632964357769282e+01,1.823032181646051697e+01,1.982396980188685731e+01,2.050922451386420775e+01,2.176370352920061180e+01,2.256927425897898942e+01,2.373356361399408243e+01,2.535422618947602658e+01,2.591764702484640637e+01,2.652426934966537431e+01,2.884989947322810622e+01,2.929847525559975452e+01,2.999088694163150848e+01,3.150037657570157279e+01,3.206584627009900146e+01,3.252604847665391219e+01,3.502180721820950282e+01,3.529507625310217378e+01,3.558463748607899646e+01,3.617968600552944736e+01,3.783860150245607912e+01,3.793360125380414871e+01,3.913455585955906457e+01,4.094527597863945800e+01,4.232722982627328889e+01,4.307877391635461350e+01,4.363349424235622109e+01
