2.179342743522699077e+00,2.074308270709454227e+00,4.256954076551203059e+00,4.785029974821719989e+00,5.724754543789034145e+00,4.465757767550242896e+00,4.067786212974453086e+00,1.446819077894712091e+00,4.668285929323511496e+00,4.357503374877092384e+00,2.664718954385002725e+00,4.336807438303337037e+00,2.701233431043360778e+00,2.776004252972476216e+00,1.452806396895323315e+00,5.096401497445508966e+00,4.603122814006354702e+00,1.091977745787359177e+00,3.751526237331041624e+00,1.301413257032368875e+00
2.193742743522699268e+00,2.091908270709454065e+00,4.235034076551203341e+00,4.789429974821720393e+00,5.708108928712400498e+00,4.443842292997731036e+00,4.099399882171434584e+00,2.335296320320877861e+00,4.691211413644333028e+00,4.353758719892025120e+00,2.664273229685123923e+00,4.347655049784589387e+00,2.702721627139921257e+00,2.763772291149886762e+00,1.420393401623734730e+00,5.097995773167391498e+00,4.619151124751975424e+00,1.107377389270209456e+00,3.764766483925190865e+00,1.325698053857907510e+00
2.194582743522699442e+00,2.109268270709454107e+00,4.217394076551203241e+00,4.797669974821720196e+00,5.702350850295633933e+00,4.402719895871800126e+00,4.147654983823262143e+00,4.408366486662908201e+00,4.714487635310491420e+00,4.352628569103839773e+00,2.670771954633273104e+00,4.369858422636678341e+00,2.705477306901595380e+00,2.735792908325290984e+00,1.376425124669395705e+00,5.099386795750605827e+00,4.641256872135945954e+00,1.126907539209744957e+00,3.782843598638803595e+00,1.347647592443541820e+00
2.166902743522699293e+00,2.087148270709453968e+00,4.206434076551203383e+00,4.796069974821720372e+00,5.717122781678011911e+00,4.352199359115802579e+00,4.232981668818663223e+00,7.203590037919134659e+00,4.718226082596604698e+00,4.360378716333140225e+00,2.665870096223740049e+00,4.413872559018112263e+00,2.702141413961822280e+00,2.694255620110347138e+00,1.352755732991476112e+00,5.066508430615170866e+00,4.648991489913005815e+00,1.137537401681920413e+00,3.792024255493639640e+00,1.352361604509154658e+00
2.142062743522699098e+00,2.031188270709454180e+00,4.197634076551203464e+00,4.822789974821720449e+00,5.693264738125225932e+00,4.414018484785493079e+00,4.298458447587472975e+00,3.270109398051796568e+00,4.679538084136707354e+00,4.374654925932721206e+00,2.612911888072374289e+00,4.414799049109980444e+00,2.695271502893759497e+00,2.679329708160090195e+00,1.335195941601948544e+00,5.052014844980925012e+00,4.636076782106266059e+00,1.124238385138899066e+00,3.773323594498977585e+00,1.332403256205564546e+00
2.129662743522699131e+00,2.038788270709454231e+00,4.183874076551203025e+00,4.823909974821720681e+00,5.717892404983955679e+00,4.357908357580002168e+00,4.380321917121958286e+00,5.260398318551301244e+00,4.708094199613002573e+00,4.375617440102568700e+00,2.621097307783512687e+00,4.449676861628461211e+00,2.695593726086447095e+00,2.638424311192024696e+00,1.295157265764054433e+00,5.036301176941613278e+00,4.656988988682875252e+00,1.148021366309600833e+00,3.793197683037536905e+00,1.349580272342731924e+00
2.095982743522699199e+00,1.991028270709454207e+00,4.175274076551202640e+00,4.828909974821720574e+00,5.723156704872558009e+00,4.343592838439830572e+00,4.478215269824773692e+00,6.322934676800300302e+00,4.700405401355002510e+00,4.388157244845733551e+00,2.601997809719459376e+00,4.479039779761923690e+00,2.684710395365503821e+00,2.602660473607374847e+00,1.282364949349925620e+00,4.996832680108963309e+00,4.663394928438238551e+00,1.151045564865817772e+00,3.801220973059642461e+00,1.346140924756979107e+00
2.061942743522699129e+00,1.924668270709454232e+00,4.168474076551202501e+00,4.846149974821720718e+00,5.724747945439864871e+00,4.381485050214522836e+00,4.557041840942430255e+00,5.411409379666675790e+00,4.670377921099392537e+00,4.406814538746384180e+00,2.557330568002185167e+00,4.481220861177382275e+00,2.667984941993657433e+00,2.560305113476089911e+00,1.269974733294677582e+00,4.960772084637936175e+00,4.657197036463443851e+00,1.144752943125458167e+00,3.792799591157378636e+00,1.338937019276609686e+00
2.023102743522699143e+00,1.875908270709454317e+00,4.162274076551202739e+00,4.849629974821720424e+00,5.745247712319076605e+00,4.379991374733734233e+00,4.668296625987463422e+00,6.214308365027249259e+00,4.668022516282308132e+00,4.419326651001747486e+00,2.539969982917257507e+00,4.509863409073022744e+00,2.651740072777128976e+00,2.500221437513743261e+00,1.259141930834690504e+00,4.922633315785057029e+00,4.665125900462602893e+00,1.151067554712822627e+00,3.802411614550980090e+00,1.341425629130139408e+00
1.981742743522699080e+00,1.807828270709454399e+00,4.160914076551202712e+00,4.870149974821720740e+00,5.742315851811072847e+00,4.409994556342403449e+00,4.776452498098228361e+00,5.919391412335606617e+00,4.646416748986405665e+00,4.438998839364188598e+00,2.501125774456368411e+00,4.515508384644443929e+00,2.632523974615728513e+00,2.429954178585908231e+00,1.248039890744259361e+00,4.887195820633328580e+00,4.663730671677862816e+00,1.153312662743857908e+00,3.798862736037015519e+00,1.338322182359326318e+00
1.940982743522699172e+00,1.743668270709454404e+00,4.163074076551202651e+00,4.884429974821721032e+00,5.760112347864836835e+00,4.433891040625788094e+00,4.822154535252446195e+00,6.168958562409826207e+00,4.638926649473704700e+00,4.458286818085202441e+00,2.473550062152864104e+00,4.536800446434539502e+00,2.606284305747869734e+00,2.357775156717862419e+00,1.239569007509642606e+00,4.850456030525204909e+00,4.662104321447658073e+00,1.160697927153660824e+00,3.804948434346794972e+00,1.350421404104266143e+00
1.895622743522699105e+00,1.677188270709454310e+00,4.171034076551202396e+00,4.907909974821721200e+00,5.779059346295572830e+00,4.485396664915303866e+00,4.853248017935815284e+00,6.239930791583860881e+00,4.631138121665746787e+00,4.473653304963973731e+00,2.440660460719052072e+00,4.548081694716479717e+00,2.575164164074254636e+00,2.266666388903711749e+00,1.231522042718623755e+00,4.817559180972628141e+00,4.658463449741688578e+00,1.166473091612175716e+00,3.813870183614943343e+00,1.359513962335774373e+00
1.846462743522699013e+00,1.605028270709454308e+00,4.183514076551202443e+00,4.932269974821720915e+00,5.836789562394994135e+00,4.547762111813978159e+00,4.988040399657934998e+00,6.315174943348505820e+00,4.623886132210197175e+00,4.488236001909376327e+00,2.404474543684256727e+00,4.562746511555297424e+00,2.543122513718186983e+00,2.176129928869820596e+00,1.220856894686180194e+00,4.790932936241270035e+00,4.656422650590509527e+00,1.174031635266165274e+00,3.824575170992857043e+00,1.371853521342565774e+00
1.793942743522698891e+00,1.531228270709454220e+00,4.199754076551202253e+00,4.957509974821721066e+00,5.867024512933302738e+00,4.622236813308659542e+00,4.270930351289027094e+00,6.408504228414412474e+00,4.622875600245647476e+00,4.505131097112644589e+00,2.374578585483041682e+00,4.579247072379015293e+00,2.507923962750294500e+00,2.079574969725526135e+00,1.213220596424378517e+00,4.766715676585270067e+00,4.655145849400939007e+00,1.180859900381421523e+00,3.836583945436002008e+00,1.385557023526737819e+00
1.740702743522698936e+00,1.456108270709454144e+00,4.233354076551202105e+00,4.988869974821721343e+00,5.954419073613452795e+00,4.713687857370575607e+00,1.638738507885298290e+01,6.481860678766991235e+00,4.618436911375323639e+00,4.518286708177027045e+00,2.343478576532808777e+00,4.575962228483627214e+00,2.471645229710853542e+00,1.976721704775718180e+00,1.237506284196279616e+00,4.722936298761132079e+00,4.660521105698304467e+00,1.180014014804118050e+00,3.840039984487149116e+00,1.386402260922390939e+00
1.687382743522698902e+00,1.384268270709454240e+00,4.282834076551202074e+00,5.032949974821721462e+00,6.133493482682829345e+00,4.812722951018511885e+00,1.882481129151545929e+01,6.515679960920335745e+00,4.614643078236261076e+00,4.528419402011045314e+00,2.309207741135643754e+00,4.555852628086206835e+00,2.440301682538377648e+00,1.878709965800043014e+00,1.275957057106163584e+00,4.670162702542270949e+00,4.662450894448802785e+00,1.181962649058044601e+00,3.838606540536601219e+00,1.385008579679553931e+00
1.629982743522699007e+00,1.312588270709454275e+00,4.323834076551202443e+00,5.089269974821721831e+00,7.366225653387366457e+00,4.839705710737394639e+00,1.764892471050513834e+01,6.768682867884947107e+00,4.640324483356198293e+00,4.542490571328356097e+00,2.303560250295720202e+00,4.604476648755373880e+00,2.401798927911787729e+00,1.748685385359373567e+00,1.234767019995838044e+00,4.638667650672950060e+00,4.680717421610655293e+00,1.191834878893219152e+00,3.869572560780111026e+00,1.407471128505691782e+00
1.592742743522699067e+00,1.234788270709454183e+00,4.373554076551202208e+00,5.136709974821721758e+00,1.547326193894321911e+00,5.145986535632999903e+00,1.772744892476954348e+01,6.789651514505372631e+00,4.636589384327677976e+00,4.527412296516847512e+00,2.245561718820797914e+00,4.596191859248075495e+00,2.353311881187793997e+00,1.549191418930901953e+00,1.239661784247374277e+00,4.634701182517176221e+00,4.666086320424676082e+00,1.187005494096652569e+00,3.844427431991166433e+00,1.387722840606785191e+00
1.543462743522699077e+00,1.111628270709454247e+00,4.443114076551202274e+00,5.176749974821722056e+00,4.158321855514476795e+01,4.720216178171885879e+00,1.773039237505980736e+01,6.970891941056589047e+00,4.685658603527717680e+00,4.471370117978046288e+00,2.261072057803585444e+00,4.597519076436576313e+00,2.366934309769265887e+00,1.632073769586014578e+00,1.233184134477358640e+00,4.633468534906552527e+00,4.682999128434816249e+00,1.212434857867854321e+00,3.872666805112645161e+00,1.399084981132801220e+00
1.431302743522699039e+00,1.003428270709454173e+00,4.515474076551202032e+00,5.243109974821722474e+00,1.126466110639026681e+02,4.273155005778076720e+00,1.771308327304203445e+01,7.044681267546258674e+00,4.706678092987059081e+00,4.462119174184012493e+00,2.251172487025283608e+00,4.610306423509513252e+00,2.361387150243540844e+00,1.739985519225221822e+00,1.215450323903850327e+00,4.628071681493682199e+00,4.694188546162779474e+00,1.225218645061623368e+00,3.894788236338788234e+00,1.413235904855765668e+00
